LGA_NAME16	CountryOfBirth	Sex	workers
Byron (A)	SGP	M	3
Byron (A)	ZAF	F	48
Byron (A)	ZAF	M	45
Byron (A)	KOR	F	5
Byron (A)	KOR	M	7
Byron (A)	LKA	F	3
Byron (A)	LKA	M	4
Byron (A)	THA	F	28
Byron (A)	THA	M	3
Byron (A)	GBR	F	387
Byron (A)	GBR	M	425
Byron (A)	USA	F	88
Byron (A)	USA	M	63
Byron (A)	VNM	F	5
Byron (A)	VNM	M	10
Byron (A)	ZWE	F	5
Byron (A)	ZWE	M	4
Cabonne (A)		F	65
Cabonne (A)		M	78
Cabonne (A)	AUS	F	1565
Cabonne (A)	AUS	M	2297
Cabonne (A)	CAN	M	3
Cabonne (A)	CHN	F	3
Cabonne (A)	CHN	M	3
Cabonne (A)	FJI	F	3
Cabonne (A)	MKD	M	3
Cabonne (A)	DEU	F	10
Cabonne (A)	DEU	M	3
Cabonne (A)	IND	F	5
Cabonne (A)	IND	M	19
Cabonne (A)	IRL	F	3
Cabonne (A)	IRL	M	3
Cabonne (A)	ITA	F	4
Cabonne (A)	NLD	F	3
Cabonne (A)	NLD	M	3
Cabonne (A)	NZL	F	19
Cabonne (A)	NZL	M	34
Cabonne (A)	PHL	F	9
Cabonne (A)	PHL	M	6
Cabonne (A)	ZAF	F	10
Cabonne (A)	ZAF	M	8
Cabonne (A)	LKA	M	4
Cabonne (A)	THA	M	3
Cabonne (A)	GBR	F	41
Cabonne (A)	GBR	M	52
Cabonne (A)	USA	F	3
Cabonne (A)	USA	M	3
Cabonne (A)	ZWE	F	3
Cabonne (A)	ZWE	M	3
Camden (A)		F	644
Camden (A)		M	893
Camden (A)	AUS	F	9160
Camden (A)	AUS	M	9664
Camden (A)	CAN	F	15
Camden (A)	CAN	M	9
Camden (A)	CHN	F	122
Camden (A)	CHN	M	168
Camden (A)	HRV	F	24
Camden (A)	HRV	M	22
Camden (A)	EGY	F	17
Camden (A)	EGY	M	35
Camden (A)	FJI	F	82
Camden (A)	FJI	M	102
Camden (A)	MKD	F	16
Camden (A)	MKD	M	24
Camden (A)	DEU	F	37
Camden (A)	DEU	M	32
Camden (A)	GRC	F	10
Camden (A)	GRC	M	11
Camden (A)	HKG	F	16
Camden (A)	HKG	M	23
Camden (A)	IND	F	88
Camden (A)	IND	M	187
Camden (A)	IDN	F	20
Camden (A)	IDN	M	22
Camden (A)	IRN	F	8
Camden (A)	IRN	M	19
Camden (A)	IRQ	F	28
Camden (A)	IRQ	M	78
Camden (A)	IRL	F	32
Camden (A)	IRL	M	69
Camden (A)	ITA	F	44
Camden (A)	ITA	M	86
Camden (A)	JPN	F	5
Camden (A)	JPN	M	3
Camden (A)	LBN	F	25
Camden (A)	LBN	M	88
Camden (A)	MYS	F	19
Camden (A)	MYS	M	26
Camden (A)	MLT	F	27
Camden (A)	MLT	M	42
Camden (A)	NLD	F	8
Camden (A)	NLD	M	16
Camden (A)	NZL	F	174
Camden (A)	NZL	M	280
Camden (A)	PAK	F	10
Camden (A)	PAK	M	39
Camden (A)	PHL	F	116
Camden (A)	PHL	M	126
Camden (A)	POL	F	25
Camden (A)	POL	M	26
Camden (A)	SGP	F	12
Camden (A)	SGP	M	13
Camden (A)	ZAF	F	59
Camden (A)	ZAF	M	67
Camden (A)	KOR	F	8
Camden (A)	KOR	M	36
Camden (A)	LKA	F	23
Camden (A)	LKA	M	17
Camden (A)	THA	F	43
Camden (A)	THA	M	22
Camden (A)	TUR	F	3
Camden (A)	TUR	M	16
Camden (A)	GBR	F	481
Camden (A)	GBR	M	507
Camden (A)	USA	F	30
Camden (A)	USA	M	29
Camden (A)	VNM	F	100
Camden (A)	VNM	M	116
Camden (A)	ZWE	F	9
Camden (A)	ZWE	M	15
Campbelltown (C) (NSW)		F	2125
Campbelltown (C) (NSW)		M	2620
Campbelltown (C) (NSW)	AUS	F	16397
Campbelltown (C) (NSW)	AUS	M	14986
Campbelltown (C) (NSW)	CAN	F	28
Campbelltown (C) (NSW)	CAN	M	30
Campbelltown (C) (NSW)	CHN	F	338
Campbelltown (C) (NSW)	CHN	M	376
Campbelltown (C) (NSW)	HRV	F	51
Campbelltown (C) (NSW)	HRV	M	53
Campbelltown (C) (NSW)	EGY	F	93
Campbelltown (C) (NSW)	EGY	M	119
Campbelltown (C) (NSW)	FJI	F	464
Campbelltown (C) (NSW)	FJI	M	486
Campbelltown (C) (NSW)	MKD	F	41
Campbelltown (C) (NSW)	MKD	M	63
Campbelltown (C) (NSW)	DEU	F	72
Campbelltown (C) (NSW)	DEU	M	56
Campbelltown (C) (NSW)	GRC	F	33
Campbelltown (C) (NSW)	GRC	M	59
Campbelltown (C) (NSW)	HKG	F	62
Campbelltown (C) (NSW)	HKG	M	89
Campbelltown (C) (NSW)	IND	F	592
Campbelltown (C) (NSW)	IND	M	791
Campbelltown (C) (NSW)	IDN	F	68
Campbelltown (C) (NSW)	IDN	M	77
Campbelltown (C) (NSW)	IRN	F	29
Campbelltown (C) (NSW)	IRN	M	55
Campbelltown (C) (NSW)	IRQ	F	78
Campbelltown (C) (NSW)	IRQ	M	160
Campbelltown (C) (NSW)	IRL	F	53
Campbelltown (C) (NSW)	IRL	M	89
Campbelltown (C) (NSW)	ITA	F	66
Campbelltown (C) (NSW)	ITA	M	123
Campbelltown (C) (NSW)	JPN	F	12
Campbelltown (C) (NSW)	JPN	M	12
Campbelltown (C) (NSW)	LBN	F	95
Campbelltown (C) (NSW)	LBN	M	200
Campbelltown (C) (NSW)	MYS	F	97
Campbelltown (C) (NSW)	MYS	M	85
Campbelltown (C) (NSW)	MLT	F	28
Campbelltown (C) (NSW)	MLT	M	47
Campbelltown (C) (NSW)	NLD	F	30
Campbelltown (C) (NSW)	NLD	M	32
Campbelltown (C) (NSW)	NZL	F	605
Campbelltown (C) (NSW)	NZL	M	574
Campbelltown (C) (NSW)	PAK	F	81
Campbelltown (C) (NSW)	PAK	M	206
Campbelltown (C) (NSW)	PHL	F	640
Campbelltown (C) (NSW)	PHL	M	527
Campbelltown (C) (NSW)	POL	F	74
Campbelltown (C) (NSW)	POL	M	75
Campbelltown (C) (NSW)	SGP	F	22
Campbelltown (C) (NSW)	SGP	M	16
Campbelltown (C) (NSW)	ZAF	F	148
Campbelltown (C) (NSW)	ZAF	M	183
Campbelltown (C) (NSW)	KOR	F	45
Campbelltown (C) (NSW)	KOR	M	74
Campbelltown (C) (NSW)	LKA	F	115
Campbelltown (C) (NSW)	LKA	M	121
Campbelltown (C) (NSW)	THA	F	119
Campbelltown (C) (NSW)	THA	M	73
Campbelltown (C) (NSW)	TUR	F	15
Campbelltown (C) (NSW)	TUR	M	33
Campbelltown (C) (NSW)	GBR	F	939
Campbelltown (C) (NSW)	GBR	M	819
Campbelltown (C) (NSW)	USA	F	54
Campbelltown (C) (NSW)	USA	M	77
Campbelltown (C) (NSW)	VNM	F	374
Campbelltown (C) (NSW)	VNM	M	551
Campbelltown (C) (NSW)	ZWE	F	48
Campbelltown (C) (NSW)	ZWE	M	44
Canada Bay (A)		F	1514
Canada Bay (A)		M	1809
Canada Bay (A)	AUS	F	8693
Canada Bay (A)	AUS	M	8476
Canada Bay (A)	CAN	F	47
Canada Bay (A)	CAN	M	38
Canada Bay (A)	CHN	F	1101
Canada Bay (A)	CHN	M	1013
Canada Bay (A)	HRV	F	37
Canada Bay (A)	HRV	M	25
Canada Bay (A)	EGY	F	53
Canada Bay (A)	EGY	M	76
Canada Bay (A)	FJI	F	192
Canada Bay (A)	FJI	M	155
Canada Bay (A)	MKD	F	18
Canada Bay (A)	MKD	M	24
Canada Bay (A)	DEU	F	60
Canada Bay (A)	DEU	M	47
Canada Bay (A)	GRC	F	53
Canada Bay (A)	GRC	M	56
Canada Bay (A)	HKG	F	226
Canada Bay (A)	HKG	M	242
Canada Bay (A)	IND	F	654
Canada Bay (A)	IND	M	1026
Canada Bay (A)	IDN	F	155
Canada Bay (A)	IDN	M	156
Canada Bay (A)	IRN	F	81
Canada Bay (A)	IRN	M	114
Canada Bay (A)	IRQ	F	41
Canada Bay (A)	IRQ	M	66
Canada Bay (A)	IRL	F	93
Canada Bay (A)	IRL	M	124
Canada Bay (A)	ITA	F	225
Canada Bay (A)	ITA	M	326
Canada Bay (A)	JPN	F	42
Canada Bay (A)	JPN	M	27
Canada Bay (A)	LBN	F	111
Canada Bay (A)	LBN	M	197
Canada Bay (A)	MYS	F	195
Canada Bay (A)	MYS	M	155
Canada Bay (A)	MLT	F	16
Canada Bay (A)	MLT	M	15
Canada Bay (A)	NLD	F	12
Canada Bay (A)	NLD	M	33
Canada Bay (A)	NZL	F	318
Canada Bay (A)	NZL	M	358
Canada Bay (A)	PAK	F	41
Canada Bay (A)	PAK	M	195
Canada Bay (A)	PHL	F	663
Canada Bay (A)	PHL	M	397
Canada Bay (A)	POL	F	45
Canada Bay (A)	POL	M	40
Canada Bay (A)	SGP	F	53
Canada Bay (A)	SGP	M	36
Canada Bay (A)	ZAF	F	131
Canada Bay (A)	ZAF	M	176
Canada Bay (A)	KOR	F	427
Canada Bay (A)	KOR	M	377
Canada Bay (A)	LKA	F	189
Canada Bay (A)	LKA	M	178
Canada Bay (A)	THA	F	149
Canada Bay (A)	THA	M	75
Canada Bay (A)	TUR	F	46
Canada Bay (A)	TUR	M	65
Canada Bay (A)	GBR	F	467
Canada Bay (A)	GBR	M	655
Canada Bay (A)	USA	F	68
Canada Bay (A)	USA	M	76
Canada Bay (A)	VNM	F	265
Canada Bay (A)	VNM	M	222
Canada Bay (A)	ZWE	F	24
Canada Bay (A)	ZWE	M	27
Canterbury-Bankstown (A)		F	4681
Canterbury-Bankstown (A)		M	6617
Canterbury-Bankstown (A)	AUS	F	21586
Canterbury-Bankstown (A)	AUS	M	24548
Canterbury-Bankstown (A)	CAN	F	40
Canterbury-Bankstown (A)	CAN	M	56
Canterbury-Bankstown (A)	CHN	F	2816
Canterbury-Bankstown (A)	CHN	M	3420
Canterbury-Bankstown (A)	HRV	F	111
Canterbury-Bankstown (A)	HRV	M	112
Canterbury-Bankstown (A)	EGY	F	294
Canterbury-Bankstown (A)	EGY	M	448
Canterbury-Bankstown (A)	FJI	F	609
Canterbury-Bankstown (A)	FJI	M	617
Canterbury-Bankstown (A)	MKD	F	320
Canterbury-Bankstown (A)	MKD	M	402
Canterbury-Bankstown (A)	DEU	F	92
Canterbury-Bankstown (A)	DEU	M	138
Canterbury-Bankstown (A)	GRC	F	333
Canterbury-Bankstown (A)	GRC	M	417
Canterbury-Bankstown (A)	HKG	F	384
Canterbury-Bankstown (A)	HKG	M	451
Canterbury-Bankstown (A)	IND	F	843
Canterbury-Bankstown (A)	IND	M	1725
Canterbury-Bankstown (A)	IDN	F	286
Canterbury-Bankstown (A)	IDN	M	373
Canterbury-Bankstown (A)	IRN	F	110
Canterbury-Bankstown (A)	IRN	M	234
Canterbury-Bankstown (A)	IRQ	F	228
Canterbury-Bankstown (A)	IRQ	M	470
Canterbury-Bankstown (A)	IRL	F	110
Canterbury-Bankstown (A)	IRL	M	167
Canterbury-Bankstown (A)	ITA	F	228
Canterbury-Bankstown (A)	ITA	M	384
Canterbury-Bankstown (A)	JPN	F	49
Canterbury-Bankstown (A)	JPN	M	30
Canterbury-Bankstown (A)	LBN	F	1481
Canterbury-Bankstown (A)	LBN	M	2728
Canterbury-Bankstown (A)	MYS	F	270
Canterbury-Bankstown (A)	MYS	M	329
Canterbury-Bankstown (A)	MLT	F	36
Canterbury-Bankstown (A)	MLT	M	52
Canterbury-Bankstown (A)	NLD	F	29
Canterbury-Bankstown (A)	NLD	M	45
Canterbury-Bankstown (A)	NZL	F	770
Canterbury-Bankstown (A)	NZL	M	993
Canterbury-Bankstown (A)	PAK	F	248
Canterbury-Bankstown (A)	PAK	M	866
Canterbury-Bankstown (A)	PHL	F	926
Canterbury-Bankstown (A)	PHL	M	961
Canterbury-Bankstown (A)	POL	F	109
Canterbury-Bankstown (A)	POL	M	123
Canterbury-Bankstown (A)	SGP	F	88
Canterbury-Bankstown (A)	SGP	M	70
Canterbury-Bankstown (A)	ZAF	F	170
Canterbury-Bankstown (A)	ZAF	M	258
Canterbury-Bankstown (A)	KOR	F	594
Canterbury-Bankstown (A)	KOR	M	682
Canterbury-Bankstown (A)	LKA	F	134
Canterbury-Bankstown (A)	LKA	M	332
Canterbury-Bankstown (A)	THA	F	235
Canterbury-Bankstown (A)	THA	M	169
Canterbury-Bankstown (A)	TUR	F	92
Canterbury-Bankstown (A)	TUR	M	204
Canterbury-Bankstown (A)	GBR	F	675
Canterbury-Bankstown (A)	GBR	M	1182
Canterbury-Bankstown (A)	USA	F	76
Canterbury-Bankstown (A)	USA	M	107
Canterbury-Bankstown (A)	VNM	F	2736
Canterbury-Bankstown (A)	VNM	M	3098
Canterbury-Bankstown (A)	ZWE	F	69
Canterbury-Bankstown (A)	ZWE	M	66
Carrathool (A)		F	21
Carrathool (A)		M	44
Carrathool (A)	AUS	F	413
Carrathool (A)	AUS	M	652
Carrathool (A)	CHN	F	4
Carrathool (A)	DEU	M	3
Carrathool (A)	IND	F	5
Carrathool (A)	IND	M	24
Carrathool (A)	IRL	F	3
Carrathool (A)	IRL	M	5
Carrathool (A)	ITA	F	3
Carrathool (A)	JPN	F	3
Carrathool (A)	JPN	M	3
Carrathool (A)	NLD	M	4
Carrathool (A)	NZL	F	14
Carrathool (A)	NZL	M	17
Carrathool (A)	PHL	F	3
Carrathool (A)	PHL	M	3
Carrathool (A)	ZAF	F	7
Carrathool (A)	ZAF	M	3
Carrathool (A)	KOR	F	5
Carrathool (A)	KOR	M	9
Carrathool (A)	THA	F	3
Carrathool (A)	GBR	F	14
Carrathool (A)	GBR	M	10
Carrathool (A)	USA	M	4
Carrathool (A)	ZWE	F	4
Carrathool (A)	ZWE	M	7
Central Coast (C) (NSW)		F	1900
Central Coast (C) (NSW)		M	1781
Central Coast (C) (NSW)	AUS	F	46968
Central Coast (C) (NSW)	AUS	M	39403
Central Coast (C) (NSW)	CAN	F	136
Central Coast (C) (NSW)	CAN	M	112
Central Coast (C) (NSW)	CHN	F	360
Central Coast (C) (NSW)	CHN	M	268
Central Coast (C) (NSW)	HRV	F	31
Central Coast (C) (NSW)	HRV	M	31
Central Coast (C) (NSW)	EGY	F	34
Central Coast (C) (NSW)	EGY	M	61
Central Coast (C) (NSW)	FJI	F	80
Central Coast (C) (NSW)	FJI	M	92
Central Coast (C) (NSW)	MKD	F	7
Central Coast (C) (NSW)	MKD	M	4
Central Coast (C) (NSW)	DEU	F	142
Central Coast (C) (NSW)	DEU	M	117
Central Coast (C) (NSW)	GRC	F	22
Central Coast (C) (NSW)	GRC	M	29
Central Coast (C) (NSW)	HKG	F	62
Central Coast (C) (NSW)	HKG	M	76
Central Coast (C) (NSW)	IND	F	327
Central Coast (C) (NSW)	IND	M	523
Central Coast (C) (NSW)	IDN	F	80
Central Coast (C) (NSW)	IDN	M	74
Central Coast (C) (NSW)	IRN	F	28
Central Coast (C) (NSW)	IRN	M	44
Central Coast (C) (NSW)	IRQ	F	10
Central Coast (C) (NSW)	IRQ	M	19
Central Coast (C) (NSW)	IRL	F	166
Central Coast (C) (NSW)	IRL	M	154
Central Coast (C) (NSW)	ITA	F	58
Central Coast (C) (NSW)	ITA	M	103
Central Coast (C) (NSW)	JPN	F	77
Central Coast (C) (NSW)	JPN	M	25
Central Coast (C) (NSW)	LBN	F	29
Central Coast (C) (NSW)	LBN	M	58
Central Coast (C) (NSW)	MYS	F	114
Central Coast (C) (NSW)	MYS	M	123
Central Coast (C) (NSW)	MLT	F	40
Central Coast (C) (NSW)	MLT	M	63
Central Coast (C) (NSW)	NLD	F	96
Central Coast (C) (NSW)	NLD	M	82
Central Coast (C) (NSW)	NZL	F	1241
Central Coast (C) (NSW)	NZL	M	1086
Central Coast (C) (NSW)	PAK	F	22
Central Coast (C) (NSW)	PAK	M	50
Central Coast (C) (NSW)	PHL	F	516
Central Coast (C) (NSW)	PHL	M	199
Central Coast (C) (NSW)	POL	F	46
Central Coast (C) (NSW)	POL	M	43
Central Coast (C) (NSW)	SGP	F	36
Central Coast (C) (NSW)	SGP	M	28
Central Coast (C) (NSW)	ZAF	F	341
Central Coast (C) (NSW)	ZAF	M	304
Central Coast (C) (NSW)	KOR	F	126
Central Coast (C) (NSW)	KOR	M	130
Central Coast (C) (NSW)	LKA	F	49
Central Coast (C) (NSW)	LKA	M	74
Central Coast (C) (NSW)	THA	F	231
Central Coast (C) (NSW)	THA	M	78
Central Coast (C) (NSW)	TUR	F	10
Central Coast (C) (NSW)	TUR	M	19
Central Coast (C) (NSW)	GBR	F	2866
Central Coast (C) (NSW)	GBR	M	2509
Central Coast (C) (NSW)	USA	F	192
Central Coast (C) (NSW)	USA	M	187
Central Coast (C) (NSW)	VNM	F	113
Central Coast (C) (NSW)	VNM	M	80
Central Coast (C) (NSW)	ZWE	F	70
Central Coast (C) (NSW)	ZWE	M	60
Central Darling (A)		F	20
Central Darling (A)		M	18
Central Darling (A)	AUS	F	237
Central Darling (A)	AUS	M	339
Central Darling (A)	NZL	F	9
Central Darling (A)	NZL	M	6
Central Darling (A)	GBR	F	7
Central Darling (A)	GBR	M	4
Cessnock (C)		F	218
Cessnock (C)		M	223
Cessnock (C)	AUS	F	7336
Cessnock (C)	AUS	M	5789
Cessnock (C)	CAN	F	23
Cessnock (C)	CAN	M	17
Cessnock (C)	CHN	F	28
Cessnock (C)	CHN	M	30
Cessnock (C)	HRV	F	3
Cessnock (C)	HRV	M	3
Cessnock (C)	EGY	M	4
Cessnock (C)	FJI	F	4
Cessnock (C)	FJI	M	8
Cessnock (C)	MKD	M	3
Cessnock (C)	DEU	F	7
Cessnock (C)	DEU	M	10
Cessnock (C)	GRC	M	4
Cessnock (C)	HKG	F	4
Cessnock (C)	HKG	M	7
Cessnock (C)	IND	F	31
Cessnock (C)	IND	M	38
Cessnock (C)	IDN	F	3
Cessnock (C)	IRL	F	11
Cessnock (C)	IRL	M	7
Cessnock (C)	ITA	F	5
Cessnock (C)	ITA	M	9
Cessnock (C)	JPN	M	3
Cessnock (C)	LBN	F	3
Cessnock (C)	MYS	F	14
Cessnock (C)	MYS	M	10
Cessnock (C)	MLT	F	5
Cessnock (C)	NLD	F	10
Cessnock (C)	NLD	M	14
Cessnock (C)	NZL	F	98
Cessnock (C)	NZL	M	120
Cessnock (C)	PAK	M	9
Cessnock (C)	PHL	F	51
Cessnock (C)	PHL	M	15
Cessnock (C)	POL	F	3
Cessnock (C)	SGP	F	4
Cessnock (C)	ZAF	F	18
Cessnock (C)	ZAF	M	21
Cessnock (C)	KOR	F	3
Cessnock (C)	LKA	F	11
Cessnock (C)	LKA	M	12
Cessnock (C)	THA	F	28
Cessnock (C)	THA	M	10
Cessnock (C)	GBR	F	213
Cessnock (C)	GBR	M	220
Cessnock (C)	USA	F	20
Cessnock (C)	USA	M	12
Cessnock (C)	VNM	F	3
Cessnock (C)	VNM	M	11
Cessnock (C)	ZWE	F	4
Cessnock (C)	ZWE	M	13
Clarence Valley (A)		F	291
Clarence Valley (A)		M	299
Clarence Valley (A)	AUS	F	7341
Clarence Valley (A)	AUS	M	7264
Clarence Valley (A)	CAN	F	10
Clarence Valley (A)	CAN	M	10
Clarence Valley (A)	CHN	F	20
Clarence Valley (A)	CHN	M	15
Clarence Valley (A)	EGY	F	4
Clarence Valley (A)	EGY	M	3
Clarence Valley (A)	FJI	F	4
Clarence Valley (A)	FJI	M	7
Clarence Valley (A)	DEU	F	23
Clarence Valley (A)	DEU	M	18
Clarence Valley (A)	GRC	F	3
Clarence Valley (A)	HKG	F	10
Clarence Valley (A)	HKG	M	11
Clarence Valley (A)	IND	F	21
Clarence Valley (A)	IND	M	49
Clarence Valley (A)	IDN	F	3
Clarence Valley (A)	IRN	M	3
Clarence Valley (A)	IRL	F	3
Clarence Valley (A)	IRL	M	11
Clarence Valley (A)	ITA	F	3
Clarence Valley (A)	ITA	M	10
Clarence Valley (A)	JPN	F	6
Clarence Valley (A)	MYS	F	9
Clarence Valley (A)	MYS	M	5
Clarence Valley (A)	MLT	M	3
Clarence Valley (A)	NLD	F	16
Clarence Valley (A)	NLD	M	19
Clarence Valley (A)	NZL	F	95
Clarence Valley (A)	NZL	M	108
Clarence Valley (A)	PAK	M	3
Clarence Valley (A)	PHL	F	42
Clarence Valley (A)	PHL	M	9
Clarence Valley (A)	SGP	F	3
Clarence Valley (A)	ZAF	F	19
Clarence Valley (A)	ZAF	M	32
Clarence Valley (A)	LKA	F	3
Clarence Valley (A)	LKA	M	9
Clarence Valley (A)	THA	F	15
Clarence Valley (A)	THA	M	7
Clarence Valley (A)	GBR	F	213
Clarence Valley (A)	GBR	M	210
Clarence Valley (A)	USA	F	22
Clarence Valley (A)	USA	M	20
Clarence Valley (A)	VNM	F	12
Clarence Valley (A)	VNM	M	5
Clarence Valley (A)	ZWE	F	6
Clarence Valley (A)	ZWE	M	15
Cobar (A)		F	57
Cobar (A)		M	62
Cobar (A)	AUS	F	750
Cobar (A)	AUS	M	1224
Cobar (A)	CAN	F	4
Cobar (A)	CAN	M	3
Cobar (A)	CHN	F	4
Cobar (A)	FJI	F	3
Cobar (A)	FJI	M	4
Cobar (A)	DEU	F	3
Cobar (A)	IND	M	3
Cobar (A)	IRL	F	5
Cobar (A)	IRL	M	3
Cobar (A)	MYS	F	4
Cobar (A)	NLD	M	4
Cobar (A)	NZL	F	29
Cobar (A)	NZL	M	34
Cobar (A)	PHL	F	10
Cobar (A)	PHL	M	3
Cobar (A)	ZAF	F	7
Cobar (A)	ZAF	M	18
Cobar (A)	LKA	F	4
Cobar (A)	LKA	M	5
Cobar (A)	GBR	F	11
Cobar (A)	GBR	M	13
Cobar (A)	ZWE	M	3
Coffs Harbour (C)		F	673
Coffs Harbour (C)		M	612
Coffs Harbour (C)	AUS	F	12502
Coffs Harbour (C)	AUS	M	11438
Coffs Harbour (C)	CAN	F	51
Coffs Harbour (C)	CAN	M	35
Coffs Harbour (C)	CHN	F	40
Coffs Harbour (C)	CHN	M	29
Coffs Harbour (C)	EGY	F	7
Coffs Harbour (C)	EGY	M	6
Coffs Harbour (C)	FJI	F	22
Coffs Harbour (C)	FJI	M	23
Coffs Harbour (C)	DEU	F	71
Coffs Harbour (C)	DEU	M	48
Coffs Harbour (C)	GRC	M	3
Coffs Harbour (C)	HKG	F	22
Coffs Harbour (C)	HKG	M	16
Coffs Harbour (C)	IND	F	281
Coffs Harbour (C)	IND	M	355
Coffs Harbour (C)	IDN	F	15
Coffs Harbour (C)	IDN	M	3
Coffs Harbour (C)	IRN	F	5
Coffs Harbour (C)	IRN	M	3
Coffs Harbour (C)	IRQ	M	4
Coffs Harbour (C)	IRL	F	44
Coffs Harbour (C)	IRL	M	36
Coffs Harbour (C)	ITA	F	17
Coffs Harbour (C)	ITA	M	20
Coffs Harbour (C)	JPN	F	21
Coffs Harbour (C)	JPN	M	10
Coffs Harbour (C)	LBN	F	3
Coffs Harbour (C)	LBN	M	3
Coffs Harbour (C)	MYS	F	25
Coffs Harbour (C)	MYS	M	20
Coffs Harbour (C)	MLT	F	3
Coffs Harbour (C)	NLD	F	42
Coffs Harbour (C)	NLD	M	26
Coffs Harbour (C)	NZL	F	293
Coffs Harbour (C)	NZL	M	249
Coffs Harbour (C)	PAK	F	5
Coffs Harbour (C)	PAK	M	12
Coffs Harbour (C)	PHL	F	140
Coffs Harbour (C)	PHL	M	32
Coffs Harbour (C)	POL	F	10
Coffs Harbour (C)	POL	M	7
Coffs Harbour (C)	SGP	F	4
Coffs Harbour (C)	SGP	M	9
Coffs Harbour (C)	ZAF	F	81
Coffs Harbour (C)	ZAF	M	95
Coffs Harbour (C)	KOR	F	22
Coffs Harbour (C)	KOR	M	20
Coffs Harbour (C)	LKA	F	9
Coffs Harbour (C)	LKA	M	8
Coffs Harbour (C)	THA	F	42
Coffs Harbour (C)	THA	M	16
Coffs Harbour (C)	TUR	F	4
Coffs Harbour (C)	TUR	M	3
Coffs Harbour (C)	GBR	F	551
Coffs Harbour (C)	GBR	M	578
Coffs Harbour (C)	USA	F	58
Coffs Harbour (C)	USA	M	53
Coffs Harbour (C)	VNM	F	20
Coffs Harbour (C)	VNM	M	15
Coffs Harbour (C)	ZWE	F	9
Coffs Harbour (C)	ZWE	M	21
Coolamon (A)		F	17
Coolamon (A)		M	20
Coolamon (A)	AUS	F	469
Coolamon (A)	AUS	M	560
Coolamon (A)	CAN	F	4
Coolamon (A)	DEU	F	3
Coolamon (A)	IND	M	5
Coolamon (A)	NZL	F	3
Coolamon (A)	ZAF	M	3
Coolamon (A)	GBR	F	4
Coolamon (A)	GBR	M	3
Coonamble (A)		F	23
Coonamble (A)		M	27
Coonamble (A)	AUS	F	637
Coonamble (A)	AUS	M	689
Coonamble (A)	DEU	F	3
Coonamble (A)	IND	F	5
Coonamble (A)	IND	M	4
Coonamble (A)	IRL	F	5
Coonamble (A)	NZL	F	6
Coonamble (A)	NZL	M	3
Coonamble (A)	ZAF	F	3
Coonamble (A)	LKA	F	3
Coonamble (A)	GBR	F	12
Coonamble (A)	GBR	M	3
Cowra (A)		F	69
Cowra (A)		M	85
Cowra (A)	AUS	F	1990
Cowra (A)	AUS	M	2192
Cowra (A)	CHN	F	5
Cowra (A)	CHN	M	8
Cowra (A)	FJI	F	3
Cowra (A)	DEU	M	6
Cowra (A)	HKG	F	3
Cowra (A)	IND	F	4
Cowra (A)	IND	M	5
Cowra (A)	IRL	F	3
Cowra (A)	ITA	F	3
Cowra (A)	MYS	M	3
Cowra (A)	MLT	F	3
Cowra (A)	NLD	F	5
Cowra (A)	NLD	M	6
Cowra (A)	NZL	F	15
Cowra (A)	NZL	M	20
Cowra (A)	PHL	F	7
Cowra (A)	ZAF	F	3
Cowra (A)	ZAF	M	8
Cowra (A)	KOR	M	3
Cowra (A)	LKA	F	3
Cowra (A)	LKA	M	3
Cowra (A)	GBR	F	57
Cowra (A)	GBR	M	24
Cowra (A)	USA	F	8
Cowra (A)	USA	M	4
Cowra (A)	VNM	F	3
Cowra (A)	ZWE	M	3
Cumberland (A)		F	3115
Cumberland (A)		M	5091
Cumberland (A)	AUS	F	13345
Cumberland (A)	AUS	M	19298
Cumberland (A)	CAN	F	33
Cumberland (A)	CAN	M	57
Cumberland (A)	CHN	F	1919
Cumberland (A)	CHN	M	2467
Cumberland (A)	HRV	F	78
Cumberland (A)	HRV	M	120
Cumberland (A)	EGY	F	102
Cumberland (A)	EGY	M	226
Cumberland (A)	FJI	F	475
Cumberland (A)	FJI	M	566
Cumberland (A)	MKD	F	54
Cumberland (A)	MKD	M	133
Cumberland (A)	DEU	F	59
Cumberland (A)	DEU	M	125
Cumberland (A)	GRC	F	54
Cumberland (A)	GRC	M	92
Cumberland (A)	HKG	F	214
Cumberland (A)	HKG	M	333
Cumberland (A)	IND	F	1571
Cumberland (A)	IND	M	2670
Cumberland (A)	IDN	F	195
Cumberland (A)	IDN	M	238
Cumberland (A)	IRN	F	173
Cumberland (A)	IRN	M	333
Cumberland (A)	IRQ	F	326
Cumberland (A)	IRQ	M	697
Cumberland (A)	IRL	F	84
Cumberland (A)	IRL	M	143
Cumberland (A)	ITA	F	109
Cumberland (A)	ITA	M	256
Cumberland (A)	JPN	F	26
Cumberland (A)	JPN	M	29
Cumberland (A)	LBN	F	772
Cumberland (A)	LBN	M	1407
Cumberland (A)	MYS	F	170
Cumberland (A)	MYS	M	187
Cumberland (A)	MLT	F	61
Cumberland (A)	MLT	M	141
Cumberland (A)	NLD	F	20
Cumberland (A)	NLD	M	48
Cumberland (A)	NZL	F	626
Cumberland (A)	NZL	M	1026
Cumberland (A)	PAK	F	184
Cumberland (A)	PAK	M	624
Cumberland (A)	PHL	F	1062
