LGA_NAME16	Age	ModeTravelToWork	NumberModes	workers
Berrigan (A)	75+	Worked at home		15
Blacktown (C)	15-24	Bicycle	1	39
Blacktown (C)	15-24	Bus	1	633
Blacktown (C)	15-24	Bus and car as driver	2	18
Blacktown (C)	15-24	Bus and car as passenger	2	80
Blacktown (C)	15-24	Bus and ferry	2	3
Blacktown (C)	15-24	Bus and other	2	4
Blacktown (C)	15-24	Bus and two other methods excludes train	3	3
Blacktown (C)	15-24	Car as driver	1	8473
Blacktown (C)	15-24	Car as passenger	1	2618
Blacktown (C)	15-24	Did not go to work		1997
Blacktown (C)	15-24	Method of travel not stated		230
Blacktown (C)	15-24	Motorbike scooter	1	90
Blacktown (C)	15-24	(Other)	1	46
Blacktown (C)	15-24	Other three methods	3	6
Blacktown (C)	15-24	Other two methods	2	115
Blacktown (C)	15-24	Taxi	1	17
Blacktown (C)	15-24	Train	1	480
Blacktown (C)	15-24	Train and bus	2	288
Blacktown (C)	15-24	Train and car as driver	2	33
Blacktown (C)	15-24	Train and car as passenger	2	48
Blacktown (C)	15-24	Train and other	2	4
Blacktown (C)	15-24	Train and two other methods	3	76
Blacktown (C)	15-24	Truck	1	80
Blacktown (C)	15-24	Walked only	1	427
Blacktown (C)	15-24	Worked at home		107
Blacktown (C)	25-34	Bicycle	1	54
Blacktown (C)	25-34	Bus	1	382
Blacktown (C)	25-34	Bus and car as driver	2	19
Blacktown (C)	25-34	Bus and car as passenger	2	29
Blacktown (C)	25-34	Bus and other	2	3
Blacktown (C)	25-34	Bus and two other methods excludes train	3	9
Blacktown (C)	25-34	Car as driver	1	17185
Blacktown (C)	25-34	Car as passenger	1	1048
Blacktown (C)	25-34	Did not go to work		1690
Blacktown (C)	25-34	Method of travel not stated		258
Blacktown (C)	25-34	Motorbike scooter	1	101
Blacktown (C)	25-34	(Other)	1	91
Blacktown (C)	25-34	Other three methods	3	6
Blacktown (C)	25-34	Other two methods	2	153
Blacktown (C)	25-34	Taxi	1	52
Blacktown (C)	25-34	Train	1	669
Blacktown (C)	25-34	Train and bus	2	303
Blacktown (C)	25-34	Train and car as driver	2	60
Blacktown (C)	25-34	Train and car as passenger	2	37
Blacktown (C)	25-34	Train and other	2	13
Blacktown (C)	25-34	Train and two other methods	3	73
Blacktown (C)	25-34	Tram includes light rail	1	3
Blacktown (C)	25-34	Truck	1	247
Blacktown (C)	25-34	Walked only	1	306
Blacktown (C)	25-34	Worked at home		656
Blacktown (C)	35-44	Bicycle	1	50
Blacktown (C)	35-44	Bus	1	246
Blacktown (C)	35-44	Bus and car as driver	2	19
Blacktown (C)	35-44	Bus and car as passenger	2	14
Blacktown (C)	35-44	Bus and other	2	4
Blacktown (C)	35-44	Car as driver	1	18962
Blacktown (C)	35-44	Car as passenger	1	691
Blacktown (C)	35-44	Did not go to work		1432
Blacktown (C)	35-44	Ferry	1	3
Blacktown (C)	35-44	Method of travel not stated		187
Blacktown (C)	35-44	Motorbike scooter	1	103
Blacktown (C)	35-44	(Other)	1	121
Blacktown (C)	35-44	Other three methods	3	3
Blacktown (C)	35-44	Other two methods	2	128
Blacktown (C)	35-44	Taxi	1	60
Blacktown (C)	35-44	Train	1	372
Blacktown (C)	35-44	Train and bus	2	209
Blacktown (C)	35-44	Train and car as driver	2	53
Blacktown (C)	35-44	Train and car as passenger	2	22
Blacktown (C)	35-44	Train and other	2	12
Blacktown (C)	35-44	Train and two other methods	3	44
Blacktown (C)	35-44	Truck	1	362
Blacktown (C)	35-44	Walked only	1	269
Blacktown (C)	35-44	Worked at home		1045
Blacktown (C)	45-54	Bicycle	1	63
Blacktown (C)	45-54	Bus	1	236
Blacktown (C)	45-54	Bus and car as driver	2	7
Blacktown (C)	45-54	Bus and car as passenger	2	16
Blacktown (C)	45-54	Car as driver	1	18083
Blacktown (C)	45-54	Car as passenger	1	799
Blacktown (C)	45-54	Did not go to work		1118
Blacktown (C)	45-54	Method of travel not stated		221
Blacktown (C)	45-54	Motorbike scooter	1	86
Blacktown (C)	45-54	(Other)	1	107
Blacktown (C)	45-54	Other three methods	3	7
Blacktown (C)	45-54	Other two methods	2	104
Blacktown (C)	45-54	Taxi	1	49
Blacktown (C)	45-54	Train	1	318
Blacktown (C)	45-54	Train and bus	2	149
Blacktown (C)	45-54	Train and car as driver	2	63
Blacktown (C)	45-54	Train and car as passenger	2	13
Blacktown (C)	45-54	Train and other	2	13
Blacktown (C)	45-54	Train and two other methods	3	36
Blacktown (C)	45-54	Tram includes light rail	1	3
Blacktown (C)	45-54	Truck	1	369
Blacktown (C)	45-54	Walked only	1	282
Blacktown (C)	45-54	Worked at home		818
Blacktown (C)	55-64	Bicycle	1	28
Blacktown (C)	55-64	Bus	1	171
Blacktown (C)	55-64	Bus and car as driver	2	13
Blacktown (C)	55-64	Bus and car as passenger	2	4
Blacktown (C)	55-64	Car as driver	1	11730
Blacktown (C)	55-64	Car as passenger	1	604
Blacktown (C)	55-64	Did not go to work		974
Blacktown (C)	55-64	Method of travel not stated		142
Blacktown (C)	55-64	Motorbike scooter	1	52
Blacktown (C)	55-64	(Other)	1	85
Blacktown (C)	55-64	Other three methods	3	4
Blacktown (C)	55-64	Other two methods	2	62
Blacktown (C)	55-64	Taxi	1	28
Blacktown (C)	55-64	Train	1	202
Blacktown (C)	55-64	Train and bus	2	115
Blacktown (C)	55-64	Train and car as driver	2	31
Blacktown (C)	55-64	Train and car as passenger	2	17
Blacktown (C)	55-64	Train and other	2	9
Blacktown (C)	55-64	Train and two other methods	3	18
Blacktown (C)	55-64	Truck	1	225
Blacktown (C)	55-64	Walked only	1	205
Blacktown (C)	55-64	Worked at home		557
Blacktown (C)	65-74	Bicycle	1	3
Blacktown (C)	65-74	Bus	1	34
Blacktown (C)	65-74	Bus and car as passenger	2	3
Blacktown (C)	65-74	Car as driver	1	2152
Blacktown (C)	65-74	Car as passenger	1	136
Blacktown (C)	65-74	Did not go to work		311
Blacktown (C)	65-74	Method of travel not stated		51
Blacktown (C)	65-74	Motorbike scooter	1	7
Blacktown (C)	65-74	(Other)	1	20
Blacktown (C)	65-74	Other two methods	2	13
Blacktown (C)	65-74	Taxi	1	8
Blacktown (C)	65-74	Train	1	45
Blacktown (C)	65-74	Train and bus	2	22
Blacktown (C)	65-74	Train and car as driver	2	7
Blacktown (C)	65-74	Train and two other methods	3	12
Blacktown (C)	65-74	Truck	1	53
Blacktown (C)	65-74	Walked only	1	43
Blacktown (C)	65-74	Worked at home		190
Blacktown (C)	75+	Car as driver	1	126
Blacktown (C)	75+	Car as passenger	1	11
Blacktown (C)	75+	Did not go to work		36
Blacktown (C)	75+	Method of travel not stated		17
Blacktown (C)	75+	(Other)	1	4
Blacktown (C)	75+	Other two methods	2	3
Blacktown (C)	75+	Train	1	3
Blacktown (C)	75+	Truck	1	3
Blacktown (C)	75+	Walked only	1	7
Blacktown (C)	75+	Worked at home		22
Bland (A)	15-24	Bicycle	1	3
Bland (A)	15-24	Bus	1	8
Bland (A)	15-24	Car as driver	1	167
Bland (A)	15-24	Car as passenger	1	52
Bland (A)	15-24	Did not go to work		51
Bland (A)	15-24	Method of travel not stated		11
Bland (A)	15-24	Walked only	1	18
Bland (A)	15-24	Worked at home		17
Bland (A)	25-34	Bus	1	23
Bland (A)	25-34	Bus and car as driver	2	3
Bland (A)	25-34	Car as driver	1	257
Bland (A)	25-34	Car as passenger	1	34
Bland (A)	25-34	Did not go to work		45
Bland (A)	25-34	Method of travel not stated		9
Bland (A)	25-34	(Other)	1	7
Bland (A)	25-34	Other two methods	2	4
Bland (A)	25-34	Truck	1	4
Bland (A)	25-34	Walked only	1	23
Bland (A)	25-34	Worked at home		32
Bland (A)	35-44	Bicycle	1	3
Bland (A)	35-44	Bus	1	19
Bland (A)	35-44	Bus and car as driver	2	10
Bland (A)	35-44	Car as driver	1	310
Bland (A)	35-44	Car as passenger	1	24
Bland (A)	35-44	Did not go to work		34
Bland (A)	35-44	Method of travel not stated		3
Bland (A)	35-44	(Other)	1	12
Bland (A)	35-44	Other two methods	2	3
Bland (A)	35-44	Truck	1	13
Bland (A)	35-44	Walked only	1	25
Bland (A)	35-44	Worked at home		68
Bland (A)	45-54	Bus	1	20
Bland (A)	45-54	Bus and car as driver	2	4
Bland (A)	45-54	Car as driver	1	292
Bland (A)	45-54	Car as passenger	1	22
Bland (A)	45-54	Did not go to work		37
Bland (A)	45-54	Method of travel not stated		13
Bland (A)	45-54	(Other)	1	14
Bland (A)	45-54	Other two methods	2	3
Bland (A)	45-54	Truck	1	7
Bland (A)	45-54	Walked only	1	30
Bland (A)	45-54	Worked at home		86
Bland (A)	55-64	Bus	1	21
Bland (A)	55-64	Car as driver	1	268
Bland (A)	55-64	Car as passenger	1	17
Bland (A)	55-64	Did not go to work		60
Bland (A)	55-64	Method of travel not stated		12
Bland (A)	55-64	(Other)	1	12
Bland (A)	55-64	Other two methods	2	3
Bland (A)	55-64	Truck	1	12
Bland (A)	55-64	Walked only	1	39
Bland (A)	55-64	Worked at home		88
Bland (A)	65-74	Car as driver	1	50
Bland (A)	65-74	Car as passenger	1	4
Bland (A)	65-74	Did not go to work		20
Bland (A)	65-74	Method of travel not stated		6
Bland (A)	65-74	Motorbike scooter	1	3
Bland (A)	65-74	(Other)	1	3
Bland (A)	65-74	Truck	1	6
Bland (A)	65-74	Walked only	1	20
Bland (A)	65-74	Worked at home		61
Bland (A)	75+	Car as driver	1	16
Bland (A)	75+	Did not go to work		6
Bland (A)	75+	Method of travel not stated		7
Bland (A)	75+	Truck	1	4
Bland (A)	75+	Walked only	1	9
Bland (A)	75+	Worked at home		31
Blayney (A)	15-24	Car as driver	1	203
Blayney (A)	15-24	Car as passenger	1	40
Blayney (A)	15-24	Did not go to work		52
Blayney (A)	15-24	Method of travel not stated		9
Blayney (A)	15-24	(Other)	1	3
Blayney (A)	15-24	Walked only	1	17
Blayney (A)	25-34	Car as driver	1	406
Blayney (A)	25-34	Car as passenger	1	31
Blayney (A)	25-34	Did not go to work		75
Blayney (A)	25-34	Other two methods	2	9
Blayney (A)	25-34	Truck	1	5
Blayney (A)	25-34	Walked only	1	10
Blayney (A)	25-34	Worked at home		20
Blayney (A)	35-44	Bus	1	5
Blayney (A)	35-44	Car as driver	1	429
Blayney (A)	35-44	Car as passenger	1	27
Blayney (A)	35-44	Did not go to work		74
Blayney (A)	35-44	Method of travel not stated		8
Blayney (A)	35-44	(Other)	1	4
Blayney (A)	35-44	Other two methods	2	3
Blayney (A)	35-44	Truck	1	12
Blayney (A)	35-44	Walked only	1	24
Blayney (A)	35-44	Worked at home		35
Blayney (A)	45-54	Car as driver	1	460
Blayney (A)	45-54	Car as passenger	1	23
Blayney (A)	45-54	Did not go to work		63
Blayney (A)	45-54	Method of travel not stated		7
Blayney (A)	45-54	Motorbike scooter	1	7
Blayney (A)	45-54	(Other)	1	7
Blayney (A)	45-54	Other two methods	2	5
Blayney (A)	45-54	Truck	1	3
Blayney (A)	45-54	Walked only	1	22
Blayney (A)	45-54	Worked at home		54
Blayney (A)	55-64	Bicycle	1	3
Blayney (A)	55-64	Car as driver	1	300
Blayney (A)	55-64	Car as passenger	1	13
Blayney (A)	55-64	Did not go to work		37
Blayney (A)	55-64	Method of travel not stated		6
Blayney (A)	55-64	Motorbike scooter	1	3
Blayney (A)	55-64	(Other)	1	3
Blayney (A)	55-64	Other two methods	2	3
Blayney (A)	55-64	Truck	1	13
Blayney (A)	55-64	Walked only	1	27
Blayney (A)	55-64	Worked at home		82
Blayney (A)	65-74	Car as driver	1	51
Blayney (A)	65-74	Car as passenger	1	3
Blayney (A)	65-74	Did not go to work		27
Blayney (A)	65-74	Method of travel not stated		8
Blayney (A)	65-74	Motorbike scooter	1	4
Blayney (A)	65-74	(Other)	1	7
Blayney (A)	65-74	Truck	1	3
Blayney (A)	65-74	Walked only	1	19
Blayney (A)	65-74	Worked at home		69
Blayney (A)	75+	Car as driver	1	15
Blayney (A)	75+	Did not go to work		4
Blayney (A)	75+	Method of travel not stated		5
Blayney (A)	75+	Truck	1	3
Blayney (A)	75+	Walked only	1	9
Blayney (A)	75+	Worked at home		28
Blue Mountains (C)	15-24	Bicycle	1	7
Blue Mountains (C)	15-24	Bus	1	25
Blue Mountains (C)	15-24	Car as driver	1	1475
Blue Mountains (C)	15-24	Car as passenger	1	395
Blue Mountains (C)	15-24	Did not go to work		578
Blue Mountains (C)	15-24	Method of travel not stated		38
Blue Mountains (C)	15-24	Motorbike scooter	1	12
Blue Mountains (C)	15-24	(Other)	1	4
Blue Mountains (C)	15-24	Other two methods	2	15
Blue Mountains (C)	15-24	Taxi	1	15
Blue Mountains (C)	15-24	Train	1	165
Blue Mountains (C)	15-24	Train and bus	2	18
Blue Mountains (C)	15-24	Train and car as driver	2	9
Blue Mountains (C)	15-24	Train and car as passenger	2	16
Blue Mountains (C)	15-24	Train and other	2	9
Blue Mountains (C)	15-24	Train and two other methods	3	12
Blue Mountains (C)	15-24	Truck	1	3
Blue Mountains (C)	15-24	Walked only	1	207
Blue Mountains (C)	15-24	Worked at home		54
Blue Mountains (C)	25-34	Bicycle	1	9
Blue Mountains (C)	25-34	Bus	1	15
Blue Mountains (C)	25-34	Bus and car as driver	2	3
Blue Mountains (C)	25-34	Car as driver	1	1719
Blue Mountains (C)	25-34	Car as passenger	1	130
Blue Mountains (C)	25-34	Did not go to work		358
Blue Mountains (C)	25-34	Method of travel not stated		22
Blue Mountains (C)	25-34	Motorbike scooter	1	14
Blue Mountains (C)	25-34	(Other)	1	21
Blue Mountains (C)	25-34	Other two methods	2	16
Blue Mountains (C)	25-34	Taxi	1	13
Blue Mountains (C)	25-34	Train	1	87
Blue Mountains (C)	25-34	Train and bus	2	14
Blue Mountains (C)	25-34	Train and car as driver	2	3
Blue Mountains (C)	25-34	Train and car as passenger	2	8
Blue Mountains (C)	25-34	Train and other	2	3
Blue Mountains (C)	25-34	Train and two other methods	3	6
Blue Mountains (C)	25-34	Truck	1	26
Blue Mountains (C)	25-34	Walked only	1	123
Blue Mountains (C)	25-34	Worked at home		172
Blue Mountains (C)	35-44	Bicycle	1	16
Blue Mountains (C)	35-44	Bus	1	3
Blue Mountains (C)	35-44	Car as driver	1	2234
Blue Mountains (C)	35-44	Car as passenger	1	73
Blue Mountains (C)	35-44	Did not go to work		346
Blue Mountains (C)	35-44	Method of travel not stated		22
Blue Mountains (C)	35-44	Motorbike scooter	1	10
Blue Mountains (C)	35-44	(Other)	1	22
Blue Mountains (C)	35-44	Other two methods	2	18
Blue Mountains (C)	35-44	Taxi	1	3
Blue Mountains (C)	35-44	Train	1	64
Blue Mountains (C)	35-44	Train and bus	2	17
Blue Mountains (C)	35-44	Train and car as driver	2	11
Blue Mountains (C)	35-44	Train and car as passenger	2	3
Blue Mountains (C)	35-44	Train and other	2	4
Blue Mountains (C)	35-44	Train and two other methods	3	3
Blue Mountains (C)	35-44	Truck	1	31
Blue Mountains (C)	35-44	Walked only	1	127
Blue Mountains (C)	35-44	Worked at home		440
Blue Mountains (C)	45-54	Bicycle	1	22
Blue Mountains (C)	45-54	Bus	1	17
Blue Mountains (C)	45-54	Bus and car as driver	2	3
Blue Mountains (C)	45-54	Bus and car as passenger	2	3
Blue Mountains (C)	45-54	Car as driver	1	2757
Blue Mountains (C)	45-54	Car as passenger	1	122
Blue Mountains (C)	45-54	Did not go to work		385
Blue Mountains (C)	45-54	Method of travel not stated		32
Blue Mountains (C)	45-54	Motorbike scooter	1	17
Blue Mountains (C)	45-54	(Other)	1	21
Blue Mountains (C)	45-54	Other two methods	2	17
Blue Mountains (C)	45-54	Taxi	1	14
Blue Mountains (C)	45-54	Train	1	71
Blue Mountains (C)	45-54	Train and bus	2	6
Blue Mountains (C)	45-54	Train and car as driver	2	6
Blue Mountains (C)	45-54	Train and car as passenger	2	3
Blue Mountains (C)	45-54	Train and two other methods	3	4
Blue Mountains (C)	45-54	Truck	1	48
Blue Mountains (C)	45-54	Walked only	1	164
Blue Mountains (C)	45-54	Worked at home		561
Blue Mountains (C)	55-64	Bicycle	1	14
Blue Mountains (C)	55-64	Bus	1	4
Blue Mountains (C)	55-64	Car as driver	1	2178
Blue Mountains (C)	55-64	Car as passenger	1	100
Blue Mountains (C)	55-64	Did not go to work		449
Blue Mountains (C)	55-64	Method of travel not stated		27
Blue Mountains (C)	55-64	Motorbike scooter	1	11
Blue Mountains (C)	55-64	(Other)	1	30
Blue Mountains (C)	55-64	Other two methods	2	14
Blue Mountains (C)	55-64	Taxi	1	9
Blue Mountains (C)	55-64	Train	1	59
Blue Mountains (C)	55-64	Train and bus	2	11
Blue Mountains (C)	55-64	Train and car as driver	2	6
Blue Mountains (C)	55-64	Train and other	2	3
Blue Mountains (C)	55-64	Train and two other methods	3	3
Blue Mountains (C)	55-64	Truck	1	44
Blue Mountains (C)	55-64	Walked only	1	163
Blue Mountains (C)	55-64	Worked at home		516
Blue Mountains (C)	65-74	Bus	1	4
Blue Mountains (C)	65-74	Car as driver	1	529
Blue Mountains (C)	65-74	Car as passenger	1	29
Blue Mountains (C)	65-74	Did not go to work		151
Blue Mountains (C)	65-74	Method of travel not stated		17
Blue Mountains (C)	65-74	(Other)	1	12
Blue Mountains (C)	65-74	Other two methods	2	5
Blue Mountains (C)	65-74	Taxi	1	3
Blue Mountains (C)	65-74	Train	1	13
Blue Mountains (C)	65-74	Train and car as driver	2	3
Blue Mountains (C)	65-74	Truck	1	17
Blue Mountains (C)	65-74	Walked only	1	40
Blue Mountains (C)	65-74	Worked at home		311
Blue Mountains (C)	75+	Car as driver	1	55
Blue Mountains (C)	75+	Car as passenger	1	4
Blue Mountains (C)	75+	Did not go to work		18
Blue Mountains (C)	75+	Method of travel not stated		6
Blue Mountains (C)	75+	Other two methods	2	3
Blue Mountains (C)	75+	Walked only	1	3
Blue Mountains (C)	75+	Worked at home		54
Bogan (A)	15-24	Bus	1	9
Bogan (A)	15-24	Car as driver	1	91
Bogan (A)	15-24	Car as passenger	1	17
Bogan (A)	15-24	Did not go to work		20
Bogan (A)	15-24	Method of travel not stated		5
Bogan (A)	15-24	Walked only	1	14
Bogan (A)	15-24	Worked at home		5
Bogan (A)	25-34	Bicycle	1	6
Bogan (A)	25-34	Bus	1	11
Bogan (A)	25-34	Car as driver	1	151
Bogan (A)	25-34	Car as passenger	1	18
Bogan (A)	25-34	Did not go to work		29
Bogan (A)	25-34	Method of travel not stated		3
Bogan (A)	25-34	(Other)	1	5
Bogan (A)	25-34	Other two methods	2	3
Bogan (A)	25-34	Walked only	1	19
Bogan (A)	25-34	Worked at home		17
Bogan (A)	35-44	Bicycle	1	5
Bogan (A)	35-44	Bus	1	23
Bogan (A)	35-44	Bus and car as driver	2	4
Bogan (A)	35-44	Car as driver	1	135
Bogan (A)	35-44	Car as passenger	1	18
Bogan (A)	35-44	Did not go to work		23
Bogan (A)	35-44	Method of travel not stated		3
Bogan (A)	35-44	(Other)	1	5
Bogan (A)	35-44	Walked only	1	12
Bogan (A)	35-44	Worked at home		16
Bogan (A)	45-54	Bicycle	1	7
Bogan (A)	45-54	Bus	1	19
Bogan (A)	45-54	Bus and two other methods excludes train	3	3
Bogan (A)	45-54	Car as driver	1	177
Bogan (A)	45-54	Car as passenger	1	10
Bogan (A)	45-54	Did not go to work		32
Bogan (A)	45-54	Motorbike scooter	1	4
Bogan (A)	45-54	(Other)	1	5
Bogan (A)	45-54	Truck	1	4
Bogan (A)	45-54	Walked only	1	29
Bogan (A)	45-54	Worked at home		36
Bogan (A)	55-64	Bus	1	8
Bogan (A)	55-64	Car as driver	1	101
Bogan (A)	55-64	Car as passenger	1	8
Bogan (A)	55-64	Did not go to work		21
Bogan (A)	55-64	Method of travel not stated		3
Bogan (A)	55-64	(Other)	1	3
Bogan (A)	55-64	Truck	1	3
Bogan (A)	55-64	Walked only	1	20
Bogan (A)	55-64	Worked at home		32
Bogan (A)	65-74	Bus	1	3
Bogan (A)	65-74	Car as driver	1	32
Bogan (A)	65-74	Did not go to work		10
Bogan (A)	65-74	Method of travel not stated		3
Bogan (A)	65-74	Truck	1	3
Bogan (A)	65-74	Walked only	1	7
Bogan (A)	65-74	Worked at home		17
Bogan (A)	75+	Car as driver	1	9
Bogan (A)	75+	Did not go to work		4
Bogan (A)	75+	Motorbike scooter	1	3
Bogan (A)	75+	Truck	1	3
Bogan (A)	75+	Worked at home		15
Botany Bay (C)	15-24	Bicycle	1	29
Botany Bay (C)	15-24	Bus	1	474
Botany Bay (C)	15-24	Bus and car as driver	2	17
Botany Bay (C)	15-24	Bus and car as passenger	2	28
Botany Bay (C)	15-24	Bus and other	2	9
Botany Bay (C)	15-24	Bus and two other methods excludes train	3	4
Botany Bay (C)	15-24	Car as driver	1	2150
Botany Bay (C)	15-24	Car as passenger	1	406
Botany Bay (C)	15-24	Did not go to work		687
Botany Bay (C)	15-24	Method of travel not stated		72
Botany Bay (C)	15-24	Motorbike scooter	1	46
Botany Bay (C)	15-24	(Other)	1	13
Botany Bay (C)	15-24	Other two methods	2	33
Botany Bay (C)	15-24	Taxi	1	18
Botany Bay (C)	15-24	Train	1	629
Botany Bay (C)	15-24	Train and bus	2	284
Botany Bay (C)	15-24	Train and car as driver	2	66
Botany Bay (C)	15-24	Train and car as passenger	2	28
Botany Bay (C)	15-24	Train and other	2	6
Botany Bay (C)	15-24	Train and tram includes light rail	2	3
Botany Bay (C)	15-24	Train and two other methods	3	68
Botany Bay (C)	15-24	Truck	1	24
Botany Bay (C)	15-24	Walked only	1	171
Botany Bay (C)	15-24	Worked at home		25
Botany Bay (C)	25-34	Bicycle	1	106
Botany Bay (C)	25-34	Bus	1	559
Botany Bay (C)	25-34	Bus and car as driver	2	35
Botany Bay (C)	25-34	Bus and car as passenger	2	20
Botany Bay (C)	25-34	Bus and other	2	5
Botany Bay (C)	25-34	Bus and two other methods excludes train	3	10
Botany Bay (C)	25-34	Car as driver	1	6430
Botany Bay (C)	25-34	Car as passenger	1	407
Botany Bay (C)	25-34	Did not go to work		927
Botany Bay (C)	25-34	Ferry	1	3
Botany Bay (C)	25-34	Method of travel not stated		113
Botany Bay (C)	25-34	Motorbike scooter	1	123
Botany Bay (C)	25-34	(Other)	1	45
Botany Bay (C)	25-34	Other two methods	2	69
Botany Bay (C)	25-34	Taxi	1	62
Botany Bay (C)	25-34	Train	1	1536
Botany Bay (C)	25-34	Train and bus	2	528
Botany Bay (C)	25-34	Train and car as driver	2	109
Botany Bay (C)	25-34	Train and car as passenger	2	44
Botany Bay (C)	25-34	Train and ferry	2	12
Botany Bay (C)	25-34	Train and other	2	19
Botany Bay (C)	25-34	Train and tram includes light rail	2	5
Botany Bay (C)	25-34	Train and two other methods	3	93
Botany Bay (C)	25-34	Tram includes light rail	1	3
Botany Bay (C)	25-34	Truck	1	69
Botany Bay (C)	25-34	Walked only	1	307
Botany Bay (C)	25-34	Worked at home		134
Botany Bay (C)	35-44	Bicycle	1	114
Botany Bay (C)	35-44	Bus	1	254
Botany Bay (C)	35-44	Bus and car as driver	2	26
Botany Bay (C)	35-44	Bus and car as passenger	2	8
Botany Bay (C)	35-44	Bus and other	2	3
