LGA_NAME16	Age	EmploymentStatus	Sex	workers
Bathurst Regional (A)	70-74		M	3
Bathurst Regional (A)	70-74	Contributing family workers	F	13
Bathurst Regional (A)	70-74	Contributing family workers	M	17
Bathurst Regional (A)	70-74	Employee	F	41
Bathurst Regional (A)	70-74	Employee	M	55
Bathurst Regional (A)	70-74	Owner managers of incorporated enterprises	F	12
Bathurst Regional (A)	70-74	Owner managers of incorporated enterprises	M	12
Bathurst Regional (A)	70-74	Owner managers of unincorporated enterprises	F	26
Bathurst Regional (A)	70-74	Owner managers of unincorporated enterprises	M	45
Bathurst Regional (A)	75+		F	7
Bathurst Regional (A)	75+		M	3
Bathurst Regional (A)	75+	Contributing family workers	F	9
Bathurst Regional (A)	75+	Contributing family workers	M	27
Bathurst Regional (A)	75+	Employee	F	13
Bathurst Regional (A)	75+	Employee	M	29
Bathurst Regional (A)	75+	Owner managers of incorporated enterprises	M	15
Bathurst Regional (A)	75+	Owner managers of unincorporated enterprises	F	13
Bathurst Regional (A)	75+	Owner managers of unincorporated enterprises	M	34
Bega Valley (A)	15-19		F	7
Bega Valley (A)	15-19		M	9
Bega Valley (A)	15-19	Contributing family workers	F	3
Bega Valley (A)	15-19	Contributing family workers	M	5
Bega Valley (A)	15-19	Employee	F	386
Bega Valley (A)	15-19	Employee	M	319
Bega Valley (A)	15-19	Owner managers of unincorporated enterprises	F	3
Bega Valley (A)	15-19	Owner managers of unincorporated enterprises	M	3
Bega Valley (A)	20-24		F	6
Bega Valley (A)	20-24		M	5
Bega Valley (A)	20-24	Employee	F	328
Bega Valley (A)	20-24	Employee	M	330
Bega Valley (A)	20-24	Owner managers of incorporated enterprises	M	3
Bega Valley (A)	20-24	Owner managers of unincorporated enterprises	F	9
Bega Valley (A)	20-24	Owner managers of unincorporated enterprises	M	23
Bega Valley (A)	25-29		F	8
Bega Valley (A)	25-29		M	3
Bega Valley (A)	25-29	Contributing family workers	F	6
Bega Valley (A)	25-29	Employee	F	329
Bega Valley (A)	25-29	Employee	M	313
Bega Valley (A)	25-29	Owner managers of incorporated enterprises	F	5
Bega Valley (A)	25-29	Owner managers of incorporated enterprises	M	7
Bega Valley (A)	25-29	Owner managers of unincorporated enterprises	F	15
Bega Valley (A)	25-29	Owner managers of unincorporated enterprises	M	25
Bega Valley (A)	30-34		F	3
Bega Valley (A)	30-34		M	3
Bega Valley (A)	30-34	Contributing family workers	F	7
Bega Valley (A)	30-34	Contributing family workers	M	3
Bega Valley (A)	30-34	Employee	F	403
Bega Valley (A)	30-34	Employee	M	346
Bega Valley (A)	30-34	Owner managers of incorporated enterprises	F	16
Bega Valley (A)	30-34	Owner managers of incorporated enterprises	M	22
Bega Valley (A)	30-34	Owner managers of unincorporated enterprises	F	28
Bega Valley (A)	30-34	Owner managers of unincorporated enterprises	M	35
Bega Valley (A)	35-39		F	3
Bega Valley (A)	35-39		M	5
Bega Valley (A)	35-39	Contributing family workers	F	8
Bega Valley (A)	35-39	Contributing family workers	M	3
Bega Valley (A)	35-39	Employee	F	408
Bega Valley (A)	35-39	Employee	M	335
Bega Valley (A)	35-39	Owner managers of incorporated enterprises	F	24
Bega Valley (A)	35-39	Owner managers of incorporated enterprises	M	45
Bega Valley (A)	35-39	Owner managers of unincorporated enterprises	F	62
Bega Valley (A)	35-39	Owner managers of unincorporated enterprises	M	64
Bega Valley (A)	40-44		F	11
Bega Valley (A)	40-44		M	9
Bega Valley (A)	40-44	Contributing family workers	F	19
Bega Valley (A)	40-44	Contributing family workers	M	3
Bega Valley (A)	40-44	Employee	F	488
Bega Valley (A)	40-44	Employee	M	384
Bega Valley (A)	40-44	Owner managers of incorporated enterprises	F	48
Bega Valley (A)	40-44	Owner managers of incorporated enterprises	M	63
Bega Valley (A)	40-44	Owner managers of unincorporated enterprises	F	52
Bega Valley (A)	40-44	Owner managers of unincorporated enterprises	M	77
Bega Valley (A)	45-49		F	13
Bega Valley (A)	45-49		M	10
Bega Valley (A)	45-49	Contributing family workers	F	21
Bega Valley (A)	45-49	Contributing family workers	M	5
Bega Valley (A)	45-49	Employee	F	620
Bega Valley (A)	45-49	Employee	M	465
Bega Valley (A)	45-49	Owner managers of incorporated enterprises	F	34
Bega Valley (A)	45-49	Owner managers of incorporated enterprises	M	81
Bega Valley (A)	45-49	Owner managers of unincorporated enterprises	F	84
Bega Valley (A)	45-49	Owner managers of unincorporated enterprises	M	98
Bega Valley (A)	50-54		F	6
Bega Valley (A)	50-54		M	15
Bega Valley (A)	50-54	Contributing family workers	F	31
Bega Valley (A)	50-54	Contributing family workers	M	12
Bega Valley (A)	50-54	Employee	F	691
Bega Valley (A)	50-54	Employee	M	513
Bega Valley (A)	50-54	Owner managers of incorporated enterprises	F	52
Bega Valley (A)	50-54	Owner managers of incorporated enterprises	M	90
Bega Valley (A)	50-54	Owner managers of unincorporated enterprises	F	86
Bega Valley (A)	50-54	Owner managers of unincorporated enterprises	M	129
Bega Valley (A)	55-59		F	8
Bega Valley (A)	55-59		M	17
Bega Valley (A)	55-59	Contributing family workers	F	25
Bega Valley (A)	55-59	Contributing family workers	M	23
Bega Valley (A)	55-59	Employee	F	692
Bega Valley (A)	55-59	Employee	M	525
Bega Valley (A)	55-59	Owner managers of incorporated enterprises	F	52
Bega Valley (A)	55-59	Owner managers of incorporated enterprises	M	103
Bega Valley (A)	55-59	Owner managers of unincorporated enterprises	F	105
Bega Valley (A)	55-59	Owner managers of unincorporated enterprises	M	149
Bega Valley (A)	60-64		F	9
Bega Valley (A)	60-64		M	14
Bega Valley (A)	60-64	Contributing family workers	F	40
Bega Valley (A)	60-64	Contributing family workers	M	30
Bega Valley (A)	60-64	Employee	F	410
Bega Valley (A)	60-64	Employee	M	343
Bega Valley (A)	60-64	Owner managers of incorporated enterprises	F	29
Bega Valley (A)	60-64	Owner managers of incorporated enterprises	M	96
Bega Valley (A)	60-64	Owner managers of unincorporated enterprises	F	72
Bega Valley (A)	60-64	Owner managers of unincorporated enterprises	M	135
Bega Valley (A)	65-69		F	3
Bega Valley (A)	65-69		M	10
Bega Valley (A)	65-69	Contributing family workers	F	21
Bega Valley (A)	65-69	Contributing family workers	M	32
Bega Valley (A)	65-69	Employee	F	145
Bega Valley (A)	65-69	Employee	M	126
Bega Valley (A)	65-69	Owner managers of incorporated enterprises	F	26
Bega Valley (A)	65-69	Owner managers of incorporated enterprises	M	51
Bega Valley (A)	65-69	Owner managers of unincorporated enterprises	F	44
Bega Valley (A)	65-69	Owner managers of unincorporated enterprises	M	101
Bega Valley (A)	70-74		M	10
Bega Valley (A)	70-74	Contributing family workers	F	15
Bega Valley (A)	70-74	Contributing family workers	M	17
Bega Valley (A)	70-74	Employee	F	32
Bega Valley (A)	70-74	Employee	M	27
Bega Valley (A)	70-74	Owner managers of incorporated enterprises	F	14
Bega Valley (A)	70-74	Owner managers of incorporated enterprises	M	19
Bega Valley (A)	70-74	Owner managers of unincorporated enterprises	F	30
Bega Valley (A)	70-74	Owner managers of unincorporated enterprises	M	41
Bega Valley (A)	75+		M	4
Bega Valley (A)	75+	Contributing family workers	F	9
Bega Valley (A)	75+	Contributing family workers	M	17
Bega Valley (A)	75+	Employee	F	11
Bega Valley (A)	75+	Employee	M	17
Bega Valley (A)	75+	Owner managers of incorporated enterprises	M	12
Bega Valley (A)	75+	Owner managers of unincorporated enterprises	F	4
Bega Valley (A)	75+	Owner managers of unincorporated enterprises	M	39
Bellingen (A)	15-19		F	4
Bellingen (A)	15-19		M	3
Bellingen (A)	15-19	Employee	F	80
Bellingen (A)	15-19	Employee	M	90
Bellingen (A)	15-19	Owner managers of unincorporated enterprises	F	3
Bellingen (A)	20-24		M	4
Bellingen (A)	20-24	Contributing family workers	F	3
Bellingen (A)	20-24	Employee	F	78
Bellingen (A)	20-24	Employee	M	55
Bellingen (A)	20-24	Owner managers of unincorporated enterprises	F	5
Bellingen (A)	20-24	Owner managers of unincorporated enterprises	M	3
Bellingen (A)	25-29	Contributing family workers	F	3
Bellingen (A)	25-29	Contributing family workers	M	4
Bellingen (A)	25-29	Employee	F	80
Bellingen (A)	25-29	Employee	M	80
Bellingen (A)	25-29	Owner managers of incorporated enterprises	F	4
Bellingen (A)	25-29	Owner managers of unincorporated enterprises	F	11
Bellingen (A)	25-29	Owner managers of unincorporated enterprises	M	15
Bellingen (A)	30-34		M	3
Bellingen (A)	30-34	Contributing family workers	F	4
Bellingen (A)	30-34	Contributing family workers	M	7
Bellingen (A)	30-34	Employee	F	102
Bellingen (A)	30-34	Employee	M	109
Bellingen (A)	30-34	Owner managers of incorporated enterprises	F	6
Bellingen (A)	30-34	Owner managers of incorporated enterprises	M	14
Bellingen (A)	30-34	Owner managers of unincorporated enterprises	F	21
Bellingen (A)	30-34	Owner managers of unincorporated enterprises	M	26
Bellingen (A)	35-39		M	3
Bellingen (A)	35-39	Contributing family workers	F	7
Bellingen (A)	35-39	Contributing family workers	M	3
Bellingen (A)	35-39	Employee	F	106
Bellingen (A)	35-39	Employee	M	122
Bellingen (A)	35-39	Owner managers of incorporated enterprises	F	5
Bellingen (A)	35-39	Owner managers of incorporated enterprises	M	9
Bellingen (A)	35-39	Owner managers of unincorporated enterprises	F	18
Bellingen (A)	35-39	Owner managers of unincorporated enterprises	M	22
Bellingen (A)	40-44		F	4
Bellingen (A)	40-44		M	8
Bellingen (A)	40-44	Contributing family workers	F	7
Bellingen (A)	40-44	Contributing family workers	M	6
Bellingen (A)	40-44	Employee	F	136
Bellingen (A)	40-44	Employee	M	125
Bellingen (A)	40-44	Owner managers of incorporated enterprises	F	11
Bellingen (A)	40-44	Owner managers of incorporated enterprises	M	16
Bellingen (A)	40-44	Owner managers of unincorporated enterprises	F	34
Bellingen (A)	40-44	Owner managers of unincorporated enterprises	M	31
Bellingen (A)	45-49	Contributing family workers	F	9
Bellingen (A)	45-49	Contributing family workers	M	6
Bellingen (A)	45-49	Employee	F	188
Bellingen (A)	45-49	Employee	M	131
Bellingen (A)	45-49	Owner managers of incorporated enterprises	F	10
Bellingen (A)	45-49	Owner managers of incorporated enterprises	M	27
Bellingen (A)	45-49	Owner managers of unincorporated enterprises	F	36
Bellingen (A)	45-49	Owner managers of unincorporated enterprises	M	33
Bellingen (A)	50-54		M	7
Bellingen (A)	50-54	Contributing family workers	F	4
Bellingen (A)	50-54	Contributing family workers	M	9
Bellingen (A)	50-54	Employee	F	182
Bellingen (A)	50-54	Employee	M	140
Bellingen (A)	50-54	Owner managers of incorporated enterprises	F	12
Bellingen (A)	50-54	Owner managers of incorporated enterprises	M	25
Bellingen (A)	50-54	Owner managers of unincorporated enterprises	F	33
Bellingen (A)	50-54	Owner managers of unincorporated enterprises	M	59
Bellingen (A)	55-59		F	8
Bellingen (A)	55-59		M	6
Bellingen (A)	55-59	Contributing family workers	F	11
Bellingen (A)	55-59	Contributing family workers	M	7
Bellingen (A)	55-59	Employee	F	191
Bellingen (A)	55-59	Employee	M	150
Bellingen (A)	55-59	Owner managers of incorporated enterprises	F	13
Bellingen (A)	55-59	Owner managers of incorporated enterprises	M	21
Bellingen (A)	55-59	Owner managers of unincorporated enterprises	F	43
Bellingen (A)	55-59	Owner managers of unincorporated enterprises	M	68
Bellingen (A)	60-64		F	9
Bellingen (A)	60-64		M	6
Bellingen (A)	60-64	Contributing family workers	F	11
Bellingen (A)	60-64	Contributing family workers	M	11
Bellingen (A)	60-64	Employee	F	140
Bellingen (A)	60-64	Employee	M	109
Bellingen (A)	60-64	Owner managers of incorporated enterprises	F	13
Bellingen (A)	60-64	Owner managers of incorporated enterprises	M	15
Bellingen (A)	60-64	Owner managers of unincorporated enterprises	F	35
Bellingen (A)	60-64	Owner managers of unincorporated enterprises	M	59
Bellingen (A)	65-69		F	3
Bellingen (A)	65-69	Contributing family workers	F	13
Bellingen (A)	65-69	Contributing family workers	M	11
Bellingen (A)	65-69	Employee	F	30
Bellingen (A)	65-69	Employee	M	34
Bellingen (A)	65-69	Owner managers of incorporated enterprises	F	3
Bellingen (A)	65-69	Owner managers of incorporated enterprises	M	13
Bellingen (A)	65-69	Owner managers of unincorporated enterprises	F	30
Bellingen (A)	65-69	Owner managers of unincorporated enterprises	M	46
Bellingen (A)	70-74	Contributing family workers	F	5
Bellingen (A)	70-74	Contributing family workers	M	4
Bellingen (A)	70-74	Employee	F	10
Bellingen (A)	70-74	Employee	M	14
Bellingen (A)	70-74	Owner managers of incorporated enterprises	F	3
Bellingen (A)	70-74	Owner managers of incorporated enterprises	M	9
Bellingen (A)	70-74	Owner managers of unincorporated enterprises	F	14
Bellingen (A)	70-74	Owner managers of unincorporated enterprises	M	24
Bellingen (A)	75+		F	3
Bellingen (A)	75+		M	3
Bellingen (A)	75+	Contributing family workers	F	8
Bellingen (A)	75+	Contributing family workers	M	11
Bellingen (A)	75+	Employee	F	6
Bellingen (A)	75+	Employee	M	5
Bellingen (A)	75+	Owner managers of incorporated enterprises	M	3
Bellingen (A)	75+	Owner managers of unincorporated enterprises	F	6
Bellingen (A)	75+	Owner managers of unincorporated enterprises	M	18
Berrigan (A)	15-19	Contributing family workers	F	3
Berrigan (A)	15-19	Contributing family workers	M	3
Berrigan (A)	15-19	Employee	F	74
Berrigan (A)	15-19	Employee	M	56
Berrigan (A)	20-24		M	3
Berrigan (A)	20-24	Contributing family workers	M	5
Berrigan (A)	20-24	Employee	F	69
Berrigan (A)	20-24	Employee	M	92
Berrigan (A)	20-24	Owner managers of unincorporated enterprises	F	4
Berrigan (A)	20-24	Owner managers of unincorporated enterprises	M	3
Berrigan (A)	25-29	Contributing family workers	F	3
Berrigan (A)	25-29	Employee	F	92
Berrigan (A)	25-29	Employee	M	85
Berrigan (A)	25-29	Owner managers of incorporated enterprises	F	4
Berrigan (A)	25-29	Owner managers of incorporated enterprises	M	5
Berrigan (A)	25-29	Owner managers of unincorporated enterprises	F	3
Berrigan (A)	25-29	Owner managers of unincorporated enterprises	M	14
Berrigan (A)	30-34	Contributing family workers	F	3
Berrigan (A)	30-34	Contributing family workers	M	7
Berrigan (A)	30-34	Employee	F	74
Berrigan (A)	30-34	Employee	M	83
Berrigan (A)	30-34	Owner managers of incorporated enterprises	F	6
Berrigan (A)	30-34	Owner managers of incorporated enterprises	M	8
Berrigan (A)	30-34	Owner managers of unincorporated enterprises	M	10
Berrigan (A)	35-39		F	3
Berrigan (A)	35-39	Contributing family workers	F	5
Berrigan (A)	35-39	Contributing family workers	M	4
Berrigan (A)	35-39	Employee	F	87
Berrigan (A)	35-39	Employee	M	65
Berrigan (A)	35-39	Owner managers of incorporated enterprises	F	12
Berrigan (A)	35-39	Owner managers of incorporated enterprises	M	10
Berrigan (A)	35-39	Owner managers of unincorporated enterprises	F	13
Berrigan (A)	35-39	Owner managers of unincorporated enterprises	M	15
Berrigan (A)	40-44	Contributing family workers	F	4
Berrigan (A)	40-44	Contributing family workers	M	4
Berrigan (A)	40-44	Employee	F	84
Berrigan (A)	40-44	Employee	M	70
Berrigan (A)	40-44	Owner managers of incorporated enterprises	F	9
Berrigan (A)	40-44	Owner managers of incorporated enterprises	M	22
Berrigan (A)	40-44	Owner managers of unincorporated enterprises	F	20
Berrigan (A)	40-44	Owner managers of unincorporated enterprises	M	31
Berrigan (A)	45-49		M	3
Berrigan (A)	45-49	Contributing family workers	F	5
Berrigan (A)	45-49	Contributing family workers	M	10
Berrigan (A)	45-49	Employee	F	104
Berrigan (A)	45-49	Employee	M	67
Berrigan (A)	45-49	Owner managers of incorporated enterprises	F	16
Berrigan (A)	45-49	Owner managers of incorporated enterprises	M	25
Berrigan (A)	45-49	Owner managers of unincorporated enterprises	F	23
Berrigan (A)	45-49	Owner managers of unincorporated enterprises	M	28
Berrigan (A)	50-54	Contributing family workers	F	6
Berrigan (A)	50-54	Employee	F	128
Berrigan (A)	50-54	Employee	M	85
Berrigan (A)	50-54	Owner managers of incorporated enterprises	F	13
Berrigan (A)	50-54	Owner managers of incorporated enterprises	M	26
Berrigan (A)	50-54	Owner managers of unincorporated enterprises	F	13
Berrigan (A)	50-54	Owner managers of unincorporated enterprises	M	23
Berrigan (A)	55-59		F	4
Berrigan (A)	55-59		M	10
Berrigan (A)	55-59	Contributing family workers	F	13
Berrigan (A)	55-59	Contributing family workers	M	9
Berrigan (A)	55-59	Employee	F	137
Berrigan (A)	55-59	Employee	M	82
Berrigan (A)	55-59	Owner managers of incorporated enterprises	F	11
Berrigan (A)	55-59	Owner managers of incorporated enterprises	M	29
Berrigan (A)	55-59	Owner managers of unincorporated enterprises	F	11
Berrigan (A)	55-59	Owner managers of unincorporated enterprises	M	32
Berrigan (A)	60-64		F	5
Berrigan (A)	60-64		M	3
Berrigan (A)	60-64	Contributing family workers	F	7
Berrigan (A)	60-64	Contributing family workers	M	18
Berrigan (A)	60-64	Employee	F	87
Berrigan (A)	60-64	Employee	M	87
Berrigan (A)	60-64	Owner managers of incorporated enterprises	F	10
Berrigan (A)	60-64	Owner managers of incorporated enterprises	M	32
Berrigan (A)	60-64	Owner managers of unincorporated enterprises	F	19
Berrigan (A)	60-64	Owner managers of unincorporated enterprises	M	38
