LGA_NAME16	CountryOfBirth	EmploymentStatus	workers
Blacktown (C)	IRL	Owner managers of incorporated enterprises	44
Blacktown (C)	IRL	Owner managers of unincorporated enterprises	9
Blacktown (C)	IRL	Status in employment not stated	3
Blacktown (C)	ITA	Contributing family workers	8
Blacktown (C)	ITA	Employee	298
Blacktown (C)	ITA	Owner managers of incorporated enterprises	52
Blacktown (C)	ITA	Owner managers of unincorporated enterprises	31
Blacktown (C)	ITA	Status in employment not stated	9
Blacktown (C)	JPN	Employee	52
Blacktown (C)	JPN	Owner managers of incorporated enterprises	3
Blacktown (C)	JPN	Owner managers of unincorporated enterprises	7
Blacktown (C)	LBN	Contributing family workers	14
Blacktown (C)	LBN	Employee	518
Blacktown (C)	LBN	Owner managers of incorporated enterprises	113
Blacktown (C)	LBN	Owner managers of unincorporated enterprises	109
Blacktown (C)	LBN	Status in employment not stated	17
Blacktown (C)	MYS	Contributing family workers	8
Blacktown (C)	MYS	Employee	399
Blacktown (C)	MYS	Owner managers of incorporated enterprises	63
Blacktown (C)	MYS	Owner managers of unincorporated enterprises	47
Blacktown (C)	MYS	Status in employment not stated	3
Blacktown (C)	MLT	Contributing family workers	3
Blacktown (C)	MLT	Employee	330
Blacktown (C)	MLT	Owner managers of incorporated enterprises	33
Blacktown (C)	MLT	Owner managers of unincorporated enterprises	51
Blacktown (C)	MLT	Status in employment not stated	4
Blacktown (C)	NLD	Employee	124
Blacktown (C)	NLD	Owner managers of incorporated enterprises	13
Blacktown (C)	NLD	Owner managers of unincorporated enterprises	14
Blacktown (C)	NLD	Status in employment not stated	3
Blacktown (C)	NZL	Contributing family workers	23
Blacktown (C)	NZL	Employee	2983
Blacktown (C)	NZL	Owner managers of incorporated enterprises	105
Blacktown (C)	NZL	Owner managers of unincorporated enterprises	104
Blacktown (C)	NZL	Status in employment not stated	43
Blacktown (C)	PAK	Contributing family workers	19
Blacktown (C)	PAK	Employee	613
Blacktown (C)	PAK	Owner managers of incorporated enterprises	106
Blacktown (C)	PAK	Owner managers of unincorporated enterprises	137
Blacktown (C)	PAK	Status in employment not stated	12
Blacktown (C)	PHL	Contributing family workers	31
Blacktown (C)	PHL	Employee	4516
Blacktown (C)	PHL	Owner managers of incorporated enterprises	163
Blacktown (C)	PHL	Owner managers of unincorporated enterprises	206
Blacktown (C)	PHL	Status in employment not stated	34
Blacktown (C)	POL	Employee	252
Blacktown (C)	POL	Owner managers of incorporated enterprises	18
Blacktown (C)	POL	Owner managers of unincorporated enterprises	25
Blacktown (C)	SGP	Employee	111
Blacktown (C)	SGP	Owner managers of incorporated enterprises	10
Blacktown (C)	SGP	Owner managers of unincorporated enterprises	8
Blacktown (C)	ZAF	Contributing family workers	4
Blacktown (C)	ZAF	Employee	706
Blacktown (C)	ZAF	Owner managers of incorporated enterprises	56
Blacktown (C)	ZAF	Owner managers of unincorporated enterprises	38
Blacktown (C)	ZAF	Status in employment not stated	8
Blacktown (C)	KOR	Contributing family workers	13
Blacktown (C)	KOR	Employee	470
Blacktown (C)	KOR	Owner managers of incorporated enterprises	87
Blacktown (C)	KOR	Owner managers of unincorporated enterprises	101
Blacktown (C)	KOR	Status in employment not stated	4
Blacktown (C)	LKA	Contributing family workers	18
Blacktown (C)	LKA	Employee	917
Blacktown (C)	LKA	Owner managers of incorporated enterprises	103
Blacktown (C)	LKA	Owner managers of unincorporated enterprises	102
Blacktown (C)	LKA	Status in employment not stated	14
Blacktown (C)	THA	Contributing family workers	9
Blacktown (C)	THA	Employee	271
Blacktown (C)	THA	Owner managers of incorporated enterprises	10
Blacktown (C)	THA	Owner managers of unincorporated enterprises	11
Blacktown (C)	TUR	Contributing family workers	13
Blacktown (C)	TUR	Employee	241
Blacktown (C)	TUR	Owner managers of incorporated enterprises	32
Blacktown (C)	TUR	Owner managers of unincorporated enterprises	43
Blacktown (C)	TUR	Status in employment not stated	4
Blacktown (C)	GBR	Contributing family workers	24
Blacktown (C)	GBR	Employee	2746
Blacktown (C)	GBR	Owner managers of incorporated enterprises	212
Blacktown (C)	GBR	Owner managers of unincorporated enterprises	156
Blacktown (C)	GBR	Status in employment not stated	22
Blacktown (C)	USA	Contributing family workers	3
Blacktown (C)	USA	Employee	246
Blacktown (C)	USA	Owner managers of incorporated enterprises	16
Blacktown (C)	USA	Owner managers of unincorporated enterprises	8
Blacktown (C)	USA	Status in employment not stated	3
Blacktown (C)	VNM	Contributing family workers	31
Blacktown (C)	VNM	Employee	1241
Blacktown (C)	VNM	Owner managers of incorporated enterprises	77
Blacktown (C)	VNM	Owner managers of unincorporated enterprises	111
Blacktown (C)	VNM	Status in employment not stated	26
Blacktown (C)	ZWE	Employee	121
Blacktown (C)	ZWE	Owner managers of unincorporated enterprises	8
Bland (A)		Contributing family workers	15
Bland (A)		Employee	48
Bland (A)		Owner managers of incorporated enterprises	13
Bland (A)		Owner managers of unincorporated enterprises	5
Bland (A)		Status in employment not stated	4
Bland (A)	AUS	Contributing family workers	212
Bland (A)	AUS	Employee	1545
Bland (A)	AUS	Owner managers of incorporated enterprises	142
Bland (A)	AUS	Owner managers of unincorporated enterprises	445
Bland (A)	AUS	Status in employment not stated	36
Bland (A)	CAN	Employee	4
Bland (A)	CHN	Contributing family workers	3
Bland (A)	HKG	Owner managers of unincorporated enterprises	3
Bland (A)	IND	Employee	6
Bland (A)	MYS	Employee	3
Bland (A)	NZL	Contributing family workers	3
Bland (A)	NZL	Employee	20
Bland (A)	NZL	Owner managers of unincorporated enterprises	3
Bland (A)	PHL	Employee	12
Bland (A)	ZAF	Employee	8
Bland (A)	ZAF	Owner managers of unincorporated enterprises	3
Bland (A)	LKA	Employee	6
Bland (A)	GBR	Employee	22
Bland (A)	GBR	Owner managers of unincorporated enterprises	8
Bland (A)	USA	Employee	5
Bland (A)	VNM	Employee	3
Bland (A)	ZWE	Employee	4
Blayney (A)		Contributing family workers	7
Blayney (A)		Employee	59
Blayney (A)		Owner managers of incorporated enterprises	4
Blayney (A)		Owner managers of unincorporated enterprises	15
Blayney (A)	AUS	Contributing family workers	131
Blayney (A)	AUS	Employee	2024
Blayney (A)	AUS	Owner managers of incorporated enterprises	137
Blayney (A)	AUS	Owner managers of unincorporated enterprises	299
Blayney (A)	AUS	Status in employment not stated	39
Blayney (A)	CAN	Employee	8
Blayney (A)	CHN	Employee	7
Blayney (A)	CHN	Owner managers of unincorporated enterprises	3
Blayney (A)	FJI	Employee	5
Blayney (A)	DEU	Contributing family workers	3
Blayney (A)	DEU	Employee	3
Blayney (A)	DEU	Owner managers of unincorporated enterprises	4
Blayney (A)	IRL	Employee	4
Blayney (A)	MLT	Owner managers of unincorporated enterprises	4
Blayney (A)	NLD	Owner managers of incorporated enterprises	3
Blayney (A)	NZL	Contributing family workers	8
Blayney (A)	NZL	Employee	33
Blayney (A)	NZL	Owner managers of unincorporated enterprises	4
Blayney (A)	PHL	Employee	10
Blayney (A)	POL	Owner managers of unincorporated enterprises	3
Blayney (A)	SGP	Employee	3
Blayney (A)	ZAF	Employee	7
Blayney (A)	GBR	Contributing family workers	3
Blayney (A)	GBR	Employee	47
Blayney (A)	GBR	Owner managers of unincorporated enterprises	12
Blayney (A)	USA	Employee	3
Blayney (A)	VNM	Owner managers of incorporated enterprises	3
Blue Mountains (C)		Contributing family workers	17
Blue Mountains (C)		Employee	517
Blue Mountains (C)		Owner managers of incorporated enterprises	74
Blue Mountains (C)		Owner managers of unincorporated enterprises	152
Blue Mountains (C)		Status in employment not stated	25
Blue Mountains (C)	AUS	Contributing family workers	255
Blue Mountains (C)	AUS	Employee	11080
Blue Mountains (C)	AUS	Owner managers of incorporated enterprises	1059
Blue Mountains (C)	AUS	Owner managers of unincorporated enterprises	1973
Blue Mountains (C)	AUS	Status in employment not stated	121
Blue Mountains (C)	CAN	Contributing family workers	3
Blue Mountains (C)	CAN	Employee	31
Blue Mountains (C)	CAN	Owner managers of incorporated enterprises	8
Blue Mountains (C)	CAN	Owner managers of unincorporated enterprises	9
Blue Mountains (C)	CHN	Contributing family workers	5
Blue Mountains (C)	CHN	Employee	72
Blue Mountains (C)	CHN	Owner managers of incorporated enterprises	15
Blue Mountains (C)	CHN	Owner managers of unincorporated enterprises	15
Blue Mountains (C)	HRV	Employee	4
Blue Mountains (C)	HRV	Owner managers of incorporated enterprises	4
Blue Mountains (C)	EGY	Employee	11
Blue Mountains (C)	EGY	Owner managers of incorporated enterprises	3
Blue Mountains (C)	EGY	Owner managers of unincorporated enterprises	3
Blue Mountains (C)	FJI	Employee	28
Blue Mountains (C)	FJI	Owner managers of incorporated enterprises	3
Blue Mountains (C)	FJI	Owner managers of unincorporated enterprises	3
Blue Mountains (C)	MKD	Owner managers of unincorporated enterprises	3
Blue Mountains (C)	DEU	Contributing family workers	3
Blue Mountains (C)	DEU	Employee	66
Blue Mountains (C)	DEU	Owner managers of incorporated enterprises	15
Blue Mountains (C)	DEU	Owner managers of unincorporated enterprises	29
Blue Mountains (C)	DEU	Status in employment not stated	3
Blue Mountains (C)	GRC	Employee	13
Blue Mountains (C)	HKG	Employee	29
Blue Mountains (C)	HKG	Owner managers of incorporated enterprises	3
Blue Mountains (C)	HKG	Owner managers of unincorporated enterprises	4
Blue Mountains (C)	IND	Contributing family workers	9
Blue Mountains (C)	IND	Employee	123
Blue Mountains (C)	IND	Owner managers of incorporated enterprises	17
Blue Mountains (C)	IND	Owner managers of unincorporated enterprises	12
Blue Mountains (C)	IDN	Employee	23
Blue Mountains (C)	IRN	Employee	5
Blue Mountains (C)	IRN	Owner managers of incorporated enterprises	3
Blue Mountains (C)	IRQ	Employee	11
Blue Mountains (C)	IRQ	Owner managers of unincorporated enterprises	7
Blue Mountains (C)	IRL	Contributing family workers	4
Blue Mountains (C)	IRL	Employee	52
Blue Mountains (C)	IRL	Owner managers of incorporated enterprises	8
Blue Mountains (C)	IRL	Owner managers of unincorporated enterprises	16
Blue Mountains (C)	ITA	Contributing family workers	3
Blue Mountains (C)	ITA	Employee	25
Blue Mountains (C)	ITA	Owner managers of incorporated enterprises	5
Blue Mountains (C)	ITA	Owner managers of unincorporated enterprises	12
Blue Mountains (C)	JPN	Employee	22
Blue Mountains (C)	JPN	Owner managers of incorporated enterprises	4
Blue Mountains (C)	JPN	Owner managers of unincorporated enterprises	10
Blue Mountains (C)	LBN	Employee	4
Blue Mountains (C)	LBN	Owner managers of incorporated enterprises	5
Blue Mountains (C)	LBN	Owner managers of unincorporated enterprises	10
Blue Mountains (C)	MYS	Contributing family workers	3
Blue Mountains (C)	MYS	Employee	43
Blue Mountains (C)	MYS	Owner managers of incorporated enterprises	3
Blue Mountains (C)	MYS	Owner managers of unincorporated enterprises	7
Blue Mountains (C)	MYS	Status in employment not stated	4
Blue Mountains (C)	MLT	Employee	12
Blue Mountains (C)	MLT	Owner managers of incorporated enterprises	6
Blue Mountains (C)	MLT	Owner managers of unincorporated enterprises	3
Blue Mountains (C)	NLD	Contributing family workers	3
Blue Mountains (C)	NLD	Employee	52
Blue Mountains (C)	NLD	Owner managers of incorporated enterprises	4
Blue Mountains (C)	NLD	Owner managers of unincorporated enterprises	15
Blue Mountains (C)	NLD	Status in employment not stated	3
Blue Mountains (C)	NZL	Contributing family workers	10
Blue Mountains (C)	NZL	Employee	262
Blue Mountains (C)	NZL	Owner managers of incorporated enterprises	37
Blue Mountains (C)	NZL	Owner managers of unincorporated enterprises	69
Blue Mountains (C)	NZL	Status in employment not stated	8
Blue Mountains (C)	PAK	Employee	18
Blue Mountains (C)	PAK	Owner managers of incorporated enterprises	5
Blue Mountains (C)	PAK	Owner managers of unincorporated enterprises	3
Blue Mountains (C)	PAK	Status in employment not stated	3
Blue Mountains (C)	PHL	Employee	119
Blue Mountains (C)	PHL	Owner managers of incorporated enterprises	5
Blue Mountains (C)	PHL	Owner managers of unincorporated enterprises	3
Blue Mountains (C)	POL	Employee	30
Blue Mountains (C)	POL	Owner managers of incorporated enterprises	4
Blue Mountains (C)	POL	Owner managers of unincorporated enterprises	12
Blue Mountains (C)	SGP	Employee	13
Blue Mountains (C)	ZAF	Contributing family workers	3
Blue Mountains (C)	ZAF	Employee	56
Blue Mountains (C)	ZAF	Owner managers of incorporated enterprises	6
Blue Mountains (C)	ZAF	Owner managers of unincorporated enterprises	17
Blue Mountains (C)	KOR	Employee	23
Blue Mountains (C)	KOR	Owner managers of incorporated enterprises	3
Blue Mountains (C)	KOR	Owner managers of unincorporated enterprises	4
Blue Mountains (C)	LKA	Employee	17
Blue Mountains (C)	LKA	Owner managers of incorporated enterprises	5
Blue Mountains (C)	THA	Employee	63
Blue Mountains (C)	THA	Owner managers of incorporated enterprises	3
Blue Mountains (C)	THA	Owner managers of unincorporated enterprises	3
Blue Mountains (C)	TUR	Employee	6
Blue Mountains (C)	GBR	Contributing family workers	35
Blue Mountains (C)	GBR	Employee	760
Blue Mountains (C)	GBR	Owner managers of incorporated enterprises	145
Blue Mountains (C)	GBR	Owner managers of unincorporated enterprises	242
Blue Mountains (C)	GBR	Status in employment not stated	3
Blue Mountains (C)	USA	Contributing family workers	8
Blue Mountains (C)	USA	Employee	80
Blue Mountains (C)	USA	Owner managers of incorporated enterprises	8
Blue Mountains (C)	USA	Owner managers of unincorporated enterprises	28
Blue Mountains (C)	VNM	Contributing family workers	3
Blue Mountains (C)	VNM	Employee	55
Blue Mountains (C)	VNM	Owner managers of incorporated enterprises	5
Blue Mountains (C)	VNM	Owner managers of unincorporated enterprises	10
Blue Mountains (C)	VNM	Status in employment not stated	3
Blue Mountains (C)	ZWE	Employee	9
Blue Mountains (C)	ZWE	Owner managers of incorporated enterprises	4
Blue Mountains (C)	ZWE	Owner managers of unincorporated enterprises	3
Bogan (A)		Contributing family workers	7
Bogan (A)		Employee	26
Bogan (A)		Owner managers of unincorporated enterprises	8
Bogan (A)	AUS	Contributing family workers	77
Bogan (A)	AUS	Employee	858
Bogan (A)	AUS	Owner managers of incorporated enterprises	52
Bogan (A)	AUS	Owner managers of unincorporated enterprises	161
Bogan (A)	AUS	Status in employment not stated	27
Bogan (A)	CHN	Employee	3
Bogan (A)	FJI	Employee	3
Bogan (A)	DEU	Employee	3
Bogan (A)	IND	Employee	12
Bogan (A)	IRL	Employee	3
Bogan (A)	NZL	Employee	24
Bogan (A)	PHL	Employee	3
Bogan (A)	ZAF	Employee	4
Bogan (A)	GBR	Employee	13
Bogan (A)	ZWE	Employee	3
Botany Bay (C)		Contributing family workers	30
Botany Bay (C)		Employee	5184
Botany Bay (C)		Owner managers of incorporated enterprises	268
Botany Bay (C)		Owner managers of unincorporated enterprises	242
Botany Bay (C)		Status in employment not stated	105
Botany Bay (C)	AUS	Contributing family workers	104
Botany Bay (C)	AUS	Employee	23544
Botany Bay (C)	AUS	Owner managers of incorporated enterprises	1173
Botany Bay (C)	AUS	Owner managers of unincorporated enterprises	594
Botany Bay (C)	AUS	Status in employment not stated	203
Botany Bay (C)	CAN	Employee	114
Botany Bay (C)	CAN	Owner managers of incorporated enterprises	3
Botany Bay (C)	CAN	Owner managers of unincorporated enterprises	3
Botany Bay (C)	CAN	Status in employment not stated	3
Botany Bay (C)	CHN	Contributing family workers	28
Botany Bay (C)	CHN	Employee	1531
Botany Bay (C)	CHN	Owner managers of incorporated enterprises	129
Botany Bay (C)	CHN	Owner managers of unincorporated enterprises	100
Botany Bay (C)	CHN	Status in employment not stated	3
Botany Bay (C)	HRV	Employee	86
Botany Bay (C)	HRV	Owner managers of incorporated enterprises	11
Botany Bay (C)	HRV	Owner managers of unincorporated enterprises	10
Botany Bay (C)	HRV	Status in employment not stated	4
Botany Bay (C)	EGY	Contributing family workers	3
Botany Bay (C)	EGY	Employee	226
Botany Bay (C)	EGY	Owner managers of incorporated enterprises	25
Botany Bay (C)	EGY	Owner managers of unincorporated enterprises	7
Botany Bay (C)	EGY	Status in employment not stated	4
Botany Bay (C)	FJI	Employee	437
Botany Bay (C)	FJI	Owner managers of incorporated enterprises	15
Botany Bay (C)	FJI	Owner managers of unincorporated enterprises	9
Botany Bay (C)	FJI	Status in employment not stated	6
Botany Bay (C)	MKD	Employee	275
Botany Bay (C)	MKD	Owner managers of incorporated enterprises	12
Botany Bay (C)	MKD	Status in employment not stated	6
Botany Bay (C)	DEU	Contributing family workers	3
Botany Bay (C)	DEU	Employee	189
Botany Bay (C)	DEU	Owner managers of incorporated enterprises	9
Botany Bay (C)	DEU	Owner managers of unincorporated enterprises	6
Botany Bay (C)	GRC	Contributing family workers	3
Botany Bay (C)	GRC	Employee	209
Botany Bay (C)	GRC	Owner managers of incorporated enterprises	27
Botany Bay (C)	GRC	Owner managers of unincorporated enterprises	27
Botany Bay (C)	GRC	Status in employment not stated	3
