LGA_NAME16	Occupation	OccupationSubtype	Sex	workers
Bega Valley (A)	Clerical and administrative workers	Numerical clerks	F	264
Bega Valley (A)	Clerical and administrative workers	Numerical clerks	M	25
Bega Valley (A)	Clerical and administrative workers	Office managers and program administrators	F	167
Bega Valley (A)	Clerical and administrative workers	Office managers and program administrators	M	32
Bega Valley (A)	Clerical and administrative workers	Other clerical and administrative workers	F	83
Bega Valley (A)	Clerical and administrative workers	Other clerical and administrative workers	M	64
Bega Valley (A)	Clerical and administrative workers	Personal assistants and secretaries	F	104
Bega Valley (A)	Clerical and administrative workers	Personal assistants and secretaries	M	4
Bega Valley (A)	Community and personal service workers	Carers and aides	F	563
Bega Valley (A)	Community and personal service workers	Carers and aides	M	115
Bega Valley (A)	Community and personal service workers	Health and welfare support workers	F	137
Bega Valley (A)	Community and personal service workers	Health and welfare support workers	M	60
Bega Valley (A)	Community and personal service workers	Hospitality workers	F	275
Bega Valley (A)	Community and personal service workers	Hospitality workers	M	90
Bega Valley (A)	Community and personal service workers	Protective service workers	F	12
Bega Valley (A)	Community and personal service workers	Protective service workers	M	79
Bega Valley (A)	Community and personal service workers	Sports and personal service workers	F	93
Bega Valley (A)	Community and personal service workers	Sports and personal service workers	M	39
Bega Valley (A)	Labourers	Cleaners and laundry workers	F	251
Bega Valley (A)	Labourers	Cleaners and laundry workers	M	135
Bega Valley (A)	Labourers	Construction and mining labourers	F	4
Bega Valley (A)	Labourers	Construction and mining labourers	M	122
Bega Valley (A)	Labourers	Factory process workers	F	143
Bega Valley (A)	Labourers	Factory process workers	M	310
Bega Valley (A)	Labourers	Farm forestry and garden workers	F	38
Bega Valley (A)	Labourers	Farm forestry and garden workers	M	154
Bega Valley (A)	Labourers	Food preparation assistants	F	101
Bega Valley (A)	Labourers	Food preparation assistants	M	100
Bega Valley (A)	Labourers	Labourers nfd	F	3
Bega Valley (A)	Labourers	Labourers nfd	M	24
Bega Valley (A)	Labourers	Other labourers	F	47
Bega Valley (A)	Labourers	Other labourers	M	200
Bega Valley (A)	Machinery operators and drivers	Machine and stationary plant operators	F	23
Bega Valley (A)	Machinery operators and drivers	Machine and stationary plant operators	M	99
Bega Valley (A)	Machinery operators and drivers	Machinery operators and drivers nfd	M	10
Bega Valley (A)	Machinery operators and drivers	Mobile plant operators	F	3
Bega Valley (A)	Machinery operators and drivers	Mobile plant operators	M	153
Bega Valley (A)	Machinery operators and drivers	Road and rail drivers	F	21
Bega Valley (A)	Machinery operators and drivers	Road and rail drivers	M	310
Bega Valley (A)	Machinery operators and drivers	Storepersons	F	8
Bega Valley (A)	Machinery operators and drivers	Storepersons	M	36
Bega Valley (A)	Managers	Chief executives general managers and legislators	F	20
Bega Valley (A)	Managers	Chief executives general managers and legislators	M	47
Bega Valley (A)	Managers	Farmers and farm managers	F	163
Bega Valley (A)	Managers	Farmers and farm managers	M	378
Bega Valley (A)	Managers	Hospitality retail and service managers	F	343
Bega Valley (A)	Managers	Hospitality retail and service managers	M	310
Bega Valley (A)	Managers	Managers nfd	F	3
Bega Valley (A)	Managers	Managers nfd	M	11
Bega Valley (A)	Managers	Specialist managers	F	147
Bega Valley (A)	Managers	Specialist managers	M	264
Bega Valley (A)	Professionals	Arts and media professionals	F	49
Bega Valley (A)	Professionals	Arts and media professionals	M	37
Bega Valley (A)	Professionals	Business human resource and marketing professionals	F	124
Bega Valley (A)	Professionals	Business human resource and marketing professionals	M	113
Bega Valley (A)	Professionals	Design engineering science and transport professionals	F	63
Bega Valley (A)	Professionals	Design engineering science and transport professionals	M	151
Bega Valley (A)	Professionals	Education professionals	F	407
Bega Valley (A)	Professionals	Education professionals	M	155
Bega Valley (A)	Professionals	Health professionals	F	503
Bega Valley (A)	Professionals	Health professionals	M	146
Bega Valley (A)	Professionals	Information and Communication Technology ICT professionals	F	10
Bega Valley (A)	Professionals	Information and Communication Technology ICT professionals	M	48
Bega Valley (A)	Professionals	Legal social and welfare professionals	F	98
Bega Valley (A)	Professionals	Legal social and welfare professionals	M	54
Bega Valley (A)	Professionals	Professionals nfd	F	5
Bega Valley (A)	Professionals	Professionals nfd	M	4
Bega Valley (A)	Sales workers	Sales assistants and salespersons	F	688
Bega Valley (A)	Sales workers	Sales assistants and salespersons	M	327
Bega Valley (A)	Sales workers	Sales representatives and agents	F	110
Bega Valley (A)	Sales workers	Sales representatives and agents	M	86
Bega Valley (A)	Sales workers	Sales support workers	F	128
Bega Valley (A)	Sales workers	Sales support workers	M	38
Bega Valley (A)	Technicians and trades workers	Automotive and engineering trades workers	F	8
Bega Valley (A)	Technicians and trades workers	Automotive and engineering trades workers	M	345
Bega Valley (A)	Technicians and trades workers	Construction trades workers	F	5
Bega Valley (A)	Technicians and trades workers	Construction trades workers	M	285
Bega Valley (A)	Technicians and trades workers	Electrotechnology and telecommunications trades workers	F	7
Bega Valley (A)	Technicians and trades workers	Electrotechnology and telecommunications trades workers	M	149
Bega Valley (A)	Technicians and trades workers	Engineering ICT and science technicians	F	62
Bega Valley (A)	Technicians and trades workers	Engineering ICT and science technicians	M	120
Bega Valley (A)	Technicians and trades workers	Food trades workers	F	107
Bega Valley (A)	Technicians and trades workers	Food trades workers	M	183
Bega Valley (A)	Technicians and trades workers	Other technicians and trades workers	F	88
Bega Valley (A)	Technicians and trades workers	Other technicians and trades workers	M	81
Bega Valley (A)	Technicians and trades workers	Skilled animal and horticultural workers	F	61
Bega Valley (A)	Technicians and trades workers	Skilled animal and horticultural workers	M	122
Bega Valley (A)	Technicians and trades workers	Technicians and trades workers nfd	M	18
Bellingen (A)			F	34
Bellingen (A)			M	31
Bellingen (A)	Clerical and administrative workers	Clerical and office support workers	F	12
Bellingen (A)	Clerical and administrative workers	Clerical and office support workers	M	14
Bellingen (A)	Clerical and administrative workers	General clerical workers	F	86
Bellingen (A)	Clerical and administrative workers	General clerical workers	M	5
Bellingen (A)	Clerical and administrative workers	Inquiry clerks and receptionists	F	38
Bellingen (A)	Clerical and administrative workers	Numerical clerks	F	75
Bellingen (A)	Clerical and administrative workers	Numerical clerks	M	9
Bellingen (A)	Clerical and administrative workers	Office managers and program administrators	F	55
Bellingen (A)	Clerical and administrative workers	Office managers and program administrators	M	6
Bellingen (A)	Clerical and administrative workers	Other clerical and administrative workers	F	9
Bellingen (A)	Clerical and administrative workers	Other clerical and administrative workers	M	17
Bellingen (A)	Clerical and administrative workers	Personal assistants and secretaries	F	28
Bellingen (A)	Community and personal service workers	Carers and aides	F	171
Bellingen (A)	Community and personal service workers	Carers and aides	M	33
Bellingen (A)	Community and personal service workers	Health and welfare support workers	F	38
Bellingen (A)	Community and personal service workers	Health and welfare support workers	M	19
Bellingen (A)	Community and personal service workers	Hospitality workers	F	94
Bellingen (A)	Community and personal service workers	Hospitality workers	M	40
Bellingen (A)	Community and personal service workers	Protective service workers	F	3
Bellingen (A)	Community and personal service workers	Protective service workers	M	16
Bellingen (A)	Community and personal service workers	Sports and personal service workers	F	30
Bellingen (A)	Community and personal service workers	Sports and personal service workers	M	7
Bellingen (A)	Labourers	Cleaners and laundry workers	F	70
Bellingen (A)	Labourers	Cleaners and laundry workers	M	28
Bellingen (A)	Labourers	Construction and mining labourers	M	50
Bellingen (A)	Labourers	Factory process workers	F	10
Bellingen (A)	Labourers	Factory process workers	M	81
Bellingen (A)	Labourers	Farm forestry and garden workers	F	26
Bellingen (A)	Labourers	Farm forestry and garden workers	M	71
Bellingen (A)	Labourers	Food preparation assistants	F	42
Bellingen (A)	Labourers	Food preparation assistants	M	25
Bellingen (A)	Labourers	Labourers nfd	M	10
Bellingen (A)	Labourers	Other labourers	F	8
Bellingen (A)	Labourers	Other labourers	M	46
Bellingen (A)	Machinery operators and drivers	Machine and stationary plant operators	F	5
Bellingen (A)	Machinery operators and drivers	Machine and stationary plant operators	M	48
Bellingen (A)	Machinery operators and drivers	Machinery operators and drivers nfd	M	7
Bellingen (A)	Machinery operators and drivers	Mobile plant operators	M	61
Bellingen (A)	Machinery operators and drivers	Road and rail drivers	F	3
Bellingen (A)	Machinery operators and drivers	Road and rail drivers	M	95
Bellingen (A)	Machinery operators and drivers	Storepersons	F	4
Bellingen (A)	Machinery operators and drivers	Storepersons	M	18
Bellingen (A)	Managers	Chief executives general managers and legislators	F	3
Bellingen (A)	Managers	Chief executives general managers and legislators	M	11
Bellingen (A)	Managers	Farmers and farm managers	F	76
Bellingen (A)	Managers	Farmers and farm managers	M	152
Bellingen (A)	Managers	Hospitality retail and service managers	F	109
Bellingen (A)	Managers	Hospitality retail and service managers	M	74
Bellingen (A)	Managers	Managers nfd	F	4
Bellingen (A)	Managers	Managers nfd	M	12
Bellingen (A)	Managers	Specialist managers	F	65
Bellingen (A)	Managers	Specialist managers	M	91
Bellingen (A)	Professionals	Arts and media professionals	F	17
Bellingen (A)	Professionals	Arts and media professionals	M	18
Bellingen (A)	Professionals	Business human resource and marketing professionals	F	32
Bellingen (A)	Professionals	Business human resource and marketing professionals	M	35
Bellingen (A)	Professionals	Design engineering science and transport professionals	F	34
Bellingen (A)	Professionals	Design engineering science and transport professionals	M	73
Bellingen (A)	Professionals	Education professionals	F	150
