LGA_NAME16	EmploymentStatus	IncomeTotPersonal.max	workers
Blacktown (C)	Owner managers of unincorporated enterprises	15750	381
Blacktown (C)	Owner managers of unincorporated enterprises	21000	414
Blacktown (C)	Owner managers of unincorporated enterprises	26250	516
Blacktown (C)	Owner managers of unincorporated enterprises	34125	693
Blacktown (C)	Owner managers of unincorporated enterprises	42000	751
Blacktown (C)	Owner managers of unincorporated enterprises	52500	690
Blacktown (C)	Owner managers of unincorporated enterprises	65625	681
Blacktown (C)	Owner managers of unincorporated enterprises	78750	420
Blacktown (C)	Owner managers of unincorporated enterprises	91875	267
Blacktown (C)	Owner managers of unincorporated enterprises	105000	153
Blacktown (C)	Owner managers of unincorporated enterprises	157500	224
Blacktown (C)	Owner managers of unincorporated enterprises	Inf	191
Blacktown (C)	Status in employment not stated	0	31
Blacktown (C)	Status in employment not stated	7875	30
Blacktown (C)	Status in employment not stated	15750	66
Blacktown (C)	Status in employment not stated	21000	57
Blacktown (C)	Status in employment not stated	26250	76
Blacktown (C)	Status in employment not stated	34125	97
Blacktown (C)	Status in employment not stated	42000	118
Blacktown (C)	Status in employment not stated	52500	136
Blacktown (C)	Status in employment not stated	65625	108
Blacktown (C)	Status in employment not stated	78750	60
Blacktown (C)	Status in employment not stated	91875	39
Blacktown (C)	Status in employment not stated	105000	27
Blacktown (C)	Status in employment not stated	157500	34
Blacktown (C)	Status in employment not stated	Inf	24
Bland (A)	Contributing family workers	0	39
Bland (A)	Contributing family workers	7875	9
Bland (A)	Contributing family workers	15750	17
Bland (A)	Contributing family workers	21000	18
Bland (A)	Contributing family workers	26250	18
Bland (A)	Contributing family workers	34125	28
Bland (A)	Contributing family workers	42000	24
Bland (A)	Contributing family workers	52500	16
Bland (A)	Contributing family workers	65625	15
Bland (A)	Contributing family workers	78750	6
Bland (A)	Contributing family workers	91875	6
Bland (A)	Contributing family workers	105000	3
Bland (A)	Contributing family workers	157500	7
Bland (A)	Contributing family workers	Inf	12
Bland (A)	Employee	0	3
Bland (A)	Employee	7875	63
Bland (A)	Employee	15750	62
Bland (A)	Employee	21000	85
Bland (A)	Employee	26250	126
Bland (A)	Employee	34125	202
Bland (A)	Employee	42000	182
Bland (A)	Employee	52500	197
Bland (A)	Employee	65625	198
Bland (A)	Employee	78750	134
Bland (A)	Employee	91875	140
Bland (A)	Employee	105000	78
Bland (A)	Employee	157500	152
Bland (A)	Employee	Inf	40
Bland (A)	Owner managers of incorporated enterprises	7875	3
Bland (A)	Owner managers of incorporated enterprises	15750	3
Bland (A)	Owner managers of incorporated enterprises	21000	6
Bland (A)	Owner managers of incorporated enterprises	26250	6
Bland (A)	Owner managers of incorporated enterprises	34125	14
Bland (A)	Owner managers of incorporated enterprises	42000	13
Bland (A)	Owner managers of incorporated enterprises	52500	24
Bland (A)	Owner managers of incorporated enterprises	65625	26
Bland (A)	Owner managers of incorporated enterprises	78750	15
Bland (A)	Owner managers of incorporated enterprises	91875	15
Bland (A)	Owner managers of incorporated enterprises	105000	7
Bland (A)	Owner managers of incorporated enterprises	157500	8
Bland (A)	Owner managers of incorporated enterprises	Inf	8
Bland (A)	Owner managers of unincorporated enterprises	0	11
Bland (A)	Owner managers of unincorporated enterprises	7875	4
Bland (A)	Owner managers of unincorporated enterprises	15750	30
Bland (A)	Owner managers of unincorporated enterprises	21000	24
Bland (A)	Owner managers of unincorporated enterprises	26250	36
Bland (A)	Owner managers of unincorporated enterprises	34125	45
Bland (A)	Owner managers of unincorporated enterprises	42000	33
Bland (A)	Owner managers of unincorporated enterprises	52500	69
Bland (A)	Owner managers of unincorporated enterprises	65625	67
Bland (A)	Owner managers of unincorporated enterprises	78750	45
Bland (A)	Owner managers of unincorporated enterprises	91875	32
Bland (A)	Owner managers of unincorporated enterprises	105000	23
Bland (A)	Owner managers of unincorporated enterprises	157500	22
Bland (A)	Owner managers of unincorporated enterprises	Inf	31
Bland (A)	Status in employment not stated	7875	3
Bland (A)	Status in employment not stated	21000	6
Bland (A)	Status in employment not stated	26250	3
Bland (A)	Status in employment not stated	34125	3
Bland (A)	Status in employment not stated	42000	7
Bland (A)	Status in employment not stated	52500	3
Bland (A)	Status in employment not stated	91875	3
Bland (A)	Status in employment not stated	Inf	4
Blayney (A)	Contributing family workers	0	18
Blayney (A)	Contributing family workers	7875	13
Blayney (A)	Contributing family workers	15750	25
Blayney (A)	Contributing family workers	21000	19
Blayney (A)	Contributing family workers	26250	7
Blayney (A)	Contributing family workers	34125	21
Blayney (A)	Contributing family workers	42000	11
Blayney (A)	Contributing family workers	52500	5
Blayney (A)	Contributing family workers	65625	12
Blayney (A)	Contributing family workers	91875	8
Blayney (A)	Contributing family workers	105000	3
Blayney (A)	Employee	0	11
Blayney (A)	Employee	7875	84
Blayney (A)	Employee	15750	65
Blayney (A)	Employee	21000	73
Blayney (A)	Employee	26250	79
Blayney (A)	Employee	34125	128
Blayney (A)	Employee	42000	216
Blayney (A)	Employee	52500	215
Blayney (A)	Employee	65625	229
Blayney (A)	Employee	78750	215
Blayney (A)	Employee	91875	214
Blayney (A)	Employee	105000	229
Blayney (A)	Employee	157500	338
Blayney (A)	Employee	Inf	111
Blayney (A)	Owner managers of incorporated enterprises	15750	5
Blayney (A)	Owner managers of incorporated enterprises	26250	9
Blayney (A)	Owner managers of incorporated enterprises	34125	8
Blayney (A)	Owner managers of incorporated enterprises	42000	13
Blayney (A)	Owner managers of incorporated enterprises	52500	25
Blayney (A)	Owner managers of incorporated enterprises	65625	29
Blayney (A)	Owner managers of incorporated enterprises	78750	23
Blayney (A)	Owner managers of incorporated enterprises	91875	18
Blayney (A)	Owner managers of incorporated enterprises	105000	8
Blayney (A)	Owner managers of incorporated enterprises	157500	13
Blayney (A)	Owner managers of incorporated enterprises	Inf	10
Blayney (A)	Owner managers of unincorporated enterprises	0	13
Blayney (A)	Owner managers of unincorporated enterprises	7875	13
Blayney (A)	Owner managers of unincorporated enterprises	15750	22
Blayney (A)	Owner managers of unincorporated enterprises	21000	19
Blayney (A)	Owner managers of unincorporated enterprises	26250	26
Blayney (A)	Owner managers of unincorporated enterprises	34125	39
Blayney (A)	Owner managers of unincorporated enterprises	42000	40
Blayney (A)	Owner managers of unincorporated enterprises	52500	52
Blayney (A)	Owner managers of unincorporated enterprises	65625	45
Blayney (A)	Owner managers of unincorporated enterprises	78750	23
Blayney (A)	Owner managers of unincorporated enterprises	91875	21
Blayney (A)	Owner managers of unincorporated enterprises	105000	13
Blayney (A)	Owner managers of unincorporated enterprises	157500	11
Blayney (A)	Owner managers of unincorporated enterprises	Inf	15
Blayney (A)	Status in employment not stated	7875	3
Blayney (A)	Status in employment not stated	15750	3
Blayney (A)	Status in employment not stated	21000	6
Blayney (A)	Status in employment not stated	34125	6
Blayney (A)	Status in employment not stated	42000	7
Blayney (A)	Status in employment not stated	91875	3
Blayney (A)	Status in employment not stated	157500	4
Blue Mountains (C)	Contributing family workers	0	67
Blue Mountains (C)	Contributing family workers	7875	24
Blue Mountains (C)	Contributing family workers	15750	42
Blue Mountains (C)	Contributing family workers	21000	43
Blue Mountains (C)	Contributing family workers	26250	38
Blue Mountains (C)	Contributing family workers	34125	37
Blue Mountains (C)	Contributing family workers	42000	29
Blue Mountains (C)	Contributing family workers	52500	20
Blue Mountains (C)	Contributing family workers	65625	21
Blue Mountains (C)	Contributing family workers	78750	9
Blue Mountains (C)	Contributing family workers	91875	17
Blue Mountains (C)	Contributing family workers	105000	5
Blue Mountains (C)	Contributing family workers	157500	11
Blue Mountains (C)	Contributing family workers	Inf	3
Blue Mountains (C)	Employee	0	43
Blue Mountains (C)	Employee	7875	879
Blue Mountains (C)	Employee	15750	837
Blue Mountains (C)	Employee	21000	837
Blue Mountains (C)	Employee	26250	1097
Blue Mountains (C)	Employee	34125	1627
Blue Mountains (C)	Employee	42000	1753
Blue Mountains (C)	Employee	52500	1750
Blue Mountains (C)	Employee	65625	1517
Blue Mountains (C)	Employee	78750	944
Blue Mountains (C)	Employee	91875	785
Blue Mountains (C)	Employee	105000	659
Blue Mountains (C)	Employee	157500	636
Blue Mountains (C)	Employee	Inf	179
Blue Mountains (C)	Owner managers of incorporated enterprises	0	12
Blue Mountains (C)	Owner managers of incorporated enterprises	7875	7
Blue Mountains (C)	Owner managers of incorporated enterprises	15750	41
Blue Mountains (C)	Owner managers of incorporated enterprises	21000	76
Blue Mountains (C)	Owner managers of incorporated enterprises	26250	66
Blue Mountains (C)	Owner managers of incorporated enterprises	34125	113
Blue Mountains (C)	Owner managers of incorporated enterprises	42000	125
Blue Mountains (C)	Owner managers of incorporated enterprises	52500	158
Blue Mountains (C)	Owner managers of incorporated enterprises	65625	208
Blue Mountains (C)	Owner managers of incorporated enterprises	78750	158
Blue Mountains (C)	Owner managers of incorporated enterprises	91875	140
Blue Mountains (C)	Owner managers of incorporated enterprises	105000	79
Blue Mountains (C)	Owner managers of incorporated enterprises	157500	176
Blue Mountains (C)	Owner managers of incorporated enterprises	Inf	97
Blue Mountains (C)	Owner managers of unincorporated enterprises	0	27
Blue Mountains (C)	Owner managers of unincorporated enterprises	7875	101
Blue Mountains (C)	Owner managers of unincorporated enterprises	15750	208
Blue Mountains (C)	Owner managers of unincorporated enterprises	21000	222
Blue Mountains (C)	Owner managers of unincorporated enterprises	26250	227
Blue Mountains (C)	Owner managers of unincorporated enterprises	34125	323
Blue Mountains (C)	Owner managers of unincorporated enterprises	42000	308
Blue Mountains (C)	Owner managers of unincorporated enterprises	52500	318
Blue Mountains (C)	Owner managers of unincorporated enterprises	65625	289
Blue Mountains (C)	Owner managers of unincorporated enterprises	78750	186
Blue Mountains (C)	Owner managers of unincorporated enterprises	91875	148
Blue Mountains (C)	Owner managers of unincorporated enterprises	105000	89
Blue Mountains (C)	Owner managers of unincorporated enterprises	157500	111
Blue Mountains (C)	Owner managers of unincorporated enterprises	Inf	73
Blue Mountains (C)	Status in employment not stated	0	7
Blue Mountains (C)	Status in employment not stated	7875	9
Blue Mountains (C)	Status in employment not stated	15750	4
Blue Mountains (C)	Status in employment not stated	21000	17
Blue Mountains (C)	Status in employment not stated	26250	12
Blue Mountains (C)	Status in employment not stated	34125	15
Blue Mountains (C)	Status in employment not stated	42000	21
Blue Mountains (C)	Status in employment not stated	52500	22
Blue Mountains (C)	Status in employment not stated	65625	10
Blue Mountains (C)	Status in employment not stated	78750	12
Blue Mountains (C)	Status in employment not stated	91875	11
Blue Mountains (C)	Status in employment not stated	105000	3
Blue Mountains (C)	Status in employment not stated	157500	3
Blue Mountains (C)	Status in employment not stated	Inf	5
Bogan (A)	Contributing family workers	0	13
Bogan (A)	Contributing family workers	15750	10
Bogan (A)	Contributing family workers	21000	9
Bogan (A)	Contributing family workers	26250	8
Bogan (A)	Contributing family workers	34125	11
Bogan (A)	Contributing family workers	42000	5
Bogan (A)	Contributing family workers	52500	5
Bogan (A)	Contributing family workers	65625	13
Bogan (A)	Contributing family workers	78750	4
Bogan (A)	Contributing family workers	105000	4
Bogan (A)	Contributing family workers	157500	3
Bogan (A)	Contributing family workers	Inf	3
Bogan (A)	Employee	0	5
Bogan (A)	Employee	7875	26
Bogan (A)	Employee	15750	24
Bogan (A)	Employee	21000	39
Bogan (A)	Employee	26250	42
Bogan (A)	Employee	34125	63
Bogan (A)	Employee	42000	89
Bogan (A)	Employee	52500	117
Bogan (A)	Employee	65625	136
Bogan (A)	Employee	78750	85
Bogan (A)	Employee	91875	102
Bogan (A)	Employee	105000	70
Bogan (A)	Employee	157500	101
Bogan (A)	Employee	Inf	36
Bogan (A)	Owner managers of incorporated enterprises	15750	4
Bogan (A)	Owner managers of incorporated enterprises	26250	5
Bogan (A)	Owner managers of incorporated enterprises	34125	8
Bogan (A)	Owner managers of incorporated enterprises	42000	3
Bogan (A)	Owner managers of incorporated enterprises	65625	4
Bogan (A)	Owner managers of incorporated enterprises	78750	5
Bogan (A)	Owner managers of incorporated enterprises	91875	8
Bogan (A)	Owner managers of incorporated enterprises	105000	3
Bogan (A)	Owner managers of incorporated enterprises	157500	3
Bogan (A)	Owner managers of incorporated enterprises	Inf	11
Bogan (A)	Owner managers of unincorporated enterprises	15750	5
Bogan (A)	Owner managers of unincorporated enterprises	21000	7
Bogan (A)	Owner managers of unincorporated enterprises	26250	8
Bogan (A)	Owner managers of unincorporated enterprises	34125	16
Bogan (A)	Owner managers of unincorporated enterprises	42000	14
Bogan (A)	Owner managers of unincorporated enterprises	52500	19
Bogan (A)	Owner managers of unincorporated enterprises	65625	26
