LGA_NAME16	Age	LabourForceStatus	workers
Bogan (A)	55-59	Employed (away from work)	3
Bogan (A)	55-59	Employed (full-time)	80
Bogan (A)	55-59	Employed (part-time)	20
Bogan (A)	60-64	Employed (full-time)	53
Bogan (A)	60-64	Employed (part-time)	28
Bogan (A)	65-69		4
Bogan (A)	65-69	Employed (away from work)	3
Bogan (A)	65-69	Employed (full-time)	29
Bogan (A)	65-69	Employed (part-time)	19
Bogan (A)	70-74		7
Bogan (A)	70-74	Employed (full-time)	8
Bogan (A)	70-74	Employed (part-time)	11
Bogan (A)	75+	Employed (away from work)	4
Bogan (A)	75+	Employed (full-time)	19
Bogan (A)	75+	Employed (part-time)	12
Botany Bay (C)	15-19		49
Botany Bay (C)	15-19	Employed (away from work)	80
Botany Bay (C)	15-19	Employed (full-time)	250
Botany Bay (C)	15-19	Employed (part-time)	891
Botany Bay (C)	20-24		113
Botany Bay (C)	20-24	Employed (away from work)	106
Botany Bay (C)	20-24	Employed (full-time)	1917
Botany Bay (C)	20-24	Employed (part-time)	1863
Botany Bay (C)	25-29		137
Botany Bay (C)	25-29	Employed (away from work)	154
Botany Bay (C)	25-29	Employed (full-time)	3935
Botany Bay (C)	25-29	Employed (part-time)	1367
Botany Bay (C)	30-34		113
Botany Bay (C)	30-34	Employed (away from work)	253
Botany Bay (C)	30-34	Employed (full-time)	4665
Botany Bay (C)	30-34	Employed (part-time)	1140
Botany Bay (C)	35-39		96
Botany Bay (C)	35-39	Employed (away from work)	236
Botany Bay (C)	35-39	Employed (full-time)	4387
Botany Bay (C)	35-39	Employed (part-time)	1137
Botany Bay (C)	40-44		92
Botany Bay (C)	40-44	Employed (away from work)	200
Botany Bay (C)	40-44	Employed (full-time)	4409
Botany Bay (C)	40-44	Employed (part-time)	1233
Botany Bay (C)	45-49		110
Botany Bay (C)	45-49	Employed (away from work)	179
Botany Bay (C)	45-49	Employed (full-time)	4180
Botany Bay (C)	45-49	Employed (part-time)	1284
Botany Bay (C)	50-54		112
Botany Bay (C)	50-54	Employed (away from work)	195
Botany Bay (C)	50-54	Employed (full-time)	3733
Botany Bay (C)	50-54	Employed (part-time)	1100
Botany Bay (C)	55-59		70
Botany Bay (C)	55-59	Employed (away from work)	171
Botany Bay (C)	55-59	Employed (full-time)	2982
Botany Bay (C)	55-59	Employed (part-time)	906
Botany Bay (C)	60-64		39
Botany Bay (C)	60-64	Employed (away from work)	106
Botany Bay (C)	60-64	Employed (full-time)	1514
Botany Bay (C)	60-64	Employed (part-time)	609
Botany Bay (C)	65-69		17
Botany Bay (C)	65-69	Employed (away from work)	35
Botany Bay (C)	65-69	Employed (full-time)	601
Botany Bay (C)	65-69	Employed (part-time)	333
Botany Bay (C)	70-74		13
Botany Bay (C)	70-74	Employed (away from work)	9
Botany Bay (C)	70-74	Employed (full-time)	128
Botany Bay (C)	70-74	Employed (part-time)	128
Botany Bay (C)	75+		13
Botany Bay (C)	75+	Employed (away from work)	9
Botany Bay (C)	75+	Employed (full-time)	42
Botany Bay (C)	75+	Employed (part-time)	69
Bourke (A)	15-19	Employed (full-time)	12
Bourke (A)	15-19	Employed (part-time)	12
Bourke (A)	20-24	Employed (away from work)	3
Bourke (A)	20-24	Employed (full-time)	55
Bourke (A)	20-24	Employed (part-time)	16
Bourke (A)	25-29		3
Bourke (A)	25-29	Employed (away from work)	4
Bourke (A)	25-29	Employed (full-time)	86
Bourke (A)	25-29	Employed (part-time)	30
Bourke (A)	30-34	Employed (away from work)	3
Bourke (A)	30-34	Employed (full-time)	92
Bourke (A)	30-34	Employed (part-time)	18
Bourke (A)	35-39	Employed (full-time)	77
Bourke (A)	35-39	Employed (part-time)	19
Bourke (A)	40-44		3
Bourke (A)	40-44	Employed (away from work)	5
Bourke (A)	40-44	Employed (full-time)	74
Bourke (A)	40-44	Employed (part-time)	21
Bourke (A)	45-49		6
Bourke (A)	45-49	Employed (away from work)	3
Bourke (A)	45-49	Employed (full-time)	84
Bourke (A)	45-49	Employed (part-time)	16
Bourke (A)	50-54	Employed (full-time)	94
Bourke (A)	50-54	Employed (part-time)	29
Bourke (A)	55-59	Employed (away from work)	7
Bourke (A)	55-59	Employed (full-time)	79
Bourke (A)	55-59	Employed (part-time)	19
Bourke (A)	60-64	Employed (full-time)	54
Bourke (A)	60-64	Employed (part-time)	12
Bourke (A)	65-69	Employed (away from work)	3
Bourke (A)	65-69	Employed (full-time)	26
Bourke (A)	65-69	Employed (part-time)	21
Bourke (A)	70-74	Employed (full-time)	7
Bourke (A)	70-74	Employed (part-time)	8
Bourke (A)	75+		3
Bourke (A)	75+	Employed (full-time)	8
Bourke (A)	75+	Employed (part-time)	6
Brewarrina (A)	15-19	Employed (full-time)	4
Brewarrina (A)	20-24	Employed (away from work)	3
Brewarrina (A)	20-24	Employed (full-time)	20
Brewarrina (A)	20-24	Employed (part-time)	5
Brewarrina (A)	25-29		7
Brewarrina (A)	25-29	Employed (away from work)	4
Brewarrina (A)	25-29	Employed (full-time)	39
Brewarrina (A)	25-29	Employed (part-time)	13
Brewarrina (A)	30-34	Employed (full-time)	29
Brewarrina (A)	30-34	Employed (part-time)	3
Brewarrina (A)	35-39		3
Brewarrina (A)	35-39	Employed (full-time)	25
Brewarrina (A)	35-39	Employed (part-time)	9
Brewarrina (A)	40-44		3
Brewarrina (A)	40-44	Employed (full-time)	30
Brewarrina (A)	40-44	Employed (part-time)	5
Brewarrina (A)	45-49		4
Brewarrina (A)	45-49	Employed (full-time)	49
Brewarrina (A)	45-49	Employed (part-time)	19
Brewarrina (A)	50-54	Employed (away from work)	6
Brewarrina (A)	50-54	Employed (full-time)	52
Brewarrina (A)	50-54	Employed (part-time)	9
Brewarrina (A)	55-59		3
Brewarrina (A)	55-59	Employed (full-time)	49
Brewarrina (A)	55-59	Employed (part-time)	13
Brewarrina (A)	60-64		5
Brewarrina (A)	60-64	Employed (away from work)	3
Brewarrina (A)	60-64	Employed (full-time)	30
Brewarrina (A)	60-64	Employed (part-time)	5
Brewarrina (A)	65-69	Employed (full-time)	17
Brewarrina (A)	65-69	Employed (part-time)	6
Brewarrina (A)	70-74	Employed (full-time)	7
Brewarrina (A)	70-74	Employed (part-time)	6
Brewarrina (A)	75+	Employed (part-time)	4
Broken Hill (C)	15-19		15
Broken Hill (C)	15-19	Employed (away from work)	24
Broken Hill (C)	15-19	Employed (full-time)	84
Broken Hill (C)	15-19	Employed (part-time)	251
Broken Hill (C)	20-24		14
Broken Hill (C)	20-24	Employed (away from work)	26
Broken Hill (C)	20-24	Employed (full-time)	346
Broken Hill (C)	20-24	Employed (part-time)	189
Broken Hill (C)	25-29		13
Broken Hill (C)	25-29	Employed (away from work)	41
Broken Hill (C)	25-29	Employed (full-time)	517
Broken Hill (C)	25-29	Employed (part-time)	191
Broken Hill (C)	30-34		15
Broken Hill (C)	30-34	Employed (away from work)	30
Broken Hill (C)	30-34	Employed (full-time)	435
Broken Hill (C)	30-34	Employed (part-time)	183
Broken Hill (C)	35-39		10
Broken Hill (C)	35-39	Employed (away from work)	24
Broken Hill (C)	35-39	Employed (full-time)	391
Broken Hill (C)	35-39	Employed (part-time)	166
Broken Hill (C)	40-44		19
Broken Hill (C)	40-44	Employed (away from work)	22
Broken Hill (C)	40-44	Employed (full-time)	430
Broken Hill (C)	40-44	Employed (part-time)	186
Broken Hill (C)	45-49		11
Broken Hill (C)	45-49	Employed (away from work)	22
Broken Hill (C)	45-49	Employed (full-time)	481
Broken Hill (C)	45-49	Employed (part-time)	206
Broken Hill (C)	50-54		17
Broken Hill (C)	50-54	Employed (away from work)	35
Broken Hill (C)	50-54	Employed (full-time)	553
Broken Hill (C)	50-54	Employed (part-time)	196
Broken Hill (C)	55-59		10
Broken Hill (C)	55-59	Employed (away from work)	49
Broken Hill (C)	55-59	Employed (full-time)	555
Broken Hill (C)	55-59	Employed (part-time)	236
Broken Hill (C)	60-64		17
Broken Hill (C)	60-64	Employed (away from work)	29
Broken Hill (C)	60-64	Employed (full-time)	326
Broken Hill (C)	60-64	Employed (part-time)	149
Broken Hill (C)	65-69		3
Broken Hill (C)	65-69	Employed (away from work)	13
Broken Hill (C)	65-69	Employed (full-time)	95
Broken Hill (C)	65-69	Employed (part-time)	96
Broken Hill (C)	70-74		6
Broken Hill (C)	70-74	Employed (away from work)	4
Broken Hill (C)	70-74	Employed (full-time)	25
Broken Hill (C)	70-74	Employed (part-time)	36
Broken Hill (C)	75+		8
Broken Hill (C)	75+	Employed (away from work)	8
Broken Hill (C)	75+	Employed (full-time)	10
Broken Hill (C)	75+	Employed (part-time)	14
Burwood (A)	15-19		23
Burwood (A)	15-19	Employed (away from work)	35
Burwood (A)	15-19	Employed (full-time)	71
Burwood (A)	15-19	Employed (part-time)	684
Burwood (A)	20-24		50
Burwood (A)	20-24	Employed (away from work)	38
Burwood (A)	20-24	Employed (full-time)	585
Burwood (A)	20-24	Employed (part-time)	1021
Burwood (A)	25-29		50
Burwood (A)	25-29	Employed (away from work)	62
Burwood (A)	25-29	Employed (full-time)	1276
Burwood (A)	25-29	Employed (part-time)	631
Burwood (A)	30-34		51
Burwood (A)	30-34	Employed (away from work)	78
Burwood (A)	30-34	Employed (full-time)	1315
Burwood (A)	30-34	Employed (part-time)	540
Burwood (A)	35-39		38
Burwood (A)	35-39	Employed (away from work)	62
Burwood (A)	35-39	Employed (full-time)	1094
Burwood (A)	35-39	Employed (part-time)	487
Burwood (A)	40-44		24
Burwood (A)	40-44	Employed (away from work)	31
Burwood (A)	40-44	Employed (full-time)	1091
Burwood (A)	40-44	Employed (part-time)	521
Burwood (A)	45-49		39
Burwood (A)	45-49	Employed (away from work)	40
Burwood (A)	45-49	Employed (full-time)	1132
Burwood (A)	45-49	Employed (part-time)	515
Burwood (A)	50-54		25
Burwood (A)	50-54	Employed (away from work)	33
Burwood (A)	50-54	Employed (full-time)	1181
Burwood (A)	50-54	Employed (part-time)	494
Burwood (A)	55-59		33
Burwood (A)	55-59	Employed (away from work)	40
Burwood (A)	55-59	Employed (full-time)	1022
Burwood (A)	55-59	Employed (part-time)	430
Burwood (A)	60-64		16
Burwood (A)	60-64	Employed (away from work)	36
Burwood (A)	60-64	Employed (full-time)	580
Burwood (A)	60-64	Employed (part-time)	384
Burwood (A)	65-69	Employed (away from work)	22
Burwood (A)	65-69	Employed (full-time)	233
Burwood (A)	65-69	Employed (part-time)	238
Burwood (A)	70-74	Employed (away from work)	7
Burwood (A)	70-74	Employed (full-time)	60
Burwood (A)	70-74	Employed (part-time)	99
Burwood (A)	75+		3
Burwood (A)	75+	Employed (away from work)	7
Burwood (A)	75+	Employed (full-time)	30
Burwood (A)	75+	Employed (part-time)	64
Byron (A)	15-19		26
Byron (A)	15-19	Employed (away from work)	28
Byron (A)	15-19	Employed (full-time)	105
Byron (A)	15-19	Employed (part-time)	473
Byron (A)	20-24		21
Byron (A)	20-24	Employed (away from work)	20
Byron (A)	20-24	Employed (full-time)	357
Byron (A)	20-24	Employed (part-time)	402
Byron (A)	25-29		27
Byron (A)	25-29	Employed (away from work)	34
Byron (A)	25-29	Employed (full-time)	572
Byron (A)	25-29	Employed (part-time)	521
Byron (A)	30-34		19
Byron (A)	30-34	Employed (away from work)	34
Byron (A)	30-34	Employed (full-time)	630
Byron (A)	30-34	Employed (part-time)	531
Byron (A)	35-39		33
Byron (A)	35-39	Employed (away from work)	37
Byron (A)	35-39	Employed (full-time)	651
Byron (A)	35-39	Employed (part-time)	585
Byron (A)	40-44		42
Byron (A)	40-44	Employed (away from work)	37
Byron (A)	40-44	Employed (full-time)	797
Byron (A)	40-44	Employed (part-time)	710
Byron (A)	45-49		25
Byron (A)	45-49	Employed (away from work)	38
Byron (A)	45-49	Employed (full-time)	850
Byron (A)	45-49	Employed (part-time)	671
Byron (A)	50-54		34
Byron (A)	50-54	Employed (away from work)	41
Byron (A)	50-54	Employed (full-time)	752
Byron (A)	50-54	Employed (part-time)	644
Byron (A)	55-59		21
Byron (A)	55-59	Employed (away from work)	49
Byron (A)	55-59	Employed (full-time)	669
Byron (A)	55-59	Employed (part-time)	695
Byron (A)	60-64		28
Byron (A)	60-64	Employed (away from work)	50
Byron (A)	60-64	Employed (full-time)	408
Byron (A)	60-64	Employed (part-time)	598
Byron (A)	65-69		5
Byron (A)	65-69	Employed (away from work)	19
Byron (A)	65-69	Employed (full-time)	145
Byron (A)	65-69	Employed (part-time)	282
Byron (A)	70-74		5
Byron (A)	70-74	Employed (away from work)	7
Byron (A)	70-74	Employed (full-time)	36
Byron (A)	70-74	Employed (part-time)	111
Byron (A)	75+		16
Byron (A)	75+	Employed (away from work)	3
Byron (A)	75+	Employed (full-time)	33
Byron (A)	75+	Employed (part-time)	46
Cabonne (A)	15-19		10
Cabonne (A)	15-19	Employed (away from work)	6
Cabonne (A)	15-19	Employed (full-time)	63
Cabonne (A)	15-19	Employed (part-time)	82
Cabonne (A)	20-24		7
Cabonne (A)	20-24	Employed (away from work)	7
Cabonne (A)	20-24	Employed (full-time)	136
Cabonne (A)	20-24	Employed (part-time)	57
Cabonne (A)	25-29		10
Cabonne (A)	25-29	Employed (away from work)	14
Cabonne (A)	25-29	Employed (full-time)	237
Cabonne (A)	25-29	Employed (part-time)	82
Cabonne (A)	30-34		5
Cabonne (A)	30-34	Employed (away from work)	14
Cabonne (A)	30-34	Employed (full-time)	272
Cabonne (A)	30-34	Employed (part-time)	91
Cabonne (A)	35-39		7
Cabonne (A)	35-39	Employed (away from work)	15
Cabonne (A)	35-39	Employed (full-time)	284
Cabonne (A)	35-39	Employed (part-time)	98
Cabonne (A)	40-44		13
Cabonne (A)	40-44	Employed (away from work)	12
Cabonne (A)	40-44	Employed (full-time)	311
Cabonne (A)	40-44	Employed (part-time)	135
Cabonne (A)	45-49		5
Cabonne (A)	45-49	Employed (away from work)	8
Cabonne (A)	45-49	Employed (full-time)	336
Cabonne (A)	45-49	Employed (part-time)	107
Cabonne (A)	50-54		10
Cabonne (A)	50-54	Employed (away from work)	19
Cabonne (A)	50-54	Employed (full-time)	365
Cabonne (A)	50-54	Employed (part-time)	134
Cabonne (A)	55-59	Employed (away from work)	23
Cabonne (A)	55-59	Employed (full-time)	314
Cabonne (A)	55-59	Employed (part-time)	118
Cabonne (A)	60-64		8
Cabonne (A)	60-64	Employed (away from work)	19
Cabonne (A)	60-64	Employed (full-time)	215
Cabonne (A)	60-64	Employed (part-time)	129
Cabonne (A)	65-69		7
Cabonne (A)	65-69	Employed (away from work)	11
Cabonne (A)	65-69	Employed (full-time)	136
Cabonne (A)	65-69	Employed (part-time)	89
Cabonne (A)	70-74		3
Cabonne (A)	70-74	Employed (full-time)	71
Cabonne (A)	70-74	Employed (part-time)	58
Cabonne (A)	75+		9
Cabonne (A)	75+	Employed (away from work)	4
Cabonne (A)	75+	Employed (full-time)	54
Cabonne (A)	75+	Employed (part-time)	52
Camden (A)	15-19		52
Camden (A)	15-19	Employed (away from work)	56
Camden (A)	15-19	Employed (full-time)	595
Camden (A)	15-19	Employed (part-time)	1507
Camden (A)	20-24		64
Camden (A)	20-24	Employed (away from work)	59
Camden (A)	20-24	Employed (full-time)	1564
Camden (A)	20-24	Employed (part-time)	1020
Camden (A)	25-29		51
Camden (A)	25-29	Employed (away from work)	83
Camden (A)	25-29	Employed (full-time)	1881
Camden (A)	25-29	Employed (part-time)	606
Camden (A)	30-34		53
Camden (A)	30-34	Employed (away from work)	91
Camden (A)	30-34	Employed (full-time)	1749
Camden (A)	30-34	Employed (part-time)	723
Camden (A)	35-39		57
Camden (A)	35-39	Employed (away from work)	67
Camden (A)	35-39	Employed (full-time)	1597
Camden (A)	35-39	Employed (part-time)	778
Camden (A)	40-44		53
Camden (A)	40-44	Employed (away from work)	41
Camden (A)	40-44	Employed (full-time)	1878
Camden (A)	40-44	Employed (part-time)	850
Camden (A)	45-49		51
Camden (A)	45-49	Employed (away from work)	42
Camden (A)	45-49	Employed (full-time)	1797
Camden (A)	45-49	Employed (part-time)	748
Camden (A)	50-54		47
Camden (A)	50-54	Employed (away from work)	55
Camden (A)	50-54	Employed (full-time)	1548
Camden (A)	50-54	Employed (part-time)	674
Camden (A)	55-59		21
Camden (A)	55-59	Employed (away from work)	68
Camden (A)	55-59	Employed (full-time)	1241
Camden (A)	55-59	Employed (part-time)	581
Camden (A)	60-64		24
Camden (A)	60-64	Employed (away from work)	56
Camden (A)	60-64	Employed (full-time)	717
Camden (A)	60-64	Employed (part-time)	508
Camden (A)	65-69		13
Camden (A)	65-69	Employed (away from work)	29
Camden (A)	65-69	Employed (full-time)	256
Camden (A)	65-69	Employed (part-time)	245
Camden (A)	70-74		8
Camden (A)	70-74	Employed (away from work)	6
Camden (A)	70-74	Employed (full-time)	62
Camden (A)	70-74	Employed (part-time)	89
Camden (A)	75+		5
Camden (A)	75+	Employed (away from work)	3
Camden (A)	75+	Employed (full-time)	28
Camden (A)	75+	Employed (part-time)	48
Campbelltown (C) (NSW)	15-19		76
Campbelltown (C) (NSW)	15-19	Employed (away from work)	121
Campbelltown (C) (NSW)	15-19	Employed (full-time)	661
Campbelltown (C) (NSW)	15-19	Employed (part-time)	2295
Campbelltown (C) (NSW)	20-24		187
Campbelltown (C) (NSW)	20-24	Employed (away from work)	121
Campbelltown (C) (NSW)	20-24	Employed (full-time)	2446
Campbelltown (C) (NSW)	20-24	Employed (part-time)	2107
Campbelltown (C) (NSW)	25-29		137
Campbelltown (C) (NSW)	25-29	Employed (away from work)	180
Campbelltown (C) (NSW)	25-29	Employed (full-time)	3380
Campbelltown (C) (NSW)	25-29	Employed (part-time)	1270
Campbelltown (C) (NSW)	30-34		123
Campbelltown (C) (NSW)	30-34	Employed (away from work)	225
Campbelltown (C) (NSW)	30-34	Employed (full-time)	3370
Campbelltown (C) (NSW)	30-34	Employed (part-time)	1428
Campbelltown (C) (NSW)	35-39		105
Campbelltown (C) (NSW)	35-39	Employed (away from work)	144
Campbelltown (C) (NSW)	35-39	Employed (full-time)	3312
Campbelltown (C) (NSW)	35-39	Employed (part-time)	1388
Campbelltown (C) (NSW)	40-44		117
Campbelltown (C) (NSW)	40-44	Employed (away from work)	104
Campbelltown (C) (NSW)	40-44	Employed (full-time)	3741
Campbelltown (C) (NSW)	40-44	Employed (part-time)	1488
Campbelltown (C) (NSW)	45-49		95
Campbelltown (C) (NSW)	45-49	Employed (away from work)	114
Campbelltown (C) (NSW)	45-49	Employed (full-time)	3580
Campbelltown (C) (NSW)	45-49	Employed (part-time)	1361
Campbelltown (C) (NSW)	50-54		91
Campbelltown (C) (NSW)	50-54	Employed (away from work)	123
Campbelltown (C) (NSW)	50-54	Employed (full-time)	3698
Campbelltown (C) (NSW)	50-54	Employed (part-time)	1364
Campbelltown (C) (NSW)	55-59		64
Campbelltown (C) (NSW)	55-59	Employed (away from work)	140
Campbelltown (C) (NSW)	55-59	Employed (full-time)	3163
Campbelltown (C) (NSW)	55-59	Employed (part-time)	1234
Campbelltown (C) (NSW)	60-64		61
Campbelltown (C) (NSW)	60-64	Employed (away from work)	117
Campbelltown (C) (NSW)	60-64	Employed (full-time)	1789
Campbelltown (C) (NSW)	60-64	Employed (part-time)	954
Campbelltown (C) (NSW)	65-69		25
Campbelltown (C) (NSW)	65-69	Employed (away from work)	50
Campbelltown (C) (NSW)	65-69	Employed (full-time)	559
Campbelltown (C) (NSW)	65-69	Employed (part-time)	528
Campbelltown (C) (NSW)	70-74		10
Campbelltown (C) (NSW)	70-74	Employed (away from work)	9
Campbelltown (C) (NSW)	70-74	Employed (full-time)	139
Campbelltown (C) (NSW)	70-74	Employed (part-time)	203
Campbelltown (C) (NSW)	75+		4
Campbelltown (C) (NSW)	75+	Employed (away from work)	6
Campbelltown (C) (NSW)	75+	Employed (full-time)	33
Campbelltown (C) (NSW)	75+	Employed (part-time)	80
Canada Bay (A)	15-19		35
Canada Bay (A)	15-19	Employed (away from work)	50
Canada Bay (A)	15-19	Employed (full-time)	205
Canada Bay (A)	15-19	Employed (part-time)	987
Canada Bay (A)	20-24		111
Canada Bay (A)	20-24	Employed (away from work)	90
Canada Bay (A)	20-24	Employed (full-time)	1450
Canada Bay (A)	20-24	Employed (part-time)	1415
Canada Bay (A)	25-29		106
Canada Bay (A)	25-29	Employed (away from work)	107
Canada Bay (A)	25-29	Employed (full-time)	2978
Canada Bay (A)	25-29	Employed (part-time)	1072
Canada Bay (A)	30-34		85
Canada Bay (A)	30-34	Employed (away from work)	189
