LGA_NAME16	Age	LabourForceStatus	NeedsAssistance	workers
Bellingen (A)	30-34	Employed (full-time)		4
Bellingen (A)	30-34	Employed (full-time)	0	153
Bellingen (A)	30-34	Employed (part-time)		3
Bellingen (A)	30-34	Employed (part-time)	0	108
Bellingen (A)	35-39		0	6
Bellingen (A)	35-39	Employed (away from work)	0	14
Bellingen (A)	35-39	Employed (full-time)	0	141
Bellingen (A)	35-39	Employed (part-time)		7
Bellingen (A)	35-39	Employed (part-time)	0	117
Bellingen (A)	40-44		0	3
Bellingen (A)	40-44	Employed (away from work)	0	10
Bellingen (A)	40-44	Employed (full-time)		6
Bellingen (A)	40-44	Employed (full-time)	0	193
Bellingen (A)	40-44	Employed (part-time)		3
Bellingen (A)	40-44	Employed (part-time)	0	163
Bellingen (A)	45-49		0	12
Bellingen (A)	45-49	Employed (away from work)	0	13
Bellingen (A)	45-49	Employed (full-time)		3
Bellingen (A)	45-49	Employed (full-time)	0	224
Bellingen (A)	45-49	Employed (part-time)	0	178
Bellingen (A)	50-54		0	7
Bellingen (A)	50-54	Employed (away from work)	0	18
Bellingen (A)	50-54	Employed (full-time)		8
Bellingen (A)	50-54	Employed (full-time)	0	243
Bellingen (A)	50-54	Employed (part-time)		3
Bellingen (A)	50-54	Employed (part-time)	0	189
Bellingen (A)	55-59		0	5
Bellingen (A)	55-59	Employed (away from work)	0	26
Bellingen (A)	55-59	Employed (full-time)		4
Bellingen (A)	55-59	Employed (full-time)	0	249
Bellingen (A)	55-59	Employed (part-time)	0	219
Bellingen (A)	55-59	Employed (part-time)	1	4
Bellingen (A)	60-64		0	8
Bellingen (A)	60-64	Employed (away from work)	0	20
Bellingen (A)	60-64	Employed (full-time)	0	168
Bellingen (A)	60-64	Employed (full-time)	1	3
Bellingen (A)	60-64	Employed (part-time)	0	199
Bellingen (A)	60-64	Employed (part-time)	1	3
Bellingen (A)	65-69		0	4
Bellingen (A)	65-69	Employed (away from work)	0	5
Bellingen (A)	65-69	Employed (full-time)	0	74
Bellingen (A)	65-69	Employed (part-time)	0	92
Bellingen (A)	70-74	Employed (away from work)	0	4
Bellingen (A)	70-74	Employed (full-time)	0	25
Bellingen (A)	70-74	Employed (part-time)	0	41
Bellingen (A)	75+		0	9
Bellingen (A)	75+	Employed (away from work)	0	5
Bellingen (A)	75+	Employed (full-time)	0	22
Bellingen (A)	75+	Employed (part-time)	0	24
Berrigan (A)	15-19		0	6
Berrigan (A)	15-19	Employed (away from work)	0	9
Berrigan (A)	15-19	Employed (full-time)	0	48
Berrigan (A)	15-19	Employed (part-time)	0	83
Berrigan (A)	20-24		0	7
Berrigan (A)	20-24	Employed (away from work)	0	5
Berrigan (A)	20-24	Employed (full-time)	0	107
Berrigan (A)	20-24	Employed (part-time)	0	53
Berrigan (A)	25-29		0	3
Berrigan (A)	25-29	Employed (away from work)	0	7
Berrigan (A)	25-29	Employed (full-time)		3
Berrigan (A)	25-29	Employed (full-time)	0	127
Berrigan (A)	25-29	Employed (part-time)	0	62
Berrigan (A)	25-29	Employed (part-time)	1	4
Berrigan (A)	30-34		0	7
Berrigan (A)	30-34	Employed (away from work)	0	5
Berrigan (A)	30-34	Employed (full-time)		3
Berrigan (A)	30-34	Employed (full-time)	0	125
Berrigan (A)	30-34	Employed (part-time)		4
Berrigan (A)	30-34	Employed (part-time)	0	53
Berrigan (A)	35-39		0	4
Berrigan (A)	35-39	Employed (away from work)	0	10
Berrigan (A)	35-39	Employed (full-time)	0	125
Berrigan (A)	35-39	Employed (part-time)		3
Berrigan (A)	35-39	Employed (part-time)	0	76
Berrigan (A)	40-44		0	3
Berrigan (A)	40-44	Employed (away from work)	0	4
Berrigan (A)	40-44	Employed (full-time)	0	160
Berrigan (A)	40-44	Employed (part-time)	0	72
Berrigan (A)	45-49	Employed (away from work)	0	11
Berrigan (A)	45-49	Employed (full-time)	0	189
Berrigan (A)	45-49	Employed (part-time)	0	69
Berrigan (A)	45-49	Employed (part-time)	1	3
Berrigan (A)	50-54		0	10
Berrigan (A)	50-54	Employed (away from work)	0	11
Berrigan (A)	50-54	Employed (full-time)		4
Berrigan (A)	50-54	Employed (full-time)	0	167
Berrigan (A)	50-54	Employed (part-time)	0	95
Berrigan (A)	55-59		1	3
Berrigan (A)	55-59	Employed (away from work)	0	19
Berrigan (A)	55-59	Employed (full-time)	0	187
Berrigan (A)	55-59	Employed (part-time)	0	129
Berrigan (A)	60-64		0	5
Berrigan (A)	60-64	Employed (away from work)	0	20
Berrigan (A)	60-64	Employed (full-time)	0	174
Berrigan (A)	60-64	Employed (part-time)	0	110
Berrigan (A)	60-64	Employed (part-time)	1	3
Berrigan (A)	65-69		0	11
Berrigan (A)	65-69	Employed (away from work)	0	8
Berrigan (A)	65-69	Employed (full-time)	0	71
Berrigan (A)	65-69	Employed (part-time)		3
Berrigan (A)	65-69	Employed (part-time)	0	68
Berrigan (A)	70-74		0	3
Berrigan (A)	70-74	Employed (away from work)	0	4
Berrigan (A)	70-74	Employed (full-time)	0	31
Berrigan (A)	70-74	Employed (part-time)	0	34
Berrigan (A)	75+		0	6
Berrigan (A)	75+	Employed (away from work)	0	3
Berrigan (A)	75+	Employed (full-time)	0	21
Berrigan (A)	75+	Employed (part-time)	0	29
Berrigan (A)	75+	Employed (part-time)	1	4
Blacktown (C)	15-19			4
Blacktown (C)	15-19		0	175
Blacktown (C)	15-19		1	3
Blacktown (C)	15-19	Employed (away from work)	0	229
Blacktown (C)	15-19	Employed (full-time)		12
Blacktown (C)	15-19	Employed (full-time)	0	1297
Blacktown (C)	15-19	Employed (full-time)	1	11
Blacktown (C)	15-19	Employed (part-time)		30
Blacktown (C)	15-19	Employed (part-time)	0	4180
Blacktown (C)	15-19	Employed (part-time)	1	40
Blacktown (C)	20-24			4
Blacktown (C)	20-24		0	318
Blacktown (C)	20-24		1	4
Blacktown (C)	20-24	Employed (away from work)		8
Blacktown (C)	20-24	Employed (away from work)	0	216
Blacktown (C)	20-24	Employed (away from work)	1	3
Blacktown (C)	20-24	Employed (full-time)		55
Blacktown (C)	20-24	Employed (full-time)	0	5145
Blacktown (C)	20-24	Employed (full-time)	1	25
Blacktown (C)	20-24	Employed (part-time)		39
Blacktown (C)	20-24	Employed (part-time)	0	4015
Blacktown (C)	20-24	Employed (part-time)	1	82
Blacktown (C)	25-29			10
Blacktown (C)	25-29		0	283
Blacktown (C)	25-29	Employed (away from work)	0	352
Blacktown (C)	25-29	Employed (away from work)	1	5
Blacktown (C)	25-29	Employed (full-time)		70
Blacktown (C)	25-29	Employed (full-time)	0	7893
Blacktown (C)	25-29	Employed (full-time)	1	29
Blacktown (C)	25-29	Employed (part-time)		19
Blacktown (C)	25-29	Employed (part-time)	0	2455
Blacktown (C)	25-29	Employed (part-time)	1	60
Blacktown (C)	30-34			21
Blacktown (C)	30-34		0	274
Blacktown (C)	30-34	Employed (away from work)		3
Blacktown (C)	30-34	Employed (away from work)	0	425
Blacktown (C)	30-34	Employed (away from work)	1	5
Blacktown (C)	30-34	Employed (full-time)		62
Blacktown (C)	30-34	Employed (full-time)	0	8564
Blacktown (C)	30-34	Employed (full-time)	1	37
Blacktown (C)	30-34	Employed (part-time)		38
Blacktown (C)	30-34	Employed (part-time)	0	2787
Blacktown (C)	30-34	Employed (part-time)	1	50
Blacktown (C)	35-39			7
Blacktown (C)	35-39		0	293
Blacktown (C)	35-39		1	5
Blacktown (C)	35-39	Employed (away from work)		4
Blacktown (C)	35-39	Employed (away from work)	0	309
Blacktown (C)	35-39	Employed (away from work)	1	3
Blacktown (C)	35-39	Employed (full-time)		88
Blacktown (C)	35-39	Employed (full-time)	0	8445
Blacktown (C)	35-39	Employed (full-time)	1	42
Blacktown (C)	35-39	Employed (part-time)		36
Blacktown (C)	35-39	Employed (part-time)	0	2837
Blacktown (C)	35-39	Employed (part-time)	1	47
Blacktown (C)	40-44			8
Blacktown (C)	40-44		0	226
Blacktown (C)	40-44	Employed (away from work)	0	207
Blacktown (C)	40-44	Employed (away from work)	1	6
Blacktown (C)	40-44	Employed (full-time)		100
Blacktown (C)	40-44	Employed (full-time)	0	8773
Blacktown (C)	40-44	Employed (full-time)	1	60
Blacktown (C)	40-44	Employed (part-time)		23
Blacktown (C)	40-44	Employed (part-time)	0	2816
Blacktown (C)	40-44	Employed (part-time)	1	53
Blacktown (C)	45-49			11
Blacktown (C)	45-49		0	248
Blacktown (C)	45-49	Employed (away from work)		7
Blacktown (C)	45-49	Employed (away from work)	0	194
Blacktown (C)	45-49	Employed (away from work)	1	4
Blacktown (C)	45-49	Employed (full-time)		100
Blacktown (C)	45-49	Employed (full-time)	0	8456
Blacktown (C)	45-49	Employed (full-time)	1	59
Blacktown (C)	45-49	Employed (part-time)		27
Blacktown (C)	45-49	Employed (part-time)	0	2656
Blacktown (C)	45-49	Employed (part-time)	1	54
Blacktown (C)	50-54			12
Blacktown (C)	50-54		0	218
Blacktown (C)	50-54		1	7
Blacktown (C)	50-54	Employed (away from work)	0	210
Blacktown (C)	50-54	Employed (away from work)	1	9
Blacktown (C)	50-54	Employed (full-time)		104
Blacktown (C)	50-54	Employed (full-time)	0	8086
Blacktown (C)	50-54	Employed (full-time)	1	66
Blacktown (C)	50-54	Employed (part-time)		39
Blacktown (C)	50-54	Employed (part-time)	0	2350
Blacktown (C)	50-54	Employed (part-time)	1	61
Blacktown (C)	55-59			6
Blacktown (C)	55-59		0	135
Blacktown (C)	55-59		1	7
Blacktown (C)	55-59	Employed (away from work)		3
Blacktown (C)	55-59	Employed (away from work)	0	216
Blacktown (C)	55-59	Employed (away from work)	1	9
Blacktown (C)	55-59	Employed (full-time)		71
Blacktown (C)	55-59	Employed (full-time)	0	6604
Blacktown (C)	55-59	Employed (full-time)	1	58
Blacktown (C)	55-59	Employed (part-time)		35
Blacktown (C)	55-59	Employed (part-time)	0	2061
Blacktown (C)	55-59	Employed (part-time)	1	55
Blacktown (C)	60-64			7
Blacktown (C)	60-64		0	85
Blacktown (C)	60-64		1	3
Blacktown (C)	60-64	Employed (away from work)	0	192
Blacktown (C)	60-64	Employed (away from work)	1	4
Blacktown (C)	60-64	Employed (full-time)		47
Blacktown (C)	60-64	Employed (full-time)	0	3877
Blacktown (C)	60-64	Employed (full-time)	1	28
Blacktown (C)	60-64	Employed (part-time)		21
Blacktown (C)	60-64	Employed (part-time)	0	1708
Blacktown (C)	60-64	Employed (part-time)	1	43
Blacktown (C)	65-69		0	46
Blacktown (C)	65-69		1	3
Blacktown (C)	65-69	Employed (away from work)		3
Blacktown (C)	65-69	Employed (away from work)	0	105
Blacktown (C)	65-69	Employed (full-time)		21
Blacktown (C)	65-69	Employed (full-time)	0	1270
Blacktown (C)	65-69	Employed (full-time)	1	18
Blacktown (C)	65-69	Employed (part-time)		18
Blacktown (C)	65-69	Employed (part-time)	0	891
Blacktown (C)	65-69	Employed (part-time)	1	31
Blacktown (C)	70-74			3
Blacktown (C)	70-74		0	27
Blacktown (C)	70-74		1	3
Blacktown (C)	70-74	Employed (away from work)	0	20
Blacktown (C)	70-74	Employed (full-time)		8
Blacktown (C)	70-74	Employed (full-time)	0	278
Blacktown (C)	70-74	Employed (full-time)	1	4
Blacktown (C)	70-74	Employed (part-time)		3
Blacktown (C)	70-74	Employed (part-time)	0	352
Blacktown (C)	70-74	Employed (part-time)	1	9
Blacktown (C)	75+			3
Blacktown (C)	75+		0	16
Blacktown (C)	75+		1	4
Blacktown (C)	75+	Employed (away from work)	0	16
Blacktown (C)	75+	Employed (away from work)	1	3
Blacktown (C)	75+	Employed (full-time)		4
Blacktown (C)	75+	Employed (full-time)	0	59
Blacktown (C)	75+	Employed (full-time)	1	3
Blacktown (C)	75+	Employed (part-time)		4
Blacktown (C)	75+	Employed (part-time)	0	125
Blacktown (C)	75+	Employed (part-time)	1	10
Bland (A)	15-19		0	10
Bland (A)	15-19	Employed (away from work)	0	3
Bland (A)	15-19	Employed (full-time)	0	40
Bland (A)	15-19	Employed (part-time)		3
Bland (A)	15-19	Employed (part-time)	0	67
Bland (A)	20-24		0	3
Bland (A)	20-24	Employed (away from work)	0	10
Bland (A)	20-24	Employed (full-time)		5
Bland (A)	20-24	Employed (full-time)	0	122
Bland (A)	20-24	Employed (part-time)	0	55
Bland (A)	25-29		0	3
Bland (A)	25-29	Employed (away from work)	0	4
Bland (A)	25-29	Employed (full-time)		3
Bland (A)	25-29	Employed (full-time)	0	136
Bland (A)	25-29	Employed (part-time)	0	50
Bland (A)	30-34		0	8
Bland (A)	30-34	Employed (away from work)	0	6
Bland (A)	30-34	Employed (full-time)		3
Bland (A)	30-34	Employed (full-time)	0	149
Bland (A)	30-34	Employed (part-time)		3
Bland (A)	30-34	Employed (part-time)	0	70
Bland (A)	35-39			3
Bland (A)	35-39		0	4
Bland (A)	35-39	Employed (away from work)	0	8
Bland (A)	35-39	Employed (full-time)	0	171
Bland (A)	35-39	Employed (part-time)	0	58
Bland (A)	40-44		0	3
Bland (A)	40-44	Employed (away from work)	0	9
Bland (A)	40-44	Employed (full-time)		3
Bland (A)	40-44	Employed (full-time)	0	188
Bland (A)	40-44	Employed (part-time)		6
Bland (A)	40-44	Employed (part-time)	0	70
Bland (A)	45-49		0	3
Bland (A)	45-49	Employed (away from work)	0	3
Bland (A)	45-49	Employed (full-time)		4
Bland (A)	45-49	Employed (full-time)	0	187
Bland (A)	45-49	Employed (full-time)	1	3
Bland (A)	45-49	Employed (part-time)	0	56
Bland (A)	45-49	Employed (part-time)	1	4
Bland (A)	50-54		0	8
Bland (A)	50-54	Employed (away from work)	0	8
Bland (A)	50-54	Employed (full-time)	0	188
Bland (A)	50-54	Employed (part-time)		5
Bland (A)	50-54	Employed (part-time)	0	67
Bland (A)	55-59		0	7
Bland (A)	55-59	Employed (away from work)	0	13
Bland (A)	55-59	Employed (full-time)		4
Bland (A)	55-59	Employed (full-time)	0	210
Bland (A)	55-59	Employed (part-time)	0	82
Bland (A)	55-59	Employed (part-time)	1	4
Bland (A)	60-64		0	7
Bland (A)	60-64	Employed (away from work)	0	10
Bland (A)	60-64	Employed (full-time)		5
Bland (A)	60-64	Employed (full-time)	0	126
Bland (A)	60-64	Employed (part-time)	0	71
Bland (A)	60-64	Employed (part-time)	1	3
Bland (A)	65-69		0	8
Bland (A)	65-69	Employed (away from work)	0	10
Bland (A)	65-69	Employed (full-time)		3
Bland (A)	65-69	Employed (full-time)	0	70
Bland (A)	65-69	Employed (part-time)	0	37
Bland (A)	70-74		0	5
Bland (A)	70-74	Employed (away from work)	0	4
Bland (A)	70-74	Employed (full-time)		3
Bland (A)	70-74	Employed (full-time)	0	25
Bland (A)	70-74	Employed (part-time)	0	18
Bland (A)	75+		0	6
Bland (A)	75+	Employed (away from work)	0	5
Bland (A)	75+	Employed (away from work)	1	3
Bland (A)	75+	Employed (full-time)	0	25
Bland (A)	75+	Employed (full-time)	1	4
Bland (A)	75+	Employed (part-time)	0	24
Blayney (A)	15-19		0	7
Blayney (A)	15-19	Employed (away from work)	0	12
Blayney (A)	15-19	Employed (full-time)	0	37
Blayney (A)	15-19	Employed (part-time)	0	96
Blayney (A)	20-24	Employed (away from work)	0	5
Blayney (A)	20-24	Employed (full-time)	0	131
Blayney (A)	20-24	Employed (part-time)	0	44
Blayney (A)	25-29		0	6
Blayney (A)	25-29	Employed (away from work)	0	17
Blayney (A)	25-29	Employed (full-time)	0	217
Blayney (A)	25-29	Employed (part-time)	0	50
Blayney (A)	30-34		0	3
Blayney (A)	30-34	Employed (away from work)	0	8
Blayney (A)	30-34	Employed (full-time)		3
Blayney (A)	30-34	Employed (full-time)	0	203
Blayney (A)	30-34	Employed (part-time)	0	46
Blayney (A)	35-39		0	3
Blayney (A)	35-39	Employed (away from work)	0	17
Blayney (A)	35-39	Employed (full-time)		6
Blayney (A)	35-39	Employed (full-time)	0	206
Blayney (A)	35-39	Employed (part-time)		3
Blayney (A)	35-39	Employed (part-time)	0	58
Blayney (A)	40-44		0	5
Blayney (A)	40-44	Employed (away from work)	0	10
Blayney (A)	40-44	Employed (full-time)		3
Blayney (A)	40-44	Employed (full-time)	0	239
Blayney (A)	40-44	Employed (full-time)	1	3
Blayney (A)	40-44	Employed (part-time)	0	76
Blayney (A)	45-49		0	4
Blayney (A)	45-49	Employed (away from work)	0	10
Blayney (A)	45-49	Employed (full-time)		3
Blayney (A)	45-49	Employed (full-time)	0	268
Blayney (A)	45-49	Employed (part-time)	0	69
Blayney (A)	50-54		0	3
Blayney (A)	50-54	Employed (away from work)	0	12
Blayney (A)	50-54	Employed (full-time)	0	201
Blayney (A)	50-54	Employed (part-time)	0	82
Blayney (A)	55-59		0	4
Blayney (A)	55-59	Employed (away from work)	0	12
Blayney (A)	55-59	Employed (full-time)		3
Blayney (A)	55-59	Employed (full-time)	0	189
Blayney (A)	55-59	Employed (part-time)	0	62
Blayney (A)	60-64		0	6
Blayney (A)	60-64	Employed (away from work)	0	9
Blayney (A)	60-64	Employed (full-time)	0	144
Blayney (A)	60-64	Employed (part-time)		3
Blayney (A)	60-64	Employed (part-time)	0	61
Blayney (A)	65-69		0	3
Blayney (A)	65-69	Employed (away from work)	0	7
Blayney (A)	65-69	Employed (full-time)		3
Blayney (A)	65-69	Employed (full-time)	0	49
Blayney (A)	65-69	Employed (part-time)	0	33
Blayney (A)	70-74		0	10
Blayney (A)	70-74	Employed (away from work)	0	5
Blayney (A)	70-74	Employed (full-time)	0	34
Blayney (A)	70-74	Employed (part-time)	0	36
Blayney (A)	75+		0	6
Blayney (A)	75+	Employed (away from work)	0	3
Blayney (A)	75+	Employed (full-time)		3
Blayney (A)	75+	Employed (full-time)	0	24
Blayney (A)	75+	Employed (part-time)	0	20
Blue Mountains (C)	15-19		0	32
Blue Mountains (C)	15-19	Employed (away from work)	0	51
Blue Mountains (C)	15-19	Employed (away from work)	1	3
Blue Mountains (C)	15-19	Employed (full-time)		3
Blue Mountains (C)	15-19	Employed (full-time)	0	252
Blue Mountains (C)	15-19	Employed (full-time)	1	4
Blue Mountains (C)	15-19	Employed (part-time)		15
Blue Mountains (C)	15-19	Employed (part-time)	0	1037
Blue Mountains (C)	15-19	Employed (part-time)	1	20
Blue Mountains (C)	20-24			6
Blue Mountains (C)	20-24		0	29
Blue Mountains (C)	20-24	Employed (away from work)	0	36
Blue Mountains (C)	20-24	Employed (full-time)		5
Blue Mountains (C)	20-24	Employed (full-time)	0	620
Blue Mountains (C)	20-24	Employed (full-time)	1	3
Blue Mountains (C)	20-24	Employed (part-time)		5
Blue Mountains (C)	20-24	Employed (part-time)	0	923
Blue Mountains (C)	20-24	Employed (part-time)	1	17
Blue Mountains (C)	25-29		0	28
Blue Mountains (C)	25-29	Employed (away from work)		3
Blue Mountains (C)	25-29	Employed (away from work)	0	54
Blue Mountains (C)	25-29	Employed (full-time)		10
Blue Mountains (C)	25-29	Employed (full-time)	0	734
Blue Mountains (C)	25-29	Employed (full-time)	1	4
Blue Mountains (C)	25-29	Employed (part-time)		7
Blue Mountains (C)	25-29	Employed (part-time)	0	514
Blue Mountains (C)	25-29	Employed (part-time)	1	14
Blue Mountains (C)	30-34		0	26
Blue Mountains (C)	30-34	Employed (away from work)	0	45
Blue Mountains (C)	30-34	Employed (full-time)		11
Blue Mountains (C)	30-34	Employed (full-time)	0	747
Blue Mountains (C)	30-34	Employed (full-time)	1	3
Blue Mountains (C)	30-34	Employed (part-time)		6
Blue Mountains (C)	30-34	Employed (part-time)	0	538
Blue Mountains (C)	30-34	Employed (part-time)	1	10
Blue Mountains (C)	35-39		0	23
Blue Mountains (C)	35-39	Employed (away from work)		3
Blue Mountains (C)	35-39	Employed (away from work)	0	45
Blue Mountains (C)	35-39	Employed (full-time)		9
Blue Mountains (C)	35-39	Employed (full-time)	0	797
Blue Mountains (C)	35-39	Employed (full-time)	1	7
Blue Mountains (C)	35-39	Employed (part-time)		8
Blue Mountains (C)	35-39	Employed (part-time)	0	625
Blue Mountains (C)	35-39	Employed (part-time)	1	19
Blue Mountains (C)	40-44		0	19
Blue Mountains (C)	40-44	Employed (away from work)	0	40
Blue Mountains (C)	40-44	Employed (full-time)		14
Blue Mountains (C)	40-44	Employed (full-time)	0	1022
Blue Mountains (C)	40-44	Employed (full-time)	1	4
Blue Mountains (C)	40-44	Employed (part-time)		8
Blue Mountains (C)	40-44	Employed (part-time)	0	793
Blue Mountains (C)	40-44	Employed (part-time)	1	14
Blue Mountains (C)	45-49		0	33
Blue Mountains (C)	45-49	Employed (away from work)	0	54
Blue Mountains (C)	45-49	Employed (full-time)		11
Blue Mountains (C)	45-49	Employed (full-time)	0	1143
Blue Mountains (C)	45-49	Employed (full-time)	1	10
Blue Mountains (C)	45-49	Employed (part-time)		11
Blue Mountains (C)	45-49	Employed (part-time)	0	866
Blue Mountains (C)	45-49	Employed (part-time)	1	14
Blue Mountains (C)	50-54		0	20
Blue Mountains (C)	50-54	Employed (away from work)	0	66
Blue Mountains (C)	50-54	Employed (full-time)		10
Blue Mountains (C)	50-54	Employed (full-time)	0	1159
Blue Mountains (C)	50-54	Employed (full-time)	1	4
Blue Mountains (C)	50-54	Employed (part-time)		10
Blue Mountains (C)	50-54	Employed (part-time)	0	821
Blue Mountains (C)	50-54	Employed (part-time)	1	16
Blue Mountains (C)	55-59		0	21
