LGA_NAME16	Age	EmploymentStatus	workers
Blacktown (C)	75+	Owner managers of unincorporated enterprises	39
Blacktown (C)	75+	Status in employment not stated	22
Bland (A)	15-19	Contributing family workers	6
Bland (A)	15-19	Employee	110
Bland (A)	15-19	Owner managers of unincorporated enterprises	3
Bland (A)	15-19	Status in employment not stated	3
Bland (A)	20-24	Contributing family workers	5
Bland (A)	20-24	Employee	168
Bland (A)	20-24	Owner managers of incorporated enterprises	4
Bland (A)	20-24	Owner managers of unincorporated enterprises	23
Bland (A)	25-29	Contributing family workers	12
Bland (A)	25-29	Employee	171
Bland (A)	25-29	Owner managers of incorporated enterprises	3
Bland (A)	25-29	Owner managers of unincorporated enterprises	13
Bland (A)	25-29	Status in employment not stated	3
Bland (A)	30-34	Contributing family workers	15
Bland (A)	30-34	Employee	175
Bland (A)	30-34	Owner managers of incorporated enterprises	17
Bland (A)	30-34	Owner managers of unincorporated enterprises	31
Bland (A)	30-34	Status in employment not stated	3
Bland (A)	35-39	Contributing family workers	13
Bland (A)	35-39	Employee	181
Bland (A)	35-39	Owner managers of incorporated enterprises	15
Bland (A)	35-39	Owner managers of unincorporated enterprises	32
Bland (A)	40-44	Contributing family workers	20
Bland (A)	40-44	Employee	181
Bland (A)	40-44	Owner managers of incorporated enterprises	15
Bland (A)	40-44	Owner managers of unincorporated enterprises	50
Bland (A)	45-49	Contributing family workers	23
Bland (A)	45-49	Employee	157
Bland (A)	45-49	Owner managers of incorporated enterprises	20
Bland (A)	45-49	Owner managers of unincorporated enterprises	62
Bland (A)	45-49	Status in employment not stated	3
Bland (A)	50-54	Contributing family workers	21
Bland (A)	50-54	Employee	170
Bland (A)	50-54	Owner managers of incorporated enterprises	19
Bland (A)	50-54	Owner managers of unincorporated enterprises	62
Bland (A)	55-59	Contributing family workers	34
Bland (A)	55-59	Employee	187
Bland (A)	55-59	Owner managers of incorporated enterprises	20
Bland (A)	55-59	Owner managers of unincorporated enterprises	69
Bland (A)	55-59	Status in employment not stated	7
Bland (A)	60-64	Contributing family workers	23
Bland (A)	60-64	Employee	124
Bland (A)	60-64	Owner managers of incorporated enterprises	24
Bland (A)	60-64	Owner managers of unincorporated enterprises	50
Bland (A)	60-64	Status in employment not stated	7
Bland (A)	65-69	Contributing family workers	26
Bland (A)	65-69	Employee	44
Bland (A)	65-69	Owner managers of incorporated enterprises	6
Bland (A)	65-69	Owner managers of unincorporated enterprises	40
Bland (A)	65-69	Status in employment not stated	4
Bland (A)	70-74	Contributing family workers	13
Bland (A)	70-74	Employee	14
Bland (A)	70-74	Owner managers of incorporated enterprises	6
Bland (A)	70-74	Owner managers of unincorporated enterprises	22
Bland (A)	70-74	Status in employment not stated	6
Bland (A)	75+	Contributing family workers	28
Bland (A)	75+	Employee	8
Bland (A)	75+	Owner managers of incorporated enterprises	3
Bland (A)	75+	Owner managers of unincorporated enterprises	31
Bland (A)	75+	Status in employment not stated	8
Blayney (A)	15-19	Contributing family workers	5
Blayney (A)	15-19	Employee	139
Blayney (A)	15-19	Status in employment not stated	3
Blayney (A)	20-24	Employee	171
Blayney (A)	20-24	Owner managers of incorporated enterprises	3
Blayney (A)	20-24	Owner managers of unincorporated enterprises	4
Blayney (A)	20-24	Status in employment not stated	3
Blayney (A)	25-29	Employee	267
Blayney (A)	25-29	Owner managers of incorporated enterprises	9
Blayney (A)	25-29	Owner managers of unincorporated enterprises	20
Blayney (A)	30-34	Contributing family workers	4
Blayney (A)	30-34	Employee	238
Blayney (A)	30-34	Owner managers of incorporated enterprises	7
Blayney (A)	30-34	Owner managers of unincorporated enterprises	17
Blayney (A)	30-34	Status in employment not stated	3
Blayney (A)	35-39	Contributing family workers	3
Blayney (A)	35-39	Employee	235
Blayney (A)	35-39	Owner managers of incorporated enterprises	20
Blayney (A)	35-39	Owner managers of unincorporated enterprises	18
Blayney (A)	35-39	Status in employment not stated	3
Blayney (A)	40-44	Contributing family workers	5
Blayney (A)	40-44	Employee	284
Blayney (A)	40-44	Owner managers of incorporated enterprises	15
Blayney (A)	40-44	Owner managers of unincorporated enterprises	30
Blayney (A)	40-44	Status in employment not stated	3
Blayney (A)	45-49	Contributing family workers	10
Blayney (A)	45-49	Employee	294
Blayney (A)	45-49	Owner managers of incorporated enterprises	22
Blayney (A)	45-49	Owner managers of unincorporated enterprises	30
Blayney (A)	50-54	Contributing family workers	13
Blayney (A)	50-54	Employee	231
Blayney (A)	50-54	Owner managers of incorporated enterprises	20
Blayney (A)	50-54	Owner managers of unincorporated enterprises	38
Blayney (A)	50-54	Status in employment not stated	4
Blayney (A)	55-59	Contributing family workers	24
Blayney (A)	55-59	Employee	185
Blayney (A)	55-59	Owner managers of incorporated enterprises	14
Blayney (A)	55-59	Owner managers of unincorporated enterprises	39
Blayney (A)	55-59	Status in employment not stated	8
Blayney (A)	60-64	Contributing family workers	21
Blayney (A)	60-64	Employee	122
Blayney (A)	60-64	Owner managers of incorporated enterprises	20
Blayney (A)	60-64	Owner managers of unincorporated enterprises	57
Blayney (A)	60-64	Status in employment not stated	3
Blayney (A)	65-69	Contributing family workers	18
Blayney (A)	65-69	Employee	25
Blayney (A)	65-69	Owner managers of incorporated enterprises	20
Blayney (A)	65-69	Owner managers of unincorporated enterprises	36
Blayney (A)	65-69	Status in employment not stated	3
Blayney (A)	70-74	Contributing family workers	23
Blayney (A)	70-74	Employee	20
Blayney (A)	70-74	Owner managers of incorporated enterprises	8
Blayney (A)	70-74	Owner managers of unincorporated enterprises	33
Blayney (A)	70-74	Status in employment not stated	6
Blayney (A)	75+	Contributing family workers	23
Blayney (A)	75+	Employee	13
Blayney (A)	75+	Owner managers of incorporated enterprises	3
Blayney (A)	75+	Owner managers of unincorporated enterprises	22
Blayney (A)	75+	Status in employment not stated	4
Blue Mountains (C)	15-19	Contributing family workers	8
Blue Mountains (C)	15-19	Employee	1388
Blue Mountains (C)	15-19	Owner managers of incorporated enterprises	3
Blue Mountains (C)	15-19	Owner managers of unincorporated enterprises	10
Blue Mountains (C)	15-19	Status in employment not stated	5
Blue Mountains (C)	20-24	Contributing family workers	11
Blue Mountains (C)	20-24	Employee	1551
Blue Mountains (C)	20-24	Owner managers of incorporated enterprises	7
Blue Mountains (C)	20-24	Owner managers of unincorporated enterprises	51
Blue Mountains (C)	20-24	Status in employment not stated	10
Blue Mountains (C)	25-29	Contributing family workers	15
Blue Mountains (C)	25-29	Employee	1194
Blue Mountains (C)	25-29	Owner managers of incorporated enterprises	41
Blue Mountains (C)	25-29	Owner managers of unincorporated enterprises	104
Blue Mountains (C)	25-29	Status in employment not stated	13
Blue Mountains (C)	30-34	Contributing family workers	12
Blue Mountains (C)	30-34	Employee	1082
Blue Mountains (C)	30-34	Owner managers of incorporated enterprises	75
Blue Mountains (C)	30-34	Owner managers of unincorporated enterprises	204
Blue Mountains (C)	30-34	Status in employment not stated	8
Blue Mountains (C)	35-39	Contributing family workers	34
Blue Mountains (C)	35-39	Employee	1090
Blue Mountains (C)	35-39	Owner managers of incorporated enterprises	126
Blue Mountains (C)	35-39	Owner managers of unincorporated enterprises	265
Blue Mountains (C)	35-39	Status in employment not stated	23
Blue Mountains (C)	40-44	Contributing family workers	40
Blue Mountains (C)	40-44	Employee	1329
Blue Mountains (C)	40-44	Owner managers of incorporated enterprises	218
Blue Mountains (C)	40-44	Owner managers of unincorporated enterprises	314
Blue Mountains (C)	40-44	Status in employment not stated	21
Blue Mountains (C)	45-49	Contributing family workers	35
Blue Mountains (C)	45-49	Employee	1521
Blue Mountains (C)	45-49	Owner managers of incorporated enterprises	194
Blue Mountains (C)	45-49	Owner managers of unincorporated enterprises	376
Blue Mountains (C)	45-49	Status in employment not stated	15
Blue Mountains (C)	50-54	Contributing family workers	50
Blue Mountains (C)	50-54	Employee	1470
Blue Mountains (C)	50-54	Owner managers of incorporated enterprises	239
Blue Mountains (C)	50-54	Owner managers of unincorporated enterprises	344
Blue Mountains (C)	50-54	Status in employment not stated	18
Blue Mountains (C)	55-59	Contributing family workers	42
Blue Mountains (C)	55-59	Employee	1458
Blue Mountains (C)	55-59	Owner managers of incorporated enterprises	195
Blue Mountains (C)	55-59	Owner managers of unincorporated enterprises	353
Blue Mountains (C)	55-59	Status in employment not stated	17
Blue Mountains (C)	60-64	Contributing family workers	42
Blue Mountains (C)	60-64	Employee	994
Blue Mountains (C)	60-64	Owner managers of incorporated enterprises	188
Blue Mountains (C)	60-64	Owner managers of unincorporated enterprises	343
Blue Mountains (C)	60-64	Status in employment not stated	10
Blue Mountains (C)	65-69	Contributing family workers	44
Blue Mountains (C)	65-69	Employee	476
Blue Mountains (C)	65-69	Owner managers of incorporated enterprises	107
Blue Mountains (C)	65-69	Owner managers of unincorporated enterprises	202
Blue Mountains (C)	65-69	Status in employment not stated	16
Blue Mountains (C)	70-74	Contributing family workers	25
Blue Mountains (C)	70-74	Employee	124
Blue Mountains (C)	70-74	Owner managers of incorporated enterprises	54
Blue Mountains (C)	70-74	Owner managers of unincorporated enterprises	75
Blue Mountains (C)	70-74	Status in employment not stated	9
Blue Mountains (C)	75+	Contributing family workers	25
Blue Mountains (C)	75+	Employee	60
Blue Mountains (C)	75+	Owner managers of incorporated enterprises	26
Blue Mountains (C)	75+	Owner managers of unincorporated enterprises	32
Blue Mountains (C)	75+	Status in employment not stated	4
Bogan (A)	15-19	Employee	55
Bogan (A)	20-24	Employee	101
Bogan (A)	20-24	Owner managers of incorporated enterprises	3
Bogan (A)	20-24	Owner managers of unincorporated enterprises	4
Bogan (A)	20-24	Status in employment not stated	3
Bogan (A)	25-29	Employee	125
Bogan (A)	25-29	Owner managers of unincorporated enterprises	11
Bogan (A)	25-29	Status in employment not stated	3
Bogan (A)	30-34	Contributing family workers	4
Bogan (A)	30-34	Employee	104
Bogan (A)	30-34	Owner managers of incorporated enterprises	3
Bogan (A)	30-34	Owner managers of unincorporated enterprises	8
Bogan (A)	30-34	Status in employment not stated	3
Bogan (A)	35-39	Contributing family workers	3
Bogan (A)	35-39	Employee	79
Bogan (A)	35-39	Owner managers of incorporated enterprises	3
Bogan (A)	35-39	Owner managers of unincorporated enterprises	7
Bogan (A)	35-39	Status in employment not stated	3
Bogan (A)	40-44	Contributing family workers	7
Bogan (A)	40-44	Employee	111
Bogan (A)	40-44	Owner managers of incorporated enterprises	5
Bogan (A)	40-44	Owner managers of unincorporated enterprises	9
Bogan (A)	40-44	Status in employment not stated	3
Bogan (A)	45-49	Contributing family workers	7
Bogan (A)	45-49	Employee	115
Bogan (A)	45-49	Owner managers of incorporated enterprises	11
Bogan (A)	45-49	Owner managers of unincorporated enterprises	25
Bogan (A)	50-54	Contributing family workers	6
Bogan (A)	50-54	Employee	108
Bogan (A)	50-54	Owner managers of incorporated enterprises	12
Bogan (A)	50-54	Owner managers of unincorporated enterprises	24
Bogan (A)	50-54	Status in employment not stated	6
Bogan (A)	55-59	Contributing family workers	6
Bogan (A)	55-59	Employee	71
Bogan (A)	55-59	Owner managers of incorporated enterprises	4
Bogan (A)	55-59	Owner managers of unincorporated enterprises	25
Bogan (A)	55-59	Status in employment not stated	4
Bogan (A)	60-64	Contributing family workers	8
Bogan (A)	60-64	Employee	45
Bogan (A)	60-64	Owner managers of incorporated enterprises	13
Bogan (A)	60-64	Owner managers of unincorporated enterprises	21
Bogan (A)	65-69	Contributing family workers	6
Bogan (A)	65-69	Employee	18
Bogan (A)	65-69	Owner managers of incorporated enterprises	4
Bogan (A)	65-69	Owner managers of unincorporated enterprises	17
Bogan (A)	65-69	Status in employment not stated	3
Bogan (A)	70-74	Contributing family workers	12
Bogan (A)	70-74	Employee	3
Bogan (A)	70-74	Owner managers of unincorporated enterprises	10
Bogan (A)	75+	Contributing family workers	18
Bogan (A)	75+	Owner managers of unincorporated enterprises	14
Botany Bay (C)	15-19	Contributing family workers	6
Botany Bay (C)	15-19	Employee	1238
Botany Bay (C)	15-19	Owner managers of unincorporated enterprises	9
Botany Bay (C)	15-19	Status in employment not stated	17
Botany Bay (C)	20-24	Contributing family workers	12
Botany Bay (C)	20-24	Employee	3882
Botany Bay (C)	20-24	Owner managers of incorporated enterprises	23
Botany Bay (C)	20-24	Owner managers of unincorporated enterprises	34
Botany Bay (C)	20-24	Status in employment not stated	47
Botany Bay (C)	25-29	Contributing family workers	15
Botany Bay (C)	25-29	Employee	5326
Botany Bay (C)	25-29	Owner managers of incorporated enterprises	110
Botany Bay (C)	25-29	Owner managers of unincorporated enterprises	99
Botany Bay (C)	25-29	Status in employment not stated	39
Botany Bay (C)	30-34	Contributing family workers	23
Botany Bay (C)	30-34	Employee	5752
Botany Bay (C)	30-34	Owner managers of incorporated enterprises	231
Botany Bay (C)	30-34	Owner managers of unincorporated enterprises	127
Botany Bay (C)	30-34	Status in employment not stated	46
Botany Bay (C)	35-39	Contributing family workers	31
Botany Bay (C)	35-39	Employee	5328
Botany Bay (C)	35-39	Owner managers of incorporated enterprises	289
Botany Bay (C)	35-39	Owner managers of unincorporated enterprises	176
Botany Bay (C)	35-39	Status in employment not stated	32
Botany Bay (C)	40-44	Contributing family workers	27
Botany Bay (C)	40-44	Employee	5376
Botany Bay (C)	40-44	Owner managers of incorporated enterprises	299
Botany Bay (C)	40-44	Owner managers of unincorporated enterprises	199
Botany Bay (C)	40-44	Status in employment not stated	31
Botany Bay (C)	45-49	Contributing family workers	21
Botany Bay (C)	45-49	Employee	5124
Botany Bay (C)	45-49	Owner managers of incorporated enterprises	372
Botany Bay (C)	45-49	Owner managers of unincorporated enterprises	183
Botany Bay (C)	45-49	Status in employment not stated	53
Botany Bay (C)	50-54	Contributing family workers	19
Botany Bay (C)	50-54	Employee	4584
Botany Bay (C)	50-54	Owner managers of incorporated enterprises	304
Botany Bay (C)	50-54	Owner managers of unincorporated enterprises	211
Botany Bay (C)	50-54	Status in employment not stated	32
Botany Bay (C)	55-59	Contributing family workers	15
