LGA_NAME16	ModeTravelToWork	NumberModes	Occupation	workers
Bega Valley (A)	Car as passenger	1	Clerical and administrative workers	32
Bega Valley (A)	Car as passenger	1	Community and personal service workers	64
Bega Valley (A)	Car as passenger	1	Labourers	116
Bega Valley (A)	Car as passenger	1	Machinery operators and drivers	13
Bega Valley (A)	Car as passenger	1	Managers	34
Bega Valley (A)	Car as passenger	1	Professionals	57
Bega Valley (A)	Car as passenger	1	Sales workers	104
Bega Valley (A)	Car as passenger	1	Technicians and trades workers	65
Bega Valley (A)	Did not go to work			19
Bega Valley (A)	Did not go to work		Clerical and administrative workers	166
Bega Valley (A)	Did not go to work		Community and personal service workers	230
Bega Valley (A)	Did not go to work		Labourers	257
Bega Valley (A)	Did not go to work		Machinery operators and drivers	63
Bega Valley (A)	Did not go to work		Managers	119
Bega Valley (A)	Did not go to work		Professionals	262
Bega Valley (A)	Did not go to work		Sales workers	253
Bega Valley (A)	Did not go to work		Technicians and trades workers	137
Bega Valley (A)	Method of travel not stated			50
Bega Valley (A)	Method of travel not stated		Clerical and administrative workers	6
Bega Valley (A)	Method of travel not stated		Community and personal service workers	18
Bega Valley (A)	Method of travel not stated		Labourers	24
Bega Valley (A)	Method of travel not stated		Machinery operators and drivers	3
Bega Valley (A)	Method of travel not stated		Managers	23
Bega Valley (A)	Method of travel not stated		Professionals	10
Bega Valley (A)	Method of travel not stated		Sales workers	15
Bega Valley (A)	Method of travel not stated		Technicians and trades workers	17
Bega Valley (A)	Motorbike scooter	1	Clerical and administrative workers	5
Bega Valley (A)	Motorbike scooter	1	Community and personal service workers	3
Bega Valley (A)	Motorbike scooter	1	Labourers	12
Bega Valley (A)	Motorbike scooter	1	Machinery operators and drivers	8
Bega Valley (A)	Motorbike scooter	1	Managers	15
Bega Valley (A)	Motorbike scooter	1	Sales workers	3
Bega Valley (A)	Motorbike scooter	1	Technicians and trades workers	9
Bega Valley (A)	(Other)	1	Clerical and administrative workers	3
Bega Valley (A)	(Other)	1	Labourers	8
Bega Valley (A)	(Other)	1	Managers	47
Bega Valley (A)	(Other)	1	Professionals	8
Bega Valley (A)	(Other)	1	Sales workers	6
Bega Valley (A)	(Other)	1	Technicians and trades workers	4
Bega Valley (A)	Other two methods	2	Clerical and administrative workers	4
Bega Valley (A)	Other two methods	2	Community and personal service workers	5
Bega Valley (A)	Other two methods	2	Labourers	13
Bega Valley (A)	Other two methods	2	Machinery operators and drivers	4
Bega Valley (A)	Other two methods	2	Managers	8
Bega Valley (A)	Other two methods	2	Professionals	14
Bega Valley (A)	Other two methods	2	Sales workers	9
Bega Valley (A)	Other two methods	2	Technicians and trades workers	10
Bega Valley (A)	Truck	1		3
Bega Valley (A)	Truck	1	Clerical and administrative workers	3
Bega Valley (A)	Truck	1	Labourers	23
Bega Valley (A)	Truck	1	Machinery operators and drivers	60
Bega Valley (A)	Truck	1	Managers	17
Bega Valley (A)	Truck	1	Sales workers	3
Bega Valley (A)	Truck	1	Technicians and trades workers	22
Bega Valley (A)	Walked only	1		9
Bega Valley (A)	Walked only	1	Clerical and administrative workers	42
Bega Valley (A)	Walked only	1	Community and personal service workers	85
Bega Valley (A)	Walked only	1	Labourers	89
Bega Valley (A)	Walked only	1	Machinery operators and drivers	13
Bega Valley (A)	Walked only	1	Managers	151
Bega Valley (A)	Walked only	1	Professionals	71
Bega Valley (A)	Walked only	1	Sales workers	79
Bega Valley (A)	Walked only	1	Technicians and trades workers	68
Bega Valley (A)	Worked at home			12
Bega Valley (A)	Worked at home		Clerical and administrative workers	150
Bega Valley (A)	Worked at home		Community and personal service workers	47
Bega Valley (A)	Worked at home		Labourers	34
Bega Valley (A)	Worked at home		Machinery operators and drivers	11
Bega Valley (A)	Worked at home		Managers	369
Bega Valley (A)	Worked at home		Professionals	184
Bega Valley (A)	Worked at home		Sales workers	52
Bega Valley (A)	Worked at home		Technicians and trades workers	91
Bellingen (A)	Bicycle	1	Community and personal service workers	3
Bellingen (A)	Bicycle	1	Machinery operators and drivers	3
Bellingen (A)	Bicycle	1	Professionals	3
Bellingen (A)	Bicycle	1	Sales workers	3
Bellingen (A)	Bicycle	1	Technicians and trades workers	4
Bellingen (A)	Bus	1	Labourers	3
Bellingen (A)	Car as driver	1		18
Bellingen (A)	Car as driver	1	Clerical and administrative workers	209
Bellingen (A)	Car as driver	1	Community and personal service workers	288
Bellingen (A)	Car as driver	1	Labourers	285
Bellingen (A)	Car as driver	1	Machinery operators and drivers	166
Bellingen (A)	Car as driver	1	Managers	251
Bellingen (A)	Car as driver	1	Professionals	402
Bellingen (A)	Car as driver	1	Sales workers	170
Bellingen (A)	Car as driver	1	Technicians and trades workers	338
Bellingen (A)	Car as passenger	1		3
Bellingen (A)	Car as passenger	1	Clerical and administrative workers	16
Bellingen (A)	Car as passenger	1	Community and personal service workers	17
Bellingen (A)	Car as passenger	1	Labourers	37
Bellingen (A)	Car as passenger	1	Machinery operators and drivers	3
Bellingen (A)	Car as passenger	1	Managers	13
Bellingen (A)	Car as passenger	1	Professionals	13
Bellingen (A)	Car as passenger	1	Sales workers	15
Bellingen (A)	Car as passenger	1	Technicians and trades workers	6
Bellingen (A)	Did not go to work			11
Bellingen (A)	Did not go to work		Clerical and administrative workers	46
Bellingen (A)	Did not go to work		Community and personal service workers	73
Bellingen (A)	Did not go to work		Labourers	64
Bellingen (A)	Did not go to work		Machinery operators and drivers	20
Bellingen (A)	Did not go to work		Managers	40
Bellingen (A)	Did not go to work		Professionals	79
Bellingen (A)	Did not go to work		Sales workers	49
Bellingen (A)	Did not go to work		Technicians and trades workers	34
Bellingen (A)	Method of travel not stated			10
Bellingen (A)	Method of travel not stated		Community and personal service workers	6
Bellingen (A)	Method of travel not stated		Labourers	7
Bellingen (A)	Method of travel not stated		Managers	4
Bellingen (A)	Method of travel not stated		Professionals	4
Bellingen (A)	Method of travel not stated		Sales workers	4
Bellingen (A)	Method of travel not stated		Technicians and trades workers	3
Bellingen (A)	Motorbike scooter	1	Labourers	8
Bellingen (A)	Motorbike scooter	1	Machinery operators and drivers	3
Bellingen (A)	Motorbike scooter	1	Managers	4
Bellingen (A)	Motorbike scooter	1	Technicians and trades workers	7
Bellingen (A)	(Other)	1	Community and personal service workers	3
Bellingen (A)	(Other)	1	Machinery operators and drivers	7
Bellingen (A)	(Other)	1	Managers	7
Bellingen (A)	(Other)	1	Professionals	3
Bellingen (A)	(Other)	1	Sales workers	5
Bellingen (A)	(Other)	1	Technicians and trades workers	7
Bellingen (A)	Other two methods	2	Labourers	3
Bellingen (A)	Other two methods	2	Machinery operators and drivers	5
Bellingen (A)	Other two methods	2	Managers	6
Bellingen (A)	Other two methods	2	Professionals	3
Bellingen (A)	Other two methods	2	Technicians and trades workers	6
Bellingen (A)	Truck	1		3
Bellingen (A)	Truck	1	Labourers	3
Bellingen (A)	Truck	1	Machinery operators and drivers	10
Bellingen (A)	Truck	1	Managers	14
Bellingen (A)	Truck	1	Sales workers	4
Bellingen (A)	Truck	1	Technicians and trades workers	4
Bellingen (A)	Walked only	1		4
Bellingen (A)	Walked only	1	Clerical and administrative workers	11
Bellingen (A)	Walked only	1	Community and personal service workers	29
Bellingen (A)	Walked only	1	Labourers	42
Bellingen (A)	Walked only	1	Machinery operators and drivers	16
Bellingen (A)	Walked only	1	Managers	57
Bellingen (A)	Walked only	1	Professionals	18
Bellingen (A)	Walked only	1	Sales workers	37
Bellingen (A)	Walked only	1	Technicians and trades workers	25
Bellingen (A)	Worked at home			10
Bellingen (A)	Worked at home		Clerical and administrative workers	64
Bellingen (A)	Worked at home		Community and personal service workers	23
Bellingen (A)	Worked at home		Labourers	15
Bellingen (A)	Worked at home		Machinery operators and drivers	5
Bellingen (A)	Worked at home		Managers	197
Bellingen (A)	Worked at home		Professionals	128
Bellingen (A)	Worked at home		Sales workers	15
Bellingen (A)	Worked at home		Technicians and trades workers	42
Berrigan (A)	Bicycle	1	Labourers	5
Berrigan (A)	Bicycle	1	Professionals	5
Berrigan (A)	Bicycle	1	Sales workers	4
Berrigan (A)	Car as driver	1		23
Berrigan (A)	Car as driver	1	Clerical and administrative workers	172
Berrigan (A)	Car as driver	1	Community and personal service workers	226
Berrigan (A)	Car as driver	1	Labourers	223
Berrigan (A)	Car as driver	1	Machinery operators and drivers	149
Berrigan (A)	Car as driver	1	Managers	285
Berrigan (A)	Car as driver	1	Professionals	212
Berrigan (A)	Car as driver	1	Sales workers	122
Berrigan (A)	Car as driver	1	Technicians and trades workers	246
Berrigan (A)	Car as passenger	1	Clerical and administrative workers	8
Berrigan (A)	Car as passenger	1	Community and personal service workers	15
Berrigan (A)	Car as passenger	1	Labourers	26
Berrigan (A)	Car as passenger	1	Machinery operators and drivers	5
Berrigan (A)	Car as passenger	1	Managers	9
Berrigan (A)	Car as passenger	1	Professionals	3
Berrigan (A)	Car as passenger	1	Sales workers	7
Berrigan (A)	Car as passenger	1	Technicians and trades workers	13
Berrigan (A)	Did not go to work			4
Berrigan (A)	Did not go to work		Clerical and administrative workers	23
Berrigan (A)	Did not go to work		Community and personal service workers	55
Berrigan (A)	Did not go to work		Labourers	37
Berrigan (A)	Did not go to work		Machinery operators and drivers	15
Berrigan (A)	Did not go to work		Managers	28
Berrigan (A)	Did not go to work		Professionals	35
Berrigan (A)	Did not go to work		Sales workers	36
Berrigan (A)	Did not go to work		Technicians and trades workers	26
Berrigan (A)	Method of travel not stated			13
Berrigan (A)	Method of travel not stated		Clerical and administrative workers	3
Berrigan (A)	Method of travel not stated		Community and personal service workers	8
Berrigan (A)	Method of travel not stated		Labourers	5
Berrigan (A)	Method of travel not stated		Machinery operators and drivers	3
Berrigan (A)	Method of travel not stated		Managers	8
Berrigan (A)	Method of travel not stated		Professionals	3
Berrigan (A)	Method of travel not stated		Sales workers	7
Berrigan (A)	Method of travel not stated		Technicians and trades workers	9
Berrigan (A)	Motorbike scooter	1	Managers	12
Berrigan (A)	(Other)	1	Clerical and administrative workers	3
Berrigan (A)	(Other)	1	Labourers	5
Berrigan (A)	(Other)	1	Machinery operators and drivers	4
Berrigan (A)	(Other)	1	Managers	14
Berrigan (A)	(Other)	1	Professionals	4
Berrigan (A)	(Other)	1	Technicians and trades workers	5
Berrigan (A)	Other two methods	2	Labourers	3
Berrigan (A)	Other two methods	2	Machinery operators and drivers	3
Berrigan (A)	Truck	1	Labourers	7
Berrigan (A)	Truck	1	Machinery operators and drivers	23
Berrigan (A)	Truck	1	Managers	9
Berrigan (A)	Truck	1	Technicians and trades workers	3
Berrigan (A)	Walked only	1	Clerical and administrative workers	19
Berrigan (A)	Walked only	1	Community and personal service workers	23
Berrigan (A)	Walked only	1	Labourers	32
Berrigan (A)	Walked only	1	Machinery operators and drivers	10
Berrigan (A)	Walked only	1	Managers	68
Berrigan (A)	Walked only	1	Professionals	18
Berrigan (A)	Walked only	1	Sales workers	19
Berrigan (A)	Walked only	1	Technicians and trades workers	23
Berrigan (A)	Worked at home			3
Berrigan (A)	Worked at home		Clerical and administrative workers	40
Berrigan (A)	Worked at home		Community and personal service workers	13
Berrigan (A)	Worked at home		Labourers	9
Berrigan (A)	Worked at home		Machinery operators and drivers	5
Berrigan (A)	Worked at home		Managers	220
Berrigan (A)	Worked at home		Professionals	15
Berrigan (A)	Worked at home		Sales workers	3
Berrigan (A)	Worked at home		Technicians and trades workers	12
Blacktown (C)	Bicycle	1		3
Blacktown (C)	Bicycle	1	Clerical and administrative workers	24
Blacktown (C)	Bicycle	1	Community and personal service workers	22
Blacktown (C)	Bicycle	1	Labourers	34
Blacktown (C)	Bicycle	1	Machinery operators and drivers	46
Blacktown (C)	Bicycle	1	Managers	14
Blacktown (C)	Bicycle	1	Professionals	37
Blacktown (C)	Bicycle	1	Sales workers	14
Blacktown (C)	Bicycle	1	Technicians and trades workers	37
Blacktown (C)	Bus	1		33
Blacktown (C)	Bus	1	Clerical and administrative workers	177
Blacktown (C)	Bus	1	Community and personal service workers	236
Blacktown (C)	Bus	1	Labourers	359
Blacktown (C)	Bus	1	Machinery operators and drivers	190
Blacktown (C)	Bus	1	Managers	80
Blacktown (C)	Bus	1	Professionals	147
Blacktown (C)	Bus	1	Sales workers	354
Blacktown (C)	Bus	1	Technicians and trades workers	134
Blacktown (C)	Bus and car as driver	2	Clerical and administrative workers	9
Blacktown (C)	Bus and car as driver	2	Community and personal service workers	9
Blacktown (C)	Bus and car as driver	2	Labourers	4
Blacktown (C)	Bus and car as driver	2	Machinery operators and drivers	19
Blacktown (C)	Bus and car as driver	2	Managers	6
Blacktown (C)	Bus and car as driver	2	Professionals	10
Blacktown (C)	Bus and car as driver	2	Sales workers	9
Blacktown (C)	Bus and car as driver	2	Technicians and trades workers	6
Blacktown (C)	Bus and car as passenger	2	Clerical and administrative workers	13
Blacktown (C)	Bus and car as passenger	2	Community and personal service workers	24
Blacktown (C)	Bus and car as passenger	2	Labourers	41
Blacktown (C)	Bus and car as passenger	2	Machinery operators and drivers	15
Blacktown (C)	Bus and car as passenger	2	Managers	5
Blacktown (C)	Bus and car as passenger	2	Professionals	11
Blacktown (C)	Bus and car as passenger	2	Sales workers	30
Blacktown (C)	Bus and car as passenger	2	Technicians and trades workers	3
Blacktown (C)	Bus and other	2	Labourers	3
Blacktown (C)	Bus and other	2	Professionals	3
Blacktown (C)	Bus and other	2	Sales workers	3
Blacktown (C)	Bus and other	2	Technicians and trades workers	3
Blacktown (C)	Bus and two other methods excludes train	3	Labourers	3
Blacktown (C)	Bus and two other methods excludes train	3	Machinery operators and drivers	3
Blacktown (C)	Bus and two other methods excludes train	3	Professionals	3
Blacktown (C)	Bus and two other methods excludes train	3	Sales workers	3
Blacktown (C)	Car as driver	1		1244
Blacktown (C)	Car as driver	1	Clerical and administrative workers	10687
Blacktown (C)	Car as driver	1	Community and personal service workers	6148
Blacktown (C)	Car as driver	1	Labourers	6927
Blacktown (C)	Car as driver	1	Machinery operators and drivers	12414
Blacktown (C)	Car as driver	1	Managers	9814
Blacktown (C)	Car as driver	1	Professionals	12994
Blacktown (C)	Car as driver	1	Sales workers	6408
Blacktown (C)	Car as driver	1	Technicians and trades workers	10078
