LGA_NAME16	Age	LabourForceStatus	Sex	workers
Bellingen (A)	15-19	Employed (full-time)	M	25
Bellingen (A)	15-19	Employed (part-time)	F	79
Bellingen (A)	15-19	Employed (part-time)	M	67
Bellingen (A)	20-24	Employed (away from work)	F	3
Bellingen (A)	20-24	Employed (away from work)	M	3
Bellingen (A)	20-24	Employed (full-time)	F	28
Bellingen (A)	20-24	Employed (full-time)	M	37
Bellingen (A)	20-24	Employed (part-time)	F	47
Bellingen (A)	20-24	Employed (part-time)	M	21
Bellingen (A)	25-29		M	5
Bellingen (A)	25-29	Employed (away from work)	F	3
Bellingen (A)	25-29	Employed (full-time)	F	35
Bellingen (A)	25-29	Employed (full-time)	M	68
Bellingen (A)	25-29	Employed (part-time)	F	55
Bellingen (A)	25-29	Employed (part-time)	M	27
Bellingen (A)	30-34		F	4
Bellingen (A)	30-34		M	4
Bellingen (A)	30-34	Employed (away from work)	F	3
Bellingen (A)	30-34	Employed (away from work)	M	4
Bellingen (A)	30-34	Employed (full-time)	F	48
Bellingen (A)	30-34	Employed (full-time)	M	106
Bellingen (A)	30-34	Employed (part-time)	F	79
Bellingen (A)	30-34	Employed (part-time)	M	37
Bellingen (A)	35-39		F	7
Bellingen (A)	35-39	Employed (away from work)	F	12
Bellingen (A)	35-39	Employed (away from work)	M	8
Bellingen (A)	35-39	Employed (full-time)	F	36
Bellingen (A)	35-39	Employed (full-time)	M	107
Bellingen (A)	35-39	Employed (part-time)	F	75
Bellingen (A)	35-39	Employed (part-time)	M	47
Bellingen (A)	40-44		M	3
Bellingen (A)	40-44	Employed (away from work)	F	9
Bellingen (A)	40-44	Employed (away from work)	M	4
Bellingen (A)	40-44	Employed (full-time)	F	64
Bellingen (A)	40-44	Employed (full-time)	M	132
Bellingen (A)	40-44	Employed (part-time)	F	121
Bellingen (A)	40-44	Employed (part-time)	M	43
Bellingen (A)	45-49		F	7
Bellingen (A)	45-49		M	8
Bellingen (A)	45-49	Employed (away from work)	F	5
Bellingen (A)	45-49	Employed (away from work)	M	10
Bellingen (A)	45-49	Employed (full-time)	F	91
Bellingen (A)	45-49	Employed (full-time)	M	141
Bellingen (A)	45-49	Employed (part-time)	F	134
Bellingen (A)	45-49	Employed (part-time)	M	42
Bellingen (A)	50-54		F	4
Bellingen (A)	50-54	Employed (away from work)	F	10
Bellingen (A)	50-54	Employed (away from work)	M	4
Bellingen (A)	50-54	Employed (full-time)	F	88
Bellingen (A)	50-54	Employed (full-time)	M	162
Bellingen (A)	50-54	Employed (part-time)	F	135
Bellingen (A)	50-54	Employed (part-time)	M	61
Bellingen (A)	55-59		M	7
Bellingen (A)	55-59	Employed (away from work)	F	10
Bellingen (A)	55-59	Employed (away from work)	M	14
Bellingen (A)	55-59	Employed (full-time)	F	107
Bellingen (A)	55-59	Employed (full-time)	M	148
Bellingen (A)	55-59	Employed (part-time)	F	140
Bellingen (A)	55-59	Employed (part-time)	M	80
Bellingen (A)	60-64		F	3
Bellingen (A)	60-64		M	4
Bellingen (A)	60-64	Employed (away from work)	F	5
Bellingen (A)	60-64	Employed (away from work)	M	11
Bellingen (A)	60-64	Employed (full-time)	F	68
Bellingen (A)	60-64	Employed (full-time)	M	99
Bellingen (A)	60-64	Employed (part-time)	F	127
Bellingen (A)	60-64	Employed (part-time)	M	74
Bellingen (A)	65-69		F	4
Bellingen (A)	65-69	Employed (away from work)	F	5
Bellingen (A)	65-69	Employed (away from work)	M	3
Bellingen (A)	65-69	Employed (full-time)	F	25
Bellingen (A)	65-69	Employed (full-time)	M	49
Bellingen (A)	65-69	Employed (part-time)	F	52
Bellingen (A)	65-69	Employed (part-time)	M	46
Bellingen (A)	70-74	Employed (away from work)	F	3
Bellingen (A)	70-74	Employed (full-time)	F	5
Bellingen (A)	70-74	Employed (full-time)	M	19
Bellingen (A)	70-74	Employed (part-time)	F	17
Bellingen (A)	70-74	Employed (part-time)	M	21
Bellingen (A)	75+		F	4
Bellingen (A)	75+		M	5
Bellingen (A)	75+	Employed (away from work)	M	3
Bellingen (A)	75+	Employed (full-time)	F	9
Bellingen (A)	75+	Employed (full-time)	M	14
Bellingen (A)	75+	Employed (part-time)	F	7
Bellingen (A)	75+	Employed (part-time)	M	16
Berrigan (A)	15-19		F	3
Berrigan (A)	15-19	Employed (away from work)	F	3
Berrigan (A)	15-19	Employed (away from work)	M	4
Berrigan (A)	15-19	Employed (full-time)	F	13
Berrigan (A)	15-19	Employed (full-time)	M	33
Berrigan (A)	15-19	Employed (part-time)	F	53
Berrigan (A)	15-19	Employed (part-time)	M	29
Berrigan (A)	20-24		M	7
Berrigan (A)	20-24	Employed (away from work)	F	3
Berrigan (A)	20-24	Employed (away from work)	M	3
Berrigan (A)	20-24	Employed (full-time)	F	36
Berrigan (A)	20-24	Employed (full-time)	M	77
Berrigan (A)	20-24	Employed (part-time)	F	38
Berrigan (A)	20-24	Employed (part-time)	M	19
Berrigan (A)	25-29		F	4
Berrigan (A)	25-29		M	3
Berrigan (A)	25-29	Employed (away from work)	F	5
Berrigan (A)	25-29	Employed (away from work)	M	3
Berrigan (A)	25-29	Employed (full-time)	F	44
Berrigan (A)	25-29	Employed (full-time)	M	90
Berrigan (A)	25-29	Employed (part-time)	F	50
Berrigan (A)	25-29	Employed (part-time)	M	15
Berrigan (A)	30-34		F	4
Berrigan (A)	30-34		M	5
Berrigan (A)	30-34	Employed (away from work)	F	3
Berrigan (A)	30-34	Employed (away from work)	M	4
Berrigan (A)	30-34	Employed (full-time)	F	36
Berrigan (A)	30-34	Employed (full-time)	M	91
Berrigan (A)	30-34	Employed (part-time)	F	44
Berrigan (A)	30-34	Employed (part-time)	M	6
Berrigan (A)	35-39		M	4
Berrigan (A)	35-39	Employed (away from work)	F	3
Berrigan (A)	35-39	Employed (away from work)	M	4
Berrigan (A)	35-39	Employed (full-time)	F	49
Berrigan (A)	35-39	Employed (full-time)	M	78
Berrigan (A)	35-39	Employed (part-time)	F	62
Berrigan (A)	35-39	Employed (part-time)	M	14
Berrigan (A)	40-44		M	3
Berrigan (A)	40-44	Employed (away from work)	F	3
Berrigan (A)	40-44	Employed (full-time)	F	53
Berrigan (A)	40-44	Employed (full-time)	M	108
Berrigan (A)	40-44	Employed (part-time)	F	68
Berrigan (A)	40-44	Employed (part-time)	M	9
Berrigan (A)	45-49		M	3
Berrigan (A)	45-49	Employed (away from work)	F	10
Berrigan (A)	45-49	Employed (full-time)	F	68
Berrigan (A)	45-49	Employed (full-time)	M	116
Berrigan (A)	45-49	Employed (part-time)	F	65
Berrigan (A)	45-49	Employed (part-time)	M	10
Berrigan (A)	50-54		F	6
Berrigan (A)	50-54		M	3
Berrigan (A)	50-54	Employed (away from work)	F	6
Berrigan (A)	50-54	Employed (away from work)	M	3
Berrigan (A)	50-54	Employed (full-time)	F	63
Berrigan (A)	50-54	Employed (full-time)	M	103
Berrigan (A)	50-54	Employed (part-time)	F	77
Berrigan (A)	50-54	Employed (part-time)	M	21
Berrigan (A)	55-59		M	4
Berrigan (A)	55-59	Employed (away from work)	F	4
Berrigan (A)	55-59	Employed (away from work)	M	7
Berrigan (A)	55-59	Employed (full-time)	F	69
Berrigan (A)	55-59	Employed (full-time)	M	124
Berrigan (A)	55-59	Employed (part-time)	F	98
Berrigan (A)	55-59	Employed (part-time)	M	30
Berrigan (A)	60-64		F	3
Berrigan (A)	60-64		M	3
Berrigan (A)	60-64	Employed (away from work)	F	10
Berrigan (A)	60-64	Employed (away from work)	M	15
Berrigan (A)	60-64	Employed (full-time)	F	45
Berrigan (A)	60-64	Employed (full-time)	M	129
Berrigan (A)	60-64	Employed (part-time)	F	71
Berrigan (A)	60-64	Employed (part-time)	M	44
Berrigan (A)	65-69		M	6
Berrigan (A)	65-69	Employed (away from work)	F	3
Berrigan (A)	65-69	Employed (away from work)	M	5
Berrigan (A)	65-69	Employed (full-time)	F	15
Berrigan (A)	65-69	Employed (full-time)	M	57
Berrigan (A)	65-69	Employed (part-time)	F	36
Berrigan (A)	65-69	Employed (part-time)	M	34
Berrigan (A)	70-74		F	3
Berrigan (A)	70-74	Employed (away from work)	F	3
Berrigan (A)	70-74	Employed (away from work)	M	3
Berrigan (A)	70-74	Employed (full-time)	F	5
Berrigan (A)	70-74	Employed (full-time)	M	23
Berrigan (A)	70-74	Employed (part-time)	F	15
Berrigan (A)	70-74	Employed (part-time)	M	18
Berrigan (A)	75+		F	3
Berrigan (A)	75+		M	5
Berrigan (A)	75+	Employed (away from work)	M	3
Berrigan (A)	75+	Employed (full-time)	F	9
Berrigan (A)	75+	Employed (full-time)	M	10
Berrigan (A)	75+	Employed (part-time)	F	8
Berrigan (A)	75+	Employed (part-time)	M	21
Blacktown (C)	15-19		F	71
Blacktown (C)	15-19		M	110
Blacktown (C)	15-19	Employed (away from work)	F	106
Blacktown (C)	15-19	Employed (away from work)	M	133
Blacktown (C)	15-19	Employed (full-time)	F	425
Blacktown (C)	15-19	Employed (full-time)	M	892
Blacktown (C)	15-19	Employed (part-time)	F	2443
Blacktown (C)	15-19	Employed (part-time)	M	1803
Blacktown (C)	20-24		F	121
Blacktown (C)	20-24		M	205
Blacktown (C)	20-24	Employed (away from work)	F	126
Blacktown (C)	20-24	Employed (away from work)	M	99
Blacktown (C)	20-24	Employed (full-time)	F	2052
Blacktown (C)	20-24	Employed (full-time)	M	3183
Blacktown (C)	20-24	Employed (part-time)	F	2034
Blacktown (C)	20-24	Employed (part-time)	M	2109
Blacktown (C)	25-29		F	116
Blacktown (C)	25-29		M	181
Blacktown (C)	25-29	Employed (away from work)	F	239
Blacktown (C)	25-29	Employed (away from work)	M	116
Blacktown (C)	25-29	Employed (full-time)	F	2878
Blacktown (C)	25-29	Employed (full-time)	M	5119
Blacktown (C)	25-29	Employed (part-time)	F	1422
Blacktown (C)	25-29	Employed (part-time)	M	1113
Blacktown (C)	30-34		F	109
Blacktown (C)	30-34		M	180
Blacktown (C)	30-34	Employed (away from work)	F	321
Blacktown (C)	30-34	Employed (away from work)	M	109
Blacktown (C)	30-34	Employed (full-time)	F	2701
Blacktown (C)	30-34	Employed (full-time)	M	5957
Blacktown (C)	30-34	Employed (part-time)	F	1958
Blacktown (C)	30-34	Employed (part-time)	M	908
Blacktown (C)	35-39		F	120
Blacktown (C)	35-39		M	187
Blacktown (C)	35-39	Employed (away from work)	F	199
Blacktown (C)	35-39	Employed (away from work)	M	112
Blacktown (C)	35-39	Employed (full-time)	F	2639
Blacktown (C)	35-39	Employed (full-time)	M	5944
Blacktown (C)	35-39	Employed (part-time)	F	2153
Blacktown (C)	35-39	Employed (part-time)	M	766
Blacktown (C)	40-44		F	92
Blacktown (C)	40-44		M	145
Blacktown (C)	40-44	Employed (away from work)	F	107
Blacktown (C)	40-44	Employed (away from work)	M	104
Blacktown (C)	40-44	Employed (full-time)	F	2944
Blacktown (C)	40-44	Employed (full-time)	M	5987
Blacktown (C)	40-44	Employed (part-time)	F	2157
Blacktown (C)	40-44	Employed (part-time)	M	741
Blacktown (C)	45-49		F	106
Blacktown (C)	45-49		M	154
Blacktown (C)	45-49	Employed (away from work)	F	99
Blacktown (C)	45-49	Employed (away from work)	M	103
Blacktown (C)	45-49	Employed (full-time)	F	3049
Blacktown (C)	45-49	Employed (full-time)	M	5566
Blacktown (C)	45-49	Employed (part-time)	F	1978
Blacktown (C)	45-49	Employed (part-time)	M	755
Blacktown (C)	50-54		F	89
Blacktown (C)	50-54		M	141
Blacktown (C)	50-54	Employed (away from work)	F	107
Blacktown (C)	50-54	Employed (away from work)	M	117
Blacktown (C)	50-54	Employed (full-time)	F	2902
Blacktown (C)	50-54	Employed (full-time)	M	5352
Blacktown (C)	50-54	Employed (part-time)	F	1715
Blacktown (C)	50-54	Employed (part-time)	M	737
Blacktown (C)	55-59		F	55
Blacktown (C)	55-59		M	94
Blacktown (C)	55-59	Employed (away from work)	F	105
Blacktown (C)	55-59	Employed (away from work)	M	121
Blacktown (C)	55-59	Employed (full-time)	F	2359
Blacktown (C)	55-59	Employed (full-time)	M	4379
Blacktown (C)	55-59	Employed (part-time)	F	1498
Blacktown (C)	55-59	Employed (part-time)	M	654
Blacktown (C)	60-64		F	33
Blacktown (C)	60-64		M	61
Blacktown (C)	60-64	Employed (away from work)	F	85
Blacktown (C)	60-64	Employed (away from work)	M	113
Blacktown (C)	60-64	Employed (full-time)	F	1262
Blacktown (C)	60-64	Employed (full-time)	M	2687
Blacktown (C)	60-64	Employed (part-time)	F	1056
Blacktown (C)	60-64	Employed (part-time)	M	720
Blacktown (C)	65-69		F	17
Blacktown (C)	65-69		M	35
Blacktown (C)	65-69	Employed (away from work)	F	44
Blacktown (C)	65-69	Employed (away from work)	M	59
Blacktown (C)	65-69	Employed (full-time)	F	316
Blacktown (C)	65-69	Employed (full-time)	M	989
Blacktown (C)	65-69	Employed (part-time)	F	458
Blacktown (C)	65-69	Employed (part-time)	M	475
Blacktown (C)	70-74		F	17
Blacktown (C)	70-74		M	22
Blacktown (C)	70-74	Employed (away from work)	F	5
Blacktown (C)	70-74	Employed (away from work)	M	14
Blacktown (C)	70-74	Employed (full-time)	F	59
Blacktown (C)	70-74	Employed (full-time)	M	229
Blacktown (C)	70-74	Employed (part-time)	F	135
Blacktown (C)	70-74	Employed (part-time)	M	227
Blacktown (C)	75+		F	10
Blacktown (C)	75+		M	10
Blacktown (C)	75+	Employed (away from work)	F	8
Blacktown (C)	75+	Employed (away from work)	M	13
Blacktown (C)	75+	Employed (full-time)	F	20
Blacktown (C)	75+	Employed (full-time)	M	48
Blacktown (C)	75+	Employed (part-time)	F	40
Blacktown (C)	75+	Employed (part-time)	M	91
Bland (A)	15-19		F	4
Bland (A)	15-19		M	9
Bland (A)	15-19	Employed (away from work)	M	4
Bland (A)	15-19	Employed (full-time)	F	9
Bland (A)	15-19	Employed (full-time)	M	26
Bland (A)	15-19	Employed (part-time)	F	45
Bland (A)	15-19	Employed (part-time)	M	23
Bland (A)	20-24		M	6
Bland (A)	20-24	Employed (away from work)	F	4
Bland (A)	20-24	Employed (full-time)	F	42
Bland (A)	20-24	Employed (full-time)	M	89
Bland (A)	20-24	Employed (part-time)	F	33
Bland (A)	20-24	Employed (part-time)	M	19
Bland (A)	25-29		F	3
Bland (A)	25-29		M	3
Bland (A)	25-29	Employed (away from work)	F	3
Bland (A)	25-29	Employed (full-time)	F	46
Bland (A)	25-29	Employed (full-time)	M	97
Bland (A)	25-29	Employed (part-time)	F	36
Bland (A)	25-29	Employed (part-time)	M	18
Bland (A)	30-34		M	4
Bland (A)	30-34	Employed (away from work)	F	5
Bland (A)	30-34	Employed (full-time)	F	35
Bland (A)	30-34	Employed (full-time)	M	116
Bland (A)	30-34	Employed (part-time)	F	60
Bland (A)	30-34	Employed (part-time)	M	9
Bland (A)	35-39		F	6
Bland (A)	35-39		M	5
Bland (A)	35-39	Employed (away from work)	F	3
Bland (A)	35-39	Employed (away from work)	M	3
Bland (A)	35-39	Employed (full-time)	F	50
Bland (A)	35-39	Employed (full-time)	M	125
Bland (A)	35-39	Employed (part-time)	F	52
Bland (A)	35-39	Employed (part-time)	M	14
Bland (A)	40-44		M	3
Bland (A)	40-44	Employed (away from work)	F	3
Bland (A)	40-44	Employed (away from work)	M	7
Bland (A)	40-44	Employed (full-time)	F	65
Bland (A)	40-44	Employed (full-time)	M	124
Bland (A)	40-44	Employed (part-time)	F	53
Bland (A)	40-44	Employed (part-time)	M	14
Bland (A)	45-49		F	3
Bland (A)	45-49		M	3
Bland (A)	45-49	Employed (away from work)	M	3
Bland (A)	45-49	Employed (full-time)	F	85
Bland (A)	45-49	Employed (full-time)	M	110
Bland (A)	45-49	Employed (part-time)	F	38
Bland (A)	45-49	Employed (part-time)	M	15
Bland (A)	50-54		F	7
Bland (A)	50-54		M	3
Bland (A)	50-54	Employed (away from work)	M	5
Bland (A)	50-54	Employed (full-time)	F	53
Bland (A)	50-54	Employed (full-time)	M	138
Bland (A)	50-54	Employed (part-time)	F	51
Bland (A)	50-54	Employed (part-time)	M	22
Bland (A)	55-59		M	8
Bland (A)	55-59	Employed (away from work)	F	10
Bland (A)	55-59	Employed (away from work)	M	3
Bland (A)	55-59	Employed (full-time)	F	68
Bland (A)	55-59	Employed (full-time)	M	144
Bland (A)	55-59	Employed (part-time)	F	58
Bland (A)	55-59	Employed (part-time)	M	28
Bland (A)	60-64		M	3
Bland (A)	60-64	Employed (away from work)	F	6
Bland (A)	60-64	Employed (away from work)	M	9
Bland (A)	60-64	Employed (full-time)	F	38
Bland (A)	60-64	Employed (full-time)	M	94
Bland (A)	60-64	Employed (part-time)	F	52
Bland (A)	60-64	Employed (part-time)	M	23
Bland (A)	65-69		F	4
Bland (A)	65-69		M	3
Bland (A)	65-69	Employed (away from work)	F	6
Bland (A)	65-69	Employed (away from work)	M	4
Bland (A)	65-69	Employed (full-time)	F	15
Bland (A)	65-69	Employed (full-time)	M	51
Bland (A)	65-69	Employed (part-time)	F	18
Bland (A)	65-69	Employed (part-time)	M	14
Bland (A)	70-74		M	5
Bland (A)	70-74	Employed (away from work)	M	4
Bland (A)	70-74	Employed (full-time)	F	8
Bland (A)	70-74	Employed (full-time)	M	20
Bland (A)	70-74	Employed (part-time)	F	8
Bland (A)	70-74	Employed (part-time)	M	17
Bland (A)	75+		F	5
Bland (A)	75+		M	6
Bland (A)	75+	Employed (away from work)	M	5
Bland (A)	75+	Employed (full-time)	F	5
Bland (A)	75+	Employed (full-time)	M	21
Bland (A)	75+	Employed (part-time)	F	14
Bland (A)	75+	Employed (part-time)	M	13
Blayney (A)	15-19		F	3
Blayney (A)	15-19	Employed (away from work)	F	6
Blayney (A)	15-19	Employed (away from work)	M	3
Blayney (A)	15-19	Employed (full-time)	F	9
Blayney (A)	15-19	Employed (full-time)	M	33
Blayney (A)	15-19	Employed (part-time)	F	58
Blayney (A)	15-19	Employed (part-time)	M	38
Blayney (A)	20-24	Employed (away from work)	F	4
Blayney (A)	20-24	Employed (away from work)	M	4
Blayney (A)	20-24	Employed (full-time)	F	43
Blayney (A)	20-24	Employed (full-time)	M	89
Blayney (A)	20-24	Employed (part-time)	F	33
Blayney (A)	20-24	Employed (part-time)	M	9
Blayney (A)	25-29		F	3
Blayney (A)	25-29		M	3
Blayney (A)	25-29	Employed (away from work)	F	6
Blayney (A)	25-29	Employed (away from work)	M	9
Blayney (A)	25-29	Employed (full-time)	F	45
Blayney (A)	25-29	Employed (full-time)	M	176
Blayney (A)	25-29	Employed (part-time)	F	40
Blayney (A)	25-29	Employed (part-time)	M	13
Blayney (A)	30-34		M	3
Blayney (A)	30-34	Employed (away from work)	F	4
Blayney (A)	30-34	Employed (away from work)	M	3
Blayney (A)	30-34	Employed (full-time)	F	40
Blayney (A)	30-34	Employed (full-time)	M	167
Blayney (A)	30-34	Employed (part-time)	F	43
Blayney (A)	30-34	Employed (part-time)	M	12
Blayney (A)	35-39		M	3
Blayney (A)	35-39	Employed (away from work)	F	5
Blayney (A)	35-39	Employed (away from work)	M	8
Blayney (A)	35-39	Employed (full-time)	F	47
Blayney (A)	35-39	Employed (full-time)	M	168
Blayney (A)	35-39	Employed (part-time)	F	50
Blayney (A)	35-39	Employed (part-time)	M	7
Blayney (A)	40-44		F	3
Blayney (A)	40-44		M	6
Blayney (A)	40-44	Employed (away from work)	F	3
Blayney (A)	40-44	Employed (away from work)	M	5
Blayney (A)	40-44	Employed (full-time)	F	56
Blayney (A)	40-44	Employed (full-time)	M	195
Blayney (A)	40-44	Employed (part-time)	F	63
Blayney (A)	40-44	Employed (part-time)	M	12
Blayney (A)	45-49		F	3
Blayney (A)	45-49	Employed (away from work)	F	4
Blayney (A)	45-49	Employed (away from work)	M	5
Blayney (A)	45-49	Employed (full-time)	F	62
Blayney (A)	45-49	Employed (full-time)	M	207
Blayney (A)	45-49	Employed (part-time)	F	54
Blayney (A)	45-49	Employed (part-time)	M	14
Blayney (A)	50-54		M	3
Blayney (A)	50-54	Employed (away from work)	F	5
Blayney (A)	50-54	Employed (away from work)	M	13
Blayney (A)	50-54	Employed (full-time)	F	60
Blayney (A)	50-54	Employed (full-time)	M	142
Blayney (A)	50-54	Employed (part-time)	F	60
Blayney (A)	50-54	Employed (part-time)	M	26
Blayney (A)	55-59		M	3
Blayney (A)	55-59	Employed (away from work)	F	9
Blayney (A)	55-59	Employed (away from work)	M	7
Blayney (A)	55-59	Employed (full-time)	F	57
Blayney (A)	55-59	Employed (full-time)	M	139
Blayney (A)	55-59	Employed (part-time)	F	51
Blayney (A)	55-59	Employed (part-time)	M	11
Blayney (A)	60-64		F	3
Blayney (A)	60-64		M	3
Blayney (A)	60-64	Employed (away from work)	F	4
Blayney (A)	60-64	Employed (away from work)	M	4
Blayney (A)	60-64	Employed (full-time)	F	27
Blayney (A)	60-64	Employed (full-time)	M	117
Blayney (A)	60-64	Employed (part-time)	F	39
Blayney (A)	60-64	Employed (part-time)	M	24
Blayney (A)	65-69		M	3
Blayney (A)	65-69	Employed (away from work)	F	3
Blayney (A)	65-69	Employed (away from work)	M	3
Blayney (A)	65-69	Employed (full-time)	F	16
Blayney (A)	65-69	Employed (full-time)	M	40
Blayney (A)	65-69	Employed (part-time)	F	20
Blayney (A)	65-69	Employed (part-time)	M	19
Blayney (A)	70-74		F	4
Blayney (A)	70-74		M	6
Blayney (A)	70-74	Employed (away from work)	F	3
Blayney (A)	70-74	Employed (full-time)	F	9
Blayney (A)	70-74	Employed (full-time)	M	22
Blayney (A)	70-74	Employed (part-time)	F	11
Blayney (A)	70-74	Employed (part-time)	M	25
Blayney (A)	75+		F	3
Blayney (A)	75+		M	7
Blayney (A)	75+	Employed (away from work)	M	3
Blayney (A)	75+	Employed (full-time)	F	10
Blayney (A)	75+	Employed (full-time)	M	17
