LGA_NAME16	Age	ModeTravelToWork	NumberModes	Sex	workers
Bathurst Regional (A)	35-44	Car as driver	1	M	1277
Bathurst Regional (A)	35-44	Car as passenger	1	F	68
Bathurst Regional (A)	35-44	Car as passenger	1	M	46
Bathurst Regional (A)	35-44	Did not go to work		F	189
Bathurst Regional (A)	35-44	Did not go to work		M	89
Bathurst Regional (A)	35-44	Method of travel not stated		F	15
Bathurst Regional (A)	35-44	Method of travel not stated		M	20
Bathurst Regional (A)	35-44	Motorbike scooter	1	M	7
Bathurst Regional (A)	35-44	(Other)	1	F	3
Bathurst Regional (A)	35-44	(Other)	1	M	6
Bathurst Regional (A)	35-44	Other two methods	2	F	9
Bathurst Regional (A)	35-44	Other two methods	2	M	4
Bathurst Regional (A)	35-44	Taxi	1	M	8
Bathurst Regional (A)	35-44	Truck	1	M	27
Bathurst Regional (A)	35-44	Walked only	1	F	34
Bathurst Regional (A)	35-44	Walked only	1	M	60
Bathurst Regional (A)	35-44	Worked at home		F	104
Bathurst Regional (A)	35-44	Worked at home		M	41
Bathurst Regional (A)	45-54	Bicycle	1	F	3
Bathurst Regional (A)	45-54	Bicycle	1	M	21
Bathurst Regional (A)	45-54	Bus	1	F	3
Bathurst Regional (A)	45-54	Bus	1	M	11
Bathurst Regional (A)	45-54	Bus and car as passenger	2	M	4
Bathurst Regional (A)	45-54	Car as driver	1	F	1544
Bathurst Regional (A)	45-54	Car as driver	1	M	1349
Bathurst Regional (A)	45-54	Car as passenger	1	F	92
Bathurst Regional (A)	45-54	Car as passenger	1	M	50
Bathurst Regional (A)	45-54	Did not go to work		F	182
Bathurst Regional (A)	45-54	Did not go to work		M	86
Bathurst Regional (A)	45-54	Method of travel not stated		F	19
Bathurst Regional (A)	45-54	Method of travel not stated		M	12
Bathurst Regional (A)	45-54	Motorbike scooter	1	M	14
Bathurst Regional (A)	45-54	(Other)	1	M	7
Bathurst Regional (A)	45-54	Other two methods	2	F	6
Bathurst Regional (A)	45-54	Other two methods	2	M	10
Bathurst Regional (A)	45-54	Taxi	1	F	3
Bathurst Regional (A)	45-54	Taxi	1	M	3
Bathurst Regional (A)	45-54	Truck	1	M	37
Bathurst Regional (A)	45-54	Walked only	1	F	62
Bathurst Regional (A)	45-54	Walked only	1	M	54
Bathurst Regional (A)	45-54	Worked at home		F	107
Bathurst Regional (A)	45-54	Worked at home		M	71
Bathurst Regional (A)	55-64	Bicycle	1	M	10
Bathurst Regional (A)	55-64	Bus	1	F	7
Bathurst Regional (A)	55-64	Bus	1	M	3
Bathurst Regional (A)	55-64	Bus and car as driver	2	F	3
Bathurst Regional (A)	55-64	Car as driver	1	F	1046
Bathurst Regional (A)	55-64	Car as driver	1	M	998
Bathurst Regional (A)	55-64	Car as passenger	1	F	75
Bathurst Regional (A)	55-64	Car as passenger	1	M	31
Bathurst Regional (A)	55-64	Did not go to work		F	184
Bathurst Regional (A)	55-64	Did not go to work		M	114
Bathurst Regional (A)	55-64	Method of travel not stated		F	13
Bathurst Regional (A)	55-64	Method of travel not stated		M	19
Bathurst Regional (A)	55-64	Motorbike scooter	1	M	13
Bathurst Regional (A)	55-64	(Other)	1	F	7
Bathurst Regional (A)	55-64	(Other)	1	M	16
Bathurst Regional (A)	55-64	Other two methods	2	F	3
Bathurst Regional (A)	55-64	Other two methods	2	M	10
Bathurst Regional (A)	55-64	Taxi	1	M	3
Bathurst Regional (A)	55-64	Truck	1	M	46
Bathurst Regional (A)	55-64	Walked only	1	F	59
Bathurst Regional (A)	55-64	Walked only	1	M	60
Bathurst Regional (A)	55-64	Worked at home		F	109
Bathurst Regional (A)	55-64	Worked at home		M	85
Bathurst Regional (A)	65-74	Bicycle	1	M	3
Bathurst Regional (A)	65-74	Bus	1	M	3
Bathurst Regional (A)	65-74	Car as driver	1	F	175
Bathurst Regional (A)	65-74	Car as driver	1	M	242
Bathurst Regional (A)	65-74	Car as passenger	1	F	15
Bathurst Regional (A)	65-74	Car as passenger	1	M	9
Bathurst Regional (A)	65-74	Did not go to work		F	51
Bathurst Regional (A)	65-74	Did not go to work		M	36
Bathurst Regional (A)	65-74	Method of travel not stated		F	3
Bathurst Regional (A)	65-74	Method of travel not stated		M	5
Bathurst Regional (A)	65-74	Motorbike scooter	1	M	7
Bathurst Regional (A)	65-74	(Other)	1	M	9
Bathurst Regional (A)	65-74	Other two methods	2	F	3
Bathurst Regional (A)	65-74	Other two methods	2	M	5
Bathurst Regional (A)	65-74	Taxi	1	M	6
Bathurst Regional (A)	65-74	Truck	1	F	6
Bathurst Regional (A)	65-74	Truck	1	M	14
Bathurst Regional (A)	65-74	Walked only	1	F	15
Bathurst Regional (A)	65-74	Walked only	1	M	18
Bathurst Regional (A)	65-74	Worked at home		F	71
Bathurst Regional (A)	65-74	Worked at home		M	81
Bathurst Regional (A)	75+	Car as driver	1	F	12
Bathurst Regional (A)	75+	Car as driver	1	M	29
Bathurst Regional (A)	75+	Car as passenger	1	M	4
Bathurst Regional (A)	75+	Did not go to work		F	7
Bathurst Regional (A)	75+	Did not go to work		M	19
Bathurst Regional (A)	75+	Method of travel not stated		M	4
Bathurst Regional (A)	75+	(Other)	1	M	3
Bathurst Regional (A)	75+	Truck	1	M	6
Bathurst Regional (A)	75+	Walked only	1	M	7
Bathurst Regional (A)	75+	Worked at home		F	17
Bathurst Regional (A)	75+	Worked at home		M	36
Bega Valley (A)	15-24	Bicycle	1	M	3
Bega Valley (A)	15-24	Bus	1	F	11
Bega Valley (A)	15-24	Bus	1	M	4
Bega Valley (A)	15-24	Car as driver	1	F	391
Bega Valley (A)	15-24	Car as driver	1	M	388
Bega Valley (A)	15-24	Car as passenger	1	F	115
Bega Valley (A)	15-24	Car as passenger	1	M	101
Bega Valley (A)	15-24	Did not go to work		F	144
Bega Valley (A)	15-24	Did not go to work		M	117
Bega Valley (A)	15-24	Method of travel not stated		F	18
Bega Valley (A)	15-24	Method of travel not stated		M	19
Bega Valley (A)	15-24	Motorbike scooter	1	F	3
Bega Valley (A)	15-24	Motorbike scooter	1	M	8
Bega Valley (A)	15-24	Other two methods	2	F	4
Bega Valley (A)	15-24	Other two methods	2	M	3
Bega Valley (A)	15-24	Truck	1	M	5
Bega Valley (A)	15-24	Walked only	1	F	48
Bega Valley (A)	15-24	Walked only	1	M	36
Bega Valley (A)	15-24	Worked at home		F	7
Bega Valley (A)	15-24	Worked at home		M	5
Bega Valley (A)	25-34	Bicycle	1	F	4
Bega Valley (A)	25-34	Bicycle	1	M	8
Bega Valley (A)	25-34	Bus	1	M	3
Bega Valley (A)	25-34	Car as driver	1	F	533
Bega Valley (A)	25-34	Car as driver	1	M	554
Bega Valley (A)	25-34	Car as passenger	1	F	28
Bega Valley (A)	25-34	Car as passenger	1	M	39
Bega Valley (A)	25-34	Did not go to work		F	144
Bega Valley (A)	25-34	Did not go to work		M	68
Bega Valley (A)	25-34	Method of travel not stated		F	12
Bega Valley (A)	25-34	Method of travel not stated		M	9
Bega Valley (A)	25-34	Motorbike scooter	1	M	3
Bega Valley (A)	25-34	(Other)	1	M	5
Bega Valley (A)	25-34	Other two methods	2	F	8
Bega Valley (A)	25-34	Other two methods	2	M	9
Bega Valley (A)	25-34	Truck	1	M	14
Bega Valley (A)	25-34	Walked only	1	F	36
Bega Valley (A)	25-34	Walked only	1	M	42
Bega Valley (A)	25-34	Worked at home		F	46
Bega Valley (A)	25-34	Worked at home		M	19
Bega Valley (A)	35-44	Bicycle	1	F	7
Bega Valley (A)	35-44	Bicycle	1	M	3
Bega Valley (A)	35-44	Bus	1	F	8
Bega Valley (A)	35-44	Bus	1	M	3
Bega Valley (A)	35-44	Car as driver	1	F	781
Bega Valley (A)	35-44	Car as driver	1	M	722
Bega Valley (A)	35-44	Car as passenger	1	F	26
Bega Valley (A)	35-44	Car as passenger	1	M	30
Bega Valley (A)	35-44	Did not go to work		F	137
Bega Valley (A)	35-44	Did not go to work		M	84
Bega Valley (A)	35-44	Method of travel not stated		F	9
Bega Valley (A)	35-44	Method of travel not stated		M	11
Bega Valley (A)	35-44	Motorbike scooter	1	F	4
Bega Valley (A)	35-44	Motorbike scooter	1	M	8
Bega Valley (A)	35-44	(Other)	1	F	4
Bega Valley (A)	35-44	(Other)	1	M	10
Bega Valley (A)	35-44	Other two methods	2	M	10
Bega Valley (A)	35-44	Truck	1	M	13
Bega Valley (A)	35-44	Walked only	1	F	49
Bega Valley (A)	35-44	Walked only	1	M	47
Bega Valley (A)	35-44	Worked at home		F	77
Bega Valley (A)	35-44	Worked at home		M	64
Bega Valley (A)	45-54	Bicycle	1	F	4
Bega Valley (A)	45-54	Bicycle	1	M	9
Bega Valley (A)	45-54	Bus	1	M	3
Bega Valley (A)	45-54	Car as driver	1	F	1152
Bega Valley (A)	45-54	Car as driver	1	M	1029
Bega Valley (A)	45-54	Car as passenger	1	F	62
Bega Valley (A)	45-54	Car as passenger	1	M	22
Bega Valley (A)	45-54	Did not go to work		F	187
Bega Valley (A)	45-54	Did not go to work		M	109
Bega Valley (A)	45-54	Method of travel not stated		F	15
Bega Valley (A)	45-54	Method of travel not stated		M	15
Bega Valley (A)	45-54	Motorbike scooter	1	M	10
Bega Valley (A)	45-54	(Other)	1	F	12
Bega Valley (A)	45-54	(Other)	1	M	12
Bega Valley (A)	45-54	Other two methods	2	F	8
Bega Valley (A)	45-54	Other two methods	2	M	11
Bega Valley (A)	45-54	Truck	1	M	43
Bega Valley (A)	45-54	Walked only	1	F	77
Bega Valley (A)	45-54	Walked only	1	M	52
Bega Valley (A)	45-54	Worked at home		F	111
Bega Valley (A)	45-54	Worked at home		M	86
Bega Valley (A)	55-64	Bicycle	1	F	3
Bega Valley (A)	55-64	Bicycle	1	M	8
Bega Valley (A)	55-64	Bus	1	F	3
Bega Valley (A)	55-64	Car as driver	1	F	919
Bega Valley (A)	55-64	Car as driver	1	M	928
Bega Valley (A)	55-64	Car as passenger	1	F	31
Bega Valley (A)	55-64	Car as passenger	1	M	20
Bega Valley (A)	55-64	Did not go to work		F	229
Bega Valley (A)	55-64	Did not go to work		M	161
Bega Valley (A)	55-64	Method of travel not stated		F	17
Bega Valley (A)	55-64	Method of travel not stated		M	16
Bega Valley (A)	55-64	Motorbike scooter	1	M	19
Bega Valley (A)	55-64	(Other)	1	F	9
Bega Valley (A)	55-64	(Other)	1	M	19
Bega Valley (A)	55-64	Other three methods	3	M	3
Bega Valley (A)	55-64	Other two methods	2	F	3
Bega Valley (A)	55-64	Other two methods	2	M	9
Bega Valley (A)	55-64	Truck	1	F	3
Bega Valley (A)	55-64	Truck	1	M	35
Bega Valley (A)	55-64	Walked only	1	F	81
Bega Valley (A)	55-64	Walked only	1	M	70
Bega Valley (A)	55-64	Worked at home		F	149
Bega Valley (A)	55-64	Worked at home		M	141
Bega Valley (A)	65-74	Bicycle	1	M	6
Bega Valley (A)	65-74	Car as driver	1	F	136
Bega Valley (A)	65-74	Car as driver	1	M	199
Bega Valley (A)	65-74	Car as passenger	1	F	17
Bega Valley (A)	65-74	Did not go to work		F	58
Bega Valley (A)	65-74	Did not go to work		M	50
Bega Valley (A)	65-74	Method of travel not stated		F	11
Bega Valley (A)	65-74	Method of travel not stated		M	15
Bega Valley (A)	65-74	Motorbike scooter	1	M	3
Bega Valley (A)	65-74	(Other)	1	F	3
Bega Valley (A)	65-74	(Other)	1	M	3
Bega Valley (A)	65-74	Truck	1	M	17
Bega Valley (A)	65-74	Walked only	1	F	21
Bega Valley (A)	65-74	Walked only	1	M	34
Bega Valley (A)	65-74	Worked at home		F	83
Bega Valley (A)	65-74	Worked at home		M	96
Bega Valley (A)	75+	Car as driver	1	F	10
Bega Valley (A)	75+	Car as driver	1	M	14
Bega Valley (A)	75+	Did not go to work		M	11
Bega Valley (A)	75+	Method of travel not stated		F	3
Bega Valley (A)	75+	Method of travel not stated		M	7
Bega Valley (A)	75+	(Other)	1	M	3
Bega Valley (A)	75+	Walked only	1	M	8
Bega Valley (A)	75+	Worked at home		F	11
Bega Valley (A)	75+	Worked at home		M	40
Bellingen (A)	15-24	Bicycle	1	F	3
Bellingen (A)	15-24	Bus	1	M	5
Bellingen (A)	15-24	Car as driver	1	F	88
Bellingen (A)	15-24	Car as driver	1	M	77
Bellingen (A)	15-24	Car as passenger	1	F	25
Bellingen (A)	15-24	Car as passenger	1	M	18
Bellingen (A)	15-24	Did not go to work		F	23
Bellingen (A)	15-24	Did not go to work		M	25
Bellingen (A)	15-24	Method of travel not stated		F	7
Bellingen (A)	15-24	Method of travel not stated		M	4
Bellingen (A)	15-24	Motorbike scooter	1	M	4
Bellingen (A)	15-24	Walked only	1	F	13
Bellingen (A)	15-24	Walked only	1	M	20
Bellingen (A)	15-24	Worked at home		M	3
Bellingen (A)	25-34	Car as driver	1	F	138
Bellingen (A)	25-34	Car as driver	1	M	181
Bellingen (A)	25-34	Car as passenger	1	F	5
Bellingen (A)	25-34	Car as passenger	1	M	9
Bellingen (A)	25-34	Did not go to work		F	38
Bellingen (A)	25-34	Did not go to work		M	20
Bellingen (A)	25-34	Method of travel not stated		F	3
Bellingen (A)	25-34	Motorbike scooter	1	M	10
Bellingen (A)	25-34	(Other)	1	F	4
Bellingen (A)	25-34	Other two methods	2	M	4
Bellingen (A)	25-34	Truck	1	M	4
Bellingen (A)	25-34	Walked only	1	F	17
Bellingen (A)	25-34	Walked only	1	M	17
Bellingen (A)	25-34	Worked at home		F	27
Bellingen (A)	25-34	Worked at home		M	8
Bellingen (A)	35-44	Car as driver	1	F	200
Bellingen (A)	35-44	Car as driver	1	M	238
Bellingen (A)	35-44	Car as passenger	1	F	7
Bellingen (A)	35-44	Car as passenger	1	M	10
Bellingen (A)	35-44	Did not go to work		F	40
Bellingen (A)	35-44	Did not go to work		M	34
Bellingen (A)	35-44	Method of travel not stated		F	3
Bellingen (A)	35-44	Motorbike scooter	1	M	3
Bellingen (A)	35-44	Other two methods	2	M	4
Bellingen (A)	35-44	Walked only	1	F	20
Bellingen (A)	35-44	Walked only	1	M	17
Bellingen (A)	35-44	Worked at home		F	48
Bellingen (A)	35-44	Worked at home		M	41
Bellingen (A)	45-54	Bicycle	1	M	7
Bellingen (A)	45-54	Car as driver	1	F	299
Bellingen (A)	45-54	Car as driver	1	M	274
Bellingen (A)	45-54	Car as passenger	1	F	15
Bellingen (A)	45-54	Car as passenger	1	M	3
Bellingen (A)	45-54	Did not go to work		F	67
Bellingen (A)	45-54	Did not go to work		M	35
Bellingen (A)	45-54	Method of travel not stated		F	11
Bellingen (A)	45-54	Method of travel not stated		M	5
Bellingen (A)	45-54	Motorbike scooter	1	M	10
Bellingen (A)	45-54	(Other)	1	F	4
Bellingen (A)	45-54	(Other)	1	M	3
Bellingen (A)	45-54	Other two methods	2	F	6
Bellingen (A)	45-54	Other two methods	2	M	3
Bellingen (A)	45-54	Truck	1	M	6
Bellingen (A)	45-54	Walked only	1	F	28
Bellingen (A)	45-54	Walked only	1	M	26
Bellingen (A)	45-54	Worked at home		F	53
Bellingen (A)	45-54	Worked at home		M	62
Bellingen (A)	55-64	Bus	1	M	4
Bellingen (A)	55-64	Car as driver	1	F	260
Bellingen (A)	55-64	Car as driver	1	M	275
Bellingen (A)	55-64	Car as passenger	1	F	21
Bellingen (A)	55-64	Car as passenger	1	M	5
Bellingen (A)	55-64	Did not go to work		F	59
Bellingen (A)	55-64	Did not go to work		M	39
Bellingen (A)	55-64	Method of travel not stated		F	8
Bellingen (A)	55-64	Method of travel not stated		M	4
Bellingen (A)	55-64	Motorbike scooter	1	M	3
Bellingen (A)	55-64	(Other)	1	F	4
Bellingen (A)	55-64	(Other)	1	M	9
Bellingen (A)	55-64	Other two methods	2	F	3
Bellingen (A)	55-64	Truck	1	M	13
Bellingen (A)	55-64	Walked only	1	F	27
Bellingen (A)	55-64	Walked only	1	M	29
Bellingen (A)	55-64	Worked at home		F	75
Bellingen (A)	55-64	Worked at home		M	60
Bellingen (A)	65-74	Car as driver	1	F	29
Bellingen (A)	65-74	Car as driver	1	M	69
Bellingen (A)	65-74	Car as passenger	1	F	7
Bellingen (A)	65-74	Did not go to work		F	26
Bellingen (A)	65-74	Did not go to work		M	7
Bellingen (A)	65-74	Method of travel not stated		F	3
Bellingen (A)	65-74	(Other)	1	F	5
Bellingen (A)	65-74	(Other)	1	M	3
Bellingen (A)	65-74	Truck	1	M	5
Bellingen (A)	65-74	Walked only	1	M	16
Bellingen (A)	65-74	Worked at home		F	39
Bellingen (A)	65-74	Worked at home		M	45
Bellingen (A)	75+	Car as driver	1	F	6
Bellingen (A)	75+	Car as driver	1	M	4
Bellingen (A)	75+	(Other)	1	M	3
Bellingen (A)	75+	Truck	1	M	3
Bellingen (A)	75+	Worked at home		F	14
Bellingen (A)	75+	Worked at home		M	23
Berrigan (A)	15-24	Bicycle	1	M	3
Berrigan (A)	15-24	Car as driver	1	F	89
Berrigan (A)	15-24	Car as driver	1	M	106
Berrigan (A)	15-24	Car as passenger	1	F	16
Berrigan (A)	15-24	Car as passenger	1	M	21
Berrigan (A)	15-24	Did not go to work		F	28
Berrigan (A)	15-24	Did not go to work		M	15
Berrigan (A)	15-24	Method of travel not stated		F	8
Berrigan (A)	15-24	Method of travel not stated		M	3
Berrigan (A)	15-24	Other two methods	2	M	3
Berrigan (A)	15-24	Walked only	1	F	12
Berrigan (A)	15-24	Walked only	1	M	12
Berrigan (A)	15-24	Worked at home		F	3
Berrigan (A)	15-24	Worked at home		M	3
Berrigan (A)	25-34	Car as driver	1	F	119
Berrigan (A)	25-34	Car as driver	1	M	142
Berrigan (A)	25-34	Car as passenger	1	F	6
Berrigan (A)	25-34	Car as passenger	1	M	4
Berrigan (A)	25-34	Did not go to work		F	33
Berrigan (A)	25-34	Did not go to work		M	16
Berrigan (A)	25-34	Method of travel not stated		F	4
Berrigan (A)	25-34	Method of travel not stated		M	4
Berrigan (A)	25-34	(Other)	1	F	3
Berrigan (A)	25-34	(Other)	1	M	9
Berrigan (A)	25-34	Truck	1	M	8
Berrigan (A)	25-34	Walked only	1	F	18
Berrigan (A)	25-34	Walked only	1	M	19
Berrigan (A)	25-34	Worked at home		F	10
Berrigan (A)	25-34	Worked at home		M	10
Berrigan (A)	35-44	Car as driver	1	F	151
Berrigan (A)	35-44	Car as driver	1	M	159
Berrigan (A)	35-44	Car as passenger	1	F	3
Berrigan (A)	35-44	Car as passenger	1	M	3
Berrigan (A)	35-44	Did not go to work		F	19
Berrigan (A)	35-44	Did not go to work		M	14
Berrigan (A)	35-44	Method of travel not stated		F	3
Berrigan (A)	35-44	Method of travel not stated		M	4
Berrigan (A)	35-44	Motorbike scooter	1	M	4
Berrigan (A)	35-44	(Other)	1	M	9
Berrigan (A)	35-44	Truck	1	M	4
Berrigan (A)	35-44	Walked only	1	F	15
Berrigan (A)	35-44	Walked only	1	M	11
Berrigan (A)	35-44	Worked at home		F	40
Berrigan (A)	35-44	Worked at home		M	19
Berrigan (A)	45-54	Bicycle	1	F	4
Berrigan (A)	45-54	Bicycle	1	M	4
Berrigan (A)	45-54	Car as driver	1	F	195
Berrigan (A)	45-54	Car as driver	1	M	166
Berrigan (A)	45-54	Car as passenger	1	F	3
Berrigan (A)	45-54	Car as passenger	1	M	7
Berrigan (A)	45-54	Did not go to work		F	35
Berrigan (A)	45-54	Did not go to work		M	9
Berrigan (A)	45-54	Method of travel not stated		F	3
Berrigan (A)	45-54	Method of travel not stated		M	4
Berrigan (A)	45-54	(Other)	1	F	6
Berrigan (A)	45-54	(Other)	1	M	7
Berrigan (A)	45-54	Truck	1	M	9
Berrigan (A)	45-54	Walked only	1	F	25
Berrigan (A)	45-54	Walked only	1	M	20
Berrigan (A)	45-54	Worked at home		F	34
Berrigan (A)	45-54	Worked at home		M	37
Berrigan (A)	55-64	Bicycle	1	M	9
Berrigan (A)	55-64	Car as driver	1	F	197
Berrigan (A)	55-64	Car as driver	1	M	196
Berrigan (A)	55-64	Car as passenger	1	F	3
Berrigan (A)	55-64	Did not go to work		F	41
Berrigan (A)	55-64	Did not go to work		M	24
Berrigan (A)	55-64	Method of travel not stated		F	3
Berrigan (A)	55-64	(Other)	1	F	4
Berrigan (A)	55-64	(Other)	1	M	3
Berrigan (A)	55-64	Other two methods	2	M	4
Berrigan (A)	55-64	Truck	1	M	18
Berrigan (A)	55-64	Walked only	1	F	20
Berrigan (A)	55-64	Walked only	1	M	36
Berrigan (A)	55-64	Worked at home		F	38
Berrigan (A)	55-64	Worked at home		M	64
Berrigan (A)	65-74	Car as driver	1	F	39
Berrigan (A)	65-74	Car as driver	1	M	72
Berrigan (A)	65-74	Car as passenger	1	F	3
Berrigan (A)	65-74	Car as passenger	1	M	5
Berrigan (A)	65-74	Did not go to work		F	13
Berrigan (A)	65-74	Did not go to work		M	8
Berrigan (A)	65-74	Method of travel not stated		F	3
Berrigan (A)	65-74	Method of travel not stated		M	3
Berrigan (A)	65-74	Truck	1	M	4
Berrigan (A)	65-74	Walked only	1	F	8
Berrigan (A)	65-74	Walked only	1	M	10
Berrigan (A)	65-74	Worked at home		F	17
Berrigan (A)	65-74	Worked at home		M	38
Berrigan (A)	75+	Car as driver	1	F	4
Berrigan (A)	75+	Car as driver	1	M	12
Berrigan (A)	75+	Did not go to work		F	3
Berrigan (A)	75+	Did not go to work		M	3
Berrigan (A)	75+	Method of travel not stated		M	5
Berrigan (A)	75+	Walked only	1	F	4
Berrigan (A)	75+	Walked only	1	M	4
Berrigan (A)	75+	Worked at home		F	5
Berrigan (A)	75+	Worked at home		M	9
Blacktown (C)	15-24	Bicycle	1	F	11
Blacktown (C)	15-24	Bicycle	1	M	27
Blacktown (C)	15-24	Bus	1	F	375
Blacktown (C)	15-24	Bus	1	M	263
Blacktown (C)	15-24	Bus and car as driver	2	F	9
Blacktown (C)	15-24	Bus and car as driver	2	M	5
Blacktown (C)	15-24	Bus and car as passenger	2	F	55
Blacktown (C)	15-24	Bus and car as passenger	2	M	28
Blacktown (C)	15-24	Bus and other	2	F	5
Blacktown (C)	15-24	Bus and two other methods excludes train	3	M	3
Blacktown (C)	15-24	Car as driver	1	F	3635
Blacktown (C)	15-24	Car as driver	1	M	4835
Blacktown (C)	15-24	Car as passenger	1	F	1273
Blacktown (C)	15-24	Car as passenger	1	M	1339
Blacktown (C)	15-24	Did not go to work		F	1137
Blacktown (C)	15-24	Did not go to work		M	857
Blacktown (C)	15-24	Method of travel not stated		F	91
Blacktown (C)	15-24	Method of travel not stated		M	136
Blacktown (C)	15-24	Motorbike scooter	1	F	3
Blacktown (C)	15-24	Motorbike scooter	1	M	84
Blacktown (C)	15-24	(Other)	1	F	18
Blacktown (C)	15-24	(Other)	1	M	30
Blacktown (C)	15-24	Other three methods	3	F	3
Blacktown (C)	15-24	Other three methods	3	M	3
Blacktown (C)	15-24	Other two methods	2	F	39
Blacktown (C)	15-24	Other two methods	2	M	75
Blacktown (C)	15-24	Taxi	1	F	10
Blacktown (C)	15-24	Taxi	1	M	8
Blacktown (C)	15-24	Train	1	F	207
Blacktown (C)	15-24	Train	1	M	275
Blacktown (C)	15-24	Train and bus	2	F	150
Blacktown (C)	15-24	Train and bus	2	M	139
Blacktown (C)	15-24	Train and car as driver	2	F	22
Blacktown (C)	15-24	Train and car as driver	2	M	15
Blacktown (C)	15-24	Train and car as passenger	2	F	20
Blacktown (C)	15-24	Train and car as passenger	2	M	23
Blacktown (C)	15-24	Train and other	2	M	4
Blacktown (C)	15-24	Train and two other methods	3	F	42
Blacktown (C)	15-24	Train and two other methods	3	M	37
Blacktown (C)	15-24	Truck	1	M	80
Blacktown (C)	15-24	Walked only	1	F	219
Blacktown (C)	15-24	Walked only	1	M	203
Blacktown (C)	15-24	Worked at home		F	60
Blacktown (C)	15-24	Worked at home		M	54
Blacktown (C)	25-34	Bicycle	1	F	11
Blacktown (C)	25-34	Bicycle	1	M	48
Blacktown (C)	25-34	Bus	1	F	218
Blacktown (C)	25-34	Bus	1	M	169
Blacktown (C)	25-34	Bus and car as driver	2	F	7
Blacktown (C)	25-34	Bus and car as driver	2	M	8
Blacktown (C)	25-34	Bus and car as passenger	2	F	15
Blacktown (C)	25-34	Bus and car as passenger	2	M	8
Blacktown (C)	25-34	Bus and two other methods excludes train	3	F	4
Blacktown (C)	25-34	Car as driver	1	F	6481
Blacktown (C)	25-34	Car as driver	1	M	10706
Blacktown (C)	25-34	Car as passenger	1	F	482
Blacktown (C)	25-34	Car as passenger	1	M	562
Blacktown (C)	25-34	Did not go to work		F	1116
Blacktown (C)	25-34	Did not go to work		M	573
