STE_NAME16	Age	EmploymentStatus	HoursWorked.min	workers
Victoria	15-19	Owner managers of incorporated enterprises	40	26
Victoria	15-19	Owner managers of incorporated enterprises	41	9
Victoria	15-19	Owner managers of incorporated enterprises	49	26
Victoria	15-19	Owner managers of unincorporated enterprises		31
Victoria	15-19	Owner managers of unincorporated enterprises	0	36
Victoria	15-19	Owner managers of unincorporated enterprises	1	552
Victoria	15-19	Owner managers of unincorporated enterprises	16	93
Victoria	15-19	Owner managers of unincorporated enterprises	25	49
Victoria	15-19	Owner managers of unincorporated enterprises	35	40
Victoria	15-19	Owner managers of unincorporated enterprises	40	55
Victoria	15-19	Owner managers of unincorporated enterprises	41	21
Victoria	15-19	Owner managers of unincorporated enterprises	49	68
Victoria	20-24			595
Victoria	20-24		0	127
Victoria	20-24		1	362
Victoria	20-24		16	286
Victoria	20-24		25	229
Victoria	20-24		35	337
Victoria	20-24		40	327
Victoria	20-24		41	104
Victoria	20-24		49	121
Victoria	20-24	Contributing family workers		111
Victoria	20-24	Contributing family workers	0	59
Victoria	20-24	Contributing family workers	1	538
Victoria	20-24	Contributing family workers	16	195
Victoria	20-24	Contributing family workers	25	121
Victoria	20-24	Contributing family workers	35	65
Victoria	20-24	Contributing family workers	40	78
Victoria	20-24	Contributing family workers	41	32
Victoria	20-24	Contributing family workers	49	82
Victoria	20-24	Employee		5996
Victoria	20-24	Employee	0	6533
Victoria	20-24	Employee	1	51529
Victoria	20-24	Employee	16	38305
Victoria	20-24	Employee	25	27765
Victoria	20-24	Employee	35	45274
Victoria	20-24	Employee	40	40015
Victoria	20-24	Employee	41	16262
Victoria	20-24	Employee	49	12241
Victoria	20-24	Owner managers of incorporated enterprises		50
Victoria	20-24	Owner managers of incorporated enterprises	0	52
Victoria	20-24	Owner managers of incorporated enterprises	1	240
Victoria	20-24	Owner managers of incorporated enterprises	16	227
Victoria	20-24	Owner managers of incorporated enterprises	25	206
Victoria	20-24	Owner managers of incorporated enterprises	35	253
Victoria	20-24	Owner managers of incorporated enterprises	40	415
Victoria	20-24	Owner managers of incorporated enterprises	41	166
Victoria	20-24	Owner managers of incorporated enterprises	49	433
Victoria	20-24	Owner managers of unincorporated enterprises		158
Victoria	20-24	Owner managers of unincorporated enterprises	0	170
Victoria	20-24	Owner managers of unincorporated enterprises	1	1378
Victoria	20-24	Owner managers of unincorporated enterprises	16	747
Victoria	20-24	Owner managers of unincorporated enterprises	25	778
Victoria	20-24	Owner managers of unincorporated enterprises	35	592
Victoria	20-24	Owner managers of unincorporated enterprises	40	1195
Victoria	20-24	Owner managers of unincorporated enterprises	41	477
Victoria	20-24	Owner managers of unincorporated enterprises	49	863
Victoria	25-29			608
Victoria	25-29		0	150
Victoria	25-29		1	201
Victoria	25-29		16	241
Victoria	25-29		25	207
Victoria	25-29		35	404
Victoria	25-29		40	461
Victoria	25-29		41	153
Victoria	25-29		49	229
Victoria	25-29	Contributing family workers		134
Victoria	25-29	Contributing family workers	0	57
Victoria	25-29	Contributing family workers	1	517
Victoria	25-29	Contributing family workers	16	238
Victoria	25-29	Contributing family workers	25	191
Victoria	25-29	Contributing family workers	35	115
Victoria	25-29	Contributing family workers	40	201
Victoria	25-29	Contributing family workers	41	67
Victoria	25-29	Contributing family workers	49	302
Victoria	25-29	Employee		5643
Victoria	25-29	Employee	0	9061
Victoria	25-29	Employee	1	20128
Victoria	25-29	Employee	16	26264
Victoria	25-29	Employee	25	26689
Victoria	25-29	Employee	35	71146
Victoria	25-29	Employee	40	69208
Victoria	25-29	Employee	41	32650
Victoria	25-29	Employee	49	30918
Victoria	25-29	Owner managers of incorporated enterprises		175
Victoria	25-29	Owner managers of incorporated enterprises	0	175
Victoria	25-29	Owner managers of incorporated enterprises	1	398
Victoria	25-29	Owner managers of incorporated enterprises	16	499
Victoria	25-29	Owner managers of incorporated enterprises	25	580
Victoria	25-29	Owner managers of incorporated enterprises	35	1001
Victoria	25-29	Owner managers of incorporated enterprises	40	1936
Victoria	25-29	Owner managers of incorporated enterprises	41	804
Victoria	25-29	Owner managers of incorporated enterprises	49	2554
Victoria	25-29	Owner managers of unincorporated enterprises		321
Victoria	25-29	Owner managers of unincorporated enterprises	0	361
Victoria	25-29	Owner managers of unincorporated enterprises	1	1725
Victoria	25-29	Owner managers of unincorporated enterprises	16	1498
Victoria	25-29	Owner managers of unincorporated enterprises	25	1898
Victoria	25-29	Owner managers of unincorporated enterprises	35	1543
Victoria	25-29	Owner managers of unincorporated enterprises	40	3157
Victoria	25-29	Owner managers of unincorporated enterprises	41	1386
Victoria	25-29	Owner managers of unincorporated enterprises	49	2662
Victoria	30-34			525
Victoria	30-34		0	191
Victoria	30-34		1	187
Victoria	30-34		16	221
Victoria	30-34		25	199
Victoria	30-34		35	387
Victoria	30-34		40	444
Victoria	30-34		41	146
Victoria	30-34		49	283
Victoria	30-34	Contributing family workers		170
Victoria	30-34	Contributing family workers	0	115
Victoria	30-34	Contributing family workers	1	834
Victoria	30-34	Contributing family workers	16	380
Victoria	30-34	Contributing family workers	25	320
Victoria	30-34	Contributing family workers	35	165
Victoria	30-34	Contributing family workers	40	310
Victoria	30-34	Contributing family workers	41	96
Victoria	30-34	Contributing family workers	49	491
Victoria	30-34	Employee		4613
Victoria	30-34	Employee	0	14020
Victoria	30-34	Employee	1	17476
Victoria	30-34	Employee	16	25175
Victoria	30-34	Employee	25	25223
Victoria	30-34	Employee	35	66453
Victoria	30-34	Employee	40	68629
Victoria	30-34	Employee	41	32271
Victoria	30-34	Employee	49	35053
Victoria	30-34	Owner managers of incorporated enterprises		317
Victoria	30-34	Owner managers of incorporated enterprises	0	363
Victoria	30-34	Owner managers of incorporated enterprises	1	991
Victoria	30-34	Owner managers of incorporated enterprises	16	946
Victoria	30-34	Owner managers of incorporated enterprises	25	1304
Victoria	30-34	Owner managers of incorporated enterprises	35	1898
Victoria	30-34	Owner managers of incorporated enterprises	40	3917
Victoria	30-34	Owner managers of incorporated enterprises	41	1575
Victoria	30-34	Owner managers of incorporated enterprises	49	5761
Victoria	30-34	Owner managers of unincorporated enterprises		427
Victoria	30-34	Owner managers of unincorporated enterprises	0	542
Victoria	30-34	Owner managers of unincorporated enterprises	1	2989
Victoria	30-34	Owner managers of unincorporated enterprises	16	2022
Victoria	30-34	Owner managers of unincorporated enterprises	25	2687
Victoria	30-34	Owner managers of unincorporated enterprises	35	1967
Victoria	30-34	Owner managers of unincorporated enterprises	40	4030
Victoria	30-34	Owner managers of unincorporated enterprises	41	1649
Victoria	30-34	Owner managers of unincorporated enterprises	49	4080
Victoria	35-39			518
Victoria	35-39		0	154
Victoria	35-39		1	228
Victoria	35-39		16	187
Victoria	35-39		25	227
Victoria	35-39		35	322
Victoria	35-39		40	409
Victoria	35-39		41	153
Victoria	35-39		49	360
Victoria	35-39	Contributing family workers		169
Victoria	35-39	Contributing family workers	0	119
Victoria	35-39	Contributing family workers	1	1085
Victoria	35-39	Contributing family workers	16	463
Victoria	35-39	Contributing family workers	25	431
Victoria	35-39	Contributing family workers	35	212
Victoria	35-39	Contributing family workers	40	413
Victoria	35-39	Contributing family workers	41	120
Victoria	35-39	Contributing family workers	49	671
Victoria	35-39	Employee		3585
Victoria	35-39	Employee	0	10038
Victoria	35-39	Employee	1	16860
Victoria	35-39	Employee	16	25142
Victoria	35-39	Employee	25	25414
Victoria	35-39	Employee	35	53826
Victoria	35-39	Employee	40	56448
Victoria	35-39	Employee	41	26709
Victoria	35-39	Employee	49	32777
Victoria	35-39	Owner managers of incorporated enterprises		348
Victoria	35-39	Owner managers of incorporated enterprises	0	357
Victoria	35-39	Owner managers of incorporated enterprises	1	1355
Victoria	35-39	Owner managers of incorporated enterprises	16	1303
Victoria	35-39	Owner managers of incorporated enterprises	25	1911
Victoria	35-39	Owner managers of incorporated enterprises	35	2107
Victoria	35-39	Owner managers of incorporated enterprises	40	5017
Victoria	35-39	Owner managers of incorporated enterprises	41	1965
Victoria	35-39	Owner managers of incorporated enterprises	49	7681
Victoria	35-39	Owner managers of unincorporated enterprises		415
Victoria	35-39	Owner managers of unincorporated enterprises	0	543
Victoria	35-39	Owner managers of unincorporated enterprises	1	3674
Victoria	35-39	Owner managers of unincorporated enterprises	16	2502
Victoria	35-39	Owner managers of unincorporated enterprises	25	2978
Victoria	35-39	Owner managers of unincorporated enterprises	35	1911
Victoria	35-39	Owner managers of unincorporated enterprises	40	3903
Victoria	35-39	Owner managers of unincorporated enterprises	41	1631
Victoria	35-39	Owner managers of unincorporated enterprises	49	4536
Victoria	40-44			466
Victoria	40-44		0	118
Victoria	40-44		1	282
Victoria	40-44		16	213
Victoria	40-44		25	257
Victoria	40-44		35	373
Victoria	40-44		40	455
Victoria	40-44		41	185
Victoria	40-44		49	410
Victoria	40-44	Contributing family workers		208
Victoria	40-44	Contributing family workers	0	127
Victoria	40-44	Contributing family workers	1	1067
Victoria	40-44	Contributing family workers	16	498
Victoria	40-44	Contributing family workers	25	482
Victoria	40-44	Contributing family workers	35	220
Victoria	40-44	Contributing family workers	40	488
Victoria	40-44	Contributing family workers	41	170
Victoria	40-44	Contributing family workers	49	927
Victoria	40-44	Employee		3375
Victoria	40-44	Employee	0	6209
Victoria	40-44	Employee	1	16601
Victoria	40-44	Employee	16	25167
Victoria	40-44	Employee	25	29161
Victoria	40-44	Employee	35	49377
Victoria	40-44	Employee	40	53449
Victoria	40-44	Employee	41	26420
Victoria	40-44	Employee	49	33828
Victoria	40-44	Owner managers of incorporated enterprises		416
Victoria	40-44	Owner managers of incorporated enterprises	0	404
Victoria	40-44	Owner managers of incorporated enterprises	1	1583
Victoria	40-44	Owner managers of incorporated enterprises	16	1536
Victoria	40-44	Owner managers of incorporated enterprises	25	2488
Victoria	40-44	Owner managers of incorporated enterprises	35	2448
Victoria	40-44	Owner managers of incorporated enterprises	40	5998
Victoria	40-44	Owner managers of incorporated enterprises	41	2509
Victoria	40-44	Owner managers of incorporated enterprises	49	9869
Victoria	40-44	Owner managers of unincorporated enterprises		417
Victoria	40-44	Owner managers of unincorporated enterprises	0	506
Victoria	40-44	Owner managers of unincorporated enterprises	1	3923
Victoria	40-44	Owner managers of unincorporated enterprises	16	2726
Victoria	40-44	Owner managers of unincorporated enterprises	25	3669
Victoria	40-44	Owner managers of unincorporated enterprises	35	2169
Victoria	40-44	Owner managers of unincorporated enterprises	40	4452
Victoria	40-44	Owner managers of unincorporated enterprises	41	1889
Victoria	40-44	Owner managers of unincorporated enterprises	49	5461
Victoria	45-49			506
Victoria	45-49		0	153
Victoria	45-49		1	271
Victoria	45-49		16	198
Victoria	45-49		25	306
Victoria	45-49		35	388
Victoria	45-49		40	493
Victoria	45-49		41	176
Victoria	45-49		49	439
Victoria	45-49	Contributing family workers		229
Victoria	45-49	Contributing family workers	0	119
Victoria	45-49	Contributing family workers	1	997
Victoria	45-49	Contributing family workers	16	499
Victoria	45-49	Contributing family workers	25	515
Victoria	45-49	Contributing family workers	35	256
Victoria	45-49	Contributing family workers	40	565
Victoria	45-49	Contributing family workers	41	223
