STE_NAME16	Age	ModeTravelToWork	NumberModes	Sex	workers
Australian Capital Territory	25-34	Bus and car as passenger	2	F	129
Australian Capital Territory	25-34	Bus and car as passenger	2	M	58
Australian Capital Territory	25-34	Bus and other	2	F	47
Australian Capital Territory	25-34	Bus and other	2	M	61
Australian Capital Territory	25-34	Bus and two other methods excludes train	3	F	22
Australian Capital Territory	25-34	Bus and two other methods excludes train	3	M	27
Australian Capital Territory	25-34	Car as driver	1	F	16212
Australian Capital Territory	25-34	Car as driver	1	M	19034
Australian Capital Territory	25-34	Car as passenger	1	F	2469
Australian Capital Territory	25-34	Car as passenger	1	M	1177
Australian Capital Territory	25-34	Did not go to work		F	3913
Australian Capital Territory	25-34	Did not go to work		M	1624
Australian Capital Territory	25-34	Ferry	1	F	7
Australian Capital Territory	25-34	Ferry	1	M	10
Australian Capital Territory	25-34	Method of travel not stated		F	126
Australian Capital Territory	25-34	Method of travel not stated		M	179
Australian Capital Territory	25-34	Motorbike scooter	1	F	54
Australian Capital Territory	25-34	Motorbike scooter	1	M	464
Australian Capital Territory	25-34	(Other)	1	F	93
Australian Capital Territory	25-34	(Other)	1	M	172
Australian Capital Territory	25-34	Other three methods	3	F	10
Australian Capital Territory	25-34	Other three methods	3	M	28
Australian Capital Territory	25-34	Other two methods	2	F	202
Australian Capital Territory	25-34	Other two methods	2	M	302
Australian Capital Territory	25-34	Taxi	1	F	39
Australian Capital Territory	25-34	Taxi	1	M	66
Australian Capital Territory	25-34	Train	1	F	12
Australian Capital Territory	25-34	Train	1	M	27
Australian Capital Territory	25-34	Train and bus	2	F	4
Australian Capital Territory	25-34	Train and bus	2	M	4
Australian Capital Territory	25-34	Train and car as driver	2	F	10
Australian Capital Territory	25-34	Train and car as driver	2	M	7
Australian Capital Territory	25-34	Train and other	2	M	3
Australian Capital Territory	25-34	Train and two other methods	3	F	4
Australian Capital Territory	25-34	Train and two other methods	3	M	10
Australian Capital Territory	25-34	Tram includes light rail	1	F	7
Australian Capital Territory	25-34	Tram includes light rail	1	M	4
Australian Capital Territory	25-34	Truck	1	F	5
Australian Capital Territory	25-34	Truck	1	M	177
Australian Capital Territory	25-34	Walked only	1	F	1548
Australian Capital Territory	25-34	Walked only	1	M	1726
Australian Capital Territory	25-34	Worked at home		F	640
Australian Capital Territory	25-34	Worked at home		M	318
Australian Capital Territory	35-44	Bicycle	1	F	374
Australian Capital Territory	35-44	Bicycle	1	M	1092
Australian Capital Territory	35-44	Bus	1	F	1129
Australian Capital Territory	35-44	Bus	1	M	1448
Australian Capital Territory	35-44	Bus and car as driver	2	F	130
Australian Capital Territory	35-44	Bus and car as driver	2	M	127
Australian Capital Territory	35-44	Bus and car as passenger	2	F	71
Australian Capital Territory	35-44	Bus and car as passenger	2	M	55
Australian Capital Territory	35-44	Bus and other	2	F	31
Australian Capital Territory	35-44	Bus and other	2	M	32
Australian Capital Territory	35-44	Bus and two other methods excludes train	3	F	18
Australian Capital Territory	35-44	Bus and two other methods excludes train	3	M	26
Australian Capital Territory	35-44	Car as driver	1	F	17552
Australian Capital Territory	35-44	Car as driver	1	M	19396
Australian Capital Territory	35-44	Car as passenger	1	F	1630
Australian Capital Territory	35-44	Car as passenger	1	M	786
Australian Capital Territory	35-44	Did not go to work		F	2970
Australian Capital Territory	35-44	Did not go to work		M	1432
Australian Capital Territory	35-44	Ferry	1	M	6
Australian Capital Territory	35-44	Method of travel not stated		F	123
Australian Capital Territory	35-44	Method of travel not stated		M	157
Australian Capital Territory	35-44	Motorbike scooter	1	F	63
Australian Capital Territory	35-44	Motorbike scooter	1	M	491
Australian Capital Territory	35-44	(Other)	1	F	79
Australian Capital Territory	35-44	(Other)	1	M	156
Australian Capital Territory	35-44	Other three methods	3	F	11
Australian Capital Territory	35-44	Other three methods	3	M	17
Australian Capital Territory	35-44	Other two methods	2	F	185
Australian Capital Territory	35-44	Other two methods	2	M	272
Australian Capital Territory	35-44	Taxi	1	F	37
Australian Capital Territory	35-44	Taxi	1	M	57
Australian Capital Territory	35-44	Train	1	F	6
Australian Capital Territory	35-44	Train	1	M	31
Australian Capital Territory	35-44	Train and bus	2	F	4
Australian Capital Territory	35-44	Train and bus	2	M	3
Australian Capital Territory	35-44	Train and car as driver	2	F	9
Australian Capital Territory	35-44	Train and car as driver	2	M	9
Australian Capital Territory	35-44	Train and two other methods	3	F	4
Australian Capital Territory	35-44	Train and two other methods	3	M	14
Australian Capital Territory	35-44	Tram includes light rail	1	M	5
Australian Capital Territory	35-44	Truck	1	F	4
Australian Capital Territory	35-44	Truck	1	M	229
Australian Capital Territory	35-44	Walked only	1	F	701
Australian Capital Territory	35-44	Walked only	1	M	845
Australian Capital Territory	35-44	Worked at home		F	1016
Australian Capital Territory	35-44	Worked at home		M	566
Australian Capital Territory	45-54	Bicycle	1	F	370
Australian Capital Territory	45-54	Bicycle	1	M	956
Australian Capital Territory	45-54	Bus	1	F	1110
Australian Capital Territory	45-54	Bus	1	M	1091
Australian Capital Territory	45-54	Bus and car as driver	2	F	139
Australian Capital Territory	45-54	Bus and car as driver	2	M	84
Australian Capital Territory	45-54	Bus and car as passenger	2	F	65
Australian Capital Territory	45-54	Bus and car as passenger	2	M	42
Australian Capital Territory	45-54	Bus and ferry	2	M	3
Australian Capital Territory	45-54	Bus and other	2	F	22
Australian Capital Territory	45-54	Bus and other	2	M	29
Australian Capital Territory	45-54	Bus and two other methods excludes train	3	F	13
Australian Capital Territory	45-54	Bus and two other methods excludes train	3	M	17
Australian Capital Territory	45-54	Car as driver	1	F	16592
Australian Capital Territory	45-54	Car as driver	1	M	17234
Australian Capital Territory	45-54	Car as passenger	1	F	1853
Australian Capital Territory	45-54	Car as passenger	1	M	618
Australian Capital Territory	45-54	Did not go to work		F	1862
Australian Capital Territory	45-54	Did not go to work		M	1356
Australian Capital Territory	45-54	Ferry	1	F	5
Australian Capital Territory	45-54	Ferry	1	M	8
Australian Capital Territory	45-54	Method of travel not stated		F	115
Australian Capital Territory	45-54	Method of travel not stated		M	132
Australian Capital Territory	45-54	Motorbike scooter	1	F	65
Australian Capital Territory	45-54	Motorbike scooter	1	M	561
Australian Capital Territory	45-54	(Other)	1	F	82
Australian Capital Territory	45-54	(Other)	1	M	161
Australian Capital Territory	45-54	Other three methods	3	F	9
Australian Capital Territory	45-54	Other three methods	3	M	15
Australian Capital Territory	45-54	Other two methods	2	F	153
Australian Capital Territory	45-54	Other two methods	2	M	217
Australian Capital Territory	45-54	Taxi	1	F	27
Australian Capital Territory	45-54	Taxi	1	M	58
Australian Capital Territory	45-54	Train	1	F	15
Australian Capital Territory	45-54	Train	1	M	21
Australian Capital Territory	45-54	Train and bus	2	M	7
Australian Capital Territory	45-54	Train and car as driver	2	F	11
Australian Capital Territory	45-54	Train and car as driver	2	M	13
Australian Capital Territory	45-54	Train and car as passenger	2	F	3
Australian Capital Territory	45-54	Train and other	2	M	3
Australian Capital Territory	45-54	Train and two other methods	3	F	4
Australian Capital Territory	45-54	Train and two other methods	3	M	4
Australian Capital Territory	45-54	Tram includes light rail	1	F	10
Australian Capital Territory	45-54	Tram includes light rail	1	M	3
Australian Capital Territory	45-54	Truck	1	F	4
Australian Capital Territory	45-54	Truck	1	M	259
Australian Capital Territory	45-54	Walked only	1	F	595
Australian Capital Territory	45-54	Walked only	1	M	629
Australian Capital Territory	45-54	Worked at home		F	838
Australian Capital Territory	45-54	Worked at home		M	627
Australian Capital Territory	55-64	Bicycle	1	F	145
Australian Capital Territory	55-64	Bicycle	1	M	445
Australian Capital Territory	55-64	Bus	1	F	719
Australian Capital Territory	55-64	Bus	1	M	705
Australian Capital Territory	55-64	Bus and car as driver	2	F	65
Australian Capital Territory	55-64	Bus and car as driver	2	M	60
Australian Capital Territory	55-64	Bus and car as passenger	2	F	49
Australian Capital Territory	55-64	Bus and car as passenger	2	M	15
Australian Capital Territory	55-64	Bus and other	2	F	9
Australian Capital Territory	55-64	Bus and other	2	M	14
Australian Capital Territory	55-64	Bus and two other methods excludes train	3	F	10
Australian Capital Territory	55-64	Bus and two other methods excludes train	3	M	3
Australian Capital Territory	55-64	Car as driver	1	F	8745
Australian Capital Territory	55-64	Car as driver	1	M	10073
Australian Capital Territory	55-64	Car as passenger	1	F	1062
Australian Capital Territory	55-64	Car as passenger	1	M	370
Australian Capital Territory	55-64	Did not go to work		F	1594
Australian Capital Territory	55-64	Did not go to work		M	1110
Australian Capital Territory	55-64	Ferry	1	F	3
Australian Capital Territory	55-64	Ferry	1	M	3
Australian Capital Territory	55-64	Method of travel not stated		F	90
Australian Capital Territory	55-64	Method of travel not stated		M	78
Australian Capital Territory	55-64	Motorbike scooter	1	F	18
Australian Capital Territory	55-64	Motorbike scooter	1	M	252
Australian Capital Territory	55-64	(Other)	1	F	40
Australian Capital Territory	55-64	(Other)	1	M	103
Australian Capital Territory	55-64	Other three methods	3	F	10
Australian Capital Territory	55-64	Other three methods	3	M	10
Australian Capital Territory	55-64	Other two methods	2	F	81
Australian Capital Territory	55-64	Other two methods	2	M	116
Australian Capital Territory	55-64	Taxi	1	F	17
Australian Capital Territory	55-64	Taxi	1	M	20
Australian Capital Territory	55-64	Train	1	M	10
Australian Capital Territory	55-64	Train and bus	2	F	5
Australian Capital Territory	55-64	Train and car as driver	2	F	3
Australian Capital Territory	55-64	Train and car as driver	2	M	9
Australian Capital Territory	55-64	Train and other	2	M	3
Australian Capital Territory	55-64	Train and two other methods	3	F	3
Australian Capital Territory	55-64	Tram includes light rail	1	F	5
Australian Capital Territory	55-64	Tram includes light rail	1	M	3
Australian Capital Territory	55-64	Truck	1	F	3
Australian Capital Territory	55-64	Truck	1	M	197
Australian Capital Territory	55-64	Walked only	1	F	354
Australian Capital Territory	55-64	Walked only	1	M	460
Australian Capital Territory	55-64	Worked at home		F	677
Australian Capital Territory	55-64	Worked at home		M	612
Australian Capital Territory	65-74	Bicycle	1	F	10
Australian Capital Territory	65-74	Bicycle	1	M	48
Australian Capital Territory	65-74	Bus	1	F	120
Australian Capital Territory	65-74	Bus	1	M	123
Australian Capital Territory	65-74	Bus and car as driver	2	F	11
Australian Capital Territory	65-74	Bus and car as driver	2	M	15
Australian Capital Territory	65-74	Bus and car as passenger	2	F	7
Australian Capital Territory	65-74	Bus and other	2	M	3
Australian Capital Territory	65-74	Car as driver	1	F	1422
Australian Capital Territory	65-74	Car as driver	1	M	2251
Australian Capital Territory	65-74	Car as passenger	1	F	160
Australian Capital Territory	65-74	Car as passenger	1	M	83
Australian Capital Territory	65-74	Did not go to work		F	413
Australian Capital Territory	65-74	Did not go to work		M	464
Australian Capital Territory	65-74	Method of travel not stated		F	35
Australian Capital Territory	65-74	Method of travel not stated		M	42
Australian Capital Territory	65-74	Motorbike scooter	1	M	25
Australian Capital Territory	65-74	(Other)	1	F	15
Australian Capital Territory	65-74	(Other)	1	M	46
Australian Capital Territory	65-74	Other two methods	2	F	9
Australian Capital Territory	65-74	Other two methods	2	M	25
Australian Capital Territory	65-74	Taxi	1	F	4
Australian Capital Territory	65-74	Taxi	1	M	3
Australian Capital Territory	65-74	Train	1	M	3
Australian Capital Territory	65-74	Truck	1	M	112
Australian Capital Territory	65-74	Walked only	1	F	70
Australian Capital Territory	65-74	Walked only	1	M	93
Australian Capital Territory	65-74	Worked at home		F	319
Australian Capital Territory	65-74	Worked at home		M	437
Australian Capital Territory	75+	Bicycle	1	M	3
Australian Capital Territory	75+	Bus	1	F	3
Australian Capital Territory	75+	Bus	1	M	10
Australian Capital Territory	75+	Bus and car as driver	2	M	3
Australian Capital Territory	75+	Car as driver	1	F	104
Australian Capital Territory	75+	Car as driver	1	M	192
Australian Capital Territory	75+	Car as passenger	1	F	6
Australian Capital Territory	75+	Car as passenger	1	M	8
Australian Capital Territory	75+	Did not go to work		F	42
Australian Capital Territory	75+	Did not go to work		M	69
Australian Capital Territory	75+	Method of travel not stated		F	24
Australian Capital Territory	75+	Method of travel not stated		M	22
Australian Capital Territory	75+	Motorbike scooter	1	M	3
Australian Capital Territory	75+	(Other)	1	F	3
Australian Capital Territory	75+	(Other)	1	M	9
Australian Capital Territory	75+	Truck	1	M	7
Australian Capital Territory	75+	Walked only	1	F	3
Australian Capital Territory	75+	Walked only	1	M	11
Australian Capital Territory	75+	Worked at home		F	62
Australian Capital Territory	75+	Worked at home		M	106
Other Territories	15-24	Bus	1	M	3
Other Territories	15-24	Bus and ferry	2	F	3
Other Territories	15-24	Car as driver	1	F	50
Other Territories	15-24	Car as driver	1	M	68
Other Territories	15-24	Car as passenger	1	F	10
Other Territories	15-24	Car as passenger	1	M	6
Other Territories	15-24	Did not go to work		F	6
Other Territories	15-24	Did not go to work		M	11
Other Territories	15-24	Ferry	1	M	3
Other Territories	15-24	Method of travel not stated		M	3
Other Territories	15-24	Motorbike scooter	1	F	4
Other Territories	15-24	Motorbike scooter	1	M	9
Other Territories	15-24	(Other)	1	F	5
Other Territories	15-24	(Other)	1	M	7
Other Territories	15-24	Walked only	1	F	12
Other Territories	15-24	Walked only	1	M	21
Other Territories	15-24	Worked at home		F	3
Other Territories	25-34	Bicycle	1	M	4
Other Territories	25-34	Bus	1	F	10
Other Territories	25-34	Bus	1	M	13
Other Territories	25-34	Bus and ferry	2	F	6
Other Territories	25-34	Car as driver	1	F	111
Other Territories	25-34	Car as driver	1	M	122
Other Territories	25-34	Car as passenger	1	F	22
Other Territories	25-34	Car as passenger	1	M	21
Other Territories	25-34	Did not go to work		F	29
Other Territories	25-34	Did not go to work		M	37
Other Territories	25-34	Ferry	1	M	4
Other Territories	25-34	Method of travel not stated		F	3
Other Territories	25-34	Method of travel not stated		M	4
Other Territories	25-34	Motorbike scooter	1	F	3
Other Territories	25-34	Motorbike scooter	1	M	5
Other Territories	25-34	(Other)	1	F	4
Other Territories	25-34	(Other)	1	M	18
Other Territories	25-34	Other two methods	2	M	3
Other Territories	25-34	Train	1	F	3
Other Territories	25-34	Truck	1	M	3
Other Territories	25-34	Walked only	1	F	22
Other Territories	25-34	Walked only	1	M	40
Other Territories	25-34	Worked at home		F	8
Other Territories	25-34	Worked at home		M	3
Other Territories	35-44	Bicycle	1	F	3
Other Territories	35-44	Bicycle	1	M	3
Other Territories	35-44	Bus	1	F	3
Other Territories	35-44	Bus	1	M	11
Other Territories	35-44	Bus and ferry	2	F	3
Other Territories	35-44	Bus and ferry	2	M	3
Other Territories	35-44	Bus and two other methods excludes train	3	M	4
Other Territories	35-44	Car as driver	1	F	167
Other Territories	35-44	Car as driver	1	M	185
Other Territories	35-44	Car as passenger	1	F	11
Other Territories	35-44	Car as passenger	1	M	10
Other Territories	35-44	Did not go to work		F	24
Other Territories	35-44	Did not go to work		M	28
Other Territories	35-44	Ferry	1	F	3
Other Territories	35-44	Ferry	1	M	8
Other Territories	35-44	Method of travel not stated		F	4
Other Territories	35-44	Method of travel not stated		M	3
Other Territories	35-44	Motorbike scooter	1	M	12
Other Territories	35-44	(Other)	1	M	15
Other Territories	35-44	Other three methods	3	M	3
Other Territories	35-44	Other two methods	2	M	7
Other Territories	35-44	Truck	1	M	12
Other Territories	35-44	Walked only	1	F	14
Other Territories	35-44	Walked only	1	M	20
Other Territories	35-44	Worked at home		F	10
Other Territories	35-44	Worked at home		M	14
Other Territories	45-54	Bicycle	1	F	3
Other Territories	45-54	Bicycle	1	M	4
Other Territories	45-54	Bus	1	F	9
Other Territories	45-54	Bus	1	M	13
Other Territories	45-54	Bus and ferry	2	M	3
Other Territories	45-54	Car as driver	1	F	168
Other Territories	45-54	Car as driver	1	M	204
Other Territories	45-54	Car as passenger	1	F	18
Other Territories	45-54	Car as passenger	1	M	16
Other Territories	45-54	Did not go to work		F	23
Other Territories	45-54	Did not go to work		M	37
Other Territories	45-54	Ferry	1	F	6
Other Territories	45-54	Ferry	1	M	3
Other Territories	45-54	Method of travel not stated		F	3
Other Territories	45-54	Method of travel not stated		M	4
Other Territories	45-54	Motorbike scooter	1	M	6
Other Territories	45-54	(Other)	1	F	5
Other Territories	45-54	(Other)	1	M	10
Other Territories	45-54	Other two methods	2	F	3
Other Territories	45-54	Other two methods	2	M	5
Other Territories	45-54	Truck	1	M	25
Other Territories	45-54	Walked only	1	F	22
Other Territories	45-54	Walked only	1	M	18
Other Territories	45-54	Worked at home		F	15
Other Territories	45-54	Worked at home		M	10
Other Territories	55-64	Bicycle	1	M	3
Other Territories	55-64	Bus	1	F	4
Other Territories	55-64	Bus	1	M	6
Other Territories	55-64	Car as driver	1	F	132
Other Territories	55-64	Car as driver	1	M	185
Other Territories	55-64	Car as passenger	1	F	17
Other Territories	55-64	Car as passenger	1	M	3
Other Territories	55-64	Did not go to work		F	31
Other Territories	55-64	Did not go to work		M	49
Other Territories	55-64	Ferry	1	M	3
Other Territories	55-64	Method of travel not stated		F	3
Other Territories	55-64	Method of travel not stated		M	12
Other Territories	55-64	Motorbike scooter	1	M	3
Other Territories	55-64	(Other)	1	F	3
Other Territories	55-64	(Other)	1	M	12
Other Territories	55-64	Other two methods	2	F	4
Other Territories	55-64	Other two methods	2	M	3
Other Territories	55-64	Truck	1	M	20
Other Territories	55-64	Walked only	1	F	17
Other Territories	55-64	Walked only	1	M	16
Other Territories	55-64	Worked at home		F	7
Other Territories	55-64	Worked at home		M	22
Other Territories	65-74	Car as driver	1	F	60
Other Territories	65-74	Car as driver	1	M	89
Other Territories	65-74	Car as passenger	1	F	4
Other Territories	65-74	Did not go to work		F	10
Other Territories	65-74	Did not go to work		M	16
Other Territories	65-74	Ferry	1	M	3
Other Territories	65-74	Method of travel not stated		M	3
Other Territories	65-74	Motorbike scooter	1	M	4
Other Territories	65-74	Other two methods	2	M	3
Other Territories	65-74	Truck	1	F	3
Other Territories	65-74	Truck	1	M	6
Other Territories	65-74	Walked only	1	F	3
Other Territories	65-74	Walked only	1	M	3
Other Territories	65-74	Worked at home		F	4
Other Territories	65-74	Worked at home		M	5
Other Territories	75+	Car as driver	1	F	7
Other Territories	75+	Car as driver	1	M	11
Other Territories	75+	Method of travel not stated		M	3
Other Territories	75+	Walked only	1	M	3
Other Territories	75+	Worked at home		M	4
