STE_NAME16	CountryOfBirth	EmploymentStatus	Sex	workers
Australian Capital Territory		Owner managers of incorporated enterprises	M	469
Australian Capital Territory		Owner managers of unincorporated enterprises	F	266
Australian Capital Territory		Owner managers of unincorporated enterprises	M	410
Australian Capital Territory		Status in employment not stated	F	82
Australian Capital Territory		Status in employment not stated	M	103
Australian Capital Territory	AUS	Contributing family workers	F	427
Australian Capital Territory	AUS	Contributing family workers	M	406
Australian Capital Territory	AUS	Employee	F	76352
Australian Capital Territory	AUS	Employee	M	71577
Australian Capital Territory	AUS	Owner managers of incorporated enterprises	F	1774
Australian Capital Territory	AUS	Owner managers of incorporated enterprises	M	5146
Australian Capital Territory	AUS	Owner managers of unincorporated enterprises	F	2348
Australian Capital Territory	AUS	Owner managers of unincorporated enterprises	M	4022
Australian Capital Territory	AUS	Status in employment not stated	F	331
Australian Capital Territory	AUS	Status in employment not stated	M	444
Australian Capital Territory	CAN	Contributing family workers	M	8
Australian Capital Territory	CAN	Employee	F	422
Australian Capital Territory	CAN	Employee	M	345
Australian Capital Territory	CAN	Owner managers of incorporated enterprises	F	6
Australian Capital Territory	CAN	Owner managers of incorporated enterprises	M	25
Australian Capital Territory	CAN	Owner managers of unincorporated enterprises	F	18
Australian Capital Territory	CAN	Owner managers of unincorporated enterprises	M	18
Australian Capital Territory	CHN	Contributing family workers	F	41
Australian Capital Territory	CHN	Contributing family workers	M	36
Australian Capital Territory	CHN	Employee	F	2344
Australian Capital Territory	CHN	Employee	M	1827
Australian Capital Territory	CHN	Owner managers of incorporated enterprises	F	101
Australian Capital Territory	CHN	Owner managers of incorporated enterprises	M	172
Australian Capital Territory	CHN	Owner managers of unincorporated enterprises	F	94
Australian Capital Territory	CHN	Owner managers of unincorporated enterprises	M	99
Australian Capital Territory	CHN	Status in employment not stated	F	5
Australian Capital Territory	CHN	Status in employment not stated	M	7
Australian Capital Territory	HRV	Contributing family workers	F	8
Australian Capital Territory	HRV	Contributing family workers	M	10
Australian Capital Territory	HRV	Employee	F	177
Australian Capital Territory	HRV	Employee	M	145
Australian Capital Territory	HRV	Owner managers of incorporated enterprises	F	8
Australian Capital Territory	HRV	Owner managers of incorporated enterprises	M	54
Australian Capital Territory	HRV	Owner managers of unincorporated enterprises	F	10
Australian Capital Territory	HRV	Owner managers of unincorporated enterprises	M	42
Australian Capital Territory	HRV	Status in employment not stated	F	3
Australian Capital Territory	HRV	Status in employment not stated	M	3
Australian Capital Territory	EGY	Contributing family workers	M	3
Australian Capital Territory	EGY	Employee	F	71
Australian Capital Territory	EGY	Employee	M	128
Australian Capital Territory	EGY	Owner managers of incorporated enterprises	F	5
Australian Capital Territory	EGY	Owner managers of incorporated enterprises	M	9
Australian Capital Territory	EGY	Owner managers of unincorporated enterprises	F	6
Australian Capital Territory	EGY	Owner managers of unincorporated enterprises	M	7
Australian Capital Territory	EGY	Status in employment not stated	F	3
Australian Capital Territory	FJI	Employee	F	335
Australian Capital Territory	FJI	Employee	M	294
Australian Capital Territory	FJI	Owner managers of incorporated enterprises	F	4
Australian Capital Territory	FJI	Owner managers of incorporated enterprises	M	13
Australian Capital Territory	FJI	Owner managers of unincorporated enterprises	F	5
Australian Capital Territory	FJI	Owner managers of unincorporated enterprises	M	10
Australian Capital Territory	FJI	Status in employment not stated	M	3
Australian Capital Territory	MKD	Contributing family workers	F	6
Australian Capital Territory	MKD	Contributing family workers	M	8
Australian Capital Territory	MKD	Employee	F	192
Australian Capital Territory	MKD	Employee	M	172
Australian Capital Territory	MKD	Owner managers of incorporated enterprises	F	3
Australian Capital Territory	MKD	Owner managers of incorporated enterprises	M	31
Australian Capital Territory	MKD	Owner managers of unincorporated enterprises	F	5
Australian Capital Territory	MKD	Owner managers of unincorporated enterprises	M	9
Australian Capital Territory	MKD	Status in employment not stated	F	3
Australian Capital Territory	DEU	Contributing family workers	F	5
Australian Capital Territory	DEU	Contributing family workers	M	8
Australian Capital Territory	DEU	Employee	F	460
Australian Capital Territory	DEU	Employee	M	420
Australian Capital Territory	DEU	Owner managers of incorporated enterprises	F	12
Australian Capital Territory	DEU	Owner managers of incorporated enterprises	M	39
Australian Capital Territory	DEU	Owner managers of unincorporated enterprises	F	33
Australian Capital Territory	DEU	Owner managers of unincorporated enterprises	M	40
Australian Capital Territory	DEU	Status in employment not stated	F	6
Australian Capital Territory	DEU	Status in employment not stated	M	3
Australian Capital Territory	GRC	Contributing family workers	F	5
Australian Capital Territory	GRC	Contributing family workers	M	5
Australian Capital Territory	GRC	Employee	F	100
Australian Capital Territory	GRC	Employee	M	111
Australian Capital Territory	GRC	Owner managers of incorporated enterprises	F	15
Australian Capital Territory	GRC	Owner managers of incorporated enterprises	M	29
Australian Capital Territory	GRC	Owner managers of unincorporated enterprises	F	11
Australian Capital Territory	GRC	Owner managers of unincorporated enterprises	M	16
Australian Capital Territory	GRC	Status in employment not stated	M	3
Australian Capital Territory	HKG	Contributing family workers	F	4
Australian Capital Territory	HKG	Contributing family workers	M	4
Australian Capital Territory	HKG	Employee	F	506
Australian Capital Territory	HKG	Employee	M	438
Australian Capital Territory	HKG	Owner managers of incorporated enterprises	F	17
Australian Capital Territory	HKG	Owner managers of incorporated enterprises	M	55
Australian Capital Territory	HKG	Owner managers of unincorporated enterprises	F	11
Australian Capital Territory	HKG	Owner managers of unincorporated enterprises	M	25
Australian Capital Territory	IND	Contributing family workers	F	19
Australian Capital Territory	IND	Contributing family workers	M	25
Australian Capital Territory	IND	Employee	F	2968
Australian Capital Territory	IND	Employee	M	3886
Australian Capital Territory	IND	Owner managers of incorporated enterprises	F	68
Australian Capital Territory	IND	Owner managers of incorporated enterprises	M	266
Australian Capital Territory	IND	Owner managers of unincorporated enterprises	F	64
Australian Capital Territory	IND	Owner managers of unincorporated enterprises	M	131
Australian Capital Territory	IND	Status in employment not stated	F	21
Australian Capital Territory	IND	Status in employment not stated	M	30
Australian Capital Territory	IDN	Employee	F	365
Australian Capital Territory	IDN	Employee	M	270
Australian Capital Territory	IDN	Owner managers of incorporated enterprises	F	12
Australian Capital Territory	IDN	Owner managers of incorporated enterprises	M	6
Australian Capital Territory	IDN	Owner managers of unincorporated enterprises	F	14
Australian Capital Territory	IDN	Owner managers of unincorporated enterprises	M	11
Australian Capital Territory	IDN	Status in employment not stated	F	3
Australian Capital Territory	IRN	Contributing family workers	M	3
Australian Capital Territory	IRN	Employee	F	183
Australian Capital Territory	IRN	Employee	M	241
Australian Capital Territory	IRN	Owner managers of incorporated enterprises	F	11
Australian Capital Territory	IRN	Owner managers of incorporated enterprises	M	38
Australian Capital Territory	IRN	Owner managers of unincorporated enterprises	F	6
Australian Capital Territory	IRN	Owner managers of unincorporated enterprises	M	19
Australian Capital Territory	IRN	Status in employment not stated	M	3
Australian Capital Territory	IRQ	Employee	F	49
Australian Capital Territory	IRQ	Employee	M	103
Australian Capital Territory	IRQ	Owner managers of incorporated enterprises	F	3
Australian Capital Territory	IRQ	Owner managers of incorporated enterprises	M	15
Australian Capital Territory	IRQ	Owner managers of unincorporated enterprises	F	9
Australian Capital Territory	IRQ	Owner managers of unincorporated enterprises	M	14
Australian Capital Territory	IRL	Employee	F	242
Australian Capital Territory	IRL	Employee	M	237
Australian Capital Territory	IRL	Owner managers of incorporated enterprises	F	9
Australian Capital Territory	IRL	Owner managers of incorporated enterprises	M	35
Australian Capital Territory	IRL	Owner managers of unincorporated enterprises	F	6
Australian Capital Territory	IRL	Owner managers of unincorporated enterprises	M	17
Australian Capital Territory	IRL	Status in employment not stated	M	3
Australian Capital Territory	ITA	Contributing family workers	F	5
Australian Capital Territory	ITA	Contributing family workers	M	13
Australian Capital Territory	ITA	Employee	F	270
Australian Capital Territory	ITA	Employee	M	307
Australian Capital Territory	ITA	Owner managers of incorporated enterprises	F	11
Australian Capital Territory	ITA	Owner managers of incorporated enterprises	M	69
Australian Capital Territory	ITA	Owner managers of unincorporated enterprises	F	22
Australian Capital Territory	ITA	Owner managers of unincorporated enterprises	M	62
Australian Capital Territory	ITA	Status in employment not stated	M	4
Australian Capital Territory	JPN	Employee	F	271
Australian Capital Territory	JPN	Employee	M	91
Australian Capital Territory	JPN	Owner managers of incorporated enterprises	F	4
Australian Capital Territory	JPN	Owner managers of incorporated enterprises	M	7
Australian Capital Territory	JPN	Owner managers of unincorporated enterprises	F	12
Australian Capital Territory	JPN	Owner managers of unincorporated enterprises	M	6
Australian Capital Territory	JPN	Status in employment not stated	F	3
Australian Capital Territory	JPN	Status in employment not stated	M	3
Australian Capital Territory	LBN	Contributing family workers	F	3
Australian Capital Territory	LBN	Contributing family workers	M	3
Australian Capital Territory	LBN	Employee	F	78
Australian Capital Territory	LBN	Employee	M	83
Australian Capital Territory	LBN	Owner managers of incorporated enterprises	F	4
Australian Capital Territory	LBN	Owner managers of incorporated enterprises	M	13
Australian Capital Territory	LBN	Owner managers of unincorporated enterprises	F	7
Australian Capital Territory	LBN	Owner managers of unincorporated enterprises	M	26
Australian Capital Territory	LBN	Status in employment not stated	M	3
Australian Capital Territory	MYS	Contributing family workers	F	5
Australian Capital Territory	MYS	Contributing family workers	M	6
Australian Capital Territory	MYS	Employee	F	738
Australian Capital Territory	MYS	Employee	M	658
Australian Capital Territory	MYS	Owner managers of incorporated enterprises	F	35
Australian Capital Territory	MYS	Owner managers of incorporated enterprises	M	38
Australian Capital Territory	MYS	Owner managers of unincorporated enterprises	F	30
Australian Capital Territory	MYS	Owner managers of unincorporated enterprises	M	39
Australian Capital Territory	MYS	Status in employment not stated	M	6
Australian Capital Territory	MLT	Employee	F	48
Australian Capital Territory	MLT	Employee	M	56
Australian Capital Territory	MLT	Owner managers of incorporated enterprises	M	9
Australian Capital Territory	MLT	Owner managers of unincorporated enterprises	F	3
Australian Capital Territory	MLT	Owner managers of unincorporated enterprises	M	9
Australian Capital Territory	MLT	Status in employment not stated	F	3
Australian Capital Territory	NLD	Contributing family workers	F	3
Australian Capital Territory	NLD	Contributing family workers	M	4
Australian Capital Territory	NLD	Employee	F	178
Australian Capital Territory	NLD	Employee	M	188
Australian Capital Territory	NLD	Owner managers of incorporated enterprises	F	6
Australian Capital Territory	NLD	Owner managers of incorporated enterprises	M	18
Australian Capital Territory	NLD	Owner managers of unincorporated enterprises	F	13
Australian Capital Territory	NLD	Owner managers of unincorporated enterprises	M	17
Australian Capital Territory	NZL	Contributing family workers	F	11
Australian Capital Territory	NZL	Contributing family workers	M	17
Australian Capital Territory	NZL	Employee	F	1586
Australian Capital Territory	NZL	Employee	M	1648
Australian Capital Territory	NZL	Owner managers of incorporated enterprises	F	51
Australian Capital Territory	NZL	Owner managers of incorporated enterprises	M	105
Australian Capital Territory	NZL	Owner managers of unincorporated enterprises	F	59
Australian Capital Territory	NZL	Owner managers of unincorporated enterprises	M	100
Australian Capital Territory	NZL	Status in employment not stated	F	8
Australian Capital Territory	NZL	Status in employment not stated	M	9
Australian Capital Territory	PAK	Contributing family workers	F	6
Australian Capital Territory	PAK	Employee	F	292
Australian Capital Territory	PAK	Employee	M	734
Australian Capital Territory	PAK	Owner managers of incorporated enterprises	F	10
Australian Capital Territory	PAK	Owner managers of incorporated enterprises	M	43
Australian Capital Territory	PAK	Owner managers of unincorporated enterprises	F	12
Australian Capital Territory	PAK	Owner managers of unincorporated enterprises	M	42
Australian Capital Territory	PAK	Status in employment not stated	F	3
Australian Capital Territory	PAK	Status in employment not stated	M	4
Australian Capital Territory	PHL	Contributing family workers	F	5
Australian Capital Territory	PHL	Contributing family workers	M	9
Australian Capital Territory	PHL	Employee	F	1598
Australian Capital Territory	PHL	Employee	M	1028
Australian Capital Territory	PHL	Owner managers of incorporated enterprises	F	19
Australian Capital Territory	PHL	Owner managers of incorporated enterprises	M	25
Australian Capital Territory	PHL	Owner managers of unincorporated enterprises	F	25
Australian Capital Territory	PHL	Owner managers of unincorporated enterprises	M	14
Australian Capital Territory	PHL	Status in employment not stated	F	11
Australian Capital Territory	PHL	Status in employment not stated	M	5
Australian Capital Territory	POL	Employee	F	251
Australian Capital Territory	POL	Employee	M	191
Australian Capital Territory	POL	Owner managers of incorporated enterprises	F	15
Australian Capital Territory	POL	Owner managers of incorporated enterprises	M	29
Australian Capital Territory	POL	Owner managers of unincorporated enterprises	F	13
Australian Capital Territory	POL	Owner managers of unincorporated enterprises	M	32
Australian Capital Territory	SGP	Employee	F	277
Australian Capital Territory	SGP	Employee	M	258
Australian Capital Territory	SGP	Owner managers of incorporated enterprises	F	4
Australian Capital Territory	SGP	Owner managers of incorporated enterprises	M	13
Australian Capital Territory	SGP	Owner managers of unincorporated enterprises	F	6
Australian Capital Territory	SGP	Owner managers of unincorporated enterprises	M	13
Australian Capital Territory	ZAF	Contributing family workers	F	3
Australian Capital Territory	ZAF	Employee	F	684
Australian Capital Territory	ZAF	Employee	M	665
Australian Capital Territory	ZAF	Owner managers of incorporated enterprises	F	14
Australian Capital Territory	ZAF	Owner managers of incorporated enterprises	M	55
Australian Capital Territory	ZAF	Owner managers of unincorporated enterprises	F	21
Australian Capital Territory	ZAF	Owner managers of unincorporated enterprises	M	33
Australian Capital Territory	ZAF	Status in employment not stated	M	4
Australian Capital Territory	KOR	Contributing family workers	F	6
Australian Capital Territory	KOR	Contributing family workers	M	9
Australian Capital Territory	KOR	Employee	F	608
Australian Capital Territory	KOR	Employee	M	554
Australian Capital Territory	KOR	Owner managers of incorporated enterprises	F	26
Australian Capital Territory	KOR	Owner managers of incorporated enterprises	M	96
Australian Capital Territory	KOR	Owner managers of unincorporated enterprises	F	29
Australian Capital Territory	KOR	Owner managers of unincorporated enterprises	M	41
Australian Capital Territory	KOR	Status in employment not stated	F	3
Australian Capital Territory	KOR	Status in employment not stated	M	5
Australian Capital Territory	LKA	Contributing family workers	F	5
Australian Capital Territory	LKA	Contributing family workers	M	3
Australian Capital Territory	LKA	Employee	F	861
Australian Capital Territory	LKA	Employee	M	916
Australian Capital Territory	LKA	Owner managers of incorporated enterprises	F	10
Australian Capital Territory	LKA	Owner managers of incorporated enterprises	M	32
Australian Capital Territory	LKA	Owner managers of unincorporated enterprises	F	23
Australian Capital Territory	LKA	Owner managers of unincorporated enterprises	M	28
Australian Capital Territory	LKA	Status in employment not stated	F	3
Australian Capital Territory	LKA	Status in employment not stated	M	3
Australian Capital Territory	THA	Contributing family workers	F	8
Australian Capital Territory	THA	Contributing family workers	M	3
Australian Capital Territory	THA	Employee	F	495
Australian Capital Territory	THA	Employee	M	249
Australian Capital Territory	THA	Owner managers of incorporated enterprises	F	21
Australian Capital Territory	THA	Owner managers of incorporated enterprises	M	14
Australian Capital Territory	THA	Owner managers of unincorporated enterprises	F	26
Australian Capital Territory	THA	Owner managers of unincorporated enterprises	M	11
Australian Capital Territory	THA	Status in employment not stated	F	6
Australian Capital Territory	TUR	Employee	F	46
Australian Capital Territory	TUR	Employee	M	73
Australian Capital Territory	TUR	Owner managers of incorporated enterprises	F	3
Australian Capital Territory	TUR	Owner managers of incorporated enterprises	M	11
Australian Capital Territory	TUR	Owner managers of unincorporated enterprises	F	5
Australian Capital Territory	TUR	Owner managers of unincorporated enterprises	M	10
Australian Capital Territory	TUR	Status in employment not stated	M	4
Australian Capital Territory	GBR	Contributing family workers	F	24
Australian Capital Territory	GBR	Contributing family workers	M	22
Australian Capital Territory	GBR	Employee	F	3865
Australian Capital Territory	GBR	Employee	M	4497
Australian Capital Territory	GBR	Owner managers of incorporated enterprises	F	122
Australian Capital Territory	GBR	Owner managers of incorporated enterprises	M	311
Australian Capital Territory	GBR	Owner managers of unincorporated enterprises	F	190
Australian Capital Territory	GBR	Owner managers of unincorporated enterprises	M	274
Australian Capital Territory	GBR	Status in employment not stated	F	17
Australian Capital Territory	GBR	Status in employment not stated	M	23
Australian Capital Territory	USA	Contributing family workers	F	6
Australian Capital Territory	USA	Contributing family workers	M	6
Australian Capital Territory	USA	Employee	F	790
Australian Capital Territory	USA	Employee	M	761
Australian Capital Territory	USA	Owner managers of incorporated enterprises	F	28
Australian Capital Territory	USA	Owner managers of incorporated enterprises	M	43
Australian Capital Territory	USA	Owner managers of unincorporated enterprises	F	48
Australian Capital Territory	USA	Owner managers of unincorporated enterprises	M	30
Australian Capital Territory	USA	Status in employment not stated	F	6
Australian Capital Territory	USA	Status in employment not stated	M	3
Australian Capital Territory	VNM	Contributing family workers	F	17
Australian Capital Territory	VNM	Contributing family workers	M	24
Australian Capital Territory	VNM	Employee	F	994
Australian Capital Territory	VNM	Employee	M	833
Australian Capital Territory	VNM	Owner managers of incorporated enterprises	F	41
Australian Capital Territory	VNM	Owner managers of incorporated enterprises	M	59
Australian Capital Territory	VNM	Owner managers of unincorporated enterprises	F	63
Australian Capital Territory	VNM	Owner managers of unincorporated enterprises	M	71
Australian Capital Territory	VNM	Status in employment not stated	F	13
Australian Capital Territory	VNM	Status in employment not stated	M	12
Australian Capital Territory	ZWE	Employee	F	230
Australian Capital Territory	ZWE	Employee	M	226
Australian Capital Territory	ZWE	Owner managers of incorporated enterprises	F	4
Australian Capital Territory	ZWE	Owner managers of incorporated enterprises	M	13
Australian Capital Territory	ZWE	Owner managers of unincorporated enterprises	F	4
Australian Capital Territory	ZWE	Owner managers of unincorporated enterprises	M	5
Other Territories		Contributing family workers	M	3
Other Territories		Employee	F	38
Other Territories		Employee	M	76
Other Territories		Owner managers of incorporated enterprises	F	7
Other Territories		Owner managers of incorporated enterprises	M	7
Other Territories		Owner managers of unincorporated enterprises	M	16
Other Territories		Status in employment not stated	M	4
Other Territories	AUS	Contributing family workers	F	5
Other Territories	AUS	Contributing family workers	M	12
Other Territories	AUS	Employee	F	594
Other Territories	AUS	Employee	M	840
Other Territories	AUS	Owner managers of incorporated enterprises	F	16
Other Territories	AUS	Owner managers of incorporated enterprises	M	34
Other Territories	AUS	Owner managers of unincorporated enterprises	F	56
Other Territories	AUS	Owner managers of unincorporated enterprises	M	90
Other Territories	AUS	Status in employment not stated	F	15
Other Territories	AUS	Status in employment not stated	M	16
Other Territories	CAN	Employee	M	4
Other Territories	CHN	Contributing family workers	M	3
Other Territories	CHN	Employee	F	14
Other Territories	CHN	Employee	M	16
Other Territories	CHN	Owner managers of incorporated enterprises	F	3
Other Territories	CHN	Owner managers of incorporated enterprises	M	3
Other Territories	FJI	Employee	F	24
Other Territories	FJI	Employee	M	12
Other Territories	DEU	Employee	F	3
Other Territories	DEU	Employee	M	3
Other Territories	HKG	Employee	M	3
Other Territories	IND	Employee	F	5
Other Territories	IND	Employee	M	11
Other Territories	IDN	Employee	F	3
Other Territories	IDN	Employee	M	3
Other Territories	IRL	Employee	M	4
Other Territories	MYS	Contributing family workers	F	7
Other Territories	MYS	Contributing family workers	M	6
Other Territories	MYS	Employee	F	93
Other Territories	MYS	Employee	M	145
Other Territories	MYS	Owner managers of incorporated enterprises	F	4
Other Territories	MYS	Owner managers of incorporated enterprises	M	3
Other Territories	MYS	Owner managers of unincorporated enterprises	F	9
Other Territories	MYS	Owner managers of unincorporated enterprises	M	3
Other Territories	MYS	Status in employment not stated	M	6
Other Territories	NLD	Employee	F	5
Other Territories	NZL	Contributing family workers	F	4
Other Territories	NZL	Contributing family workers	M	4
Other Territories	NZL	Employee	F	110
Other Territories	NZL	Employee	M	73
Other Territories	NZL	Owner managers of incorporated enterprises	M	10
Other Territories	NZL	Owner managers of unincorporated enterprises	F	28
Other Territories	NZL	Owner managers of unincorporated enterprises	M	37
Other Territories	NZL	Status in employment not stated	F	5
Other Territories	NZL	Status in employment not stated	M	3
Other Territories	PAK	Employee	M	3
Other Territories	PHL	Employee	F	17
Other Territories	PHL	Employee	M	17
Other Territories	PHL	Owner managers of unincorporated enterprises	F	4
Other Territories	POL	Employee	M	4
Other Territories	SGP	Employee	F	8
Other Territories	SGP	Employee	M	24
Other Territories	ZAF	Employee	F	7
Other Territories	ZAF	Employee	M	13
Other Territories	ZAF	Owner managers of incorporated enterprises	M	4
Other Territories	KOR	Employee	F	3
Other Territories	THA	Employee	F	9
Other Territories	THA	Employee	M	8
Other Territories	GBR	Contributing family workers	M	4
Other Territories	GBR	Employee	F	39
Other Territories	GBR	Employee	M	61
Other Territories	GBR	Owner managers of incorporated enterprises	F	3
Other Territories	GBR	Owner managers of incorporated enterprises	M	8
Other Territories	GBR	Owner managers of unincorporated enterprises	F	3
Other Territories	GBR	Owner managers of unincorporated enterprises	M	8
Other Territories	USA	Employee	M	3
Other Territories	ZWE	Employee	F	4
