STE_NAME16	Age	EmploymentStatus	LabourForceStatus	Sex	workers
Victoria	30-34		Employed (part-time)	M	268
Victoria	30-34	Contributing family workers		F	171
Victoria	30-34	Contributing family workers		M	113
Victoria	30-34	Contributing family workers	Employed (part-time)	F	379
Victoria	30-34	Contributing family workers	Employed (part-time)	F	1122
Victoria	30-34	Contributing family workers	Employed (part-time)	M	680
Victoria	30-34	Contributing family workers	Employed (part-time)	M	411
Victoria	30-34	Employee		F	12803
Victoria	30-34	Employee		M	5828
Victoria	30-34	Employee	Employed (part-time)	F	77309
Victoria	30-34	Employee	Employed (part-time)	F	49150
Victoria	30-34	Employee	Employed (part-time)	M	125103
Victoria	30-34	Employee	Employed (part-time)	M	18722
Victoria	30-34	Owner managers of incorporated enterprises		F	253
Victoria	30-34	Owner managers of incorporated enterprises		M	425
Victoria	30-34	Owner managers of incorporated enterprises	Employed (part-time)	F	2259
Victoria	30-34	Owner managers of incorporated enterprises	Employed (part-time)	F	1831
Victoria	30-34	Owner managers of incorporated enterprises	Employed (part-time)	M	10893
Victoria	30-34	Owner managers of incorporated enterprises	Employed (part-time)	M	1407
Victoria	30-34	Owner managers of unincorporated enterprises		F	431
Victoria	30-34	Owner managers of unincorporated enterprises		M	537
Victoria	30-34	Owner managers of unincorporated enterprises	Employed (part-time)	F	2775
Victoria	30-34	Owner managers of unincorporated enterprises	Employed (part-time)	F	4537
Victoria	30-34	Owner managers of unincorporated enterprises	Employed (part-time)	M	8945
Victoria	30-34	Owner managers of unincorporated enterprises	Employed (part-time)	M	3147
Victoria	35-39			F	296
Victoria	35-39			M	382
Victoria	35-39		Employed (part-time)	F	340
Victoria	35-39		Employed (part-time)	F	376
Victoria	35-39		Employed (part-time)	M	902
Victoria	35-39		Employed (part-time)	M	261
Victoria	35-39	Contributing family workers		F	175
Victoria	35-39	Contributing family workers		M	116
Victoria	35-39	Contributing family workers	Employed (part-time)	F	560
Victoria	35-39	Contributing family workers	Employed (part-time)	F	1521
Victoria	35-39	Contributing family workers	Employed (part-time)	M	857
Victoria	35-39	Contributing family workers	Employed (part-time)	M	449
Victoria	35-39	Employee		F	8806
Victoria	35-39	Employee		M	4811
Victoria	35-39	Employee	Employed (part-time)	F	57209
Victoria	35-39	Employee	Employed (part-time)	F	53629
Victoria	35-39	Employee	Employed (part-time)	M	112545
Victoria	35-39	Employee	Employed (part-time)	M	13793
Victoria	35-39	Owner managers of incorporated enterprises		F	252
Victoria	35-39	Owner managers of incorporated enterprises		M	459
Victoria	35-39	Owner managers of incorporated enterprises	Employed (part-time)	F	2877
Victoria	35-39	Owner managers of incorporated enterprises	Employed (part-time)	F	2880
Victoria	35-39	Owner managers of incorporated enterprises	Employed (part-time)	M	13889
Victoria	35-39	Owner managers of incorporated enterprises	Employed (part-time)	M	1682
Victoria	35-39	Owner managers of unincorporated enterprises		F	423
Victoria	35-39	Owner managers of unincorporated enterprises		M	533
Victoria	35-39	Owner managers of unincorporated enterprises	Employed (part-time)	F	2936
Victoria	35-39	Owner managers of unincorporated enterprises	Employed (part-time)	F	5731
Victoria	35-39	Owner managers of unincorporated enterprises	Employed (part-time)	M	9049
Victoria	35-39	Owner managers of unincorporated enterprises	Employed (part-time)	M	3425
Victoria	40-44			F	258
Victoria	40-44			M	332
Victoria	40-44		Employed (part-time)	F	398
Victoria	40-44		Employed (part-time)	F	479
Victoria	40-44		Employed (part-time)	M	1023
Victoria	40-44		Employed (part-time)	M	272
Victoria	40-44	Contributing family workers		F	199
Victoria	40-44	Contributing family workers		M	129
Victoria	40-44	Contributing family workers	Employed (part-time)	F	731
Victoria	40-44	Contributing family workers	Employed (part-time)	F	1567
Victoria	40-44	Contributing family workers	Employed (part-time)	M	1066
Victoria	40-44	Contributing family workers	Employed (part-time)	M	478
Victoria	40-44	Employee		F	5175
Victoria	40-44	Employee		M	4407
Victoria	40-44	Employee	Employed (part-time)	F	58518
Victoria	40-44	Employee	Employed (part-time)	F	58480
Victoria	40-44	Employee	Employed (part-time)	M	104557
Victoria	40-44	Employee	Employed (part-time)	M	12440
Victoria	40-44	Owner managers of incorporated enterprises		F	278
Victoria	40-44	Owner managers of incorporated enterprises		M	546
Victoria	40-44	Owner managers of incorporated enterprises	Employed (part-time)	F	4206
Victoria	40-44	Owner managers of incorporated enterprises	Employed (part-time)	F	3639
Victoria	40-44	Owner managers of incorporated enterprises	Employed (part-time)	M	16614
Victoria	40-44	Owner managers of incorporated enterprises	Employed (part-time)	M	1967
Victoria	40-44	Owner managers of unincorporated enterprises		F	390
Victoria	40-44	Owner managers of unincorporated enterprises		M	532
Victoria	40-44	Owner managers of unincorporated enterprises	Employed (part-time)	F	3730
Victoria	40-44	Owner managers of unincorporated enterprises	Employed (part-time)	F	6349
Victoria	40-44	Owner managers of unincorporated enterprises	Employed (part-time)	M	10241
Victoria	40-44	Owner managers of unincorporated enterprises	Employed (part-time)	M	3959
Victoria	45-49			F	255
Victoria	45-49			M	395
Victoria	45-49		Employed (part-time)	F	444
Victoria	45-49		Employed (part-time)	F	506
Victoria	45-49		Employed (part-time)	M	1056
Victoria	45-49		Employed (part-time)	M	270
Victoria	45-49	Contributing family workers		F	208
Victoria	45-49	Contributing family workers		M	143
Victoria	45-49	Contributing family workers	Employed (part-time)	F	878
Victoria	45-49	Contributing family workers	Employed (part-time)	F	1410
Victoria	45-49	Contributing family workers	Employed (part-time)	M	1300
Victoria	45-49	Contributing family workers	Employed (part-time)	M	602
Victoria	45-49	Employee		F	4697
Victoria	45-49	Employee		M	4200
Victoria	45-49	Employee	Employed (part-time)	F	63187
Victoria	45-49	Employee	Employed (part-time)	F	57396
Victoria	45-49	Employee	Employed (part-time)	M	97852
Victoria	45-49	Employee	Employed (part-time)	M	11953
Victoria	45-49	Owner managers of incorporated enterprises		F	272
Victoria	45-49	Owner managers of incorporated enterprises		M	537
Victoria	45-49	Owner managers of incorporated enterprises	Employed (part-time)	F	5196
Victoria	45-49	Owner managers of incorporated enterprises	Employed (part-time)	F	3652
Victoria	45-49	Owner managers of incorporated enterprises	Employed (part-time)	M	18507
Victoria	45-49	Owner managers of incorporated enterprises	Employed (part-time)	M	2279
Victoria	45-49	Owner managers of unincorporated enterprises		F	367
Victoria	45-49	Owner managers of unincorporated enterprises		M	573
Victoria	45-49	Owner managers of unincorporated enterprises	Employed (part-time)	F	4122
Victoria	45-49	Owner managers of unincorporated enterprises	Employed (part-time)	F	5966
Victoria	45-49	Owner managers of unincorporated enterprises	Employed (part-time)	M	11075
Victoria	45-49	Owner managers of unincorporated enterprises	Employed (part-time)	M	4337
Victoria	50-54			F	295
Victoria	50-54			M	349
Victoria	50-54		Employed (part-time)	F	433
Victoria	50-54		Employed (part-time)	F	483
Victoria	50-54		Employed (part-time)	M	1077
Victoria	50-54		Employed (part-time)	M	271
Victoria	50-54	Contributing family workers		F	198
Victoria	50-54	Contributing family workers		M	158
Victoria	50-54	Contributing family workers	Employed (part-time)	F	884
Victoria	50-54	Contributing family workers	Employed (part-time)	F	1258
Victoria	50-54	Contributing family workers	Employed (part-time)	M	1414
Victoria	50-54	Contributing family workers	Employed (part-time)	M	616
Victoria	50-54	Employee		F	4862
Victoria	50-54	Employee		M	4272
Victoria	50-54	Employee	Employed (part-time)	F	58703
Victoria	50-54	Employee	Employed (part-time)	F	50346
Victoria	50-54	Employee	Employed (part-time)	M	86544
Victoria	50-54	Employee	Employed (part-time)	M	11718
Victoria	50-54	Owner managers of incorporated enterprises		F	325
Victoria	50-54	Owner managers of incorporated enterprises		M	613
Victoria	50-54	Owner managers of incorporated enterprises	Employed (part-time)	F	4705
Victoria	50-54	Owner managers of incorporated enterprises	Employed (part-time)	F	3115
Victoria	50-54	Owner managers of incorporated enterprises	Employed (part-time)	M	17554
Victoria	50-54	Owner managers of incorporated enterprises	Employed (part-time)	M	2279
Victoria	50-54	Owner managers of unincorporated enterprises		F	368
Victoria	50-54	Owner managers of unincorporated enterprises		M	637
Victoria	50-54	Owner managers of unincorporated enterprises	Employed (part-time)	F	4028
Victoria	50-54	Owner managers of unincorporated enterprises	Employed (part-time)	F	4918
Victoria	50-54	Owner managers of unincorporated enterprises	Employed (part-time)	M	10841
Victoria	50-54	Owner managers of unincorporated enterprises	Employed (part-time)	M	4440
Victoria	55-59			F	303
Victoria	55-59			M	361
Victoria	55-59		Employed (part-time)	F	375
Victoria	55-59		Employed (part-time)	F	481
Victoria	55-59		Employed (part-time)	M	859
Victoria	55-59		Employed (part-time)	M	269
Victoria	55-59	Contributing family workers		F	224
Victoria	55-59	Contributing family workers		M	193
Victoria	55-59	Contributing family workers	Employed (part-time)	F	844
Victoria	55-59	Contributing family workers	Employed (part-time)	F	1285
Victoria	55-59	Contributing family workers	Employed (part-time)	M	1376
Victoria	55-59	Contributing family workers	Employed (part-time)	M	705
Victoria	55-59	Employee		F	4885
Victoria	55-59	Employee		M	4167
Victoria	55-59	Employee	Employed (part-time)	F	45693
Victoria	55-59	Employee	Employed (part-time)	F	45019
Victoria	55-59	Employee	Employed (part-time)	M	70739
Victoria	55-59	Employee	Employed (part-time)	M	12406
Victoria	55-59	Owner managers of incorporated enterprises		F	259
Victoria	55-59	Owner managers of incorporated enterprises		M	614
Victoria	55-59	Owner managers of incorporated enterprises	Employed (part-time)	F	3622
Victoria	55-59	Owner managers of incorporated enterprises	Employed (part-time)	F	2698
Victoria	55-59	Owner managers of incorporated enterprises	Employed (part-time)	M	14695
Victoria	55-59	Owner managers of incorporated enterprises	Employed (part-time)	M	2626
Victoria	55-59	Owner managers of unincorporated enterprises		F	392
Victoria	55-59	Owner managers of unincorporated enterprises		M	646
Victoria	55-59	Owner managers of unincorporated enterprises	Employed (part-time)	F	3249
Victoria	55-59	Owner managers of unincorporated enterprises	Employed (part-time)	F	4361
Victoria	55-59	Owner managers of unincorporated enterprises	Employed (part-time)	M	10196
Victoria	55-59	Owner managers of unincorporated enterprises	Employed (part-time)	M	5014
Victoria	60-64			F	273
Victoria	60-64			M	350
Victoria	60-64		Employed (part-time)	F	231
Victoria	60-64		Employed (part-time)	F	391
Victoria	60-64		Employed (part-time)	M	681
Victoria	60-64		Employed (part-time)	M	267
Victoria	60-64	Contributing family workers		F	231
Victoria	60-64	Contributing family workers		M	221
Victoria	60-64	Contributing family workers	Employed (part-time)	F	618
Victoria	60-64	Contributing family workers	Employed (part-time)	F	1148
Victoria	60-64	Contributing family workers	Employed (part-time)	M	1232
Victoria	60-64	Contributing family workers	Employed (part-time)	M	880
Victoria	60-64	Employee		F	3750
Victoria	60-64	Employee		M	3436
Victoria	60-64	Employee	Employed (part-time)	F	23953
Victoria	60-64	Employee	Employed (part-time)	F	32010
Victoria	60-64	Employee	Employed (part-time)	M	41701
Victoria	60-64	Employee	Employed (part-time)	M	13245
Victoria	60-64	Owner managers of incorporated enterprises		F	242
Victoria	60-64	Owner managers of incorporated enterprises		M	564
Victoria	60-64	Owner managers of incorporated enterprises	Employed (part-time)	F	1983
Victoria	60-64	Owner managers of incorporated enterprises	Employed (part-time)	F	2317
Victoria	60-64	Owner managers of incorporated enterprises	Employed (part-time)	M	9406
Victoria	60-64	Owner managers of incorporated enterprises	Employed (part-time)	M	3246
Victoria	60-64	Owner managers of unincorporated enterprises		F	350
Victoria	60-64	Owner managers of unincorporated enterprises		M	650
Victoria	60-64	Owner managers of unincorporated enterprises	Employed (part-time)	F	1947
Victoria	60-64	Owner managers of unincorporated enterprises	Employed (part-time)	F	3587
Victoria	60-64	Owner managers of unincorporated enterprises	Employed (part-time)	M	6937
Victoria	60-64	Owner managers of unincorporated enterprises	Employed (part-time)	M	5576
Victoria	65-69			F	196
Victoria	65-69			M	238
Victoria	65-69		Employed (part-time)	F	117
