STE_NAME16	Age	IncomeTotPersonal.max	Occupation	workers
New South Wales	45-54	65625	Technicians and trades workers	14444
New South Wales	45-54	78750		995
New South Wales	45-54	78750	Clerical and administrative workers	13930
New South Wales	45-54	78750	Community and personal service workers	4174
New South Wales	45-54	78750	Labourers	3503
New South Wales	45-54	78750	Machinery operators and drivers	6107
New South Wales	45-54	78750	Managers	9606
New South Wales	45-54	78750	Professionals	15546
New South Wales	45-54	78750	Sales workers	3414
New South Wales	45-54	78750	Technicians and trades workers	10163
New South Wales	45-54	91875		974
New South Wales	45-54	91875	Clerical and administrative workers	9545
New South Wales	45-54	91875	Community and personal service workers	3555
New South Wales	45-54	91875	Labourers	2210
New South Wales	45-54	91875	Machinery operators and drivers	4392
New South Wales	45-54	91875	Managers	10742
New South Wales	45-54	91875	Professionals	20478
New South Wales	45-54	91875	Sales workers	2744
New South Wales	45-54	91875	Technicians and trades workers	8663
New South Wales	45-54	105000		599
New South Wales	45-54	105000	Clerical and administrative workers	4898
New South Wales	45-54	105000	Community and personal service workers	2765
New South Wales	45-54	105000	Labourers	1211
New South Wales	45-54	105000	Machinery operators and drivers	2698
New South Wales	45-54	105000	Managers	9248
New South Wales	45-54	105000	Professionals	21296
New South Wales	45-54	105000	Sales workers	1609
New South Wales	45-54	105000	Technicians and trades workers	5498
New South Wales	45-54	157500		880
New South Wales	45-54	157500	Clerical and administrative workers	6287
New South Wales	45-54	157500	Community and personal service workers	3286
New South Wales	45-54	157500	Labourers	1114
New South Wales	45-54	157500	Machinery operators and drivers	3483
New South Wales	45-54	157500	Managers	23986
New South Wales	45-54	157500	Professionals	31059
New South Wales	45-54	157500	Sales workers	2657
New South Wales	45-54	157500	Technicians and trades workers	6864
New South Wales	45-54	Inf		745
New South Wales	45-54	Inf	Clerical and administrative workers	3792
New South Wales	45-54	Inf	Community and personal service workers	679
New South Wales	45-54	Inf	Labourers	400
New South Wales	45-54	Inf	Machinery operators and drivers	641
New South Wales	45-54	Inf	Managers	27556
New South Wales	45-54	Inf	Professionals	24955
New South Wales	45-54	Inf	Sales workers	2210
New South Wales	45-54	Inf	Technicians and trades workers	2155
New South Wales	55-64			993
New South Wales	55-64		Clerical and administrative workers	1029
New South Wales	55-64		Community and personal service workers	623
New South Wales	55-64		Labourers	875
New South Wales	55-64		Machinery operators and drivers	724
New South Wales	55-64		Managers	1140
New South Wales	55-64		Professionals	1147
New South Wales	55-64		Sales workers	525
New South Wales	55-64		Technicians and trades workers	1023
New South Wales	55-64	0		253
New South Wales	55-64	0	Clerical and administrative workers	495
New South Wales	55-64	0	Community and personal service workers	160
New South Wales	55-64	0	Labourers	332
New South Wales	55-64	0	Machinery operators and drivers	150
New South Wales	55-64	0	Managers	1253
New South Wales	55-64	0	Professionals	406
New South Wales	55-64	0	Sales workers	236
New South Wales	55-64	0	Technicians and trades workers	295
New South Wales	55-64	7875		160
New South Wales	55-64	7875	Clerical and administrative workers	772
New South Wales	55-64	7875	Community and personal service workers	611
New South Wales	55-64	7875	Labourers	1061
New South Wales	55-64	7875	Machinery operators and drivers	223
New South Wales	55-64	7875	Managers	661
New South Wales	55-64	7875	Professionals	692
New South Wales	55-64	7875	Sales workers	540
New South Wales	55-64	7875	Technicians and trades workers	445
New South Wales	55-64	15750		300
New South Wales	55-64	15750	Clerical and administrative workers	2039
New South Wales	55-64	15750	Community and personal service workers	1921
New South Wales	55-64	15750	Labourers	3137
New South Wales	55-64	15750	Machinery operators and drivers	875
New South Wales	55-64	15750	Managers	1391
New South Wales	55-64	15750	Professionals	1520
New South Wales	55-64	15750	Sales workers	1825
New South Wales	55-64	15750	Technicians and trades workers	1469
New South Wales	55-64	21000		381
New South Wales	55-64	21000	Clerical and administrative workers	2911
New South Wales	55-64	21000	Community and personal service workers	2750
New South Wales	55-64	21000	Labourers	4205
New South Wales	55-64	21000	Machinery operators and drivers	1477
New South Wales	55-64	21000	Managers	1892
New South Wales	55-64	21000	Professionals	2103
New South Wales	55-64	21000	Sales workers	2655
New South Wales	55-64	21000	Technicians and trades workers	2155
New South Wales	55-64	26250		417
New South Wales	55-64	26250	Clerical and administrative workers	3991
New South Wales	55-64	26250	Community and personal service workers	3973
New South Wales	55-64	26250	Labourers	4791
New South Wales	55-64	26250	Machinery operators and drivers	1905
New South Wales	55-64	26250	Managers	2281
New South Wales	55-64	26250	Professionals	2507
New South Wales	55-64	26250	Sales workers	3320
New South Wales	55-64	26250	Technicians and trades workers	2792
New South Wales	55-64	34125		645
New South Wales	55-64	34125	Clerical and administrative workers	7074
New South Wales	55-64	34125	Community and personal service workers	6465
New South Wales	55-64	34125	Labourers	7258
New South Wales	55-64	34125	Machinery operators and drivers	3445
New South Wales	55-64	34125	Managers	3722
New South Wales	55-64	34125	Professionals	4521
New South Wales	55-64	34125	Sales workers	4899
New South Wales	55-64	34125	Technicians and trades workers	4798
New South Wales	55-64	42000		750
New South Wales	55-64	42000	Clerical and administrative workers	9081
New South Wales	55-64	42000	Community and personal service workers	7046
New South Wales	55-64	42000	Labourers	8776
New South Wales	55-64	42000	Machinery operators and drivers	5530
New South Wales	55-64	42000	Managers	4446
New South Wales	55-64	42000	Professionals	5788
New South Wales	55-64	42000	Sales workers	5109
New South Wales	55-64	42000	Technicians and trades workers	5892
New South Wales	55-64	52500		917
New South Wales	55-64	52500	Clerical and administrative workers	12808
New South Wales	55-64	52500	Community and personal service workers	7201
New South Wales	55-64	52500	Labourers	8326
New South Wales	55-64	52500	Machinery operators and drivers	7984
New South Wales	55-64	52500	Managers	5740
New South Wales	55-64	52500	Professionals	7991
New South Wales	55-64	52500	Sales workers	4607
New South Wales	55-64	52500	Technicians and trades workers	8422
New South Wales	55-64	65625		903
New South Wales	55-64	65625	Clerical and administrative workers	15391
New South Wales	55-64	65625	Community and personal service workers	5355
New South Wales	55-64	65625	Labourers	5225
New South Wales	55-64	65625	Machinery operators and drivers	7946
New South Wales	55-64	65625	Managers	7555
New South Wales	55-64	65625	Professionals	11584
New South Wales	55-64	65625	Sales workers	3610
New South Wales	55-64	65625	Technicians and trades workers	9479
New South Wales	55-64	78750		594
New South Wales	55-64	78750	Clerical and administrative workers	9593
New South Wales	55-64	78750	Community and personal service workers	2702
New South Wales	55-64	78750	Labourers	2379
New South Wales	55-64	78750	Machinery operators and drivers	4513
New South Wales	55-64	78750	Managers	6221
New South Wales	55-64	78750	Professionals	11081
New South Wales	55-64	78750	Sales workers	2270
New South Wales	55-64	78750	Technicians and trades workers	6423
New South Wales	55-64	91875		542
New South Wales	55-64	91875	Clerical and administrative workers	6407
New South Wales	55-64	91875	Community and personal service workers	2003
New South Wales	55-64	91875	Labourers	1471
New South Wales	55-64	91875	Machinery operators and drivers	3024
New South Wales	55-64	91875	Managers	6689
New South Wales	55-64	91875	Professionals	14611
New South Wales	55-64	91875	Sales workers	1641
New South Wales	55-64	91875	Technicians and trades workers	4993
New South Wales	55-64	105000		347
New South Wales	55-64	105000	Clerical and administrative workers	3122
New South Wales	55-64	105000	Community and personal service workers	1276
New South Wales	55-64	105000	Labourers	746
New South Wales	55-64	105000	Machinery operators and drivers	1707
New South Wales	55-64	105000	Managers	5575
New South Wales	55-64	105000	Professionals	15243
New South Wales	55-64	105000	Sales workers	920
New South Wales	55-64	105000	Technicians and trades workers	2970
New South Wales	55-64	157500		462
New South Wales	55-64	157500	Clerical and administrative workers	3712
New South Wales	55-64	157500	Community and personal service workers	1279
New South Wales	55-64	157500	Labourers	672
New South Wales	55-64	157500	Machinery operators and drivers	2011
New South Wales	55-64	157500	Managers	13676
New South Wales	55-64	157500	Professionals	19409
New South Wales	55-64	157500	Sales workers	1443
New South Wales	55-64	157500	Technicians and trades workers	3595
New South Wales	55-64	Inf		448
New South Wales	55-64	Inf	Clerical and administrative workers	2039
New South Wales	55-64	Inf	Community and personal service workers	342
New South Wales	55-64	Inf	Labourers	286
New South Wales	55-64	Inf	Machinery operators and drivers	343
New South Wales	55-64	Inf	Managers	13855
New South Wales	55-64	Inf	Professionals	14715
New South Wales	55-64	Inf	Sales workers	1014
New South Wales	55-64	Inf	Technicians and trades workers	1197
New South Wales	65-74			359
New South Wales	65-74		Clerical and administrative workers	366
New South Wales	65-74		Community and personal service workers	178
New South Wales	65-74		Labourers	260
New South Wales	65-74		Machinery operators and drivers	206
New South Wales	65-74		Managers	583
New South Wales	65-74		Professionals	412
New South Wales	65-74		Sales workers	194
New South Wales	65-74		Technicians and trades workers	267
New South Wales	65-74	0		116
New South Wales	65-74	0	Clerical and administrative workers	208
New South Wales	65-74	0	Community and personal service workers	37
New South Wales	65-74	0	Labourers	94
New South Wales	65-74	0	Machinery operators and drivers	32
New South Wales	65-74	0	Managers	645
New South Wales	65-74	0	Professionals	127
New South Wales	65-74	0	Sales workers	88
New South Wales	65-74	0	Technicians and trades workers	110
New South Wales	65-74	7875		59
New South Wales	65-74	7875	Clerical and administrative workers	284
New South Wales	65-74	7875	Community and personal service workers	146
New South Wales	65-74	7875	Labourers	262
New South Wales	65-74	7875	Machinery operators and drivers	108
New South Wales	65-74	7875	Managers	396
New South Wales	65-74	7875	Professionals	246
New South Wales	65-74	7875	Sales workers	157
New South Wales	65-74	7875	Technicians and trades workers	160
New South Wales	65-74	15750		165
New South Wales	65-74	15750	Clerical and administrative workers	819
New South Wales	65-74	15750	Community and personal service workers	444
New South Wales	65-74	15750	Labourers	825
New South Wales	65-74	15750	Machinery operators and drivers	353
New South Wales	65-74	15750	Managers	894
New South Wales	65-74	15750	Professionals	625
New South Wales	65-74	15750	Sales workers	477
New South Wales	65-74	15750	Technicians and trades workers	441
New South Wales	65-74	21000		285
New South Wales	65-74	21000	Clerical and administrative workers	1266
New South Wales	65-74	21000	Community and personal service workers	660
New South Wales	65-74	21000	Labourers	1207
New South Wales	65-74	21000	Machinery operators and drivers	624
New South Wales	65-74	21000	Managers	1338
New South Wales	65-74	21000	Professionals	988
New South Wales	65-74	21000	Sales workers	735
New South Wales	65-74	21000	Technicians and trades workers	788
New South Wales	65-74	26250		283
New South Wales	65-74	26250	Clerical and administrative workers	1604
