SA3_NAME16	Age	ModeTravelToWork	NumberModes	workers
Wyong	35-44	Bus	1	56
Wyong	35-44	Bus and car as passenger	2	3
Wyong	35-44	Car as driver	1	7174
Wyong	35-44	Car as passenger	1	227
Wyong	35-44	Did not go to work		875
Wyong	35-44	Method of travel not stated		83
Wyong	35-44	Motorbike scooter	1	41
Wyong	35-44	(Other)	1	31
Wyong	35-44	Other three methods	3	4
Wyong	35-44	Other two methods	2	52
Wyong	35-44	Train	1	37
Wyong	35-44	Train and bus	2	14
Wyong	35-44	Train and car as driver	2	20
Wyong	35-44	Train and car as passenger	2	3
Wyong	35-44	Train and other	2	3
Wyong	35-44	Train and two other methods	3	10
Wyong	35-44	Truck	1	101
Wyong	35-44	Walked only	1	119
Wyong	35-44	Worked at home		607
Wyong	45-54	Bicycle	1	60
Wyong	45-54	Bus	1	67
Wyong	45-54	Bus and car as driver	2	5
Wyong	45-54	Bus and car as passenger	2	3
Wyong	45-54	Car as driver	1	7907
Wyong	45-54	Car as passenger	1	259
Wyong	45-54	Did not go to work		891
Wyong	45-54	Method of travel not stated		102
Wyong	45-54	Motorbike scooter	1	48
Wyong	45-54	(Other)	1	50
Wyong	45-54	Other three methods	3	3
Wyong	45-54	Other two methods	2	43
Wyong	45-54	Taxi	1	10
Wyong	45-54	Train	1	30
Wyong	45-54	Train and bus	2	20
Wyong	45-54	Train and car as driver	2	9
Wyong	45-54	Train and car as passenger	2	3
Wyong	45-54	Train and other	2	3
Wyong	45-54	Train and two other methods	3	10
Wyong	45-54	Truck	1	132
Wyong	45-54	Walked only	1	169
Wyong	45-54	Worked at home		628
Wyong	55-64	Bicycle	1	23
Wyong	55-64	Bus	1	50
Wyong	55-64	Bus and car as driver	2	4
Wyong	55-64	Bus and car as passenger	2	3
Wyong	55-64	Car as driver	1	5367
Wyong	55-64	Car as passenger	1	215
Wyong	55-64	Did not go to work		880
Wyong	55-64	Method of travel not stated		74
Wyong	55-64	Motorbike scooter	1	39
Wyong	55-64	(Other)	1	32
Wyong	55-64	Other two methods	2	43
Wyong	55-64	Taxi	1	4
Wyong	55-64	Train	1	25
Wyong	55-64	Train and bus	2	11
Wyong	55-64	Train and car as driver	2	11
Wyong	55-64	Train and car as passenger	2	3
Wyong	55-64	Train and two other methods	3	3
Wyong	55-64	Truck	1	129
Wyong	55-64	Walked only	1	168
Wyong	55-64	Worked at home		545
Wyong	65-74	Bus	1	10
Wyong	65-74	Car as driver	1	935
Wyong	65-74	Car as passenger	1	44
Wyong	65-74	Did not go to work		223
Wyong	65-74	Method of travel not stated		38
Wyong	65-74	Motorbike scooter	1	6
Wyong	65-74	(Other)	1	23
Wyong	65-74	Train	1	11
Wyong	65-74	Train and bus	2	4
Wyong	65-74	Train and car as driver	2	3
Wyong	65-74	Train and two other methods	3	3
Wyong	65-74	Truck	1	30
Wyong	65-74	Walked only	1	43
Wyong	65-74	Worked at home		219
Wyong	75+	Car as driver	1	59
Wyong	75+	Car as passenger	1	8
Wyong	75+	Did not go to work		24
Wyong	75+	Method of travel not stated		19
Wyong	75+	Truck	1	3
Wyong	75+	Walked only	1	16
Wyong	75+	Worked at home		39
Bathurst	15-24	Bicycle	1	12
Bathurst	15-24	Bus	1	14
Bathurst	15-24	Bus and car as passenger	2	3
Bathurst	15-24	Car as driver	1	1931
Bathurst	15-24	Car as passenger	1	414
Bathurst	15-24	Did not go to work		546
Bathurst	15-24	Ferry	1	3
Bathurst	15-24	Method of travel not stated		63
Bathurst	15-24	Motorbike scooter	1	13
Bathurst	15-24	(Other)	1	8
Bathurst	15-24	Other two methods	2	13
Bathurst	15-24	Taxi	1	4
Bathurst	15-24	Train	1	7
Bathurst	15-24	Truck	1	9
Bathurst	15-24	Walked only	1	171
Bathurst	15-24	Worked at home		32
Bathurst	25-34	Bicycle	1	20
Bathurst	25-34	Bus	1	10
Bathurst	25-34	Car as driver	1	2767
Bathurst	25-34	Car as passenger	1	183
Bathurst	25-34	Did not go to work		377
Bathurst	25-34	Method of travel not stated		32
Bathurst	25-34	Motorbike scooter	1	11
Bathurst	25-34	(Other)	1	17
Bathurst	25-34	Other three methods	3	5
Bathurst	25-34	Other two methods	2	34
Bathurst	25-34	Taxi	1	15
Bathurst	25-34	Train	1	3
Bathurst	25-34	Truck	1	23
Bathurst	25-34	Walked only	1	167
Bathurst	25-34	Worked at home		100
Bathurst	35-44	Bicycle	1	18
Bathurst	35-44	Bus	1	16
Bathurst	35-44	Bus and car as driver	2	4
Bathurst	35-44	Bus and other	2	4
Bathurst	35-44	Car as driver	1	2973
Bathurst	35-44	Car as passenger	1	126
Bathurst	35-44	Did not go to work		310
Bathurst	35-44	Method of travel not stated		43
Bathurst	35-44	Motorbike scooter	1	8
Bathurst	35-44	(Other)	1	13
Bathurst	35-44	Other two methods	2	8
Bathurst	35-44	Taxi	1	7
Bathurst	35-44	Train and car as driver	2	3
Bathurst	35-44	Truck	1	33
Bathurst	35-44	Walked only	1	100
Bathurst	35-44	Worked at home		172
Bathurst	45-54	Bicycle	1	21
Bathurst	45-54	Bus	1	12
Bathurst	45-54	Bus and car as passenger	2	4
Bathurst	45-54	Car as driver	1	3234
Bathurst	45-54	Car as passenger	1	149
Bathurst	45-54	Did not go to work		297
Bathurst	45-54	Method of travel not stated		40
Bathurst	45-54	Motorbike scooter	1	18
Bathurst	45-54	(Other)	1	15
Bathurst	45-54	Other two methods	2	22
Bathurst	45-54	Taxi	1	8
Bathurst	45-54	Truck	1	49
Bathurst	45-54	Walked only	1	144
Bathurst	45-54	Worked at home		211
Bathurst	55-64	Bicycle	1	11
Bathurst	55-64	Bus	1	10
Bathurst	55-64	Bus and car as driver	2	3
Bathurst	55-64	Car as driver	1	2304
Bathurst	55-64	Car as passenger	1	125
Bathurst	55-64	Did not go to work		344
Bathurst	55-64	Method of travel not stated		38
Bathurst	55-64	Motorbike scooter	1	13
Bathurst	55-64	(Other)	1	26
Bathurst	55-64	Other two methods	2	16
Bathurst	55-64	Train	1	4
Bathurst	55-64	Truck	1	63
Bathurst	55-64	Walked only	1	133
Bathurst	55-64	Worked at home		249
Bathurst	65-74	Bicycle	1	3
Bathurst	65-74	Bus	1	6
Bathurst	65-74	Car as driver	1	506
Bathurst	65-74	Car as passenger	1	26
Bathurst	65-74	Did not go to work		110
Bathurst	65-74	Method of travel not stated		14
Bathurst	65-74	Motorbike scooter	1	10
Bathurst	65-74	(Other)	1	13
Bathurst	65-74	Other two methods	2	8
Bathurst	65-74	Taxi	1	7
Bathurst	65-74	Truck	1	30
Bathurst	65-74	Walked only	1	52
Bathurst	65-74	Worked at home		221
Bathurst	75+	Car as driver	1	48
Bathurst	75+	Car as passenger	1	8
Bathurst	75+	Did not go to work		21
Bathurst	75+	Method of travel not stated		5
Bathurst	75+	(Other)	1	6
Bathurst	75+	Truck	1	6
Bathurst	75+	Walked only	1	16
Bathurst	75+	Worked at home		69
Lachlan Valley	15-24	Bicycle	1	7
Lachlan Valley	15-24	Bus	1	12
Lachlan Valley	15-24	Car as driver	1	1688
Lachlan Valley	15-24	Car as passenger	1	440
Lachlan Valley	15-24	Did not go to work		380
Lachlan Valley	15-24	Method of travel not stated		62
Lachlan Valley	15-24	Motorbike scooter	1	8
Lachlan Valley	15-24	(Other)	1	7
Lachlan Valley	15-24	Other three methods	3	3
Lachlan Valley	15-24	Other two methods	2	17
Lachlan Valley	15-24	Taxi	1	7
Lachlan Valley	15-24	Train	1	3
Lachlan Valley	15-24	Truck	1	8
Lachlan Valley	15-24	Walked only	1	187
Lachlan Valley	15-24	Worked at home		56
Lachlan Valley	25-34	Bicycle	1	12
Lachlan Valley	25-34	Bus	1	33
Lachlan Valley	25-34	Bus and car as driver	2	3
Lachlan Valley	25-34	Bus and two other methods excludes train	3	3
Lachlan Valley	25-34	Car as driver	1	2455
Lachlan Valley	25-34	Car as passenger	1	213
Lachlan Valley	25-34	Did not go to work		372
Lachlan Valley	25-34	Method of travel not stated		47
Lachlan Valley	25-34	Motorbike scooter	1	13
Lachlan Valley	25-34	(Other)	1	25
Lachlan Valley	25-34	Other two methods	2	12
Lachlan Valley	25-34	Taxi	1	5
Lachlan Valley	25-34	Truck	1	25
Lachlan Valley	25-34	Walked only	1	164
Lachlan Valley	25-34	Worked at home		191
Lachlan Valley	35-44	Bicycle	1	12
Lachlan Valley	35-44	Bus	1	26
Lachlan Valley	35-44	Bus and car as driver	2	6
Lachlan Valley	35-44	Car as driver	1	2747
Lachlan Valley	35-44	Car as passenger	1	150
Lachlan Valley	35-44	Did not go to work		279
Lachlan Valley	35-44	Method of travel not stated		41
Lachlan Valley	35-44	Motorbike scooter	1	17
Lachlan Valley	35-44	(Other)	1	26
Lachlan Valley	35-44	Other three methods	3	3
Lachlan Valley	35-44	Other two methods	2	19
Lachlan Valley	35-44	Taxi	1	3
Lachlan Valley	35-44	Train	1	3
Lachlan Valley	35-44	Truck	1	50
Lachlan Valley	35-44	Walked only	1	193
Lachlan Valley	35-44	Worked at home		357
Lachlan Valley	45-54	Bicycle	1	17
Lachlan Valley	45-54	Bus	1	26
Lachlan Valley	45-54	Bus and car as driver	2	6
Lachlan Valley	45-54	Car as driver	1	3108
Lachlan Valley	45-54	Car as passenger	1	145
Lachlan Valley	45-54	Did not go to work		374
Lachlan Valley	45-54	Method of travel not stated		58
Lachlan Valley	45-54	Motorbike scooter	1	19
Lachlan Valley	45-54	(Other)	1	50
Lachlan Valley	45-54	Other three methods	3	4
Lachlan Valley	45-54	Other two methods	2	17
Lachlan Valley	45-54	Taxi	1	5
Lachlan Valley	45-54	Truck	1	93
Lachlan Valley	45-54	Walked only	1	270
Lachlan Valley	45-54	Worked at home		482
Lachlan Valley	55-64	Bicycle	1	14
Lachlan Valley	55-64	Bus	1	22
Lachlan Valley	55-64	Car as driver	1	2435
Lachlan Valley	55-64	Car as passenger	1	125
Lachlan Valley	55-64	Did not go to work		369
Lachlan Valley	55-64	Method of travel not stated		54
Lachlan Valley	55-64	Motorbike scooter	1	23
Lachlan Valley	55-64	(Other)	1	50
Lachlan Valley	55-64	Other two methods	2	17
Lachlan Valley	55-64	Taxi	1	15
Lachlan Valley	55-64	Truck	1	87
Lachlan Valley	55-64	Walked only	1	297
Lachlan Valley	55-64	Worked at home		610
Lachlan Valley	65-74	Bicycle	1	5
Lachlan Valley	65-74	Car as driver	1	593
Lachlan Valley	65-74	Car as passenger	1	29
Lachlan Valley	65-74	Did not go to work		135
Lachlan Valley	65-74	Method of travel not stated		38
Lachlan Valley	65-74	Motorbike scooter	1	13
Lachlan Valley	65-74	(Other)	1	32
Lachlan Valley	65-74	Other three methods	3	7
Lachlan Valley	65-74	Other two methods	2	18
Lachlan Valley	65-74	Taxi	1	3
Lachlan Valley	65-74	Truck	1	32
Lachlan Valley	65-74	Walked only	1	99
Lachlan Valley	65-74	Worked at home		423
Lachlan Valley	75+	Car as driver	1	107
Lachlan Valley	75+	Car as passenger	1	8
Lachlan Valley	75+	Did not go to work		32
Lachlan Valley	75+	Method of travel not stated		28
Lachlan Valley	75+	Motorbike scooter	1	8
Lachlan Valley	75+	(Other)	1	7
Lachlan Valley	75+	Other two methods	2	8
Lachlan Valley	75+	Truck	1	17
Lachlan Valley	75+	Walked only	1	38
Lachlan Valley	75+	Worked at home		185
Lithgow - Mudgee	15-24	Bicycle	1	3
Lithgow - Mudgee	15-24	Bus	1	9
Lithgow - Mudgee	15-24	Car as driver	1	1287
Lithgow - Mudgee	15-24	Car as passenger	1	302
Lithgow - Mudgee	15-24	Did not go to work		320
Lithgow - Mudgee	15-24	Method of travel not stated		57
Lithgow - Mudgee	15-24	Motorbike scooter	1	18
Lithgow - Mudgee	15-24	(Other)	1	32
Lithgow - Mudgee	15-24	Other two methods	2	11
Lithgow - Mudgee	15-24	Taxi	1	3
Lithgow - Mudgee	15-24	Train	1	4
Lithgow - Mudgee	15-24	Truck	1	18
Lithgow - Mudgee	15-24	Walked only	1	144
Lithgow - Mudgee	15-24	Worked at home		30
Lithgow - Mudgee	25-34	Bicycle	1	9
Lithgow - Mudgee	25-34	Bus	1	8
Lithgow - Mudgee	25-34	Bus and car as driver	2	3
Lithgow - Mudgee	25-34	Bus and car as passenger	2	3
Lithgow - Mudgee	25-34	Car as driver	1	2243
Lithgow - Mudgee	25-34	Car as passenger	1	180
Lithgow - Mudgee	25-34	Did not go to work		410
Lithgow - Mudgee	25-34	Method of travel not stated		26
Lithgow - Mudgee	25-34	Motorbike scooter	1	8
Lithgow - Mudgee	25-34	(Other)	1	15
Lithgow - Mudgee	25-34	Other two methods	2	31
Lithgow - Mudgee	25-34	Train	1	7
Lithgow - Mudgee	25-34	Train and car as driver	2	3
Lithgow - Mudgee	25-34	Truck	1	14
Lithgow - Mudgee	25-34	Walked only	1	140
Lithgow - Mudgee	25-34	Worked at home		97
Lithgow - Mudgee	35-44	Bicycle	1	15
Lithgow - Mudgee	35-44	Bus	1	7
Lithgow - Mudgee	35-44	Car as driver	1	2550
Lithgow - Mudgee	35-44	Car as passenger	1	131
Lithgow - Mudgee	35-44	Did not go to work		363
Lithgow - Mudgee	35-44	Method of travel not stated		45
Lithgow - Mudgee	35-44	Motorbike scooter	1	6
Lithgow - Mudgee	35-44	(Other)	1	10
Lithgow - Mudgee	35-44	Other two methods	2	23
Lithgow - Mudgee	35-44	Taxi	1	4
Lithgow - Mudgee	35-44	Train	1	3
Lithgow - Mudgee	35-44	Truck	1	26
Lithgow - Mudgee	35-44	Walked only	1	129
Lithgow - Mudgee	35-44	Worked at home		166
Lithgow - Mudgee	45-54	Bicycle	1	12
Lithgow - Mudgee	45-54	Bus	1	10
Lithgow - Mudgee	45-54	Car as driver	1	3004
Lithgow - Mudgee	45-54	Car as passenger	1	141
Lithgow - Mudgee	45-54	Did not go to work		402
Lithgow - Mudgee	45-54	Method of travel not stated		40
Lithgow - Mudgee	45-54	Motorbike scooter	1	11
Lithgow - Mudgee	45-54	(Other)	1	10
Lithgow - Mudgee	45-54	Other three methods	3	3
Lithgow - Mudgee	45-54	Other two methods	2	25
Lithgow - Mudgee	45-54	Taxi	1	7
Lithgow - Mudgee	45-54	Train	1	9
Lithgow - Mudgee	45-54	Train and car as driver	2	3
Lithgow - Mudgee	45-54	Train and two other methods	3	3
Lithgow - Mudgee	45-54	Truck	1	53
Lithgow - Mudgee	45-54	Walked only	1	176
Lithgow - Mudgee	45-54	Worked at home		239
Lithgow - Mudgee	55-64	Bicycle	1	16
Lithgow - Mudgee	55-64	Bus	1	9
Lithgow - Mudgee	55-64	Car as driver	1	2071
Lithgow - Mudgee	55-64	Car as passenger	1	110
Lithgow - Mudgee	55-64	Did not go to work		345
Lithgow - Mudgee	55-64	Method of travel not stated		31
Lithgow - Mudgee	55-64	Motorbike scooter	1	23
Lithgow - Mudgee	55-64	(Other)	1	17
Lithgow - Mudgee	55-64	Other three methods	3	3
Lithgow - Mudgee	55-64	Other two methods	2	16
Lithgow - Mudgee	55-64	Taxi	1	7
Lithgow - Mudgee	55-64	Train	1	5
Lithgow - Mudgee	55-64	Truck	1	58
Lithgow - Mudgee	55-64	Walked only	1	184
Lithgow - Mudgee	55-64	Worked at home		286
Lithgow - Mudgee	65-74	Car as driver	1	391
Lithgow - Mudgee	65-74	Car as passenger	1	15
Lithgow - Mudgee	65-74	Did not go to work		117
Lithgow - Mudgee	65-74	Method of travel not stated		21
Lithgow - Mudgee	65-74	Motorbike scooter	1	7
Lithgow - Mudgee	65-74	(Other)	1	15
Lithgow - Mudgee	65-74	Other three methods	3	3
Lithgow - Mudgee	65-74	Other two methods	2	7
Lithgow - Mudgee	65-74	Truck	1	29
Lithgow - Mudgee	65-74	Walked only	1	62
Lithgow - Mudgee	65-74	Worked at home		245
Lithgow - Mudgee	75+	Bicycle	1	4
Lithgow - Mudgee	75+	Car as driver	1	53
Lithgow - Mudgee	75+	Car as passenger	1	10
Lithgow - Mudgee	75+	Did not go to work		9
Lithgow - Mudgee	75+	Method of travel not stated		13
Lithgow - Mudgee	75+	(Other)	1	7
Lithgow - Mudgee	75+	Truck	1	8
Lithgow - Mudgee	75+	Walked only	1	31
Lithgow - Mudgee	75+	Worked at home		82
Orange	15-24	Bicycle	1	13
Orange	15-24	Bus	1	21
Orange	15-24	Bus and car as passenger	2	5
Orange	15-24	Car as driver	1	2154
Orange	15-24	Car as passenger	1	533
Orange	15-24	Did not go to work		476
Orange	15-24	Method of travel not stated		53
Orange	15-24	Motorbike scooter	1	19
Orange	15-24	(Other)	1	7
Orange	15-24	Other two methods	2	21
Orange	15-24	Taxi	1	6
Orange	15-24	Train	1	4
Orange	15-24	Truck	1	8
Orange	15-24	Walked only	1	145
Orange	15-24	Worked at home		27
Orange	25-34	Bicycle	1	17
Orange	25-34	Bus	1	12
Orange	25-34	Car as driver	1	3780
Orange	25-34	Car as passenger	1	240
Orange	25-34	Did not go to work		615
Orange	25-34	Ferry	1	3
Orange	25-34	Method of travel not stated		39
Orange	25-34	Motorbike scooter	1	20
Orange	25-34	(Other)	1	12
Orange	25-34	Other two methods	2	33
Orange	25-34	Taxi	1	21
Orange	25-34	Truck	1	21
Orange	25-34	Walked only	1	140
Orange	25-34	Worked at home		143
Orange	35-44	Bicycle	1	19
Orange	35-44	Bus	1	17
Orange	35-44	Car as driver	1	4044
Orange	35-44	Car as passenger	1	210
Orange	35-44	Did not go to work		479
Orange	35-44	Method of travel not stated		36
Orange	35-44	Motorbike scooter	1	15
Orange	35-44	(Other)	1	27
Orange	35-44	Other two methods	2	26
Orange	35-44	Taxi	1	4
Orange	35-44	Train	1	3
Orange	35-44	Train and two other methods	3	3
Orange	35-44	Truck	1	56
Orange	35-44	Walked only	1	149
Orange	35-44	Worked at home		288
Orange	45-54	Bicycle	1	25
Orange	45-54	Bus	1	10
Orange	45-54	Car as driver	1	4102
Orange	45-54	Car as passenger	1	235
Orange	45-54	Did not go to work		412
Orange	45-54	Ferry	1	3
Orange	45-54	Method of travel not stated		53
Orange	45-54	Motorbike scooter	1	25
Orange	45-54	(Other)	1	24
Orange	45-54	Other three methods	3	6
Orange	45-54	Other two methods	2	25
Orange	45-54	Taxi	1	10
Orange	45-54	Train	1	3
Orange	45-54	Train and car as driver	2	3
Orange	45-54	Truck	1	59
Orange	45-54	Walked only	1	175
Orange	45-54	Worked at home		304
Orange	55-64	Bicycle	1	25
Orange	55-64	Bus	1	15
Orange	55-64	Car as driver	1	2945
Orange	55-64	Car as passenger	1	117
Orange	55-64	Did not go to work		396
Orange	55-64	Method of travel not stated		28
Orange	55-64	Motorbike scooter	1	19
Orange	55-64	(Other)	1	20
Orange	55-64	Other three methods	3	3
Orange	55-64	Other two methods	2	15
Orange	55-64	Taxi	1	8
Orange	55-64	Truck	1	54
Orange	55-64	Walked only	1	173
Orange	55-64	Worked at home		348
Orange	65-74	Bicycle	1	5
Orange	65-74	Bus	1	3
Orange	65-74	Car as driver	1	591
Orange	65-74	Car as passenger	1	27
Orange	65-74	Did not go to work		153
Orange	65-74	Method of travel not stated		33
Orange	65-74	Motorbike scooter	1	6
Orange	65-74	(Other)	1	25
Orange	65-74	Other two methods	2	6
Orange	65-74	Truck	1	26
Orange	65-74	Walked only	1	80
Orange	65-74	Worked at home		281
Orange	75+	Car as driver	1	78
Orange	75+	Car as passenger	1	7
Orange	75+	Did not go to work		25
Orange	75+	Method of travel not stated		24
Orange	75+	(Other)	1	4
Orange	75+	Truck	1	7
Orange	75+	Walked only	1	22
Orange	75+	Worked at home		95
Clarence Valley	15-24	Bicycle	1	17
Clarence Valley	15-24	Bus	1	9
Clarence Valley	15-24	Bus and car as passenger	2	3
Clarence Valley	15-24	Car as driver	1	1220
Clarence Valley	15-24	Car as passenger	1	323
Clarence Valley	15-24	Did not go to work		363
Clarence Valley	15-24	Method of travel not stated		42
Clarence Valley	15-24	Motorbike scooter	1	16
Clarence Valley	15-24	(Other)	1	12
Clarence Valley	15-24	Other two methods	2	15
Clarence Valley	15-24	Taxi	1	5
Clarence Valley	15-24	Truck	1	8
Clarence Valley	15-24	Walked only	1	89
Clarence Valley	15-24	Worked at home		12
Clarence Valley	25-34	Bicycle	1	20
Clarence Valley	25-34	Bus	1	9
Clarence Valley	25-34	Car as driver	1	1677
Clarence Valley	25-34	Car as passenger	1	122
Clarence Valley	25-34	Did not go to work		261
Clarence Valley	25-34	Method of travel not stated		21
Clarence Valley	25-34	Motorbike scooter	1	7
Clarence Valley	25-34	(Other)	1	8
Clarence Valley	25-34	Other two methods	2	17
Clarence Valley	25-34	Truck	1	20
Clarence Valley	25-34	Walked only	1	91
Clarence Valley	25-34	Worked at home		55
Clarence Valley	35-44	Bicycle	1	33
Clarence Valley	35-44	Bus	1	11
Clarence Valley	35-44	Bus and two other methods excludes train	3	3
Clarence Valley	35-44	Car as driver	1	2383
Clarence Valley	35-44	Car as passenger	1	106
Clarence Valley	35-44	Did not go to work		263
Clarence Valley	35-44	Method of travel not stated		26
Clarence Valley	35-44	Motorbike scooter	1	16
Clarence Valley	35-44	(Other)	1	20
Clarence Valley	35-44	Other three methods	3	3
Clarence Valley	35-44	Other two methods	2	14
Clarence Valley	35-44	Taxi	1	6
Clarence Valley	35-44	Train	1	3
Clarence Valley	35-44	Truck	1	38
Clarence Valley	35-44	Walked only	1	108
Clarence Valley	35-44	Worked at home		161
Clarence Valley	45-54	Bicycle	1	59
Clarence Valley	45-54	Bus	1	3
Clarence Valley	45-54	Bus and car as passenger	2	3
Clarence Valley	45-54	Car as driver	1	2889
Clarence Valley	45-54	Car as passenger	1	134
Clarence Valley	45-54	Did not go to work		326
Clarence Valley	45-54	Method of travel not stated		32
Clarence Valley	45-54	Motorbike scooter	1	25
Clarence Valley	45-54	(Other)	1	25
Clarence Valley	45-54	Other two methods	2	21
Clarence Valley	45-54	Taxi	1	4
Clarence Valley	45-54	Truck	1	41
Clarence Valley	45-54	Walked only	1	181
Clarence Valley	45-54	Worked at home		235
Clarence Valley	55-64	Bicycle	1	42
Clarence Valley	55-64	Bus	1	6
Clarence Valley	55-64	Car as driver	1	2277
Clarence Valley	55-64	Car as passenger	1	118
Clarence Valley	55-64	Did not go to work		447
Clarence Valley	55-64	Method of travel not stated		45
Clarence Valley	55-64	Motorbike scooter	1	19
Clarence Valley	55-64	(Other)	1	28
Clarence Valley	55-64	Other two methods	2	21
Clarence Valley	55-64	Truck	1	65
Clarence Valley	55-64	Walked only	1	201
Clarence Valley	55-64	Worked at home		319
Clarence Valley	65-74	Bicycle	1	6
Clarence Valley	65-74	Bus	1	7
Clarence Valley	65-74	Car as driver	1	394
Clarence Valley	65-74	Car as passenger	1	27
Clarence Valley	65-74	Did not go to work		110
Clarence Valley	65-74	Method of travel not stated		26
Clarence Valley	65-74	(Other)	1	12
Clarence Valley	65-74	Other two methods	2	7
Clarence Valley	65-74	Taxi	1	3
Clarence Valley	65-74	Truck	1	20
Clarence Valley	65-74	Walked only	1	61
Clarence Valley	65-74	Worked at home		161
Clarence Valley	75+	Car as driver	1	52
Clarence Valley	75+	Car as passenger	1	7
Clarence Valley	75+	Did not go to work		15
Clarence Valley	75+	Method of travel not stated		19
Clarence Valley	75+	(Other)	1	4
