SA3_NAME16	Age	EmploymentStatus	workers
Lithgow - Mudgee	15-19	Owner managers of incorporated enterprises	3
Lithgow - Mudgee	15-19	Owner managers of unincorporated enterprises	6
Lithgow - Mudgee	15-19	Status in employment not stated	17
Lithgow - Mudgee	20-24	Contributing family workers	8
Lithgow - Mudgee	20-24	Employee	1223
Lithgow - Mudgee	20-24	Owner managers of incorporated enterprises	10
Lithgow - Mudgee	20-24	Owner managers of unincorporated enterprises	26
Lithgow - Mudgee	20-24	Status in employment not stated	26
Lithgow - Mudgee	25-29	Contributing family workers	16
Lithgow - Mudgee	25-29	Employee	1405
Lithgow - Mudgee	25-29	Owner managers of incorporated enterprises	29
Lithgow - Mudgee	25-29	Owner managers of unincorporated enterprises	60
Lithgow - Mudgee	25-29	Status in employment not stated	14
Lithgow - Mudgee	30-34	Contributing family workers	34
Lithgow - Mudgee	30-34	Employee	1456
Lithgow - Mudgee	30-34	Owner managers of incorporated enterprises	55
Lithgow - Mudgee	30-34	Owner managers of unincorporated enterprises	105
Lithgow - Mudgee	30-34	Status in employment not stated	17
Lithgow - Mudgee	35-39	Contributing family workers	18
Lithgow - Mudgee	35-39	Employee	1326
Lithgow - Mudgee	35-39	Owner managers of incorporated enterprises	88
Lithgow - Mudgee	35-39	Owner managers of unincorporated enterprises	134
Lithgow - Mudgee	35-39	Status in employment not stated	22
Lithgow - Mudgee	40-44	Contributing family workers	33
Lithgow - Mudgee	40-44	Employee	1535
Lithgow - Mudgee	40-44	Owner managers of incorporated enterprises	127
Lithgow - Mudgee	40-44	Owner managers of unincorporated enterprises	178
Lithgow - Mudgee	40-44	Status in employment not stated	22
Lithgow - Mudgee	45-49	Contributing family workers	28
Lithgow - Mudgee	45-49	Employee	1665
Lithgow - Mudgee	45-49	Owner managers of incorporated enterprises	151
Lithgow - Mudgee	45-49	Owner managers of unincorporated enterprises	180
Lithgow - Mudgee	45-49	Status in employment not stated	33
Lithgow - Mudgee	50-54	Contributing family workers	50
Lithgow - Mudgee	50-54	Employee	1668
Lithgow - Mudgee	50-54	Owner managers of incorporated enterprises	151
Lithgow - Mudgee	50-54	Owner managers of unincorporated enterprises	198
Lithgow - Mudgee	50-54	Status in employment not stated	25
Lithgow - Mudgee	55-59	Contributing family workers	63
Lithgow - Mudgee	55-59	Employee	1543
Lithgow - Mudgee	55-59	Owner managers of incorporated enterprises	136
Lithgow - Mudgee	55-59	Owner managers of unincorporated enterprises	220
Lithgow - Mudgee	55-59	Status in employment not stated	26
Lithgow - Mudgee	60-64	Contributing family workers	92
Lithgow - Mudgee	60-64	Employee	812
Lithgow - Mudgee	60-64	Owner managers of incorporated enterprises	96
Lithgow - Mudgee	60-64	Owner managers of unincorporated enterprises	188
Lithgow - Mudgee	60-64	Status in employment not stated	17
Lithgow - Mudgee	65-69	Contributing family workers	94
Lithgow - Mudgee	65-69	Employee	294
Lithgow - Mudgee	65-69	Owner managers of incorporated enterprises	61
Lithgow - Mudgee	65-69	Owner managers of unincorporated enterprises	126
Lithgow - Mudgee	65-69	Status in employment not stated	13
Lithgow - Mudgee	70-74	Contributing family workers	90
Lithgow - Mudgee	70-74	Employee	103
Lithgow - Mudgee	70-74	Owner managers of incorporated enterprises	36
Lithgow - Mudgee	70-74	Owner managers of unincorporated enterprises	81
Lithgow - Mudgee	70-74	Status in employment not stated	10
Lithgow - Mudgee	75+	Contributing family workers	74
Lithgow - Mudgee	75+	Employee	29
Lithgow - Mudgee	75+	Owner managers of incorporated enterprises	20
Lithgow - Mudgee	75+	Owner managers of unincorporated enterprises	75
Lithgow - Mudgee	75+	Status in employment not stated	18
Orange	15-19	Contributing family workers	18
Orange	15-19	Employee	1415
Orange	15-19	Owner managers of unincorporated enterprises	12
Orange	15-19	Status in employment not stated	24
Orange	20-24	Contributing family workers	12
Orange	20-24	Employee	1916
Orange	20-24	Owner managers of incorporated enterprises	15
Orange	20-24	Owner managers of unincorporated enterprises	43
Orange	20-24	Status in employment not stated	22
Orange	25-29	Contributing family workers	11
Orange	25-29	Employee	2254
Orange	25-29	Owner managers of incorporated enterprises	62
Orange	25-29	Owner managers of unincorporated enterprises	124
Orange	25-29	Status in employment not stated	24
Orange	30-34	Contributing family workers	35
Orange	30-34	Employee	2325
Orange	30-34	Owner managers of incorporated enterprises	95
Orange	30-34	Owner managers of unincorporated enterprises	164
Orange	30-34	Status in employment not stated	20
Orange	35-39	Contributing family workers	43
Orange	35-39	Employee	2142
Orange	35-39	Owner managers of incorporated enterprises	139
Orange	35-39	Owner managers of unincorporated enterprises	213
Orange	35-39	Status in employment not stated	26
Orange	40-44	Contributing family workers	34
Orange	40-44	Employee	2338
Orange	40-44	Owner managers of incorporated enterprises	194
Orange	40-44	Owner managers of unincorporated enterprises	233
Orange	40-44	Status in employment not stated	27
Orange	45-49	Contributing family workers	39
Orange	45-49	Employee	2313
Orange	45-49	Owner managers of incorporated enterprises	209
Orange	45-49	Owner managers of unincorporated enterprises	225
Orange	45-49	Status in employment not stated	31
Orange	50-54	Contributing family workers	55
Orange	50-54	Employee	2123
Orange	50-54	Owner managers of incorporated enterprises	189
Orange	50-54	Owner managers of unincorporated enterprises	239
Orange	50-54	Status in employment not stated	37
Orange	55-59	Contributing family workers	57
Orange	55-59	Employee	1984
Orange	55-59	Owner managers of incorporated enterprises	167
Orange	55-59	Owner managers of unincorporated enterprises	265
Orange	55-59	Status in employment not stated	27
Orange	60-64	Contributing family workers	91
Orange	60-64	Employee	1170
Orange	60-64	Owner managers of incorporated enterprises	147
Orange	60-64	Owner managers of unincorporated enterprises	227
Orange	60-64	Status in employment not stated	21
Orange	65-69	Contributing family workers	107
Orange	65-69	Employee	444
Orange	65-69	Owner managers of incorporated enterprises	102
Orange	65-69	Owner managers of unincorporated enterprises	165
Orange	65-69	Status in employment not stated	17
Orange	70-74	Contributing family workers	78
Orange	70-74	Employee	131
Orange	70-74	Owner managers of incorporated enterprises	52
Orange	70-74	Owner managers of unincorporated enterprises	112
Orange	70-74	Status in employment not stated	22
Orange	75+	Contributing family workers	79
Orange	75+	Employee	61
Orange	75+	Owner managers of incorporated enterprises	15
Orange	75+	Owner managers of unincorporated enterprises	71
Orange	75+	Status in employment not stated	28
Clarence Valley	15-19	Contributing family workers	13
Clarence Valley	15-19	Employee	978
Clarence Valley	15-19	Owner managers of unincorporated enterprises	5
Clarence Valley	15-19	Status in employment not stated	19
Clarence Valley	20-24	Contributing family workers	9
Clarence Valley	20-24	Employee	1060
Clarence Valley	20-24	Owner managers of incorporated enterprises	3
Clarence Valley	20-24	Owner managers of unincorporated enterprises	31
Clarence Valley	20-24	Status in employment not stated	22
Clarence Valley	25-29	Contributing family workers	10
Clarence Valley	25-29	Employee	1048
Clarence Valley	25-29	Owner managers of incorporated enterprises	26
Clarence Valley	25-29	Owner managers of unincorporated enterprises	51
Clarence Valley	25-29	Status in employment not stated	17
Clarence Valley	30-34	Contributing family workers	14
Clarence Valley	30-34	Employee	1010
Clarence Valley	30-34	Owner managers of incorporated enterprises	53
Clarence Valley	30-34	Owner managers of unincorporated enterprises	88
Clarence Valley	30-34	Status in employment not stated	10
Clarence Valley	35-39	Contributing family workers	25
Clarence Valley	35-39	Employee	1143
Clarence Valley	35-39	Owner managers of incorporated enterprises	71
Clarence Valley	35-39	Owner managers of unincorporated enterprises	161
Clarence Valley	35-39	Status in employment not stated	17
Clarence Valley	40-44	Contributing family workers	26
Clarence Valley	40-44	Employee	1378
Clarence Valley	40-44	Owner managers of incorporated enterprises	126
Clarence Valley	40-44	Owner managers of unincorporated enterprises	206
Clarence Valley	40-44	Status in employment not stated	21
Clarence Valley	45-49	Contributing family workers	40
Clarence Valley	45-49	Employee	1501
Clarence Valley	45-49	Owner managers of incorporated enterprises	112
Clarence Valley	45-49	Owner managers of unincorporated enterprises	222
Clarence Valley	45-49	Status in employment not stated	31
Clarence Valley	50-54	Contributing family workers	63
Clarence Valley	50-54	Employee	1591
Clarence Valley	50-54	Owner managers of incorporated enterprises	161
Clarence Valley	50-54	Owner managers of unincorporated enterprises	221
Clarence Valley	50-54	Status in employment not stated	39
Clarence Valley	55-59	Contributing family workers	79
Clarence Valley	55-59	Employee	1582
Clarence Valley	55-59	Owner managers of incorporated enterprises	129
Clarence Valley	55-59	Owner managers of unincorporated enterprises	295
Clarence Valley	55-59	Status in employment not stated	33
Clarence Valley	60-64	Contributing family workers	74
Clarence Valley	60-64	Employee	1026
Clarence Valley	60-64	Owner managers of incorporated enterprises	131
Clarence Valley	60-64	Owner managers of unincorporated enterprises	221
Clarence Valley	60-64	Status in employment not stated	26
Clarence Valley	65-69	Contributing family workers	63
Clarence Valley	65-69	Employee	317
Clarence Valley	65-69	Owner managers of incorporated enterprises	58
Clarence Valley	65-69	Owner managers of unincorporated enterprises	140
Clarence Valley	65-69	Status in employment not stated	17
Clarence Valley	70-74	Contributing family workers	41
Clarence Valley	70-74	Employee	94
Clarence Valley	70-74	Owner managers of incorporated enterprises	17
Clarence Valley	70-74	Owner managers of unincorporated enterprises	73
Clarence Valley	70-74	Status in employment not stated	11
Clarence Valley	75+	Contributing family workers	47
Clarence Valley	75+	Employee	50
Clarence Valley	75+	Owner managers of incorporated enterprises	18
Clarence Valley	75+	Owner managers of unincorporated enterprises	54
Clarence Valley	75+	Status in employment not stated	18
Coffs Harbour	15-19	Contributing family workers	20
Coffs Harbour	15-19	Employee	2037
Coffs Harbour	15-19	Owner managers of incorporated enterprises	4
Coffs Harbour	15-19	Owner managers of unincorporated enterprises	16
Coffs Harbour	15-19	Status in employment not stated	29
Coffs Harbour	20-24	Contributing family workers	23
Coffs Harbour	20-24	Employee	2379
Coffs Harbour	20-24	Owner managers of incorporated enterprises	12
Coffs Harbour	20-24	Owner managers of unincorporated enterprises	59
Coffs Harbour	20-24	Status in employment not stated	29
Coffs Harbour	25-29	Contributing family workers	35
Coffs Harbour	25-29	Employee	2441
Coffs Harbour	25-29	Owner managers of incorporated enterprises	44
Coffs Harbour	25-29	Owner managers of unincorporated enterprises	161
Coffs Harbour	25-29	Status in employment not stated	32
Coffs Harbour	30-34	Contributing family workers	46
Coffs Harbour	30-34	Employee	2499
Coffs Harbour	30-34	Owner managers of incorporated enterprises	99
Coffs Harbour	30-34	Owner managers of unincorporated enterprises	241
Coffs Harbour	30-34	Status in employment not stated	19
Coffs Harbour	35-39	Contributing family workers	58
Coffs Harbour	35-39	Employee	2379
Coffs Harbour	35-39	Owner managers of incorporated enterprises	160
Coffs Harbour	35-39	Owner managers of unincorporated enterprises	278
Coffs Harbour	35-39	Status in employment not stated	30
Coffs Harbour	40-44	Contributing family workers	74
Coffs Harbour	40-44	Employee	2841
Coffs Harbour	40-44	Owner managers of incorporated enterprises	263
Coffs Harbour	40-44	Owner managers of unincorporated enterprises	407
Coffs Harbour	40-44	Status in employment not stated	42
Coffs Harbour	45-49	Contributing family workers	86
Coffs Harbour	45-49	Employee	2954
Coffs Harbour	45-49	Owner managers of incorporated enterprises	319
Coffs Harbour	45-49	Owner managers of unincorporated enterprises	453
Coffs Harbour	45-49	Status in employment not stated	39
Coffs Harbour	50-54	Contributing family workers	77
Coffs Harbour	50-54	Employee	2994
Coffs Harbour	50-54	Owner managers of incorporated enterprises	313
Coffs Harbour	50-54	Owner managers of unincorporated enterprises	466
Coffs Harbour	50-54	Status in employment not stated	47
Coffs Harbour	55-59	Contributing family workers	99
Coffs Harbour	55-59	Employee	2950
Coffs Harbour	55-59	Owner managers of incorporated enterprises	270
Coffs Harbour	55-59	Owner managers of unincorporated enterprises	464
Coffs Harbour	55-59	Status in employment not stated	39
Coffs Harbour	60-64	Contributing family workers	102
Coffs Harbour	60-64	Employee	1871
Coffs Harbour	60-64	Owner managers of incorporated enterprises	219
Coffs Harbour	60-64	Owner managers of unincorporated enterprises	441
Coffs Harbour	60-64	Status in employment not stated	44
Coffs Harbour	65-69	Contributing family workers	83
Coffs Harbour	65-69	Employee	601
Coffs Harbour	65-69	Owner managers of incorporated enterprises	115
Coffs Harbour	65-69	Owner managers of unincorporated enterprises	254
Coffs Harbour	65-69	Status in employment not stated	13
Coffs Harbour	70-74	Contributing family workers	42
Coffs Harbour	70-74	Employee	152
Coffs Harbour	70-74	Owner managers of incorporated enterprises	49
Coffs Harbour	70-74	Owner managers of unincorporated enterprises	85
Coffs Harbour	70-74	Status in employment not stated	5
Coffs Harbour	75+	Contributing family workers	35
Coffs Harbour	75+	Employee	45
Coffs Harbour	75+	Owner managers of incorporated enterprises	16
Coffs Harbour	75+	Owner managers of unincorporated enterprises	52
Coffs Harbour	75+	Status in employment not stated	26
Bourke - Cobar - Coonamble	15-19	Contributing family workers	17
Bourke - Cobar - Coonamble	15-19	Employee	286
Bourke - Cobar - Coonamble	15-19	Owner managers of incorporated enterprises	4
Bourke - Cobar - Coonamble	15-19	Status in employment not stated	3
