SA4_NAME16	CountryOfBirth	EmploymentStatus	Sex	workers
Central West	IND	Status in employment not stated	F	4
Central West	IND	Status in employment not stated	M	3
Central West	IDN	Employee	F	14
Central West	IDN	Employee	M	13
Central West	IDN	Owner managers of unincorporated enterprises	F	3
Central West	IRN	Employee	F	15
Central West	IRN	Employee	M	21
Central West	IRN	Owner managers of incorporated enterprises	M	3
Central West	IRN	Owner managers of unincorporated enterprises	F	3
Central West	IRQ	Employee	F	5
Central West	IRQ	Employee	M	3
Central West	IRQ	Owner managers of incorporated enterprises	F	7
Central West	IRQ	Owner managers of incorporated enterprises	M	5
Central West	IRL	Employee	F	49
Central West	IRL	Employee	M	54
Central West	IRL	Owner managers of incorporated enterprises	F	3
Central West	IRL	Owner managers of incorporated enterprises	M	9
Central West	IRL	Owner managers of unincorporated enterprises	F	4
Central West	IRL	Owner managers of unincorporated enterprises	M	5
Central West	ITA	Contributing family workers	M	6
Central West	ITA	Employee	F	25
Central West	ITA	Employee	M	30
Central West	ITA	Owner managers of incorporated enterprises	M	9
Central West	ITA	Owner managers of unincorporated enterprises	F	3
Central West	ITA	Owner managers of unincorporated enterprises	M	14
Central West	ITA	Status in employment not stated	F	3
Central West	ITA	Status in employment not stated	M	3
Central West	JPN	Employee	F	15
Central West	JPN	Employee	M	8
Central West	JPN	Owner managers of unincorporated enterprises	F	3
Central West	LBN	Contributing family workers	M	5
Central West	LBN	Employee	F	7
Central West	LBN	Employee	M	12
Central West	LBN	Owner managers of incorporated enterprises	F	3
Central West	LBN	Owner managers of unincorporated enterprises	M	7
Central West	LBN	Status in employment not stated	M	3
Central West	MYS	Employee	F	43
Central West	MYS	Employee	M	28
Central West	MYS	Owner managers of incorporated enterprises	M	4
Central West	MYS	Owner managers of unincorporated enterprises	F	6
Central West	MYS	Owner managers of unincorporated enterprises	M	6
Central West	MLT	Contributing family workers	M	5
Central West	MLT	Employee	F	8
Central West	MLT	Employee	M	4
Central West	MLT	Owner managers of unincorporated enterprises	M	3
Central West	NLD	Contributing family workers	F	7
Central West	NLD	Contributing family workers	M	6
Central West	NLD	Employee	F	32
Central West	NLD	Employee	M	35
Central West	NLD	Owner managers of incorporated enterprises	F	3
Central West	NLD	Owner managers of incorporated enterprises	M	4
Central West	NLD	Owner managers of unincorporated enterprises	F	15
Central West	NLD	Owner managers of unincorporated enterprises	M	14
Central West	NLD	Status in employment not stated	M	3
Central West	NZL	Contributing family workers	F	20
Central West	NZL	Contributing family workers	M	13
Central West	NZL	Employee	F	380
Central West	NZL	Employee	M	432
Central West	NZL	Owner managers of incorporated enterprises	F	20
Central West	NZL	Owner managers of incorporated enterprises	M	30
Central West	NZL	Owner managers of unincorporated enterprises	F	50
Central West	NZL	Owner managers of unincorporated enterprises	M	44
Central West	NZL	Status in employment not stated	F	4
Central West	NZL	Status in employment not stated	M	9
Central West	PAK	Employee	F	5
Central West	PAK	Employee	M	29
Central West	PAK	Owner managers of incorporated enterprises	F	4
Central West	PAK	Owner managers of unincorporated enterprises	M	3
Central West	PHL	Contributing family workers	F	8
Central West	PHL	Employee	F	253
Central West	PHL	Employee	M	132
Central West	PHL	Owner managers of incorporated enterprises	F	9
Central West	PHL	Owner managers of incorporated enterprises	M	5
Central West	PHL	Owner managers of unincorporated enterprises	F	4
Central West	PHL	Owner managers of unincorporated enterprises	M	3
Central West	PHL	Status in employment not stated	F	3
Central West	POL	Employee	F	13
Central West	POL	Employee	M	7
Central West	POL	Owner managers of unincorporated enterprises	F	3
Central West	POL	Owner managers of unincorporated enterprises	M	3
Central West	SGP	Employee	F	18
Central West	SGP	Employee	M	16
Central West	SGP	Owner managers of unincorporated enterprises	F	4
Central West	ZAF	Contributing family workers	F	5
Central West	ZAF	Contributing family workers	M	3
Central West	ZAF	Employee	F	111
Central West	ZAF	Employee	M	124
Central West	ZAF	Owner managers of incorporated enterprises	F	8
Central West	ZAF	Owner managers of incorporated enterprises	M	19
Central West	ZAF	Owner managers of unincorporated enterprises	F	16
Central West	ZAF	Owner managers of unincorporated enterprises	M	14
Central West	ZAF	Status in employment not stated	M	3
Central West	KOR	Employee	F	33
Central West	KOR	Employee	M	40
Central West	KOR	Owner managers of incorporated enterprises	M	3
Central West	KOR	Owner managers of unincorporated enterprises	M	4
Central West	LKA	Contributing family workers	F	3
Central West	LKA	Employee	F	37
Central West	LKA	Employee	M	48
Central West	LKA	Owner managers of incorporated enterprises	F	3
Central West	LKA	Owner managers of incorporated enterprises	M	3
Central West	LKA	Owner managers of unincorporated enterprises	F	3
Central West	LKA	Owner managers of unincorporated enterprises	M	3
Central West	THA	Contributing family workers	F	3
Central West	THA	Employee	F	58
Central West	THA	Employee	M	35
Central West	THA	Owner managers of incorporated enterprises	F	11
Central West	THA	Owner managers of incorporated enterprises	M	4
Central West	THA	Owner managers of unincorporated enterprises	F	9
Central West	THA	Owner managers of unincorporated enterprises	M	4
Central West	THA	Status in employment not stated	F	3
Central West	TUR	Employee	F	4
Central West	TUR	Employee	M	12
Central West	GBR	Contributing family workers	F	33
Central West	GBR	Contributing family workers	M	41
Central West	GBR	Employee	F	778
Central West	GBR	Employee	M	638
Central West	GBR	Owner managers of incorporated enterprises	F	51
Central West	GBR	Owner managers of incorporated enterprises	M	65
Central West	GBR	Owner managers of unincorporated enterprises	F	102
Central West	GBR	Owner managers of unincorporated enterprises	M	116
Central West	GBR	Status in employment not stated	F	12
Central West	GBR	Status in employment not stated	M	12
Central West	USA	Contributing family workers	F	10
Central West	USA	Contributing family workers	M	3
Central West	USA	Employee	F	80
Central West	USA	Employee	M	66
Central West	USA	Owner managers of incorporated enterprises	F	4
Central West	USA	Owner managers of incorporated enterprises	M	5
Central West	USA	Owner managers of unincorporated enterprises	F	8
Central West	USA	Owner managers of unincorporated enterprises	M	6
Central West	USA	Status in employment not stated	F	3
Central West	VNM	Contributing family workers	F	8
Central West	VNM	Contributing family workers	M	3
Central West	VNM	Employee	F	31
Central West	VNM	Employee	M	32
Central West	VNM	Owner managers of incorporated enterprises	F	5
Central West	VNM	Owner managers of incorporated enterprises	M	7
Central West	VNM	Owner managers of unincorporated enterprises	F	9
Central West	VNM	Owner managers of unincorporated enterprises	M	13
Central West	ZWE	Employee	F	62
Central West	ZWE	Employee	M	44
Central West	ZWE	Owner managers of unincorporated enterprises	F	7
Coffs Harbour - Grafton		Contributing family workers	F	28
Coffs Harbour - Grafton		Contributing family workers	M	19
Coffs Harbour - Grafton		Employee	F	834
Coffs Harbour - Grafton		Employee	M	733
Coffs Harbour - Grafton		Owner managers of incorporated enterprises	F	42
Coffs Harbour - Grafton		Owner managers of incorporated enterprises	M	65
Coffs Harbour - Grafton		Owner managers of unincorporated enterprises	F	103
Coffs Harbour - Grafton		Owner managers of unincorporated enterprises	M	132
Coffs Harbour - Grafton		Status in employment not stated	F	29
Coffs Harbour - Grafton		Status in employment not stated	M	35
Coffs Harbour - Grafton	AUS	Contributing family workers	F	491
Coffs Harbour - Grafton	AUS	Contributing family workers	M	524
Coffs Harbour - Grafton	AUS	Employee	F	18147
Coffs Harbour - Grafton	AUS	Employee	M	15402
Coffs Harbour - Grafton	AUS	Owner managers of incorporated enterprises	F	742
Coffs Harbour - Grafton	AUS	Owner managers of incorporated enterprises	M	1538
Coffs Harbour - Grafton	AUS	Owner managers of unincorporated enterprises	F	1716
Coffs Harbour - Grafton	AUS	Owner managers of unincorporated enterprises	M	2492
Coffs Harbour - Grafton	AUS	Status in employment not stated	F	253
Coffs Harbour - Grafton	AUS	Status in employment not stated	M	285
Coffs Harbour - Grafton	CAN	Contributing family workers	F	4
Coffs Harbour - Grafton	CAN	Employee	F	51
Coffs Harbour - Grafton	CAN	Employee	M	35
Coffs Harbour - Grafton	CAN	Owner managers of incorporated enterprises	F	3
Coffs Harbour - Grafton	CAN	Owner managers of incorporated enterprises	M	4
Coffs Harbour - Grafton	CAN	Owner managers of unincorporated enterprises	F	3
Coffs Harbour - Grafton	CAN	Owner managers of unincorporated enterprises	M	6
Coffs Harbour - Grafton	CHN	Contributing family workers	F	3
Coffs Harbour - Grafton	CHN	Employee	F	39
Coffs Harbour - Grafton	CHN	Employee	M	29
Coffs Harbour - Grafton	CHN	Owner managers of incorporated enterprises	F	8
Coffs Harbour - Grafton	CHN	Owner managers of incorporated enterprises	M	8
Coffs Harbour - Grafton	CHN	Owner managers of unincorporated enterprises	F	13
Coffs Harbour - Grafton	CHN	Owner managers of unincorporated enterprises	M	9
Coffs Harbour - Grafton	HRV	Employee	F	7
Coffs Harbour - Grafton	HRV	Employee	M	3
Coffs Harbour - Grafton	EGY	Employee	F	4
Coffs Harbour - Grafton	EGY	Employee	M	6
Coffs Harbour - Grafton	EGY	Owner managers of incorporated enterprises	M	3
Coffs Harbour - Grafton	EGY	Owner managers of unincorporated enterprises	M	4
Coffs Harbour - Grafton	FJI	Employee	F	18
Coffs Harbour - Grafton	FJI	Employee	M	19
Coffs Harbour - Grafton	FJI	Owner managers of incorporated enterprises	F	4
Coffs Harbour - Grafton	FJI	Owner managers of incorporated enterprises	M	6
Coffs Harbour - Grafton	FJI	Owner managers of unincorporated enterprises	M	3
Coffs Harbour - Grafton	DEU	Contributing family workers	F	6
Coffs Harbour - Grafton	DEU	Contributing family workers	M	4
Coffs Harbour - Grafton	DEU	Employee	F	83
Coffs Harbour - Grafton	DEU	Employee	M	40
Coffs Harbour - Grafton	DEU	Owner managers of incorporated enterprises	F	13
Coffs Harbour - Grafton	DEU	Owner managers of incorporated enterprises	M	7
Coffs Harbour - Grafton	DEU	Owner managers of unincorporated enterprises	F	12
Coffs Harbour - Grafton	DEU	Owner managers of unincorporated enterprises	M	25
Coffs Harbour - Grafton	DEU	Status in employment not stated	M	5
Coffs Harbour - Grafton	GRC	Employee	M	4
Coffs Harbour - Grafton	GRC	Owner managers of unincorporated enterprises	M	3
Coffs Harbour - Grafton	HKG	Employee	F	18
Coffs Harbour - Grafton	HKG	Employee	M	17
Coffs Harbour - Grafton	HKG	Owner managers of incorporated enterprises	F	3
Coffs Harbour - Grafton	HKG	Owner managers of incorporated enterprises	M	8
Coffs Harbour - Grafton	HKG	Owner managers of unincorporated enterprises	F	10
Coffs Harbour - Grafton	HKG	Owner managers of unincorporated enterprises	M	4
Coffs Harbour - Grafton	IND	Contributing family workers	F	38
Coffs Harbour - Grafton	IND	Contributing family workers	M	39
Coffs Harbour - Grafton	IND	Employee	F	199
Coffs Harbour - Grafton	IND	Employee	M	266
Coffs Harbour - Grafton	IND	Owner managers of incorporated enterprises	F	18
Coffs Harbour - Grafton	IND	Owner managers of incorporated enterprises	M	41
Coffs Harbour - Grafton	IND	Owner managers of unincorporated enterprises	F	40
Coffs Harbour - Grafton	IND	Owner managers of unincorporated enterprises	M	58
Coffs Harbour - Grafton	IND	Status in employment not stated	M	8
Coffs Harbour - Grafton	IDN	Employee	F	16
Coffs Harbour - Grafton	IDN	Employee	M	3
Coffs Harbour - Grafton	IRN	Employee	F	5
Coffs Harbour - Grafton	IRN	Employee	M	9
Coffs Harbour - Grafton	IRQ	Employee	F	3
Coffs Harbour - Grafton	IRQ	Employee	M	3
Coffs Harbour - Grafton	IRL	Employee	F	46
Coffs Harbour - Grafton	IRL	Employee	M	41
Coffs Harbour - Grafton	IRL	Owner managers of incorporated enterprises	M	8
Coffs Harbour - Grafton	IRL	Owner managers of unincorporated enterprises	F	11
Coffs Harbour - Grafton	IRL	Owner managers of unincorporated enterprises	M	3
Coffs Harbour - Grafton	IRL	Status in employment not stated	M	3
Coffs Harbour - Grafton	ITA	Employee	F	12
Coffs Harbour - Grafton	ITA	Employee	M	21
Coffs Harbour - Grafton	ITA	Owner managers of incorporated enterprises	F	3
Coffs Harbour - Grafton	ITA	Owner managers of unincorporated enterprises	F	3
Coffs Harbour - Grafton	ITA	Owner managers of unincorporated enterprises	M	9
Coffs Harbour - Grafton	JPN	Employee	F	18
Coffs Harbour - Grafton	JPN	Employee	M	16
Coffs Harbour - Grafton	JPN	Owner managers of unincorporated enterprises	F	4
Coffs Harbour - Grafton	LBN	Employee	F	3
Coffs Harbour - Grafton	LBN	Employee	M	6
Coffs Harbour - Grafton	MYS	Employee	F	34
Coffs Harbour - Grafton	MYS	Employee	M	19
Coffs Harbour - Grafton	MYS	Owner managers of incorporated enterprises	M	3
Coffs Harbour - Grafton	MYS	Owner managers of unincorporated enterprises	F	7
Coffs Harbour - Grafton	MYS	Owner managers of unincorporated enterprises	M	3
Coffs Harbour - Grafton	MLT	Employee	F	6
Coffs Harbour - Grafton	MLT	Employee	M	3
Coffs Harbour - Grafton	MLT	Owner managers of unincorporated enterprises	F	4
Coffs Harbour - Grafton	NLD	Contributing family workers	F	3
Coffs Harbour - Grafton	NLD	Contributing family workers	M	3
Coffs Harbour - Grafton	NLD	Employee	F	54
Coffs Harbour - Grafton	NLD	Employee	M	32
Coffs Harbour - Grafton	NLD	Owner managers of incorporated enterprises	F	5
Coffs Harbour - Grafton	NLD	Owner managers of incorporated enterprises	M	5
Coffs Harbour - Grafton	NLD	Owner managers of unincorporated enterprises	F	6
Coffs Harbour - Grafton	NLD	Owner managers of unincorporated enterprises	M	3
Coffs Harbour - Grafton	NZL	Contributing family workers	F	11
Coffs Harbour - Grafton	NZL	Contributing family workers	M	8
