SA4_NAME16	Age	EmploymentStatus	HoursWorked.min	workers
Central Coast	25-29	Employee	0	364
Central Coast	25-29	Employee	1	698
Central Coast	25-29	Employee	16	805
Central Coast	25-29	Employee	25	966
Central Coast	25-29	Employee	35	2086
Central Coast	25-29	Employee	40	1763
Central Coast	25-29	Employee	41	815
Central Coast	25-29	Employee	49	832
Central Coast	25-29	Owner managers of incorporated enterprises		7
Central Coast	25-29	Owner managers of incorporated enterprises	0	3
Central Coast	25-29	Owner managers of incorporated enterprises	1	10
Central Coast	25-29	Owner managers of incorporated enterprises	16	18
Central Coast	25-29	Owner managers of incorporated enterprises	25	18
Central Coast	25-29	Owner managers of incorporated enterprises	35	30
Central Coast	25-29	Owner managers of incorporated enterprises	40	47
Central Coast	25-29	Owner managers of incorporated enterprises	41	21
Central Coast	25-29	Owner managers of incorporated enterprises	49	73
Central Coast	25-29	Owner managers of unincorporated enterprises		9
Central Coast	25-29	Owner managers of unincorporated enterprises	0	16
Central Coast	25-29	Owner managers of unincorporated enterprises	1	70
Central Coast	25-29	Owner managers of unincorporated enterprises	16	47
Central Coast	25-29	Owner managers of unincorporated enterprises	25	81
Central Coast	25-29	Owner managers of unincorporated enterprises	35	48
Central Coast	25-29	Owner managers of unincorporated enterprises	40	109
Central Coast	25-29	Owner managers of unincorporated enterprises	41	40
Central Coast	25-29	Owner managers of unincorporated enterprises	49	115
Central Coast	30-34			12
Central Coast	30-34		0	4
Central Coast	30-34		1	6
Central Coast	30-34		16	5
Central Coast	30-34		25	14
Central Coast	30-34		35	11
Central Coast	30-34		40	13
Central Coast	30-34		41	3
Central Coast	30-34		49	4
Central Coast	30-34	Contributing family workers		12
Central Coast	30-34	Contributing family workers	1	40
Central Coast	30-34	Contributing family workers	16	14
Central Coast	30-34	Contributing family workers	25	6
Central Coast	30-34	Contributing family workers	35	3
Central Coast	30-34	Contributing family workers	40	4
Central Coast	30-34	Contributing family workers	41	3
Central Coast	30-34	Contributing family workers	49	20
Central Coast	30-34	Employee		130
Central Coast	30-34	Employee	0	447
Central Coast	30-34	Employee	1	696
Central Coast	30-34	Employee	16	1113
Central Coast	30-34	Employee	25	937
Central Coast	30-34	Employee	35	1772
Central Coast	30-34	Employee	40	1556
Central Coast	30-34	Employee	41	770
Central Coast	30-34	Employee	49	869
Central Coast	30-34	Owner managers of incorporated enterprises		7
Central Coast	30-34	Owner managers of incorporated enterprises	0	18
Central Coast	30-34	Owner managers of incorporated enterprises	1	38
Central Coast	30-34	Owner managers of incorporated enterprises	16	31
Central Coast	30-34	Owner managers of incorporated enterprises	25	44
Central Coast	30-34	Owner managers of incorporated enterprises	35	53
Central Coast	30-34	Owner managers of incorporated enterprises	40	125
Central Coast	30-34	Owner managers of incorporated enterprises	41	46
Central Coast	30-34	Owner managers of incorporated enterprises	49	202
Central Coast	30-34	Owner managers of unincorporated enterprises		15
Central Coast	30-34	Owner managers of unincorporated enterprises	0	25
Central Coast	30-34	Owner managers of unincorporated enterprises	1	139
Central Coast	30-34	Owner managers of unincorporated enterprises	16	82
Central Coast	30-34	Owner managers of unincorporated enterprises	25	95
Central Coast	30-34	Owner managers of unincorporated enterprises	35	50
Central Coast	30-34	Owner managers of unincorporated enterprises	40	132
Central Coast	30-34	Owner managers of unincorporated enterprises	41	53
Central Coast	30-34	Owner managers of unincorporated enterprises	49	128
Central Coast	35-39			25
Central Coast	35-39		0	11
Central Coast	35-39		1	7
Central Coast	35-39		16	6
Central Coast	35-39		25	11
Central Coast	35-39		35	14
Central Coast	35-39		40	5
Central Coast	35-39		41	7
Central Coast	35-39		49	6
Central Coast	35-39	Contributing family workers		4
Central Coast	35-39	Contributing family workers	0	6
Central Coast	35-39	Contributing family workers	1	54
Central Coast	35-39	Contributing family workers	16	18
Central Coast	35-39	Contributing family workers	25	16
Central Coast	35-39	Contributing family workers	35	5
Central Coast	35-39	Contributing family workers	40	12
Central Coast	35-39	Contributing family workers	41	7
Central Coast	35-39	Contributing family workers	49	23
Central Coast	35-39	Employee		121
Central Coast	35-39	Employee	0	318
Central Coast	35-39	Employee	1	750
Central Coast	35-39	Employee	16	1097
Central Coast	35-39	Employee	25	1057
Central Coast	35-39	Employee	35	1595
Central Coast	35-39	Employee	40	1418
Central Coast	35-39	Employee	41	746
Central Coast	35-39	Employee	49	883
Central Coast	35-39	Owner managers of incorporated enterprises		18
Central Coast	35-39	Owner managers of incorporated enterprises	0	13
Central Coast	35-39	Owner managers of incorporated enterprises	1	60
Central Coast	35-39	Owner managers of incorporated enterprises	16	61
Central Coast	35-39	Owner managers of incorporated enterprises	25	74
Central Coast	35-39	Owner managers of incorporated enterprises	35	73
Central Coast	35-39	Owner managers of incorporated enterprises	40	171
Central Coast	35-39	Owner managers of incorporated enterprises	41	60
Central Coast	35-39	Owner managers of incorporated enterprises	49	250
Central Coast	35-39	Owner managers of unincorporated enterprises		14
Central Coast	35-39	Owner managers of unincorporated enterprises	0	29
Central Coast	35-39	Owner managers of unincorporated enterprises	1	192
Central Coast	35-39	Owner managers of unincorporated enterprises	16	118
Central Coast	35-39	Owner managers of unincorporated enterprises	25	115
Central Coast	35-39	Owner managers of unincorporated enterprises	35	67
Central Coast	35-39	Owner managers of unincorporated enterprises	40	162
Central Coast	35-39	Owner managers of unincorporated enterprises	41	57
Central Coast	35-39	Owner managers of unincorporated enterprises	49	194
Central Coast	40-44			24
Central Coast	40-44		0	7
Central Coast	40-44		1	7
Central Coast	40-44		16	3
Central Coast	40-44		25	17
Central Coast	40-44		35	10
Central Coast	40-44		40	22
Central Coast	40-44		41	4
Central Coast	40-44		49	11
Central Coast	40-44	Contributing family workers		16
Central Coast	40-44	Contributing family workers	0	3
Central Coast	40-44	Contributing family workers	1	35
Central Coast	40-44	Contributing family workers	16	27
Central Coast	40-44	Contributing family workers	25	20
Central Coast	40-44	Contributing family workers	35	9
Central Coast	40-44	Contributing family workers	40	20
Central Coast	40-44	Contributing family workers	41	8
Central Coast	40-44	Contributing family workers	49	21
Central Coast	40-44	Employee		131
Central Coast	40-44	Employee	0	238
Central Coast	40-44	Employee	1	742
Central Coast	40-44	Employee	16	1163
Central Coast	40-44	Employee	25	1310
Central Coast	40-44	Employee	35	1945
Central Coast	40-44	Employee	40	1765
Central Coast	40-44	Employee	41	805
Central Coast	40-44	Employee	49	967
Central Coast	40-44	Owner managers of incorporated enterprises		15
Central Coast	40-44	Owner managers of incorporated enterprises	0	5
Central Coast	40-44	Owner managers of incorporated enterprises	1	52
Central Coast	40-44	Owner managers of incorporated enterprises	16	74
Central Coast	40-44	Owner managers of incorporated enterprises	25	91
Central Coast	40-44	Owner managers of incorporated enterprises	35	95
Central Coast	40-44	Owner managers of incorporated enterprises	40	245
Central Coast	40-44	Owner managers of incorporated enterprises	41	88
Central Coast	40-44	Owner managers of incorporated enterprises	49	366
Central Coast	40-44	Owner managers of unincorporated enterprises		21
Central Coast	40-44	Owner managers of unincorporated enterprises	0	15
Central Coast	40-44	Owner managers of unincorporated enterprises	1	190
Central Coast	40-44	Owner managers of unincorporated enterprises	16	143
Central Coast	40-44	Owner managers of unincorporated enterprises	25	167
Central Coast	40-44	Owner managers of unincorporated enterprises	35	107
Central Coast	40-44	Owner managers of unincorporated enterprises	40	194
Central Coast	40-44	Owner managers of unincorporated enterprises	41	88
Central Coast	40-44	Owner managers of unincorporated enterprises	49	216
Central Coast	45-49			24
Central Coast	45-49		0	7
Central Coast	45-49		1	7
Central Coast	45-49		16	20
Central Coast	45-49		25	15
Central Coast	45-49		35	20
Central Coast	45-49		40	17
Central Coast	45-49		41	9
Central Coast	45-49		49	4
Central Coast	45-49	Contributing family workers		11
Central Coast	45-49	Contributing family workers	0	3
Central Coast	45-49	Contributing family workers	1	46
Central Coast	45-49	Contributing family workers	16	23
Central Coast	45-49	Contributing family workers	25	32
Central Coast	45-49	Contributing family workers	35	13
Central Coast	45-49	Contributing family workers	40	20
Central Coast	45-49	Contributing family workers	41	7
Central Coast	45-49	Contributing family workers	49	25
Central Coast	45-49	Employee		131
Central Coast	45-49	Employee	0	234
Central Coast	45-49	Employee	1	689
Central Coast	45-49	Employee	16	1137
Central Coast	45-49	Employee	25	1408
Central Coast	45-49	Employee	35	2119
Central Coast	45-49	Employee	40	1809
Central Coast	45-49	Employee	41	825
Central Coast	45-49	Employee	49	1136
Central Coast	45-49	Owner managers of incorporated enterprises		10
Central Coast	45-49	Owner managers of incorporated enterprises	0	14
Central Coast	45-49	Owner managers of incorporated enterprises	1	71
Central Coast	45-49	Owner managers of incorporated enterprises	16	67
Central Coast	45-49	Owner managers of incorporated enterprises	25	115
Central Coast	45-49	Owner managers of incorporated enterprises	35	95
Central Coast	45-49	Owner managers of incorporated enterprises	40	288
Central Coast	45-49	Owner managers of incorporated enterprises	41	101
Central Coast	45-49	Owner managers of incorporated enterprises	49	390
Central Coast	45-49	Owner managers of unincorporated enterprises		20
Central Coast	45-49	Owner managers of unincorporated enterprises	0	29
Central Coast	45-49	Owner managers of unincorporated enterprises	1	197
Central Coast	45-49	Owner managers of unincorporated enterprises	16	135
Central Coast	45-49	Owner managers of unincorporated enterprises	25	176
Central Coast	45-49	Owner managers of unincorporated enterprises	35	113
Central Coast	45-49	Owner managers of unincorporated enterprises	40	199
Central Coast	45-49	Owner managers of unincorporated enterprises	41	98
Central Coast	45-49	Owner managers of unincorporated enterprises	49	266
Central Coast	50-54			17
Central Coast	50-54		0	10
Central Coast	50-54		1	11
Central Coast	50-54		16	10
Central Coast	50-54		25	18
Central Coast	50-54		35	24
Central Coast	50-54		40	20
Central Coast	50-54		41	4
Central Coast	50-54		49	24
Central Coast	50-54	Contributing family workers		4
Central Coast	50-54	Contributing family workers	0	9
Central Coast	50-54	Contributing family workers	1	36
Central Coast	50-54	Contributing family workers	16	24
Central Coast	50-54	Contributing family workers	25	19
Central Coast	50-54	Contributing family workers	35	11
Central Coast	50-54	Contributing family workers	40	25
Central Coast	50-54	Contributing family workers	41	13
Central Coast	50-54	Contributing family workers	49	41
Central Coast	50-54	Employee		121
Central Coast	50-54	Employee	0	296
Central Coast	50-54	Employee	1	596
Central Coast	50-54	Employee	16	1095
Central Coast	50-54	Employee	25	1526
Central Coast	50-54	Employee	35	2228
Central Coast	50-54	Employee	40	1690
Central Coast	50-54	Employee	41	823
Central Coast	50-54	Employee	49	1029
Central Coast	50-54	Owner managers of incorporated enterprises		17
Central Coast	50-54	Owner managers of incorporated enterprises	0	18
Central Coast	50-54	Owner managers of incorporated enterprises	1	56
Central Coast	50-54	Owner managers of incorporated enterprises	16	67
Central Coast	50-54	Owner managers of incorporated enterprises	25	106
Central Coast	50-54	Owner managers of incorporated enterprises	35	112
Central Coast	50-54	Owner managers of incorporated enterprises	40	232
Central Coast	50-54	Owner managers of incorporated enterprises	41	99
Central Coast	50-54	Owner managers of incorporated enterprises	49	385
Central Coast	50-54	Owner managers of unincorporated enterprises		22
Central Coast	50-54	Owner managers of unincorporated enterprises	0	19
Central Coast	50-54	Owner managers of unincorporated enterprises	1	156
Central Coast	50-54	Owner managers of unincorporated enterprises	16	116
Central Coast	50-54	Owner managers of unincorporated enterprises	25	172
Central Coast	50-54	Owner managers of unincorporated enterprises	35	103
Central Coast	50-54	Owner managers of unincorporated enterprises	40	197
Central Coast	50-54	Owner managers of unincorporated enterprises	41	88
Central Coast	50-54	Owner managers of unincorporated enterprises	49	266
