SA4_NAME16	ModeTravelToWork	NumberModes	Occupation	workers
Coffs Harbour - Grafton	(Other)	1	Machinery operators and drivers	19
Coffs Harbour - Grafton	(Other)	1	Managers	76
Coffs Harbour - Grafton	(Other)	1	Professionals	32
Coffs Harbour - Grafton	(Other)	1	Sales workers	24
Coffs Harbour - Grafton	(Other)	1	Technicians and trades workers	26
Coffs Harbour - Grafton	Other three methods	3	Professionals	10
Coffs Harbour - Grafton	Other two methods	2		6
Coffs Harbour - Grafton	Other two methods	2	Clerical and administrative workers	26
Coffs Harbour - Grafton	Other two methods	2	Community and personal service workers	28
Coffs Harbour - Grafton	Other two methods	2	Labourers	47
Coffs Harbour - Grafton	Other two methods	2	Machinery operators and drivers	19
Coffs Harbour - Grafton	Other two methods	2	Managers	36
Coffs Harbour - Grafton	Other two methods	2	Professionals	53
Coffs Harbour - Grafton	Other two methods	2	Sales workers	25
Coffs Harbour - Grafton	Other two methods	2	Technicians and trades workers	43
Coffs Harbour - Grafton	Taxi	1	Clerical and administrative workers	3
Coffs Harbour - Grafton	Taxi	1	Community and personal service workers	5
Coffs Harbour - Grafton	Taxi	1	Labourers	8
Coffs Harbour - Grafton	Taxi	1	Machinery operators and drivers	6
Coffs Harbour - Grafton	Taxi	1	Professionals	7
Coffs Harbour - Grafton	Taxi	1	Sales workers	8
Coffs Harbour - Grafton	Taxi	1	Technicians and trades workers	5
Coffs Harbour - Grafton	Train	1	Clerical and administrative workers	6
Coffs Harbour - Grafton	Train	1	Professionals	4
Coffs Harbour - Grafton	Train and car as driver	2	Clerical and administrative workers	6
Coffs Harbour - Grafton	Truck	1		11
Coffs Harbour - Grafton	Truck	1	Clerical and administrative workers	13
Coffs Harbour - Grafton	Truck	1	Labourers	81
Coffs Harbour - Grafton	Truck	1	Machinery operators and drivers	167
Coffs Harbour - Grafton	Truck	1	Managers	97
Coffs Harbour - Grafton	Truck	1	Professionals	7
Coffs Harbour - Grafton	Truck	1	Sales workers	18
Coffs Harbour - Grafton	Truck	1	Technicians and trades workers	113
Coffs Harbour - Grafton	Walked only	1		15
Coffs Harbour - Grafton	Walked only	1	Clerical and administrative workers	147
Coffs Harbour - Grafton	Walked only	1	Community and personal service workers	246
Coffs Harbour - Grafton	Walked only	1	Labourers	270
Coffs Harbour - Grafton	Walked only	1	Machinery operators and drivers	70
Coffs Harbour - Grafton	Walked only	1	Managers	384
Coffs Harbour - Grafton	Walked only	1	Professionals	217
Coffs Harbour - Grafton	Walked only	1	Sales workers	236
Coffs Harbour - Grafton	Walked only	1	Technicians and trades workers	210
Coffs Harbour - Grafton	Worked at home			56
Coffs Harbour - Grafton	Worked at home		Clerical and administrative workers	587
Coffs Harbour - Grafton	Worked at home		Community and personal service workers	271
Coffs Harbour - Grafton	Worked at home		Labourers	99
Coffs Harbour - Grafton	Worked at home		Machinery operators and drivers	22
Coffs Harbour - Grafton	Worked at home		Managers	948
Coffs Harbour - Grafton	Worked at home		Professionals	669
Coffs Harbour - Grafton	Worked at home		Sales workers	128
Coffs Harbour - Grafton	Worked at home		Technicians and trades workers	249
Far West and Orana	Bicycle	1		3
Far West and Orana	Bicycle	1	Clerical and administrative workers	16
Far West and Orana	Bicycle	1	Community and personal service workers	24
Far West and Orana	Bicycle	1	Labourers	36
Far West and Orana	Bicycle	1	Machinery operators and drivers	13
Far West and Orana	Bicycle	1	Managers	21
Far West and Orana	Bicycle	1	Professionals	45
Far West and Orana	Bicycle	1	Sales workers	19
Far West and Orana	Bicycle	1	Technicians and trades workers	43
Far West and Orana	Bus	1		7
Far West and Orana	Bus	1	Clerical and administrative workers	11
Far West and Orana	Bus	1	Community and personal service workers	19
Far West and Orana	Bus	1	Labourers	31
Far West and Orana	Bus	1	Machinery operators and drivers	69
Far West and Orana	Bus	1	Managers	12
Far West and Orana	Bus	1	Professionals	23
Far West and Orana	Bus	1	Sales workers	19
Far West and Orana	Bus	1	Technicians and trades workers	32
Far West and Orana	Bus and car as driver	2	Clerical and administrative workers	3
Far West and Orana	Bus and car as driver	2	Machinery operators and drivers	5
Far West and Orana	Bus and car as driver	2	Technicians and trades workers	3
Far West and Orana	Bus and car as passenger	2	Sales workers	3
Far West and Orana	Bus and other	2	Machinery operators and drivers	3
Far West and Orana	Bus and two other methods excludes train	3	Machinery operators and drivers	4
Far West and Orana	Car as driver	1		394
Far West and Orana	Car as driver	1	Clerical and administrative workers	3809
Far West and Orana	Car as driver	1	Community and personal service workers	3976
Far West and Orana	Car as driver	1	Labourers	3146
Far West and Orana	Car as driver	1	Machinery operators and drivers	2376
Far West and Orana	Car as driver	1	Managers	3962
Far West and Orana	Car as driver	1	Professionals	5442
Far West and Orana	Car as driver	1	Sales workers	2623
Far West and Orana	Car as driver	1	Technicians and trades workers	4403
Far West and Orana	Car as passenger	1		40
Far West and Orana	Car as passenger	1	Clerical and administrative workers	227
Far West and Orana	Car as passenger	1	Community and personal service workers	337
Far West and Orana	Car as passenger	1	Labourers	589
Far West and Orana	Car as passenger	1	Machinery operators and drivers	167
Far West and Orana	Car as passenger	1	Managers	184
Far West and Orana	Car as passenger	1	Professionals	281
Far West and Orana	Car as passenger	1	Sales workers	414
Far West and Orana	Car as passenger	1	Technicians and trades workers	323
Far West and Orana	Did not go to work			57
Far West and Orana	Did not go to work		Clerical and administrative workers	444
Far West and Orana	Did not go to work		Community and personal service workers	792
Far West and Orana	Did not go to work		Labourers	485
Far West and Orana	Did not go to work		Machinery operators and drivers	382
Far West and Orana	Did not go to work		Managers	381
Far West and Orana	Did not go to work		Professionals	720
Far West and Orana	Did not go to work		Sales workers	560
Far West and Orana	Did not go to work		Technicians and trades workers	402
Far West and Orana	Ferry	1	Technicians and trades workers	3
Far West and Orana	Method of travel not stated			219
Far West and Orana	Method of travel not stated		Clerical and administrative workers	35
Far West and Orana	Method of travel not stated		Community and personal service workers	63
Far West and Orana	Method of travel not stated		Labourers	80
Far West and Orana	Method of travel not stated		Machinery operators and drivers	41
Far West and Orana	Method of travel not stated		Managers	73
Far West and Orana	Method of travel not stated		Professionals	39
Far West and Orana	Method of travel not stated		Sales workers	41
Far West and Orana	Method of travel not stated		Technicians and trades workers	48
Far West and Orana	Motorbike scooter	1		7
Far West and Orana	Motorbike scooter	1	Clerical and administrative workers	15
Far West and Orana	Motorbike scooter	1	Community and personal service workers	21
Far West and Orana	Motorbike scooter	1	Labourers	70
Far West and Orana	Motorbike scooter	1	Machinery operators and drivers	31
Far West and Orana	Motorbike scooter	1	Managers	130
Far West and Orana	Motorbike scooter	1	Professionals	12
Far West and Orana	Motorbike scooter	1	Sales workers	24
Far West and Orana	Motorbike scooter	1	Technicians and trades workers	48
Far West and Orana	(Other)	1		4
Far West and Orana	(Other)	1	Clerical and administrative workers	25
Far West and Orana	(Other)	1	Community and personal service workers	29
Far West and Orana	(Other)	1	Labourers	51
Far West and Orana	(Other)	1	Machinery operators and drivers	30
Far West and Orana	(Other)	1	Managers	198
Far West and Orana	(Other)	1	Professionals	37
Far West and Orana	(Other)	1	Sales workers	8
Far West and Orana	(Other)	1	Technicians and trades workers	39
Far West and Orana	Other three methods	3	Managers	27
Far West and Orana	Other two methods	2		5
Far West and Orana	Other two methods	2	Clerical and administrative workers	5
Far West and Orana	Other two methods	2	Community and personal service workers	18
Far West and Orana	Other two methods	2	Labourers	43
Far West and Orana	Other two methods	2	Machinery operators and drivers	34
Far West and Orana	Other two methods	2	Managers	86
Far West and Orana	Other two methods	2	Professionals	30
Far West and Orana	Other two methods	2	Sales workers	15
Far West and Orana	Other two methods	2	Technicians and trades workers	35
Far West and Orana	Taxi	1	Clerical and administrative workers	3
Far West and Orana	Taxi	1	Community and personal service workers	7
Far West and Orana	Taxi	1	Labourers	10
Far West and Orana	Taxi	1	Machinery operators and drivers	5
Far West and Orana	Taxi	1	Managers	4
Far West and Orana	Taxi	1	Professionals	13
Far West and Orana	Taxi	1	Sales workers	13
Far West and Orana	Taxi	1	Technicians and trades workers	10
Far West and Orana	Train	1		3
Far West and Orana	Train	1	Community and personal service workers	3
Far West and Orana	Train	1	Labourers	3
Far West and Orana	Train	1	Professionals	6
Far West and Orana	Train and car as driver	2	Labourers	3
Far West and Orana	Train and two other methods	3	Managers	3
Far West and Orana	Truck	1		13
Far West and Orana	Truck	1	Clerical and administrative workers	16
Far West and Orana	Truck	1	Community and personal service workers	3
Far West and Orana	Truck	1	Labourers	82
Far West and Orana	Truck	1	Machinery operators and drivers	179
Far West and Orana	Truck	1	Managers	128
Far West and Orana	Truck	1	Professionals	6
Far West and Orana	Truck	1	Sales workers	13
Far West and Orana	Truck	1	Technicians and trades workers	112
Far West and Orana	Walked only	1		27
Far West and Orana	Walked only	1	Clerical and administrative workers	194
Far West and Orana	Walked only	1	Community and personal service workers	373
Far West and Orana	Walked only	1	Labourers	424
Far West and Orana	Walked only	1	Machinery operators and drivers	114
Far West and Orana	Walked only	1	Managers	626
Far West and Orana	Walked only	1	Professionals	520
Far West and Orana	Walked only	1	Sales workers	219
Far West and Orana	Walked only	1	Technicians and trades workers	247
Far West and Orana	Worked at home			46
Far West and Orana	Worked at home		Clerical and administrative workers	339
Far West and Orana	Worked at home		Community and personal service workers	142
Far West and Orana	Worked at home		Labourers	180
Far West and Orana	Worked at home		Machinery operators and drivers	50
Far West and Orana	Worked at home		Managers	2149
Far West and Orana	Worked at home		Professionals	246
Far West and Orana	Worked at home		Sales workers	69
Far West and Orana	Worked at home		Technicians and trades workers	151
Hunter Valley exc Newcastle	Bicycle	1		3
Hunter Valley exc Newcastle	Bicycle	1	Clerical and administrative workers	20
Hunter Valley exc Newcastle	Bicycle	1	Community and personal service workers	25
Hunter Valley exc Newcastle	Bicycle	1	Labourers	37
Hunter Valley exc Newcastle	Bicycle	1	Machinery operators and drivers	32
Hunter Valley exc Newcastle	Bicycle	1	Managers	41
Hunter Valley exc Newcastle	Bicycle	1	Professionals	62
Hunter Valley exc Newcastle	Bicycle	1	Sales workers	23
Hunter Valley exc Newcastle	Bicycle	1	Technicians and trades workers	66
Hunter Valley exc Newcastle	Bus	1	Clerical and administrative workers	21
Hunter Valley exc Newcastle	Bus	1	Community and personal service workers	63
Hunter Valley exc Newcastle	Bus	1	Labourers	105
Hunter Valley exc Newcastle	Bus	1	Machinery operators and drivers	23
Hunter Valley exc Newcastle	Bus	1	Managers	10
Hunter Valley exc Newcastle	Bus	1	Professionals	25
Hunter Valley exc Newcastle	Bus	1	Sales workers	83
