SA4_NAME16	Age	EmploymentStatus	Sex	workers
Far West and Orana	40-44	Owner managers of unincorporated enterprises	F	164
Far West and Orana	40-44	Owner managers of unincorporated enterprises	M	284
Far West and Orana	45-49		F	24
Far West and Orana	45-49		M	44
Far West and Orana	45-49	Contributing family workers	F	95
Far West and Orana	45-49	Contributing family workers	M	100
Far West and Orana	45-49	Employee	F	2045
Far West and Orana	45-49	Employee	M	1754
Far West and Orana	45-49	Owner managers of incorporated enterprises	F	124
Far West and Orana	45-49	Owner managers of incorporated enterprises	M	222
Far West and Orana	45-49	Owner managers of unincorporated enterprises	F	185
Far West and Orana	45-49	Owner managers of unincorporated enterprises	M	314
Far West and Orana	50-54		F	35
Far West and Orana	50-54		M	55
Far West and Orana	50-54	Contributing family workers	F	90
Far West and Orana	50-54	Contributing family workers	M	128
Far West and Orana	50-54	Employee	F	2107
Far West and Orana	50-54	Employee	M	1768
Far West and Orana	50-54	Owner managers of incorporated enterprises	F	122
Far West and Orana	50-54	Owner managers of incorporated enterprises	M	263
Far West and Orana	50-54	Owner managers of unincorporated enterprises	F	239
Far West and Orana	50-54	Owner managers of unincorporated enterprises	M	366
Far West and Orana	55-59		F	42
Far West and Orana	55-59		M	42
Far West and Orana	55-59	Contributing family workers	F	118
Far West and Orana	55-59	Contributing family workers	M	160
Far West and Orana	55-59	Employee	F	1959
Far West and Orana	55-59	Employee	M	1725
Far West and Orana	55-59	Owner managers of incorporated enterprises	F	95
Far West and Orana	55-59	Owner managers of incorporated enterprises	M	232
Far West and Orana	55-59	Owner managers of unincorporated enterprises	F	226
Far West and Orana	55-59	Owner managers of unincorporated enterprises	M	437
Far West and Orana	60-64		F	33
Far West and Orana	60-64		M	35
Far West and Orana	60-64	Contributing family workers	F	121
Far West and Orana	60-64	Contributing family workers	M	131
Far West and Orana	60-64	Employee	F	1214
Far West and Orana	60-64	Employee	M	1144
Far West and Orana	60-64	Owner managers of incorporated enterprises	F	78
Far West and Orana	60-64	Owner managers of incorporated enterprises	M	168
Far West and Orana	60-64	Owner managers of unincorporated enterprises	F	191
Far West and Orana	60-64	Owner managers of unincorporated enterprises	M	421
Far West and Orana	65-69		F	15
Far West and Orana	65-69		M	53
Far West and Orana	65-69	Contributing family workers	F	92
Far West and Orana	65-69	Contributing family workers	M	133
Far West and Orana	65-69	Employee	F	417
Far West and Orana	65-69	Employee	M	505
Far West and Orana	65-69	Owner managers of incorporated enterprises	F	43
Far West and Orana	65-69	Owner managers of incorporated enterprises	M	112
Far West and Orana	65-69	Owner managers of unincorporated enterprises	F	119
Far West and Orana	65-69	Owner managers of unincorporated enterprises	M	305
Far West and Orana	70-74		F	16
Far West and Orana	70-74		M	20
Far West and Orana	70-74	Contributing family workers	F	71
Far West and Orana	70-74	Contributing family workers	M	121
Far West and Orana	70-74	Employee	F	127
Far West and Orana	70-74	Employee	M	144
Far West and Orana	70-74	Owner managers of incorporated enterprises	F	17
Far West and Orana	70-74	Owner managers of incorporated enterprises	M	63
Far West and Orana	70-74	Owner managers of unincorporated enterprises	F	81
Far West and Orana	70-74	Owner managers of unincorporated enterprises	M	145
Far West and Orana	75+		F	15
Far West and Orana	75+		M	31
Far West and Orana	75+	Contributing family workers	F	69
Far West and Orana	75+	Contributing family workers	M	147
Far West and Orana	75+	Employee	F	54
Far West and Orana	75+	Employee	M	74
Far West and Orana	75+	Owner managers of incorporated enterprises	F	18
Far West and Orana	75+	Owner managers of incorporated enterprises	M	39
Far West and Orana	75+	Owner managers of unincorporated enterprises	F	68
Far West and Orana	75+	Owner managers of unincorporated enterprises	M	150
Hunter Valley exc Newcastle	15-19		F	44
Hunter Valley exc Newcastle	15-19		M	42
Hunter Valley exc Newcastle	15-19	Contributing family workers	F	11
Hunter Valley exc Newcastle	15-19	Contributing family workers	M	26
Hunter Valley exc Newcastle	15-19	Employee	F	3382
Hunter Valley exc Newcastle	15-19	Employee	M	3083
Hunter Valley exc Newcastle	15-19	Owner managers of incorporated enterprises	F	4
Hunter Valley exc Newcastle	15-19	Owner managers of incorporated enterprises	M	5
Hunter Valley exc Newcastle	15-19	Owner managers of unincorporated enterprises	F	11
Hunter Valley exc Newcastle	15-19	Owner managers of unincorporated enterprises	M	17
Hunter Valley exc Newcastle	20-24		F	37
Hunter Valley exc Newcastle	20-24		M	54
Hunter Valley exc Newcastle	20-24	Contributing family workers	F	14
Hunter Valley exc Newcastle	20-24	Contributing family workers	M	19
Hunter Valley exc Newcastle	20-24	Employee	F	4081
Hunter Valley exc Newcastle	20-24	Employee	M	4746
Hunter Valley exc Newcastle	20-24	Owner managers of incorporated enterprises	F	18
Hunter Valley exc Newcastle	20-24	Owner managers of incorporated enterprises	M	28
Hunter Valley exc Newcastle	20-24	Owner managers of unincorporated enterprises	F	84
Hunter Valley exc Newcastle	20-24	Owner managers of unincorporated enterprises	M	93
Hunter Valley exc Newcastle	25-29		F	17
Hunter Valley exc Newcastle	25-29		M	39
Hunter Valley exc Newcastle	25-29	Contributing family workers	F	46
Hunter Valley exc Newcastle	25-29	Contributing family workers	M	23
Hunter Valley exc Newcastle	25-29	Employee	F	4215
Hunter Valley exc Newcastle	25-29	Employee	M	5468
Hunter Valley exc Newcastle	25-29	Owner managers of incorporated enterprises	F	51
Hunter Valley exc Newcastle	25-29	Owner managers of incorporated enterprises	M	125
Hunter Valley exc Newcastle	25-29	Owner managers of unincorporated enterprises	F	175
Hunter Valley exc Newcastle	25-29	Owner managers of unincorporated enterprises	M	172
Hunter Valley exc Newcastle	30-34		F	42
Hunter Valley exc Newcastle	30-34		M	29
Hunter Valley exc Newcastle	30-34	Contributing family workers	F	62
Hunter Valley exc Newcastle	30-34	Contributing family workers	M	27
Hunter Valley exc Newcastle	30-34	Employee	F	4159
Hunter Valley exc Newcastle	30-34	Employee	M	5450
Hunter Valley exc Newcastle	30-34	Owner managers of incorporated enterprises	F	121
Hunter Valley exc Newcastle	30-34	Owner managers of incorporated enterprises	M	270
Hunter Valley exc Newcastle	30-34	Owner managers of unincorporated enterprises	F	265
Hunter Valley exc Newcastle	30-34	Owner managers of unincorporated enterprises	M	259
Hunter Valley exc Newcastle	35-39		F	39
Hunter Valley exc Newcastle	35-39		M	49
Hunter Valley exc Newcastle	35-39	Contributing family workers	F	76
Hunter Valley exc Newcastle	35-39	Contributing family workers	M	35
Hunter Valley exc Newcastle	35-39	Employee	F	3936
Hunter Valley exc Newcastle	35-39	Employee	M	5057
Hunter Valley exc Newcastle	35-39	Owner managers of incorporated enterprises	F	164
Hunter Valley exc Newcastle	35-39	Owner managers of incorporated enterprises	M	339
Hunter Valley exc Newcastle	35-39	Owner managers of unincorporated enterprises	F	310
Hunter Valley exc Newcastle	35-39	Owner managers of unincorporated enterprises	M	241
Hunter Valley exc Newcastle	40-44		F	50
Hunter Valley exc Newcastle	40-44		M	59
Hunter Valley exc Newcastle	40-44	Contributing family workers	F	85
Hunter Valley exc Newcastle	40-44	Contributing family workers	M	51
Hunter Valley exc Newcastle	40-44	Employee	F	4553
Hunter Valley exc Newcastle	40-44	Employee	M	5054
Hunter Valley exc Newcastle	40-44	Owner managers of incorporated enterprises	F	273
Hunter Valley exc Newcastle	40-44	Owner managers of incorporated enterprises	M	467
Hunter Valley exc Newcastle	40-44	Owner managers of unincorporated enterprises	F	379
Hunter Valley exc Newcastle	40-44	Owner managers of unincorporated enterprises	M	355
Hunter Valley exc Newcastle	45-49		F	49
Hunter Valley exc Newcastle	45-49		M	57
Hunter Valley exc Newcastle	45-49	Contributing family workers	F	94
Hunter Valley exc Newcastle	45-49	Contributing family workers	M	60
Hunter Valley exc Newcastle	45-49	Employee	F	4521
Hunter Valley exc Newcastle	45-49	Employee	M	4983
Hunter Valley exc Newcastle	45-49	Owner managers of incorporated enterprises	F	273
Hunter Valley exc Newcastle	45-49	Owner managers of incorporated enterprises	M	507
Hunter Valley exc Newcastle	45-49	Owner managers of unincorporated enterprises	F	379
Hunter Valley exc Newcastle	45-49	Owner managers of unincorporated enterprises	M	370
Hunter Valley exc Newcastle	50-54		F	48
Hunter Valley exc Newcastle	50-54		M	75
Hunter Valley exc Newcastle	50-54	Contributing family workers	F	118
Hunter Valley exc Newcastle	50-54	Contributing family workers	M	67
Hunter Valley exc Newcastle	50-54	Employee	F	4268
Hunter Valley exc Newcastle	50-54	Employee	M	4664
Hunter Valley exc Newcastle	50-54	Owner managers of incorporated enterprises	F	262
Hunter Valley exc Newcastle	50-54	Owner managers of incorporated enterprises	M	476
Hunter Valley exc Newcastle	50-54	Owner managers of unincorporated enterprises	F	360
Hunter Valley exc Newcastle	50-54	Owner managers of unincorporated enterprises	M	456
Hunter Valley exc Newcastle	55-59		F	44
Hunter Valley exc Newcastle	55-59		M	54
Hunter Valley exc Newcastle	55-59	Contributing family workers	F	117
Hunter Valley exc Newcastle	55-59	Contributing family workers	M	101
Hunter Valley exc Newcastle	55-59	Employee	F	3543
Hunter Valley exc Newcastle	55-59	Employee	M	4119
Hunter Valley exc Newcastle	55-59	Owner managers of incorporated enterprises	F	234
Hunter Valley exc Newcastle	55-59	Owner managers of incorporated enterprises	M	458
Hunter Valley exc Newcastle	55-59	Owner managers of unincorporated enterprises	F	346
Hunter Valley exc Newcastle	55-59	Owner managers of unincorporated enterprises	M	513
Hunter Valley exc Newcastle	60-64		F	39
Hunter Valley exc Newcastle	60-64		M	44
Hunter Valley exc Newcastle	60-64	Contributing family workers	F	109
Hunter Valley exc Newcastle	60-64	Contributing family workers	M	111
Hunter Valley exc Newcastle	60-64	Employee	F	1951
Hunter Valley exc Newcastle	60-64	Employee	M	2362
Hunter Valley exc Newcastle	60-64	Owner managers of incorporated enterprises	F	166
Hunter Valley exc Newcastle	60-64	Owner managers of incorporated enterprises	M	425
Hunter Valley exc Newcastle	60-64	Owner managers of unincorporated enterprises	F	268
Hunter Valley exc Newcastle	60-64	Owner managers of unincorporated enterprises	M	459
Hunter Valley exc Newcastle	65-69		F	19
Hunter Valley exc Newcastle	65-69		M	34
Hunter Valley exc Newcastle	65-69	Contributing family workers	F	111
Hunter Valley exc Newcastle	65-69	Contributing family workers	M	119
Hunter Valley exc Newcastle	65-69	Employee	F	645
Hunter Valley exc Newcastle	65-69	Employee	M	799
Hunter Valley exc Newcastle	65-69	Owner managers of incorporated enterprises	F	106
Hunter Valley exc Newcastle	65-69	Owner managers of incorporated enterprises	M	263
Hunter Valley exc Newcastle	65-69	Owner managers of unincorporated enterprises	F	161
Hunter Valley exc Newcastle	65-69	Owner managers of unincorporated enterprises	M	285
Hunter Valley exc Newcastle	70-74		F	13
Hunter Valley exc Newcastle	70-74		M	16
Hunter Valley exc Newcastle	70-74	Contributing family workers	F	66
Hunter Valley exc Newcastle	70-74	Contributing family workers	M	104
Hunter Valley exc Newcastle	70-74	Employee	F	147
Hunter Valley exc Newcastle	70-74	Employee	M	221
Hunter Valley exc Newcastle	70-74	Owner managers of incorporated enterprises	F	40
Hunter Valley exc Newcastle	70-74	Owner managers of incorporated enterprises	M	114
Hunter Valley exc Newcastle	70-74	Owner managers of unincorporated enterprises	F	80
Hunter Valley exc Newcastle	70-74	Owner managers of unincorporated enterprises	M	169
Hunter Valley exc Newcastle	75+		F	23
Hunter Valley exc Newcastle	75+		M	21
Hunter Valley exc Newcastle	75+	Contributing family workers	F	47
Hunter Valley exc Newcastle	75+	Contributing family workers	M	120
Hunter Valley exc Newcastle	75+	Employee	F	62
Hunter Valley exc Newcastle	75+	Employee	M	115
Hunter Valley exc Newcastle	75+	Owner managers of incorporated enterprises	F	18
Hunter Valley exc Newcastle	75+	Owner managers of incorporated enterprises	M	69
Hunter Valley exc Newcastle	75+	Owner managers of unincorporated enterprises	F	54
Hunter Valley exc Newcastle	75+	Owner managers of unincorporated enterprises	M	104
Illawarra	15-19		F	36
Illawarra	15-19		M	51
Illawarra	15-19	Contributing family workers	F	15
Illawarra	15-19	Contributing family workers	M	25
Illawarra	15-19	Employee	F	3563
Illawarra	15-19	Employee	M	2945
Illawarra	15-19	Owner managers of incorporated enterprises	F	12
Illawarra	15-19	Owner managers of incorporated enterprises	M	10
Illawarra	15-19	Owner managers of unincorporated enterprises	F	13
Illawarra	15-19	Owner managers of unincorporated enterprises	M	17
Illawarra	20-24		F	46
Illawarra	20-24		M	49
Illawarra	20-24	Contributing family workers	F	21
Illawarra	20-24	Contributing family workers	M	19
Illawarra	20-24	Employee	F	5440
Illawarra	20-24	Employee	M	5043
Illawarra	20-24	Owner managers of incorporated enterprises	F	26
Illawarra	20-24	Owner managers of incorporated enterprises	M	50
Illawarra	20-24	Owner managers of unincorporated enterprises	F	96
Illawarra	20-24	Owner managers of unincorporated enterprises	M	139
Illawarra	25-29		F	33
Illawarra	25-29		M	47
Illawarra	25-29	Contributing family workers	F	23
Illawarra	25-29	Contributing family workers	M	23
Illawarra	25-29	Employee	F	4630
Illawarra	25-29	Employee	M	4358
Illawarra	25-29	Owner managers of incorporated enterprises	F	71
Illawarra	25-29	Owner managers of incorporated enterprises	M	168
Illawarra	25-29	Owner managers of unincorporated enterprises	F	205
Illawarra	25-29	Owner managers of unincorporated enterprises	M	218
Illawarra	30-34		F	31
Illawarra	30-34		M	42
Illawarra	30-34	Contributing family workers	F	45
Illawarra	30-34	Contributing family workers	M	29
Illawarra	30-34	Employee	F	4670
Illawarra	30-34	Employee	M	4173
Illawarra	30-34	Owner managers of incorporated enterprises	F	137
Illawarra	30-34	Owner managers of incorporated enterprises	M	359
Illawarra	30-34	Owner managers of unincorporated enterprises	F	327
