SA4_NAME16	Age	EmploymentStatus	LabourForceStatus	Sex	workers
Central Coast	30-34	Contributing family workers	Employed (part-time)	F	14
Central Coast	30-34	Contributing family workers	Employed (part-time)	F	45
Central Coast	30-34	Contributing family workers	Employed (part-time)	M	16
Central Coast	30-34	Contributing family workers	Employed (part-time)	M	14
Central Coast	30-34	Employee		F	406
Central Coast	30-34	Employee		M	162
Central Coast	30-34	Employee	Employed (part-time)	F	1827
Central Coast	30-34	Employee	Employed (part-time)	F	2207
Central Coast	30-34	Employee	Employed (part-time)	M	3147
Central Coast	30-34	Employee	Employed (part-time)	M	542
Central Coast	30-34	Owner managers of incorporated enterprises		F	6
Central Coast	30-34	Owner managers of incorporated enterprises		M	10
Central Coast	30-34	Owner managers of incorporated enterprises	Employed (part-time)	F	99
Central Coast	30-34	Owner managers of incorporated enterprises	Employed (part-time)	F	86
Central Coast	30-34	Owner managers of incorporated enterprises	Employed (part-time)	M	330
Central Coast	30-34	Owner managers of incorporated enterprises	Employed (part-time)	M	35
Central Coast	30-34	Owner managers of unincorporated enterprises		F	16
Central Coast	30-34	Owner managers of unincorporated enterprises		M	13
Central Coast	30-34	Owner managers of unincorporated enterprises	Employed (part-time)	F	93
Central Coast	30-34	Owner managers of unincorporated enterprises	Employed (part-time)	F	217
Central Coast	30-34	Owner managers of unincorporated enterprises	Employed (part-time)	M	278
Central Coast	30-34	Owner managers of unincorporated enterprises	Employed (part-time)	M	97
Central Coast	35-39			F	14
Central Coast	35-39			M	22
Central Coast	35-39		Employed (part-time)	F	12
Central Coast	35-39		Employed (part-time)	F	14
Central Coast	35-39		Employed (part-time)	M	20
Central Coast	35-39		Employed (part-time)	M	10
Central Coast	35-39	Contributing family workers		F	3
Central Coast	35-39	Contributing family workers		M	-3
Central Coast	35-39	Contributing family workers	Employed (part-time)	F	26
Central Coast	35-39	Contributing family workers	Employed (part-time)	F	60
Central Coast	35-39	Contributing family workers	Employed (part-time)	M	26
Central Coast	35-39	Contributing family workers	Employed (part-time)	M	23
Central Coast	35-39	Employee		F	281
Central Coast	35-39	Employee		M	158
Central Coast	35-39	Employee	Employed (part-time)	F	1765
Central Coast	35-39	Employee	Employed (part-time)	F	2451
Central Coast	35-39	Employee	Employed (part-time)	M	2872
Central Coast	35-39	Employee	Employed (part-time)	M	449
Central Coast	35-39	Owner managers of incorporated enterprises		F	13
Central Coast	35-39	Owner managers of incorporated enterprises		M	19
Central Coast	35-39	Owner managers of incorporated enterprises	Employed (part-time)	F	126
Central Coast	35-39	Owner managers of incorporated enterprises	Employed (part-time)	F	137
Central Coast	35-39	Owner managers of incorporated enterprises	Employed (part-time)	M	425
Central Coast	35-39	Owner managers of incorporated enterprises	Employed (part-time)	M	55
Central Coast	35-39	Owner managers of unincorporated enterprises		F	22
Central Coast	35-39	Owner managers of unincorporated enterprises		M	15
Central Coast	35-39	Owner managers of unincorporated enterprises	Employed (part-time)	F	129
Central Coast	35-39	Owner managers of unincorporated enterprises	Employed (part-time)	F	311
Central Coast	35-39	Owner managers of unincorporated enterprises	Employed (part-time)	M	347
Central Coast	35-39	Owner managers of unincorporated enterprises	Employed (part-time)	M	119
Central Coast	40-44			F	3
Central Coast	40-44			M	13
Central Coast	40-44		Employed (part-time)	F	23
Central Coast	40-44		Employed (part-time)	F	17
Central Coast	40-44		Employed (part-time)	M	33
Central Coast	40-44		Employed (part-time)	M	14
Central Coast	40-44	Contributing family workers		F	7
Central Coast	40-44	Contributing family workers		M	11
Central Coast	40-44	Contributing family workers	Employed (part-time)	F	30
Central Coast	40-44	Contributing family workers	Employed (part-time)	F	68
Central Coast	40-44	Contributing family workers	Employed (part-time)	M	25
Central Coast	40-44	Contributing family workers	Employed (part-time)	M	16
Central Coast	40-44	Employee		F	228
Central Coast	40-44	Employee		M	139
Central Coast	40-44	Employee	Employed (part-time)	F	2408
Central Coast	40-44	Employee	Employed (part-time)	F	2781
Central Coast	40-44	Employee	Employed (part-time)	M	3066
Central Coast	40-44	Employee	Employed (part-time)	M	435
Central Coast	40-44	Owner managers of incorporated enterprises		F	6
Central Coast	40-44	Owner managers of incorporated enterprises		M	8
Central Coast	40-44	Owner managers of incorporated enterprises	Employed (part-time)	F	204
Central Coast	40-44	Owner managers of incorporated enterprises	Employed (part-time)	F	164
Central Coast	40-44	Owner managers of incorporated enterprises	Employed (part-time)	M	589
Central Coast	40-44	Owner managers of incorporated enterprises	Employed (part-time)	M	60
Central Coast	40-44	Owner managers of unincorporated enterprises		F	12
Central Coast	40-44	Owner managers of unincorporated enterprises		M	28
Central Coast	40-44	Owner managers of unincorporated enterprises	Employed (part-time)	F	205
Central Coast	40-44	Owner managers of unincorporated enterprises	Employed (part-time)	F	340
Central Coast	40-44	Owner managers of unincorporated enterprises	Employed (part-time)	M	398
Central Coast	40-44	Owner managers of unincorporated enterprises	Employed (part-time)	M	160
Central Coast	45-49			F	15
Central Coast	45-49			M	17
Central Coast	45-49		Employed (part-time)	F	24
Central Coast	45-49		Employed (part-time)	F	31
Central Coast	45-49		Employed (part-time)	M	29
Central Coast	45-49		Employed (part-time)	M	12
Central Coast	45-49	Contributing family workers		F	3
Central Coast	45-49	Contributing family workers		M	12
Central Coast	45-49	Contributing family workers	Employed (part-time)	F	32
Central Coast	45-49	Contributing family workers	Employed (part-time)	F	77
Central Coast	45-49	Contributing family workers	Employed (part-time)	M	33
Central Coast	45-49	Contributing family workers	Employed (part-time)	M	18
Central Coast	45-49	Employee		F	221
Central Coast	45-49	Employee		M	152
Central Coast	45-49	Employee	Employed (part-time)	F	2825
Central Coast	45-49	Employee	Employed (part-time)	F	2771
Central Coast	45-49	Employee	Employed (part-time)	M	3060
Central Coast	45-49	Employee	Employed (part-time)	M	464
Central Coast	45-49	Owner managers of incorporated enterprises		F	5
Central Coast	45-49	Owner managers of incorporated enterprises		M	8
Central Coast	45-49	Owner managers of incorporated enterprises	Employed (part-time)	F	242
Central Coast	45-49	Owner managers of incorporated enterprises	Employed (part-time)	F	179
Central Coast	45-49	Owner managers of incorporated enterprises	Employed (part-time)	M	635
Central Coast	45-49	Owner managers of incorporated enterprises	Employed (part-time)	M	78
Central Coast	45-49	Owner managers of unincorporated enterprises		F	16
Central Coast	45-49	Owner managers of unincorporated enterprises		M	29
Central Coast	45-49	Owner managers of unincorporated enterprises	Employed (part-time)	F	236
Central Coast	45-49	Owner managers of unincorporated enterprises	Employed (part-time)	F	315
Central Coast	45-49	Owner managers of unincorporated enterprises	Employed (part-time)	M	436
Central Coast	45-49	Owner managers of unincorporated enterprises	Employed (part-time)	M	200
Central Coast	50-54			F	13
Central Coast	50-54			M	14
Central Coast	50-54		Employed (part-time)	F	24
Central Coast	50-54		Employed (part-time)	F	27
Central Coast	50-54		Employed (part-time)	M	48
Central Coast	50-54		Employed (part-time)	M	12
Central Coast	50-54	Contributing family workers		F	10
Central Coast	50-54	Contributing family workers		M	10
Central Coast	50-54	Contributing family workers	Employed (part-time)	F	42
Central Coast	50-54	Contributing family workers	Employed (part-time)	F	48
Central Coast	50-54	Contributing family workers	Employed (part-time)	M	37
Central Coast	50-54	Contributing family workers	Employed (part-time)	M	28
Central Coast	50-54	Employee		F	269
Central Coast	50-54	Employee		M	151
Central Coast	50-54	Employee	Employed (part-time)	F	2715
Central Coast	50-54	Employee	Employed (part-time)	F	2709
Central Coast	50-54	Employee	Employed (part-time)	M	3058
Central Coast	50-54	Employee	Employed (part-time)	M	506
Central Coast	50-54	Owner managers of incorporated enterprises		F	8
Central Coast	50-54	Owner managers of incorporated enterprises		M	26
Central Coast	50-54	Owner managers of incorporated enterprises	Employed (part-time)	F	208
Central Coast	50-54	Owner managers of incorporated enterprises	Employed (part-time)	F	140
Central Coast	50-54	Owner managers of incorporated enterprises	Employed (part-time)	M	625
Central Coast	50-54	Owner managers of incorporated enterprises	Employed (part-time)	M	88
Central Coast	50-54	Owner managers of unincorporated enterprises		F	17
Central Coast	50-54	Owner managers of unincorporated enterprises		M	23
Central Coast	50-54	Owner managers of unincorporated enterprises	Employed (part-time)	F	211
Central Coast	50-54	Owner managers of unincorporated enterprises	Employed (part-time)	F	245
Central Coast	50-54	Owner managers of unincorporated enterprises	Employed (part-time)	M	441
Central Coast	50-54	Owner managers of unincorporated enterprises	Employed (part-time)	M	206
Central Coast	55-59			F	11
Central Coast	55-59			M	12
Central Coast	55-59		Employed (part-time)	F	16
Central Coast	55-59		Employed (part-time)	F	36
Central Coast	55-59		Employed (part-time)	M	30
Central Coast	55-59		Employed (part-time)	M	12
Central Coast	55-59	Contributing family workers		F	6
Central Coast	55-59	Contributing family workers		M	8
Central Coast	55-59	Contributing family workers	Employed (part-time)	F	36
Central Coast	55-59	Contributing family workers	Employed (part-time)	F	70
Central Coast	55-59	Contributing family workers	Employed (part-time)	M	50
Central Coast	55-59	Contributing family workers	Employed (part-time)	M	27
Central Coast	55-59	Employee		F	286
Central Coast	55-59	Employee		M	163
Central Coast	55-59	Employee	Employed (part-time)	F	2384
Central Coast	55-59	Employee	Employed (part-time)	F	2518
Central Coast	55-59	Employee	Employed (part-time)	M	2672
Central Coast	55-59	Employee	Employed (part-time)	M	567
Central Coast	55-59	Owner managers of incorporated enterprises		F	5
Central Coast	55-59	Owner managers of incorporated enterprises		M	25
Central Coast	55-59	Owner managers of incorporated enterprises	Employed (part-time)	F	170
Central Coast	55-59	Owner managers of incorporated enterprises	Employed (part-time)	F	136
Central Coast	55-59	Owner managers of incorporated enterprises	Employed (part-time)	M	481
Central Coast	55-59	Owner managers of incorporated enterprises	Employed (part-time)	M	116
Central Coast	55-59	Owner managers of unincorporated enterprises		F	18
Central Coast	55-59	Owner managers of unincorporated enterprises		M	36
Central Coast	55-59	Owner managers of unincorporated enterprises	Employed (part-time)	F	152
Central Coast	55-59	Owner managers of unincorporated enterprises	Employed (part-time)	F	257
Central Coast	55-59	Owner managers of unincorporated enterprises	Employed (part-time)	M	422
Central Coast	55-59	Owner managers of unincorporated enterprises	Employed (part-time)	M	252
Central Coast	60-64			F	20
Central Coast	60-64			M	12
Central Coast	60-64		Employed (part-time)	F	6
Central Coast	60-64		Employed (part-time)	F	21
Central Coast	60-64		Employed (part-time)	M	21
Central Coast	60-64		Employed (part-time)	M	5
Central Coast	60-64	Contributing family workers		F	12
Central Coast	60-64	Contributing family workers		M	6
Central Coast	60-64	Contributing family workers	Employed (part-time)	F	23
Central Coast	60-64	Contributing family workers	Employed (part-time)	F	61
Central Coast	60-64	Contributing family workers	Employed (part-time)	M	30
Central Coast	60-64	Contributing family workers	Employed (part-time)	M	32
Central Coast	60-64	Employee		F	188
Central Coast	60-64	Employee		M	140
Central Coast	60-64	Employee	Employed (part-time)	F	1196
Central Coast	60-64	Employee	Employed (part-time)	F	1698
Central Coast	60-64	Employee	Employed (part-time)	M	1487
Central Coast	60-64	Employee	Employed (part-time)	M	601
Central Coast	60-64	Owner managers of incorporated enterprises		F	11
Central Coast	60-64	Owner managers of incorporated enterprises		M	21
Central Coast	60-64	Owner managers of incorporated enterprises	Employed (part-time)	F	82
Central Coast	60-64	Owner managers of incorporated enterprises	Employed (part-time)	F	96
Central Coast	60-64	Owner managers of incorporated enterprises	Employed (part-time)	M	349
Central Coast	60-64	Owner managers of incorporated enterprises	Employed (part-time)	M	130
Central Coast	60-64	Owner managers of unincorporated enterprises		F	19
Central Coast	60-64	Owner managers of unincorporated enterprises		M	20
Central Coast	60-64	Owner managers of unincorporated enterprises	Employed (part-time)	F	87
Central Coast	60-64	Owner managers of unincorporated enterprises	Employed (part-time)	F	204
Central Coast	60-64	Owner managers of unincorporated enterprises	Employed (part-time)	M	303
Central Coast	60-64	Owner managers of unincorporated enterprises	Employed (part-time)	M	223
