SA4_NAME16	Age	ModeTravelToWork	NumberModes	workers
Hunter Valley exc Newcastle	15-24	Taxi	1	9
Hunter Valley exc Newcastle	15-24	Train	1	24
Hunter Valley exc Newcastle	15-24	Train and bus	2	14
Hunter Valley exc Newcastle	15-24	Train and car as driver	2	3
Hunter Valley exc Newcastle	15-24	Train and car as passenger	2	4
Hunter Valley exc Newcastle	15-24	Train and two other methods	3	6
Hunter Valley exc Newcastle	15-24	Truck	1	31
Hunter Valley exc Newcastle	15-24	Walked only	1	615
Hunter Valley exc Newcastle	15-24	Worked at home		136
Hunter Valley exc Newcastle	25-34	Bicycle	1	49
Hunter Valley exc Newcastle	25-34	Bus	1	72
Hunter Valley exc Newcastle	25-34	Bus and car as passenger	2	9
Hunter Valley exc Newcastle	25-34	Car as driver	1	15729
Hunter Valley exc Newcastle	25-34	Car as passenger	1	860
Hunter Valley exc Newcastle	25-34	Did not go to work		2522
Hunter Valley exc Newcastle	25-34	Ferry	1	4
Hunter Valley exc Newcastle	25-34	Method of travel not stated		164
Hunter Valley exc Newcastle	25-34	Motorbike scooter	1	97
Hunter Valley exc Newcastle	25-34	(Other)	1	91
Hunter Valley exc Newcastle	25-34	Other three methods	3	4
Hunter Valley exc Newcastle	25-34	Other two methods	2	197
Hunter Valley exc Newcastle	25-34	Taxi	1	16
Hunter Valley exc Newcastle	25-34	Train	1	47
Hunter Valley exc Newcastle	25-34	Train and bus	2	12
Hunter Valley exc Newcastle	25-34	Train and car as driver	2	11
Hunter Valley exc Newcastle	25-34	Train and other	2	3
Hunter Valley exc Newcastle	25-34	Train and two other methods	3	6
Hunter Valley exc Newcastle	25-34	Tram includes light rail	1	3
Hunter Valley exc Newcastle	25-34	Truck	1	134
Hunter Valley exc Newcastle	25-34	Walked only	1	407
Hunter Valley exc Newcastle	25-34	Worked at home		561
Hunter Valley exc Newcastle	35-44	Bicycle	1	52
Hunter Valley exc Newcastle	35-44	Bus	1	35
Hunter Valley exc Newcastle	35-44	Bus and car as driver	2	8
Hunter Valley exc Newcastle	35-44	Bus and car as passenger	2	3
Hunter Valley exc Newcastle	35-44	Car as driver	1	16508
Hunter Valley exc Newcastle	35-44	Car as passenger	1	639
Hunter Valley exc Newcastle	35-44	Did not go to work		2252
Hunter Valley exc Newcastle	35-44	Ferry	1	3
Hunter Valley exc Newcastle	35-44	Method of travel not stated		176
Hunter Valley exc Newcastle	35-44	Motorbike scooter	1	95
Hunter Valley exc Newcastle	35-44	(Other)	1	70
Hunter Valley exc Newcastle	35-44	Other three methods	3	9
Hunter Valley exc Newcastle	35-44	Other two methods	2	164
Hunter Valley exc Newcastle	35-44	Taxi	1	12
Hunter Valley exc Newcastle	35-44	Train	1	31
Hunter Valley exc Newcastle	35-44	Train and bus	2	9
Hunter Valley exc Newcastle	35-44	Train and car as driver	2	12
Hunter Valley exc Newcastle	35-44	Train and car as passenger	2	3
Hunter Valley exc Newcastle	35-44	Train and other	2	10
Hunter Valley exc Newcastle	35-44	Train and tram includes light rail	2	3
Hunter Valley exc Newcastle	35-44	Truck	1	173
Hunter Valley exc Newcastle	35-44	Walked only	1	381
Hunter Valley exc Newcastle	35-44	Worked at home		911
Hunter Valley exc Newcastle	45-54	Bicycle	1	85
Hunter Valley exc Newcastle	45-54	Bus	1	54
Hunter Valley exc Newcastle	45-54	Bus and car as driver	2	9
Hunter Valley exc Newcastle	45-54	Car as driver	1	16820
Hunter Valley exc Newcastle	45-54	Car as passenger	1	623
Hunter Valley exc Newcastle	45-54	Did not go to work		2017
Hunter Valley exc Newcastle	45-54	Ferry	1	4
Hunter Valley exc Newcastle	45-54	Method of travel not stated		220
Hunter Valley exc Newcastle	45-54	Motorbike scooter	1	100
Hunter Valley exc Newcastle	45-54	(Other)	1	90
Hunter Valley exc Newcastle	45-54	Other three methods	3	4
Hunter Valley exc Newcastle	45-54	Other two methods	2	136
Hunter Valley exc Newcastle	45-54	Taxi	1	17
Hunter Valley exc Newcastle	45-54	Train	1	31
Hunter Valley exc Newcastle	45-54	Train and bus	2	7
Hunter Valley exc Newcastle	45-54	Train and car as driver	2	14
Hunter Valley exc Newcastle	45-54	Train and car as passenger	2	3
Hunter Valley exc Newcastle	45-54	Train and other	2	3
Hunter Valley exc Newcastle	45-54	Train and two other methods	3	4
Hunter Valley exc Newcastle	45-54	Truck	1	218
Hunter Valley exc Newcastle	45-54	Walked only	1	511
Hunter Valley exc Newcastle	45-54	Worked at home		1123
Hunter Valley exc Newcastle	55-64	Bicycle	1	58
Hunter Valley exc Newcastle	55-64	Bus	1	49
Hunter Valley exc Newcastle	55-64	Bus and car as driver	2	4
Hunter Valley exc Newcastle	55-64	Car as driver	1	10818
Hunter Valley exc Newcastle	55-64	Car as passenger	1	410
Hunter Valley exc Newcastle	55-64	Did not go to work		1826
Hunter Valley exc Newcastle	55-64	Method of travel not stated		159
Hunter Valley exc Newcastle	55-64	Motorbike scooter	1	109
Hunter Valley exc Newcastle	55-64	(Other)	1	78
Hunter Valley exc Newcastle	55-64	Other three methods	3	4
Hunter Valley exc Newcastle	55-64	Other two methods	2	85
Hunter Valley exc Newcastle	55-64	Taxi	1	16
Hunter Valley exc Newcastle	55-64	Train	1	16
Hunter Valley exc Newcastle	55-64	Train and car as driver	2	6
Hunter Valley exc Newcastle	55-64	Train and two other methods	3	3
Hunter Valley exc Newcastle	55-64	Truck	1	223
Hunter Valley exc Newcastle	55-64	Walked only	1	478
Hunter Valley exc Newcastle	55-64	Worked at home		1116
Hunter Valley exc Newcastle	65-74	Bicycle	1	8
Hunter Valley exc Newcastle	65-74	Bus	1	7
Hunter Valley exc Newcastle	65-74	Bus and car as passenger	2	3
Hunter Valley exc Newcastle	65-74	Car as driver	1	1793
Hunter Valley exc Newcastle	65-74	Car as passenger	1	88
Hunter Valley exc Newcastle	65-74	Did not go to work		440
Hunter Valley exc Newcastle	65-74	Method of travel not stated		60
Hunter Valley exc Newcastle	65-74	Motorbike scooter	1	16
Hunter Valley exc Newcastle	65-74	(Other)	1	41
Hunter Valley exc Newcastle	65-74	Other two methods	2	17
Hunter Valley exc Newcastle	65-74	Taxi	1	3
Hunter Valley exc Newcastle	65-74	Train and car as driver	2	3
Hunter Valley exc Newcastle	65-74	Truck	1	74
Hunter Valley exc Newcastle	65-74	Walked only	1	202
Hunter Valley exc Newcastle	65-74	Worked at home		751
Hunter Valley exc Newcastle	75+	Car as driver	1	180
Hunter Valley exc Newcastle	75+	Car as passenger	1	15
Hunter Valley exc Newcastle	75+	Did not go to work		61
Hunter Valley exc Newcastle	75+	Method of travel not stated		52
Hunter Valley exc Newcastle	75+	Motorbike scooter	1	6
Hunter Valley exc Newcastle	75+	(Other)	1	13
Hunter Valley exc Newcastle	75+	Truck	1	18
Hunter Valley exc Newcastle	75+	Walked only	1	57
Hunter Valley exc Newcastle	75+	Worked at home		232
Illawarra	15-24	Bicycle	1	76
Illawarra	15-24	Bus	1	568
Illawarra	15-24	Bus and car as driver	2	26
Illawarra	15-24	Bus and car as passenger	2	46
Illawarra	15-24	Bus and other	2	5
Illawarra	15-24	Bus and two other methods excludes train	3	3
Illawarra	15-24	Car as driver	1	9858
Illawarra	15-24	Car as passenger	1	2340
Illawarra	15-24	Did not go to work		2887
Illawarra	15-24	Ferry	1	3
Illawarra	15-24	Method of travel not stated		219
Illawarra	15-24	Motorbike scooter	1	68
Illawarra	15-24	(Other)	1	32
Illawarra	15-24	Other three methods	3	3
Illawarra	15-24	Other two methods	2	136
Illawarra	15-24	Taxi	1	25
Illawarra	15-24	Train	1	232
Illawarra	15-24	Train and bus	2	48
Illawarra	15-24	Train and car as driver	2	17
Illawarra	15-24	Train and car as passenger	2	22
Illawarra	15-24	Train and other	2	14
Illawarra	15-24	Train and two other methods	3	29
Illawarra	15-24	Truck	1	47
Illawarra	15-24	Walked only	1	784
Illawarra	15-24	Worked at home		127
Illawarra	25-34	Bicycle	1	109
Illawarra	25-34	Bus	1	411
Illawarra	25-34	Bus and car as driver	2	3
Illawarra	25-34	Bus and car as passenger	2	27
Illawarra	25-34	Bus and other	2	16
Illawarra	25-34	Bus and two other methods excludes train	3	8
Illawarra	25-34	Car as driver	1	14037
Illawarra	25-34	Car as passenger	1	845
Illawarra	25-34	Did not go to work		2276
Illawarra	25-34	Ferry	1	5
Illawarra	25-34	Method of travel not stated		144
Illawarra	25-34	Motorbike scooter	1	111
Illawarra	25-34	(Other)	1	60
Illawarra	25-34	Other three methods	3	8
Illawarra	25-34	Other two methods	2	116
Illawarra	25-34	Taxi	1	31
Illawarra	25-34	Train	1	190
Illawarra	25-34	Train and bus	2	48
Illawarra	25-34	Train and car as driver	2	29
Illawarra	25-34	Train and car as passenger	2	15
Illawarra	25-34	Train and other	2	12
Illawarra	25-34	Train and two other methods	3	23
Illawarra	25-34	Truck	1	124
Illawarra	25-34	Walked only	1	713
Illawarra	25-34	Worked at home		583
Illawarra	35-44	Bicycle	1	150
Illawarra	35-44	Bus	1	228
Illawarra	35-44	Bus and car as driver	2	11
Illawarra	35-44	Bus and car as passenger	2	13
Illawarra	35-44	Bus and other	2	10
Illawarra	35-44	Bus and two other methods excludes train	3	4
Illawarra	35-44	Car as driver	1	16293
Illawarra	35-44	Car as passenger	1	650
Illawarra	35-44	Did not go to work		2032
Illawarra	35-44	Method of travel not stated		141
Illawarra	35-44	Motorbike scooter	1	92
Illawarra	35-44	(Other)	1	88
Illawarra	35-44	Other three methods	3	6
Illawarra	35-44	Other two methods	2	93
Illawarra	35-44	Taxi	1	12
Illawarra	35-44	Train	1	145
Illawarra	35-44	Train and bus	2	26
Illawarra	35-44	Train and car as driver	2	31
Illawarra	35-44	Train and car as passenger	2	15
Illawarra	35-44	Train and other	2	8
Illawarra	35-44	Train and two other methods	3	19
Illawarra	35-44	Truck	1	171
Illawarra	35-44	Walked only	1	529
Illawarra	35-44	Worked at home		1109
Illawarra	45-54	Bicycle	1	190
Illawarra	45-54	Bus	1	247
Illawarra	45-54	Bus and car as driver	2	14
Illawarra	45-54	Bus and car as passenger	2	5
Illawarra	45-54	Bus and other	2	4
Illawarra	45-54	Bus and two other methods excludes train	3	5
Illawarra	45-54	Car as driver	1	17588
Illawarra	45-54	Car as passenger	1	651
Illawarra	45-54	Did not go to work		1888
Illawarra	45-54	Method of travel not stated		184
Illawarra	45-54	Motorbike scooter	1	114
Illawarra	45-54	(Other)	1	90
Illawarra	45-54	Other three methods	3	8
Illawarra	45-54	Other two methods	2	107
Illawarra	45-54	Taxi	1	18
Illawarra	45-54	Train	1	138
Illawarra	45-54	Train and bus	2	31
Illawarra	45-54	Train and car as driver	2	37
Illawarra	45-54	Train and car as passenger	2	7
Illawarra	45-54	Train and other	2	7
Illawarra	45-54	Train and two other methods	3	13
Illawarra	45-54	Truck	1	205
Illawarra	45-54	Walked only	1	552
Illawarra	45-54	Worked at home		1051
Illawarra	55-64	Bicycle	1	98
Illawarra	55-64	Bus	1	170
Illawarra	55-64	Bus and car as driver	2	8
Illawarra	55-64	Bus and car as passenger	2	10
Illawarra	55-64	Bus and other	2	3
Illawarra	55-64	Bus and two other methods excludes train	3	3
Illawarra	55-64	Car as driver	1	11476
Illawarra	55-64	Car as passenger	1	557
Illawarra	55-64	Did not go to work		1779
Illawarra	55-64	Method of travel not stated		116
Illawarra	55-64	Motorbike scooter	1	99
Illawarra	55-64	(Other)	1	88
Illawarra	55-64	Other two methods	2	61
Illawarra	55-64	Taxi	1	17
Illawarra	55-64	Train	1	112
Illawarra	55-64	Train and bus	2	20
Illawarra	55-64	Train and car as driver	2	25
Illawarra	55-64	Train and car as passenger	2	5
Illawarra	55-64	Train and other	2	10
Illawarra	55-64	Train and two other methods	3	4
Illawarra	55-64	Tram includes light rail	1	3
Illawarra	55-64	Truck	1	165
Illawarra	55-64	Walked only	1	403
Illawarra	55-64	Worked at home		826
Illawarra	65-74	Bicycle	1	7
Illawarra	65-74	Bus	1	34
Illawarra	65-74	Car as driver	1	1696
Illawarra	65-74	Car as passenger	1	115
Illawarra	65-74	Did not go to work		427
Illawarra	65-74	Method of travel not stated		62
Illawarra	65-74	Motorbike scooter	1	5
Illawarra	65-74	(Other)	1	32
Illawarra	65-74	Other two methods	2	10
Illawarra	65-74	Taxi	1	11
Illawarra	65-74	Train	1	15
Illawarra	65-74	Train and bus	2	9
Illawarra	65-74	Train and car as driver	2	3
Illawarra	65-74	Train and two other methods	3	3
Illawarra	65-74	Truck	1	42
Illawarra	65-74	Walked only	1	103
Illawarra	65-74	Worked at home		427
Illawarra	75+	Bus	1	3
Illawarra	75+	Car as driver	1	156
Illawarra	75+	Car as passenger	1	9
Illawarra	75+	Did not go to work		51
Illawarra	75+	Method of travel not stated		44
Illawarra	75+	(Other)	1	3
Illawarra	75+	Truck	1	5
Illawarra	75+	Walked only	1	21
Illawarra	75+	Worked at home		76
Mid North Coast	15-24	Bicycle	1	72
Mid North Coast	15-24	Bus	1	85
Mid North Coast	15-24	Bus and car as driver	2	7
Mid North Coast	15-24	Bus and car as passenger	2	15
Mid North Coast	15-24	Car as driver	1	4989
Mid North Coast	15-24	Car as passenger	1	1507
Mid North Coast	15-24	Did not go to work		1597
Mid North Coast	15-24	Method of travel not stated		199
Mid North Coast	15-24	Motorbike scooter	1	74
Mid North Coast	15-24	(Other)	1	24
Mid North Coast	15-24	Other three methods	3	3
Mid North Coast	15-24	Other two methods	2	46
Mid North Coast	15-24	Taxi	1	14
Mid North Coast	15-24	Train	1	3
Mid North Coast	15-24	Train and bus	2	3
Mid North Coast	15-24	Truck	1	21
Mid North Coast	15-24	Walked only	1	361
Mid North Coast	15-24	Worked at home		101
Mid North Coast	25-34	Bicycle	1	66
Mid North Coast	25-34	Bus	1	42
Mid North Coast	25-34	Car as driver	1	7584
Mid North Coast	25-34	Car as passenger	1	483
Mid North Coast	25-34	Did not go to work		1189
Mid North Coast	25-34	Method of travel not stated		111
Mid North Coast	25-34	Motorbike scooter	1	63
Mid North Coast	25-34	(Other)	1	41
Mid North Coast	25-34	Other three methods	3	5
Mid North Coast	25-34	Other two methods	2	83
Mid North Coast	25-34	Taxi	1	19
Mid North Coast	25-34	Train	1	13
Mid North Coast	25-34	Train and bus	2	3
Mid North Coast	25-34	Train and car as driver	2	3
Mid North Coast	25-34	Train and two other methods	3	5
Mid North Coast	25-34	Truck	1	85
Mid North Coast	25-34	Walked only	1	353
Mid North Coast	25-34	Worked at home		318
Mid North Coast	35-44	Bicycle	1	92
Mid North Coast	35-44	Bus	1	23
Mid North Coast	35-44	Bus and car as driver	2	3
Mid North Coast	35-44	Bus and car as passenger	2	3
Mid North Coast	35-44	Car as driver	1	9837
Mid North Coast	35-44	Car as passenger	1	418
Mid North Coast	35-44	Did not go to work		1174
Mid North Coast	35-44	Ferry	1	4
Mid North Coast	35-44	Method of travel not stated		152
Mid North Coast	35-44	Motorbike scooter	1	77
Mid North Coast	35-44	(Other)	1	64
Mid North Coast	35-44	Other three methods	3	7
Mid North Coast	35-44	Other two methods	2	75
Mid North Coast	35-44	Taxi	1	13
Mid North Coast	35-44	Train	1	3
Mid North Coast	35-44	Tram includes light rail	1	4
Mid North Coast	35-44	Truck	1	122
Mid North Coast	35-44	Walked only	1	401
Mid North Coast	35-44	Worked at home		730
Mid North Coast	45-54	Bicycle	1	94
Mid North Coast	45-54	Bus	1	43
Mid North Coast	45-54	Bus and car as driver	2	5
Mid North Coast	45-54	Bus and two other methods excludes train	3	3
Mid North Coast	45-54	Car as driver	1	12302
Mid North Coast	45-54	Car as passenger	1	546
Mid North Coast	45-54	Did not go to work		1400
Mid North Coast	45-54	Ferry	1	3
Mid North Coast	45-54	Method of travel not stated		199
Mid North Coast	45-54	Motorbike scooter	1	118
Mid North Coast	45-54	(Other)	1	91
Mid North Coast	45-54	Other two methods	2	97
Mid North Coast	45-54	Taxi	1	18
Mid North Coast	45-54	Train	1	6
Mid North Coast	45-54	Train and bus	2	7
Mid North Coast	45-54	Train and two other methods	3	3
Mid North Coast	45-54	Truck	1	227
Mid North Coast	45-54	Walked only	1	585
Mid North Coast	45-54	Worked at home		1017
Mid North Coast	55-64	Bicycle	1	66
Mid North Coast	55-64	Bus	1	18
Mid North Coast	55-64	Car as driver	1	9884
Mid North Coast	55-64	Car as passenger	1	472
Mid North Coast	55-64	Did not go to work		1599
Mid North Coast	55-64	Ferry	1	3
Mid North Coast	55-64	Method of travel not stated		179
Mid North Coast	55-64	Motorbike scooter	1	100
Mid North Coast	55-64	(Other)	1	99
Mid North Coast	55-64	Other two methods	2	64
Mid North Coast	55-64	Taxi	1	12
Mid North Coast	55-64	Train	1	4
Mid North Coast	55-64	Tram includes light rail	1	3
Mid North Coast	55-64	Truck	1	214
Mid North Coast	55-64	Walked only	1	608
Mid North Coast	55-64	Worked at home		1144
Mid North Coast	65-74	Bicycle	1	8
Mid North Coast	65-74	Bus	1	9
Mid North Coast	65-74	Car as driver	1	1850
Mid North Coast	65-74	Car as passenger	1	93
Mid North Coast	65-74	Did not go to work		459
Mid North Coast	65-74	Method of travel not stated		86
Mid North Coast	65-74	Motorbike scooter	1	20
Mid North Coast	65-74	(Other)	1	40
Mid North Coast	65-74	Other two methods	2	21
Mid North Coast	65-74	Taxi	1	3
Mid North Coast	65-74	Truck	1	82
Mid North Coast	65-74	Walked only	1	172
Mid North Coast	65-74	Worked at home		834
Mid North Coast	75+	Car as driver	1	169
Mid North Coast	75+	Car as passenger	1	5
Mid North Coast	75+	Did not go to work		60
Mid North Coast	75+	Method of travel not stated		69
Mid North Coast	75+	Motorbike scooter	1	7
Mid North Coast	75+	(Other)	1	14
Mid North Coast	75+	Truck	1	12
Mid North Coast	75+	Walked only	1	42
Mid North Coast	75+	Worked at home		248
Murray	15-24	Bicycle	1	50
Murray	15-24	Bus	1	46
Murray	15-24	Bus and car as driver	2	3
Murray	15-24	Bus and car as passenger	2	10
Murray	15-24	Bus and other	2	3
Murray	15-24	Bus and two other methods excludes train	3	3
Murray	15-24	Car as driver	1	4279
Murray	15-24	Car as passenger	1	1011
Murray	15-24	Did not go to work		1120
Murray	15-24	Ferry	1	3
Murray	15-24	Method of travel not stated		127
Murray	15-24	Motorbike scooter	1	34
Murray	15-24	(Other)	1	16
Murray	15-24	Other two methods	2	50
Murray	15-24	Taxi	1	11
Murray	15-24	Train	1	3
Murray	15-24	Truck	1	11
Murray	15-24	Walked only	1	350
Murray	15-24	Worked at home		95
Murray	25-34	Bicycle	1	60
Murray	25-34	Bus	1	40
Murray	25-34	Car as driver	1	6413
