SA4_NAME16	Age	EmploymentStatus	workers
Murray	60-64	Owner managers of unincorporated enterprises	584
Murray	60-64	Status in employment not stated	73
Murray	65-69	Contributing family workers	189
Murray	65-69	Employee	1028
Murray	65-69	Owner managers of incorporated enterprises	237
Murray	65-69	Owner managers of unincorporated enterprises	373
Murray	65-69	Status in employment not stated	60
Murray	70-74	Contributing family workers	160
Murray	70-74	Employee	275
Murray	70-74	Owner managers of incorporated enterprises	106
Murray	70-74	Owner managers of unincorporated enterprises	180
Murray	70-74	Status in employment not stated	29
Murray	75+	Contributing family workers	182
Murray	75+	Employee	115
Murray	75+	Owner managers of incorporated enterprises	61
Murray	75+	Owner managers of unincorporated enterprises	134
Murray	75+	Status in employment not stated	28
New England and North West	15-19	Contributing family workers	69
New England and North West	15-19	Employee	4187
New England and North West	15-19	Owner managers of incorporated enterprises	8
New England and North West	15-19	Owner managers of unincorporated enterprises	25
New England and North West	15-19	Status in employment not stated	81
New England and North West	20-24	Contributing family workers	45
New England and North West	20-24	Employee	5726
New England and North West	20-24	Owner managers of incorporated enterprises	52
New England and North West	20-24	Owner managers of unincorporated enterprises	129
New England and North West	20-24	Status in employment not stated	78
New England and North West	25-29	Contributing family workers	58
New England and North West	25-29	Employee	6157
New England and North West	25-29	Owner managers of incorporated enterprises	141
New England and North West	25-29	Owner managers of unincorporated enterprises	321
New England and North West	25-29	Status in employment not stated	79
New England and North West	30-34	Contributing family workers	112
New England and North West	30-34	Employee	5905
New England and North West	30-34	Owner managers of incorporated enterprises	243
New England and North West	30-34	Owner managers of unincorporated enterprises	512
New England and North West	30-34	Status in employment not stated	69
New England and North West	35-39	Contributing family workers	149
New England and North West	35-39	Employee	5463
New England and North West	35-39	Owner managers of incorporated enterprises	362
New England and North West	35-39	Owner managers of unincorporated enterprises	601
New England and North West	35-39	Status in employment not stated	75
New England and North West	40-44	Contributing family workers	215
New England and North West	40-44	Employee	5865
New England and North West	40-44	Owner managers of incorporated enterprises	494
New England and North West	40-44	Owner managers of unincorporated enterprises	795
New England and North West	40-44	Status in employment not stated	97
New England and North West	45-49	Contributing family workers	244
New England and North West	45-49	Employee	6204
New England and North West	45-49	Owner managers of incorporated enterprises	551
New England and North West	45-49	Owner managers of unincorporated enterprises	889
New England and North West	45-49	Status in employment not stated	98
New England and North West	50-54	Contributing family workers	327
New England and North West	50-54	Employee	6189
New England and North West	50-54	Owner managers of incorporated enterprises	643
New England and North West	50-54	Owner managers of unincorporated enterprises	1044
New England and North West	50-54	Status in employment not stated	111
New England and North West	55-59	Contributing family workers	413
New England and North West	55-59	Employee	5713
New England and North West	55-59	Owner managers of incorporated enterprises	617
New England and North West	55-59	Owner managers of unincorporated enterprises	1119
New England and North West	55-59	Status in employment not stated	122
New England and North West	60-64	Contributing family workers	457
New England and North West	60-64	Employee	3692
New England and North West	60-64	Owner managers of incorporated enterprises	489
New England and North West	60-64	Owner managers of unincorporated enterprises	1040
New England and North West	60-64	Status in employment not stated	129
New England and North West	65-69	Contributing family workers	441
New England and North West	65-69	Employee	1390
New England and North West	65-69	Owner managers of incorporated enterprises	317
New England and North West	65-69	Owner managers of unincorporated enterprises	753
New England and North West	65-69	Status in employment not stated	80
New England and North West	70-74	Contributing family workers	358
New England and North West	70-74	Employee	429
New England and North West	70-74	Owner managers of incorporated enterprises	154
New England and North West	70-74	Owner managers of unincorporated enterprises	452
New England and North West	70-74	Status in employment not stated	54
New England and North West	75+	Contributing family workers	394
New England and North West	75+	Employee	173
New England and North West	75+	Owner managers of incorporated enterprises	100
New England and North West	75+	Owner managers of unincorporated enterprises	320
New England and North West	75+	Status in employment not stated	73
Newcastle and Lake Macquarie	15-19	Contributing family workers	38
Newcastle and Lake Macquarie	15-19	Employee	8915
Newcastle and Lake Macquarie	15-19	Owner managers of incorporated enterprises	30
Newcastle and Lake Macquarie	15-19	Owner managers of unincorporated enterprises	51
Newcastle and Lake Macquarie	15-19	Status in employment not stated	91
Newcastle and Lake Macquarie	20-24	Contributing family workers	34
Newcastle and Lake Macquarie	20-24	Employee	15580
Newcastle and Lake Macquarie	20-24	Owner managers of incorporated enterprises	77
Newcastle and Lake Macquarie	20-24	Owner managers of unincorporated enterprises	277
Newcastle and Lake Macquarie	20-24	Status in employment not stated	121
Newcastle and Lake Macquarie	25-29	Contributing family workers	47
Newcastle and Lake Macquarie	25-29	Employee	15485
Newcastle and Lake Macquarie	25-29	Owner managers of incorporated enterprises	311
Newcastle and Lake Macquarie	25-29	Owner managers of unincorporated enterprises	598
Newcastle and Lake Macquarie	25-29	Status in employment not stated	95
Newcastle and Lake Macquarie	30-34	Contributing family workers	104
Newcastle and Lake Macquarie	30-34	Employee	14940
Newcastle and Lake Macquarie	30-34	Owner managers of incorporated enterprises	643
Newcastle and Lake Macquarie	30-34	Owner managers of unincorporated enterprises	907
Newcastle and Lake Macquarie	30-34	Status in employment not stated	98
Newcastle and Lake Macquarie	35-39	Contributing family workers	120
Newcastle and Lake Macquarie	35-39	Employee	13827
Newcastle and Lake Macquarie	35-39	Owner managers of incorporated enterprises	965
Newcastle and Lake Macquarie	35-39	Owner managers of unincorporated enterprises	985
Newcastle and Lake Macquarie	35-39	Status in employment not stated	82
Newcastle and Lake Macquarie	40-44	Contributing family workers	154
Newcastle and Lake Macquarie	40-44	Employee	14660
Newcastle and Lake Macquarie	40-44	Owner managers of incorporated enterprises	1193
Newcastle and Lake Macquarie	40-44	Owner managers of unincorporated enterprises	1156
Newcastle and Lake Macquarie	40-44	Status in employment not stated	113
Newcastle and Lake Macquarie	45-49	Contributing family workers	162
Newcastle and Lake Macquarie	45-49	Employee	14800
Newcastle and Lake Macquarie	45-49	Owner managers of incorporated enterprises	1281
Newcastle and Lake Macquarie	45-49	Owner managers of unincorporated enterprises	1181
Newcastle and Lake Macquarie	45-49	Status in employment not stated	120
Newcastle and Lake Macquarie	50-54	Contributing family workers	178
Newcastle and Lake Macquarie	50-54	Employee	14257
Newcastle and Lake Macquarie	50-54	Owner managers of incorporated enterprises	1230
Newcastle and Lake Macquarie	50-54	Owner managers of unincorporated enterprises	1109
Newcastle and Lake Macquarie	50-54	Status in employment not stated	132
Newcastle and Lake Macquarie	55-59	Contributing family workers	157
Newcastle and Lake Macquarie	55-59	Employee	12623
Newcastle and Lake Macquarie	55-59	Owner managers of incorporated enterprises	1083
Newcastle and Lake Macquarie	55-59	Owner managers of unincorporated enterprises	1075
Newcastle and Lake Macquarie	55-59	Status in employment not stated	127
Newcastle and Lake Macquarie	60-64	Contributing family workers	139
Newcastle and Lake Macquarie	60-64	Employee	7407
Newcastle and Lake Macquarie	60-64	Owner managers of incorporated enterprises	771
Newcastle and Lake Macquarie	60-64	Owner managers of unincorporated enterprises	815
Newcastle and Lake Macquarie	60-64	Status in employment not stated	96
Newcastle and Lake Macquarie	65-69	Contributing family workers	143
Newcastle and Lake Macquarie	65-69	Employee	2337
Newcastle and Lake Macquarie	65-69	Owner managers of incorporated enterprises	439
Newcastle and Lake Macquarie	65-69	Owner managers of unincorporated enterprises	464
Newcastle and Lake Macquarie	65-69	Status in employment not stated	51
Newcastle and Lake Macquarie	70-74	Contributing family workers	87
Newcastle and Lake Macquarie	70-74	Employee	611
Newcastle and Lake Macquarie	70-74	Owner managers of incorporated enterprises	192
Newcastle and Lake Macquarie	70-74	Owner managers of unincorporated enterprises	199
Newcastle and Lake Macquarie	70-74	Status in employment not stated	48
Newcastle and Lake Macquarie	75+	Contributing family workers	76
Newcastle and Lake Macquarie	75+	Employee	252
Newcastle and Lake Macquarie	75+	Owner managers of incorporated enterprises	101
Newcastle and Lake Macquarie	75+	Owner managers of unincorporated enterprises	93
Newcastle and Lake Macquarie	75+	Status in employment not stated	46
Richmond - Tweed	15-19	Contributing family workers	55
Richmond - Tweed	15-19	Employee	5110
Richmond - Tweed	15-19	Owner managers of incorporated enterprises	3
Richmond - Tweed	15-19	Owner managers of unincorporated enterprises	31
Richmond - Tweed	15-19	Status in employment not stated	94
Richmond - Tweed	20-24	Contributing family workers	40
Richmond - Tweed	20-24	Employee	5810
Richmond - Tweed	20-24	Owner managers of incorporated enterprises	37
Richmond - Tweed	20-24	Owner managers of unincorporated enterprises	174
Richmond - Tweed	20-24	Status in employment not stated	78
Richmond - Tweed	25-29	Contributing family workers	64
Richmond - Tweed	25-29	Employee	5645
Richmond - Tweed	25-29	Owner managers of incorporated enterprises	164
Richmond - Tweed	25-29	Owner managers of unincorporated enterprises	464
Richmond - Tweed	25-29	Status in employment not stated	53
Richmond - Tweed	30-34	Contributing family workers	102
Richmond - Tweed	30-34	Employee	5938
Richmond - Tweed	30-34	Owner managers of incorporated enterprises	368
Richmond - Tweed	30-34	Owner managers of unincorporated enterprises	706
Richmond - Tweed	30-34	Status in employment not stated	82
Richmond - Tweed	35-39	Contributing family workers	129
Richmond - Tweed	35-39	Employee	6043
Richmond - Tweed	35-39	Owner managers of incorporated enterprises	628
Richmond - Tweed	35-39	Owner managers of unincorporated enterprises	1032
Richmond - Tweed	35-39	Status in employment not stated	99
Richmond - Tweed	40-44	Contributing family workers	204
Richmond - Tweed	40-44	Employee	6955
Richmond - Tweed	40-44	Owner managers of incorporated enterprises	821
Richmond - Tweed	40-44	Owner managers of unincorporated enterprises	1261
Richmond - Tweed	40-44	Status in employment not stated	121
Richmond - Tweed	45-49	Contributing family workers	197
Richmond - Tweed	45-49	Employee	7453
Richmond - Tweed	45-49	Owner managers of incorporated enterprises	843
Richmond - Tweed	45-49	Owner managers of unincorporated enterprises	1415
Richmond - Tweed	45-49	Status in employment not stated	118
Richmond - Tweed	50-54	Contributing family workers	218
Richmond - Tweed	50-54	Employee	7664
Richmond - Tweed	50-54	Owner managers of incorporated enterprises	842
Richmond - Tweed	50-54	Owner managers of unincorporated enterprises	1532
Richmond - Tweed	50-54	Status in employment not stated	132
Richmond - Tweed	55-59	Contributing family workers	269
Richmond - Tweed	55-59	Employee	7652
